Time after Ignition,Memory_Foam_Carpet_Pad_R1,Memory_Foam_Carpet_Pad_R2,Memory_Foam_Carpet_Pad_R3,Mean,Std. Dev.
102.75,322.6,365.1,312.1,333.3,28.1
103.0,315.1,362.0,297.1,324.7,33.5
103.25,310.8,354.6,294.2,319.9,31.2
103.5,309.1,356.5,287.9,317.8,35.1
103.75,300.9,338.3,278.9,306.0,30.1
104.0,294.9,334.9,278.9,302.9,28.9
104.25,293.7,339.5,270.9,301.4,35.0
104.5,289.6,328.9,268.3,295.6,30.7
104.75,287.0,329.4,263.0,293.1,33.6
105.0,281.6,319.3,250.5,283.8,34.4
105.25,275.8,308.3,246.3,276.8,31.0
105.5,276.5,302.4,240.7,273.2,31.0
105.75,266.8,302.8,234.8,268.1,34.0
106.0,259.6,293.1,228.6,260.4,32.3
106.25,254.6,283.7,217.7,252.0,33.1
106.5,249.0,279.1,212.4,246.8,33.4
106.75,246.6,276.9,206.6,243.4,35.2
107.0,245.8,272.9,203.4,240.7,35.0
107.25,243.4,264.5,192.2,233.3,37.2
107.5,236.5,256.3,189.0,227.3,34.6
107.75,235.2,255.3,180.0,223.5,39.0
108.0,227.2,246.8,178.6,217.5,35.1
108.25,220.3,238.6,174.4,211.1,33.1
108.5,216.4,229.7,168.8,205.0,32.0
108.75,208.6,223.6,168.6,200.3,28.4
109.0,199.5,219.0,159.1,192.5,30.6
109.25,201.4,213.5,154.6,189.8,31.1
109.5,192.1,203.3,148.4,181.3,29.0
109.75,191.2,196.7,144.8,177.5,28.5
110.0,185.2,190.0,141.0,172.0,27.0
110.25,183.3,182.8,138.4,168.2,25.8
110.5,177.4,174.5,132.7,161.5,25.0
110.75,171.3,168.1,129.1,156.2,23.5
111.0,170.2,164.9,122.7,152.6,26.0
111.25,166.4,155.4,120.2,147.3,24.2
111.5,163.7,153.7,115.7,144.4,25.3
111.75,161.2,145.9,111.5,139.5,25.5
112.0,162.3,140.9,106.5,136.5,28.1
112.25,157.1,135.1,101.8,131.4,27.8
112.5,150.6,129.7,96.6,125.6,27.2
112.75,147.5,125.3,91.5,121.4,28.2
113.0,146.2,121.5,88.4,118.7,29.0
113.25,142.6,114.0,83.8,113.5,29.4
113.5,137.9,110.6,81.5,110.0,28.2
113.75,136.5,106.2,78.5,107.1,29.0
114.0,131.1,100.6,73.2,101.6,29.0
114.25,126.5,96.5,71.1,98.1,27.7
114.5,120.0,92.4,68.6,93.7,25.7
114.75,115.9,88.8,66.8,90.5,24.6
115.0,113.6,88.5,64.4,88.8,24.6
115.25,107.6,84.9,,96.2,16.0
115.5,100.9,80.2,,90.5,14.7
115.75,97.6,75.9,,86.7,15.3
116.0,88.6,73.2,,80.9,10.9
116.25,88.3,70.5,,79.4,12.6
116.5,82.5,66.5,,74.5,11.3
116.75,79.6,,,79.6,
117.0,72.9,,,72.9,
117.25,72.8,,,72.8,
