Time after Ignition,Memory_Foam_Carpet_Pad_R1,Memory_Foam_Carpet_Pad_R2,Memory_Foam_Carpet_Pad_R3,Mean,Std. Dev.
23.5,894.3,868.3,942.2,901.6,37.5
23.75,904.2,881.8,933.2,906.4,25.8
24.0,910.0,906.6,866.7,894.4,24.0
24.25,908.5,949.8,879.0,912.4,35.6
24.5,1012.1,885.4,959.5,952.3,63.6
24.75,898.3,950.0,955.8,934.7,31.7
25.0,946.0,951.5,972.2,956.6,13.8
25.25,964.6,945.6,993.8,968.0,24.3
25.5,961.9,932.2,960.1,951.4,16.6
25.75,1006.8,925.6,995.6,976.0,44.0
26.0,943.2,994.2,1073.6,1003.6,65.8
26.25,930.1,942.6,1051.4,974.7,66.8
26.5,1013.7,939.4,1003.3,985.5,40.2
26.75,955.3,968.0,1065.3,996.2,60.2
27.0,985.3,1089.6,1028.8,1034.6,52.4
27.25,924.7,1034.5,1156.6,1038.6,116.0
27.5,970.9,1033.7,956.9,987.2,40.9
27.75,1052.9,1090.1,1212.8,1118.6,83.7
28.0,1005.3,1033.2,1009.1,1015.8,15.1
28.25,1085.1,1037.8,1200.1,1107.7,83.5
28.5,1044.6,1117.4,1140.1,1100.7,49.9
28.75,1070.9,1038.7,1223.6,1111.0,98.8
29.0,1145.4,1184.5,1158.9,1162.9,19.9
29.25,1030.6,1035.3,1168.6,1078.2,78.3
29.5,1160.0,1165.4,1220.5,1182.0,33.4
29.75,1131.5,1050.0,1296.9,1159.5,125.8
30.0,1108.7,1149.7,1256.7,1171.7,76.4
30.25,1119.1,1166.8,1263.2,1183.0,73.4
30.5,1184.4,1067.8,1359.9,1204.0,147.0
30.75,1189.8,1162.4,1478.2,1276.8,174.9
31.0,1230.7,1150.9,1338.8,1240.1,94.3
31.25,1145.0,1100.4,1455.8,1233.8,193.6
31.5,1197.1,1219.9,1439.9,1285.6,134.1
31.75,1213.1,1279.2,1386.8,1293.0,87.7
32.0,1344.2,1299.7,1317.9,1320.6,22.4
32.25,1228.2,1234.9,1613.8,1359.0,220.7
32.5,1316.7,1243.6,1578.1,1379.5,175.8
32.75,1403.5,1349.0,1467.6,1406.7,59.4
33.0,1247.2,1313.7,1636.3,1399.1,208.1
33.25,1278.4,1358.6,1647.6,1428.2,194.2
33.5,1291.9,1285.0,1508.9,1361.9,127.3
33.75,1417.7,1243.1,1734.8,1465.2,249.3
34.0,1617.2,1320.4,1629.0,1522.2,174.9
34.25,1327.5,1391.7,1596.2,1438.5,140.3
34.5,1423.2,1255.5,1390.6,1356.5,88.9
34.75,1396.5,1278.4,1655.8,1443.6,193.0
35.0,1462.0,1369.1,1625.4,1485.5,129.8
35.25,1585.5,1527.7,1779.5,1630.9,131.9
35.5,1362.9,1343.2,1676.4,1460.8,186.9
35.75,1521.7,1474.0,1556.9,1517.5,41.6
36.0,1604.0,1458.0,1634.9,1565.6,94.5
36.25,1380.3,1584.3,1803.9,1589.5,211.8
36.5,1720.7,1522.3,1660.4,1634.5,101.7
36.75,1427.2,1358.5,1466.3,1417.3,54.5
37.0,1468.3,1633.7,1704.0,1602.0,121.0
37.25,1649.5,1617.9,1946.6,1738.0,181.4
37.5,1450.3,1482.3,1649.0,1527.2,106.7
37.75,1720.3,1496.3,1772.7,1663.1,146.8
38.0,1598.6,1479.5,1597.3,1558.5,68.4
38.25,1682.3,1588.1,2010.6,1760.3,221.8
38.5,1716.9,1617.1,1809.2,1714.4,96.1
38.75,1416.0,1669.1,1753.3,1612.8,175.6
39.0,1793.7,1671.3,1825.0,1763.3,81.2
39.25,1583.8,1584.5,1718.1,1628.8,77.3
39.5,1696.9,1636.8,1954.3,1762.7,168.6
39.75,1703.1,1691.1,1640.5,1678.2,33.3
40.0,1617.1,1517.7,1825.4,1653.4,157.0
40.25,1655.4,1742.4,1759.9,1719.3,56.0
40.5,1680.4,1581.3,1698.0,1653.2,62.9
40.75,1757.9,1574.3,1774.7,1702.3,111.1
41.0,1592.3,1662.0,1833.8,1696.0,124.3
41.25,1643.4,1571.3,1813.4,1676.0,124.3
41.5,1564.1,1708.3,1835.3,1702.6,135.7
41.75,1736.1,1602.7,1774.7,1704.5,90.3
42.0,1798.4,1777.0,1772.1,1782.5,14.0
42.25,1683.0,1635.3,1838.3,1718.9,106.2
42.5,1685.5,1749.9,1736.1,1723.8,33.9
42.75,1764.3,1776.8,1762.6,1767.9,7.8
43.0,1609.0,1658.6,1811.3,1693.0,105.4
43.25,1685.1,1605.5,1755.2,1682.0,74.9
43.5,1719.1,1627.2,1671.3,1672.5,46.0
43.75,1804.5,1676.5,1621.2,1700.8,94.0
44.0,1809.7,1693.0,1573.3,1692.0,118.2
44.25,1793.0,1657.3,1568.8,1673.0,113.0
44.5,1727.9,1672.1,1517.4,1639.2,109.0
44.75,1795.9,1627.3,1470.0,1631.1,163.0
45.0,1718.3,1605.8,1402.1,1575.4,160.3
45.25,1731.4,1565.6,1353.1,1550.0,189.6
45.5,1748.3,1582.2,1297.7,1542.7,227.9
45.75,1700.5,1576.8,1245.5,1507.6,235.2
46.0,1691.5,1540.5,1174.9,1469.0,265.6
46.25,1642.3,1545.5,1118.6,1435.5,278.6
46.5,1619.0,1450.6,1074.7,1381.4,278.7
46.75,1594.0,1470.1,1040.1,1368.1,290.7
47.0,1539.3,1400.7,981.4,1307.2,290.5
47.25,1543.6,1377.2,925.9,1282.2,319.6
47.5,1478.1,1306.6,884.2,1223.0,305.7
47.75,1425.4,1296.8,,1361.1,90.9
48.0,1341.1,1230.9,,1286.0,78.0
48.25,1299.5,1196.2,,1247.9,73.1
48.5,1242.6,1148.6,,1195.6,66.4
48.75,1186.0,1118.4,,1152.2,47.8
49.0,1115.0,1048.1,,1081.5,47.3
49.25,1071.3,999.6,,1035.4,50.7
49.5,1005.3,951.6,,978.4,38.0
49.75,950.4,898.7,,924.5,36.5
50.0,907.8,852.7,,880.2,39.0
50.25,849.3,824.2,,836.8,17.8
50.5,806.1,777.6,,791.9,20.2
50.75,765.1,737.6,,751.3,19.5
51.0,724.2,707.0,,715.6,12.2
51.25,680.2,672.3,,676.2,5.6
51.5,634.4,625.9,,630.1,6.0
