Time after Ignition,Cotton_Rug_R1,Cotton_Rug_R2,Cotton_Rug_R3,Mean,Std. Dev.
27.0,348.5,288.6,323.3,320.1,30.1
27.25,344.5,281.5,324.3,316.8,32.1
27.5,340.6,283.1,328.6,317.4,30.3
27.75,344.9,292.3,329.9,322.3,27.1
28.0,341.7,286.2,333.5,320.4,29.9
28.25,349.3,287.1,325.2,320.5,31.3
28.5,339.7,290.4,338.1,322.8,28.0
28.75,343.7,291.0,332.3,322.3,27.7
29.0,347.2,284.7,327.9,320.0,32.0
29.25,347.5,281.0,333.2,320.6,35.0
29.5,342.5,285.5,334.3,320.8,30.8
29.75,346.1,285.8,338.1,323.3,32.8
30.0,352.1,290.7,336.0,326.3,31.8
30.25,348.9,290.4,338.1,325.8,31.1
30.5,345.1,295.1,345.3,328.5,28.9
30.75,343.3,291.3,340.0,324.9,29.1
31.0,343.6,291.5,336.3,323.8,28.2
31.25,344.8,292.1,345.4,327.4,30.6
31.5,348.0,290.7,334.6,324.5,30.0
31.75,344.3,294.4,346.9,328.5,29.6
32.0,345.4,291.0,344.5,327.0,31.1
32.25,340.6,296.3,340.9,325.9,25.7
32.5,338.7,295.8,336.4,323.7,24.1
32.75,348.5,297.9,339.7,328.7,27.1
33.0,346.7,291.1,350.2,329.3,33.1
33.25,349.5,294.3,342.8,328.8,30.1
33.5,343.1,293.8,345.9,327.6,29.3
33.75,340.6,301.0,344.0,328.5,23.9
34.0,342.6,299.4,339.4,327.1,24.0
34.25,343.3,293.4,354.1,330.3,32.4
34.5,345.6,294.1,347.5,329.1,30.3
34.75,341.9,294.5,350.5,329.0,30.1
35.0,341.3,294.6,345.9,327.2,28.4
35.25,346.3,298.7,340.9,328.6,26.1
35.5,347.0,296.2,345.3,329.5,28.8
35.75,345.0,302.7,349.4,332.4,25.8
36.0,338.7,300.1,341.1,326.6,23.0
36.25,344.0,298.5,349.9,330.8,28.1
36.5,336.6,296.3,341.3,324.7,24.7
36.75,346.8,295.2,339.3,327.1,27.9
37.0,343.2,293.2,343.2,326.5,28.9
37.25,335.4,295.0,336.5,322.3,23.6
37.5,343.3,300.5,353.0,332.3,27.9
37.75,343.3,298.3,344.1,328.6,26.2
38.0,334.9,303.1,343.8,327.3,21.4
38.25,335.1,297.7,340.8,324.5,23.4
38.5,338.8,298.3,336.8,324.6,22.8
38.75,338.5,298.0,341.1,325.9,24.2
39.0,338.1,295.5,347.0,326.8,27.5
39.25,342.4,298.0,335.3,325.2,23.9
39.5,331.5,297.4,344.9,324.6,24.5
39.75,333.7,299.2,339.5,324.1,21.8
40.0,338.8,303.4,341.9,328.0,21.4
40.25,341.3,294.9,338.7,325.0,26.1
40.5,333.4,292.9,341.0,322.4,25.9
40.75,335.0,295.5,337.6,322.7,23.6
41.0,324.6,292.6,336.5,317.9,22.7
41.25,325.5,297.8,337.2,320.2,20.2
41.5,337.0,298.5,335.0,323.5,21.7
41.75,326.6,293.5,335.9,318.7,22.3
42.0,329.1,297.1,336.8,321.0,21.1
42.25,331.2,297.4,337.7,322.1,21.6
42.5,327.5,298.3,333.5,319.8,18.8
42.75,325.2,298.0,332.1,318.4,18.0
43.0,328.6,297.7,335.3,320.5,20.0
43.25,324.6,296.5,333.4,318.2,19.2
43.5,325.2,293.4,324.6,314.4,18.2
43.75,333.8,292.9,326.0,317.6,21.7
44.0,320.7,293.3,329.2,314.4,18.8
44.25,322.9,297.2,319.6,313.2,14.0
44.5,326.8,296.7,325.9,316.5,17.1
44.75,322.7,293.9,328.7,315.1,18.6
45.0,320.1,294.3,319.0,311.1,14.6
45.25,318.4,294.8,325.2,312.8,15.9
45.5,312.3,290.9,321.1,308.1,15.5
45.75,314.5,292.0,321.1,309.2,15.3
46.0,316.9,291.0,317.7,308.5,15.2
46.25,317.2,288.5,319.6,308.4,17.3
46.5,316.1,292.6,310.0,306.2,12.2
46.75,309.3,292.8,318.6,306.9,13.0
47.0,313.5,298.0,320.3,310.6,11.5
47.25,308.7,292.2,317.9,306.3,13.1
47.5,303.8,290.2,316.8,303.6,13.3
47.75,299.1,287.4,318.0,301.5,15.4
48.0,300.7,289.3,312.4,300.8,11.5
48.25,305.0,288.0,314.8,302.6,13.6
48.5,299.1,293.3,313.1,301.8,10.2
48.75,305.1,290.1,305.7,300.3,8.8
49.0,298.3,293.6,310.6,300.8,8.8
49.25,293.3,288.8,304.6,295.6,8.2
49.5,294.6,286.6,304.8,295.3,9.1
49.75,293.3,285.6,305.2,294.7,9.9
50.0,292.7,284.9,305.5,294.4,10.4
50.25,289.6,282.9,300.6,291.0,8.9
50.5,286.6,285.0,300.8,290.8,8.7
50.75,286.7,282.4,298.0,289.0,8.1
51.0,288.9,281.8,303.6,291.5,11.1
51.25,288.0,279.0,295.4,287.5,8.2
51.5,285.3,278.2,291.5,285.0,6.6
51.75,285.0,280.4,298.2,287.8,9.3
52.0,283.9,270.4,291.6,282.0,10.7
52.25,279.2,277.3,292.0,282.8,8.0
52.5,281.3,274.8,292.3,282.8,8.8
52.75,277.4,272.2,293.1,280.9,10.9
53.0,272.8,275.5,293.0,280.4,11.0
53.25,272.6,278.3,283.4,278.1,5.4
53.5,274.3,270.2,283.5,276.0,6.8
53.75,268.9,272.1,282.9,274.6,7.3
54.0,267.3,272.3,284.7,274.8,9.0
54.25,269.1,262.4,280.0,270.5,8.9
54.5,265.9,266.1,276.4,269.5,6.0
54.75,264.6,267.6,278.4,270.2,7.3
55.0,264.9,266.0,276.7,269.2,6.5
55.25,264.7,265.6,274.0,268.1,5.2
55.5,261.7,264.3,270.1,265.4,4.3
55.75,260.3,262.8,276.0,266.4,8.5
56.0,258.8,264.6,277.2,266.9,9.4
56.25,256.0,263.0,272.7,263.9,8.4
56.5,252.9,261.2,269.4,261.1,8.2
56.75,255.2,261.8,267.2,261.4,6.0
57.0,249.2,260.2,269.1,259.5,10.0
57.25,253.3,263.5,264.2,260.3,6.1
57.5,250.5,261.3,265.6,259.1,7.7
57.75,250.0,257.4,262.1,256.5,6.1
58.0,247.8,255.0,258.9,253.9,5.6
58.25,245.1,258.0,259.4,254.2,7.9
58.5,242.7,254.9,253.4,250.3,6.6
58.75,241.5,255.9,253.4,250.2,7.7
59.0,236.7,255.9,254.7,249.1,10.8
59.25,238.8,249.6,249.1,245.9,6.1
59.5,235.5,253.6,247.0,245.4,9.2
59.75,234.1,252.2,249.2,245.2,9.7
60.0,234.9,250.9,245.6,243.8,8.2
60.25,233.5,251.9,241.9,242.4,9.2
60.5,228.1,248.6,242.4,239.7,10.5
60.75,226.4,248.1,240.2,238.3,11.0
61.0,224.5,248.6,234.5,235.8,12.1
61.25,224.2,245.6,236.1,235.3,10.7
61.5,220.8,246.3,239.9,235.7,13.3
61.75,218.7,247.9,231.3,232.6,14.6
62.0,214.9,239.4,237.7,230.7,13.7
62.25,214.3,242.1,231.4,229.3,14.0
62.5,210.2,246.4,234.7,230.4,18.4
62.75,210.6,242.8,227.2,226.9,16.1
63.0,206.5,236.1,226.2,223.0,15.1
63.25,205.1,238.3,224.7,222.7,16.7
63.5,203.5,237.6,222.4,221.1,17.1
63.75,205.2,240.3,222.4,222.7,17.5
64.0,200.8,240.1,220.9,220.6,19.7
64.25,201.6,239.7,217.5,219.6,19.1
64.5,198.1,235.3,213.6,215.7,18.7
64.75,197.3,234.1,211.3,214.2,18.6
65.0,195.5,228.8,208.7,211.0,16.8
65.25,197.7,231.1,210.9,213.2,16.8
65.5,193.2,230.3,211.2,211.6,18.5
65.75,192.2,227.8,202.2,207.4,18.4
66.0,188.6,225.9,202.5,205.7,18.9
66.25,187.5,229.1,200.2,205.6,21.3
66.5,186.9,228.9,198.7,204.8,21.6
66.75,182.6,224.7,198.2,201.8,21.3
67.0,180.3,218.1,195.5,198.0,19.0
67.25,181.0,221.7,192.0,198.2,21.1
67.5,179.2,221.4,190.5,197.1,21.8
67.75,176.5,217.6,186.5,193.5,21.4
68.0,173.6,218.8,189.2,193.8,23.0
68.25,174.0,218.3,185.8,192.7,22.9
68.5,170.8,213.7,184.7,189.7,21.9
68.75,169.3,214.5,183.1,189.0,23.1
69.0,167.6,215.8,180.3,187.9,25.0
69.25,165.5,214.2,179.4,186.4,25.1
69.5,164.4,214.6,179.8,186.3,25.7
69.75,162.7,210.4,174.8,182.7,24.8
70.0,159.8,213.1,174.1,182.4,27.6
70.25,161.6,211.0,171.5,181.4,26.2
70.5,159.4,209.3,170.5,179.7,26.2
70.75,156.0,210.5,169.6,178.7,28.4
71.0,157.7,212.7,167.8,179.4,29.2
71.25,155.2,205.3,171.5,177.4,25.5
71.5,153.5,204.4,165.2,174.4,26.6
71.75,153.3,204.5,166.7,174.8,26.6
72.0,153.6,203.5,167.9,175.0,25.7
72.25,150.1,200.4,163.8,171.4,26.0
72.5,148.8,197.2,160.5,168.9,25.3
72.75,149.3,195.8,160.8,168.6,24.2
73.0,146.0,198.8,159.7,168.1,27.4
73.25,145.9,197.8,159.3,167.6,26.9
73.5,144.6,193.2,154.0,163.9,25.8
73.75,138.9,192.6,152.2,161.2,28.0
74.0,141.3,192.5,150.2,161.3,27.3
74.25,140.2,192.0,148.3,160.2,27.9
74.5,137.5,189.5,145.5,157.5,28.0
74.75,136.2,190.0,144.1,156.8,29.1
75.0,135.8,186.3,143.1,155.0,27.3
75.25,131.5,186.3,142.1,153.3,29.1
75.5,131.4,188.4,140.5,153.4,30.7
75.75,128.0,183.1,136.7,149.2,29.6
76.0,129.5,182.3,136.7,149.5,28.6
76.25,127.4,183.8,134.8,148.6,30.6
76.5,123.8,182.5,133.5,146.6,31.5
76.75,124.1,182.0,129.8,145.3,31.9
77.0,122.8,182.8,131.2,145.6,32.5
77.25,121.2,178.6,129.1,143.0,31.1
77.5,122.0,179.9,127.4,143.1,32.0
77.75,119.4,177.4,125.6,140.8,31.8
78.0,119.6,177.3,123.6,140.2,32.2
78.25,116.6,175.2,122.8,138.2,32.2
78.5,115.6,171.2,121.7,136.2,30.5
78.75,116.2,171.2,119.8,135.8,30.8
79.0,113.4,171.3,119.2,134.7,31.9
79.25,112.4,168.1,116.8,132.4,30.9
79.5,111.1,167.4,116.3,131.6,31.1
79.75,109.6,166.0,117.1,130.9,30.6
80.0,108.3,165.1,113.6,129.0,31.4
80.25,107.1,166.1,112.7,128.6,32.5
80.5,108.4,162.3,111.7,127.5,30.2
80.75,106.9,162.5,109.1,126.2,31.5
81.0,103.8,163.0,108.9,125.2,32.8
81.25,104.3,158.1,108.0,123.5,30.0
81.5,103.6,157.3,105.5,122.1,30.5
81.75,100.8,154.9,105.5,120.4,30.0
82.0,100.9,156.2,105.9,121.0,30.6
82.25,100.2,153.3,101.9,118.5,30.2
82.5,99.3,154.9,101.3,118.5,31.5
82.75,96.5,153.1,100.2,116.6,31.7
83.0,96.5,146.9,101.9,115.1,27.6
83.25,95.2,150.0,97.0,114.1,31.1
83.5,96.0,146.9,98.0,113.6,28.9
83.75,95.4,143.7,96.6,111.9,27.5
84.0,94.7,143.4,95.3,111.2,27.9
84.25,93.4,140.6,94.9,109.6,26.8
84.5,92.9,141.4,92.8,109.0,28.0
84.75,92.2,139.4,92.6,108.1,27.2
85.0,91.5,136.0,92.6,106.7,25.4
85.25,90.0,137.2,89.5,105.5,27.4
85.5,90.2,134.2,89.0,104.5,25.7
85.75,89.5,131.0,88.9,103.1,24.1
86.0,88.8,128.0,85.9,100.9,23.5
86.25,87.7,127.0,84.0,99.6,23.8
86.5,86.8,125.1,83.8,98.6,23.1
86.75,86.5,123.7,81.9,97.3,22.9
87.0,85.4,120.5,80.1,95.3,22.0
87.25,85.0,118.2,80.0,94.4,20.8
87.5,84.8,117.0,78.6,93.5,20.6
87.75,83.9,112.7,77.5,91.3,18.7
88.0,82.4,111.0,77.1,90.2,18.2
88.25,81.1,111.3,76.9,89.8,18.8
88.5,80.2,107.7,75.2,87.7,17.5
88.75,79.9,108.0,75.6,87.8,17.6
89.0,79.0,105.4,73.4,85.9,17.1
89.25,78.0,102.7,73.1,84.6,15.9
89.5,77.7,102.5,72.3,84.2,16.1
89.75,77.2,101.8,73.0,84.0,15.6
90.0,76.5,98.7,71.9,82.3,14.3
90.25,75.2,96.4,70.5,80.7,13.8
90.5,73.9,96.4,69.8,80.1,14.3
90.75,75.0,93.4,68.7,79.1,12.8
91.0,73.4,93.0,68.6,78.3,12.9
91.25,73.2,92.6,68.1,78.0,12.9
91.5,71.1,91.0,67.7,76.6,12.6
91.75,71.8,89.4,66.5,75.9,12.0
92.0,70.8,88.4,64.9,74.7,12.2
92.25,70.1,88.3,65.9,74.8,11.9
92.5,69.3,86.7,64.5,73.5,11.7
92.75,69.1,85.0,64.6,72.9,10.7
93.0,68.1,83.2,63.7,71.7,10.2
93.25,68.2,84.0,63.8,72.0,10.6
93.5,67.6,81.3,63.5,70.8,9.3
93.75,68.0,80.9,62.2,70.4,9.6
94.0,66.1,77.2,62.2,68.5,7.8
94.25,66.6,77.7,61.0,68.4,8.5
94.5,66.3,74.9,60.9,67.4,7.0
94.75,65.5,74.7,60.3,66.9,7.3
95.0,64.0,73.2,60.0,65.7,6.8
95.25,63.7,71.9,59.3,65.0,6.4
95.5,62.4,71.5,58.1,64.0,6.8
95.75,63.1,70.5,59.2,64.3,5.7
96.0,61.8,69.8,57.4,63.0,6.2
96.25,61.8,67.9,57.0,62.3,5.4
96.5,61.3,67.4,56.1,61.6,5.6
96.75,61.1,66.7,55.6,61.1,5.6
97.0,60.6,65.7,54.8,60.4,5.4
97.25,59.4,64.9,54.2,59.5,5.3
97.5,60.0,64.6,54.1,59.6,5.3
97.75,59.4,63.8,53.5,58.9,5.2
98.0,59.4,63.0,53.7,58.7,4.7
98.25,57.8,62.3,52.8,57.6,4.7
98.5,57.8,61.1,52.0,56.9,4.6
98.75,57.6,60.9,51.5,56.7,4.8
99.0,57.6,60.2,52.3,56.7,4.0
99.25,55.8,58.5,49.9,54.8,4.4
99.5,55.6,57.5,50.1,54.4,3.8
99.75,55.9,58.0,49.5,54.5,4.5
100.0,55.8,57.5,49.4,54.2,4.3
100.25,56.5,56.6,48.5,53.9,4.7
100.5,55.9,54.5,48.0,52.8,4.2
100.75,54.8,55.0,47.8,52.5,4.1
101.0,54.9,52.9,47.4,51.8,3.9
101.25,54.7,52.8,46.7,51.4,4.2
101.5,54.3,52.0,46.8,51.0,3.9
101.75,55.2,51.2,46.8,51.0,4.2
102.0,54.0,51.3,46.6,50.7,3.7
102.25,53.5,49.5,46.7,49.9,3.4
102.5,52.3,49.2,46.2,49.2,3.1
102.75,52.4,48.1,44.9,48.5,3.8
103.0,51.1,47.3,45.6,48.0,2.8
103.25,51.9,46.8,44.3,47.7,3.8
103.5,51.1,46.4,44.1,47.2,3.6
103.75,51.1,45.5,44.2,46.9,3.7
104.0,51.1,45.4,43.8,46.8,3.8
104.25,50.7,45.0,43.6,46.4,3.7
104.5,50.4,44.5,43.3,46.1,3.8
104.75,50.9,44.6,43.1,46.2,4.2
105.0,50.3,43.4,42.7,45.5,4.2
105.25,49.8,42.9,42.5,45.1,4.1
105.5,49.8,43.6,42.7,45.4,3.9
105.75,49.2,42.4,42.9,44.8,3.8
106.0,49.2,42.0,42.6,44.6,4.0
106.25,49.2,42.3,42.4,44.6,4.0
106.5,48.7,40.9,41.7,43.8,4.3
106.75,50.0,41.6,42.5,44.7,4.6
107.0,49.0,42.0,43.2,44.7,3.7
107.25,49.0,41.0,42.5,44.1,4.3
107.5,48.9,41.0,41.5,43.8,4.5
107.75,48.1,40.1,42.1,43.5,4.2
108.0,47.7,40.2,42.0,43.3,3.9
108.25,48.0,40.0,41.6,43.2,4.3
108.5,47.7,39.3,41.1,42.7,4.4
108.75,47.7,39.1,40.6,42.5,4.6
109.0,47.5,39.7,41.4,42.8,4.1
109.25,47.3,39.2,41.1,42.5,4.2
109.5,47.1,39.4,41.1,42.5,4.0
109.75,46.4,38.8,41.0,42.1,3.9
110.0,46.6,39.0,40.5,42.0,4.0
110.25,46.0,38.8,41.2,42.0,3.7
110.5,46.0,38.9,40.6,41.8,3.7
110.75,45.6,38.9,40.4,41.6,3.5
111.0,45.1,38.0,40.7,41.2,3.6
111.25,45.4,38.3,40.4,41.4,3.6
111.5,45.3,38.3,40.5,41.4,3.5
111.75,45.5,38.3,40.4,41.4,3.7
112.0,45.0,37.9,40.4,41.1,3.6
112.25,44.9,38.2,40.4,41.2,3.4
112.5,45.0,37.9,40.1,41.0,3.7
112.75,45.2,38.0,39.9,41.1,3.7
113.0,45.0,38.0,39.7,40.9,3.6
113.25,44.1,38.3,39.9,40.8,3.0
113.5,44.2,37.4,40.7,40.8,3.4
113.75,44.1,37.5,40.1,40.6,3.3
114.0,43.8,37.4,39.6,40.3,3.3
114.25,43.6,37.2,39.7,40.1,3.2
114.5,44.1,37.1,39.6,40.3,3.5
114.75,43.7,37.6,40.2,40.5,3.0
115.0,43.8,37.0,39.2,40.0,3.5
115.25,42.7,37.6,39.2,39.9,2.6
115.5,43.3,36.7,39.7,39.9,3.3
115.75,42.9,36.5,39.3,39.6,3.2
116.0,43.8,36.5,39.6,40.0,3.6
116.25,43.1,36.0,39.1,39.4,3.5
116.5,42.7,36.2,39.2,39.4,3.2
116.75,42.5,35.9,,39.2,4.6
117.0,42.7,36.1,,39.4,4.7
117.25,42.1,35.9,,39.0,4.4
117.5,42.1,36.0,,39.0,4.3
117.75,42.4,36.0,,39.2,4.5
118.0,42.2,35.8,,39.0,4.5
118.25,41.1,,,41.1,
118.5,41.3,,,41.3,
118.75,41.8,,,41.8,
119.0,41.5,,,41.5,
119.25,41.7,,,41.7,
119.5,41.6,,,41.6,
119.75,41.3,,,41.3,
120.0,40.6,,,40.6,
120.25,40.8,,,40.8,
120.5,40.6,,,40.6,
120.75,41.1,,,41.1,
121.0,40.7,,,40.7,
121.25,40.3,,,40.3,
121.5,40.1,,,40.1,
121.75,40.3,,,40.3,
122.0,39.7,,,39.7,
122.25,40.1,,,40.1,
122.5,40.1,,,40.1,
122.75,39.8,,,39.8,
123.0,39.8,,,39.8,
123.25,39.3,,,39.3,
123.5,39.1,,,39.1,
123.75,39.2,,,39.2,
124.0,38.5,,,38.5,
124.25,38.4,,,38.4,
124.5,39.0,,,39.0,
124.75,38.9,,,38.9,
125.0,38.3,,,38.3,
125.25,38.5,,,38.5,
125.5,38.5,,,38.5,
125.75,39.0,,,39.0,
126.0,39.2,,,39.2,
126.25,38.9,,,38.9,
126.5,38.6,,,38.6,
126.75,38.4,,,38.4,
127.0,37.6,,,37.6,
127.25,37.9,,,37.9,
127.5,37.3,,,37.3,
127.75,37.2,,,37.2,
128.0,37.9,,,37.9,
128.25,37.9,,,37.9,
128.5,37.3,,,37.3,
128.75,37.6,,,37.6,
129.0,37.7,,,37.7,
129.25,37.4,,,37.4,
129.5,37.0,,,37.0,
129.75,37.4,,,37.4,
130.0,37.5,,,37.5,
130.25,37.3,,,37.3,
130.5,37.2,,,37.2,
130.75,37.0,,,37.0,
131.0,36.8,,,36.8,
131.25,36.7,,,36.7,
131.5,37.0,,,37.0,
131.75,37.4,,,37.4,
132.0,37.3,,,37.3,
132.25,36.6,,,36.6,
132.5,36.6,,,36.6,
132.75,37.2,,,37.2,
133.0,36.9,,,36.9,
133.25,36.5,,,36.5,
133.5,36.6,,,36.6,
133.75,36.3,,,36.3,
134.0,36.2,,,36.2,
134.25,36.8,,,36.8,
134.5,36.6,,,36.6,
134.75,36.3,,,36.3,
135.0,35.9,,,35.9,
135.25,36.1,,,36.1,
135.5,36.1,,,36.1,
135.75,36.0,,,36.0,
136.0,36.1,,,36.1,
136.25,35.8,,,35.8,
136.5,35.7,,,35.7,
136.75,35.7,,,35.7,
137.0,36.2,,,36.2,
137.25,35.8,,,35.8,
137.5,35.9,,,35.9,
137.75,36.0,,,36.0,
138.0,35.7,,,35.7,
138.25,35.7,,,35.7,
138.5,35.4,,,35.4,
138.75,35.2,,,35.2,
139.0,35.4,,,35.4,
139.25,35.4,,,35.4,
139.5,35.3,,,35.3,
139.75,34.9,,,34.9,
140.0,34.9,,,34.9,
140.25,34.7,,,34.7,
140.5,34.3,,,34.3,
140.75,34.4,,,34.4,
141.0,34.2,,,34.2,
141.25,33.9,,,33.9,
141.5,33.9,,,33.9,
141.75,33.8,,,33.8,
142.0,33.4,,,33.4,
142.25,33.3,,,33.3,
142.5,33.4,,,33.4,
142.75,33.8,,,33.8,
143.0,33.5,,,33.5,
143.25,33.6,,,33.6,
143.5,33.3,,,33.3,
143.75,33.0,,,33.0,
144.0,33.1,,,33.1,
144.25,32.9,,,32.9,
144.5,32.8,,,32.8,
144.75,32.9,,,32.9,
145.0,33.1,,,33.1,
145.25,32.7,,,32.7,
145.5,32.2,,,32.2,
145.75,32.4,,,32.4,
146.0,32.2,,,32.2,
146.25,32.1,,,32.1,
146.5,32.3,,,32.3,
146.75,32.4,,,32.4,
147.0,31.6,,,31.6,
147.25,32.6,,,32.6,
147.5,32.0,,,32.0,
147.75,32.0,,,32.0,
148.0,32.0,,,32.0,
148.25,32.0,,,32.0,
148.5,32.0,,,32.0,
148.75,32.2,,,32.2,
149.0,32.3,,,32.3,
149.25,32.0,,,32.0,
149.5,31.7,,,31.7,
149.75,31.9,,,31.9,
150.0,31.6,,,31.6,
150.25,31.6,,,31.6,
150.5,31.4,,,31.4,
150.75,31.8,,,31.8,
151.0,31.7,,,31.7,
151.25,31.5,,,31.5,
151.5,31.6,,,31.6,
151.75,31.9,,,31.9,
152.0,32.2,,,32.2,
152.25,31.8,,,31.8,
152.5,32.7,,,32.7,
152.75,32.8,,,32.8,
153.0,32.4,,,32.4,
153.25,33.0,,,33.0,
153.5,32.9,,,32.9,
153.75,32.9,,,32.9,
154.0,33.4,,,33.4,
154.25,33.2,,,33.2,
154.5,33.5,,,33.5,
154.75,33.2,,,33.2,
155.0,33.3,,,33.3,
155.25,33.4,,,33.4,
155.5,33.4,,,33.4,
155.75,33.5,,,33.5,
156.0,33.0,,,33.0,
156.25,33.6,,,33.6,
156.5,34.1,,,34.1,
156.75,33.9,,,33.9,
157.0,34.2,,,34.2,
157.25,34.4,,,34.4,
157.5,34.0,,,34.0,
157.75,34.7,,,34.7,
158.0,34.5,,,34.5,
158.25,33.7,,,33.7,
158.5,35.2,,,35.2,
158.75,34.8,,,34.8,
159.0,34.4,,,34.4,
159.25,34.8,,,34.8,
159.5,35.0,,,35.0,
159.75,34.6,,,34.6,
160.0,34.0,,,34.0,
160.25,34.6,,,34.6,
160.5,34.2,,,34.2,
