Sample ID:	C:\Users\MCC\Documents\MCC Data\ULINE_CB\ULINE_CB_MCC_N2_30K_231110_R2.txt
Sample Weight (mg):	4.01
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Calibration File:	C:\Users\MCC\Desktop\UMD MCC\MCC\Calibration Files\Coefficients\Coeff_231026_30K.txt
T Correction Coefficients:	0	1.0291	0
Time Shift (s):	8.5
*
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	End Flow (cc/min)	Oxygen (%)	HRR (W/g)
13.000	76.220	80.011	19.992	100.208	20.281	-1.214
13.500	76.265	80.007	19.989	100.216	20.281	-1.191
14.000	76.296	80.012	19.992	100.222	20.282	-1.304
14.500	76.324	80.010	19.990	100.233	20.281	-1.244
15.000	76.354	80.007	19.990	100.241	20.283	-1.382
15.500	76.399	80.008	19.990	100.248	20.282	-1.295
16.000	76.419	80.004	19.988	100.255	20.282	-1.293
16.500	76.474	80.010	19.990	100.263	20.281	-1.199
17.000	76.526	80.008	19.991	100.269	20.281	-1.229
17.500	76.542	80.007	19.991	100.274	20.280	-1.149
18.000	76.578	80.011	19.990	100.281	20.280	-1.149
18.500	76.616	80.009	19.991	100.288	20.281	-1.216
19.000	76.630	80.016	19.993	100.297	20.280	-1.116
19.500	76.680	80.018	19.994	100.306	20.279	-1.071
20.000	76.727	80.013	19.992	100.310	20.277	-0.876
20.500	76.753	80.008	19.990	100.312	20.276	-0.847
21.000	76.770	80.005	19.989	100.313	20.276	-0.860
21.500	76.817	80.005	19.989	100.312	20.275	-0.786
22.000	76.866	80.013	19.992	100.308	20.276	-0.840
22.500	76.907	80.007	19.989	100.309	20.275	-0.735
23.000	76.923	80.003	19.984	100.309	20.273	-0.563
23.500	76.981	80.010	19.991	100.303	20.272	-0.552
24.000	77.000	80.016	19.993	100.307	20.272	-0.515
24.500	77.048	80.005	19.991	100.315	20.272	-0.525
25.000	77.076	79.999	19.988	100.318	20.271	-0.434
25.500	77.114	80.017	19.992	100.320	20.271	-0.438
26.000	77.168	80.015	19.993	100.334	20.271	-0.405
26.500	77.201	80.002	19.987	100.341	20.270	-0.352
27.000	77.237	80.003	19.988	100.339	20.270	-0.351
27.500	77.279	80.003	19.988	100.338	20.270	-0.349
28.000	77.328	80.011	19.991	100.344	20.268	-0.239
28.500	77.368	80.006	19.991	100.346	20.268	-0.201
29.000	77.392	80.017	19.995	100.345	20.268	-0.222
29.500	77.446	80.008	19.990	100.353	20.266	-0.072
30.000	77.472	80.008	19.990	100.361	20.266	-0.070
30.500	77.544	80.011	19.992	100.363	20.266	-0.077
31.000	77.588	79.997	19.983	100.362	20.265	0.020
31.500	77.637	80.008	19.988	100.361	20.265	0.004
32.000	77.691	80.012	19.992	100.358	20.264	0.102
32.501	77.721	79.998	19.984	100.359	20.263	0.181
33.001	77.769	80.011	19.994	100.355	20.264	0.105
33.500	77.816	80.006	19.988	100.360	20.263	0.190
34.000	77.870	80.007	19.989	100.365	20.261	0.320
34.500	77.915	80.015	19.994	100.370	20.263	0.173
35.000	77.970	80.011	19.992	100.372	20.263	0.185
35.500	78.019	80.008	19.989	100.381	20.260	0.384
36.001	78.073	80.005	19.987	100.383	20.261	0.336
36.501	78.128	79.999	19.984	100.385	20.260	0.391
37.001	78.174	80.014	19.993	100.388	20.261	0.370
37.500	78.238	80.008	19.989	100.396	20.260	0.433
38.000	78.307	80.012	19.991	100.401	20.259	0.489
38.500	78.370	80.013	19.990	100.410	20.255	0.780
39.000	78.421	80.015	19.994	100.419	20.255	0.792
39.500	78.470	80.001	19.987	100.431	20.256	0.762
40.000	78.557	80.002	19.987	100.427	20.255	0.833
40.500	78.605	80.009	19.990	100.430	20.254	0.851
41.000	78.674	80.011	19.992	100.434	20.253	0.984
41.500	78.753	80.005	19.990	100.439	20.252	1.060
42.000	78.827	80.007	19.990	100.440	20.250	1.209
42.500	78.890	80.013	19.992	100.449	20.250	1.171
43.000	78.958	80.011	19.992	100.458	20.249	1.318
43.500	79.040	80.008	19.990	100.462	20.248	1.354
44.000	79.105	80.010	19.991	100.469	20.247	1.460
44.500	79.200	80.017	19.994	100.479	20.246	1.507
45.000	79.266	80.018	19.995	100.490	20.244	1.669
45.500	79.346	80.010	19.990	100.499	20.244	1.636
46.000	79.449	80.006	19.988	100.505	20.243	1.765
46.500	79.516	80.012	19.991	100.505	20.241	1.883
47.000	79.652	80.012	19.990	100.506	20.240	1.997
47.500	79.722	80.002	19.986	100.505	20.239	2.033
48.001	79.810	80.012	19.989	100.501	20.238	2.158
48.501	79.901	80.004	19.987	100.502	20.238	2.151
49.001	80.004	80.009	19.990	100.503	20.235	2.344
49.501	80.117	80.007	19.988	100.504	20.235	2.372
50.000	80.219	80.010	19.989	100.503	20.235	2.374
50.500	80.318	80.008	19.988	100.509	20.233	2.527
51.000	80.437	80.014	19.991	100.515	20.235	2.415
51.500	80.543	80.018	19.992	100.524	20.233	2.542
52.000	80.657	79.999	19.985	100.530	20.233	2.526
52.500	80.768	80.008	19.987	100.532	20.233	2.572
53.000	80.875	80.011	19.990	100.532	20.230	2.759
53.500	80.999	80.010	19.989	100.535	20.229	2.841
54.000	81.143	79.998	19.983	100.541	20.229	2.868
54.500	81.260	80.002	19.985	100.543	20.227	3.017
55.000	81.375	80.016	19.993	100.552	20.226	3.089
55.501	81.505	80.007	19.988	100.563	20.226	3.085
56.001	81.629	80.008	19.989	100.573	20.224	3.233
56.500	81.778	80.014	19.991	100.575	20.223	3.354
57.000	81.913	80.011	19.990	100.587	20.223	3.341
57.500	82.074	80.012	19.992	100.595	20.222	3.396
58.000	82.198	80.007	19.988	100.601	20.219	3.594
58.500	82.351	80.009	19.990	100.603	20.220	3.589
59.000	82.488	80.016	19.993	100.608	20.218	3.692
59.501	82.645	80.007	19.988	100.606	20.217	3.751
60.001	82.826	80.016	19.992	100.601	20.216	3.855
60.500	82.958	80.014	19.992	100.596	20.215	3.931
61.000	83.122	80.013	19.990	100.593	20.216	3.885
61.500	83.281	80.015	19.993	100.592	20.215	3.965
62.001	83.436	80.011	19.991	100.594	20.214	3.995
62.501	83.614	80.011	19.993	100.603	20.214	4.008
63.000	83.771	79.999	19.982	100.608	20.213	4.085
63.500	83.952	80.023	19.997	100.607	20.213	4.120
64.000	84.115	80.007	19.988	100.614	20.213	4.112
64.500	84.318	80.005	19.988	100.611	20.213	4.131
65.000	84.486	80.009	19.990	100.606	20.213	4.108
65.500	84.660	80.009	19.991	100.599	20.213	4.115
66.000	84.827	80.011	19.990	100.602	20.213	4.094
66.500	85.021	80.011	19.991	100.597	20.211	4.262
67.000	85.208	80.008	19.988	100.595	20.212	4.179
67.500	85.377	80.007	19.990	100.593	20.211	4.243
68.000	85.585	80.006	19.988	100.593	20.211	4.251
68.500	85.760	80.007	19.986	100.589	20.212	4.168
69.000	85.980	80.009	19.988	100.580	20.211	4.224
69.500	86.179	80.015	19.989	100.579	20.212	4.161
70.000	86.360	80.014	19.992	100.582	20.210	4.296
70.500	86.566	80.006	19.989	100.588	20.211	4.259
71.000	86.747	80.008	19.990	100.591	20.210	4.306
71.500	86.961	80.003	19.987	100.595	20.210	4.334
72.000	87.155	80.012	19.990	100.592	20.210	4.350
72.500	87.378	80.011	19.989	100.592	20.211	4.241
73.000	87.575	80.011	19.990	100.589	20.211	4.256
73.500	87.788	80.005	19.987	100.593	20.211	4.226
74.000	87.985	80.014	19.991	100.592	20.209	4.392
74.500	88.195	80.006	19.988	100.598	20.211	4.290
75.000	88.445	80.008	19.990	100.596	20.209	4.420
75.500	88.619	80.008	19.988	100.594	20.208	4.473
76.000	88.862	80.017	19.992	100.591	20.210	4.333
76.500	89.082	80.012	19.991	100.595	20.209	4.393
77.000	89.280	80.013	19.990	100.592	20.210	4.352
77.500	89.521	80.011	19.991	100.592	20.209	4.435
78.000	89.743	80.005	19.987	100.595	20.210	4.345
78.500	89.978	80.007	19.989	100.591	20.210	4.343
79.000	90.182	80.012	19.991	100.589	20.209	4.392
79.500	90.410	80.005	19.986	100.594	20.210	4.373
80.000	90.660	80.004	19.986	100.593	20.210	4.300
80.501	90.864	80.007	19.988	100.591	20.210	4.360
81.001	91.119	80.016	19.992	100.594	20.210	4.363
81.500	91.336	80.012	19.991	100.600	20.210	4.364
82.000	91.586	80.000	19.985	100.598	20.209	4.396
82.500	91.806	79.999	19.985	100.600	20.208	4.458
83.000	92.054	80.003	19.987	100.602	20.208	4.464
83.500	92.286	80.016	19.993	100.605	20.210	4.345
84.000	92.514	80.007	19.987	100.606	20.210	4.328
84.500	92.781	80.003	19.987	100.606	20.211	4.269
85.000	92.993	80.008	19.990	100.609	20.208	4.500
85.500	93.285	80.002	19.988	100.609	20.208	4.468
86.000	93.515	80.001	19.986	100.610	20.209	4.417
86.500	93.742	80.011	19.991	100.602	20.210	4.320
87.001	94.004	79.997	19.984	100.604	20.210	4.311
87.501	94.242	79.998	19.984	100.602	20.208	4.482
88.000	94.515	80.009	19.989	100.602	20.208	4.475
88.500	94.736	80.005	19.986	100.603	20.209	4.433
89.000	95.037	80.010	19.990	100.605	20.206	4.617
89.500	95.263	80.006	19.988	100.604	20.207	4.585
90.000	95.532	80.010	19.990	100.609	20.209	4.419
90.500	95.785	80.007	19.989	100.615	20.209	4.408
91.000	96.023	80.014	19.991	100.614	20.210	4.309
91.500	96.295	80.016	19.990	100.618	20.208	4.490
92.000	96.543	80.010	19.990	100.617	20.209	4.438
92.500	96.839	80.007	19.988	100.618	20.209	4.419
93.000	97.082	80.011	19.990	100.616	20.209	4.424
93.500	97.351	80.020	19.995	100.618	20.209	4.378
94.000	97.597	80.006	19.986	100.622	20.209	4.450
94.500	97.878	80.011	19.990	100.620	20.209	4.451
95.000	98.153	80.007	19.988	100.620	20.209	4.402
95.500	98.398	80.012	19.988	100.621	20.209	4.398
96.000	98.682	80.012	19.991	100.622	20.209	4.393
96.500	98.945	80.004	19.988	100.619	20.209	4.439
97.000	99.233	80.011	19.990	100.620	20.207	4.594
97.500	99.520	80.008	19.989	100.620	20.208	4.486
98.000	99.795	80.003	19.986	100.620	20.208	4.467
98.500	100.074	79.996	19.984	100.616	20.208	4.518
99.000	100.314	80.019	19.994	100.610	20.209	4.401
99.501	100.639	79.991	19.983	100.615	20.209	4.431
100.001	100.868	80.000	19.981	100.611	20.208	4.506
100.500	101.195	80.024	19.996	100.605	20.207	4.536
101.000	101.461	79.995	19.982	100.613	20.208	4.471
101.500	101.719	80.009	19.988	100.609	20.207	4.569
102.000	102.032	79.998	19.988	100.602	20.209	4.407
102.500	102.287	80.009	19.990	100.605	20.208	4.529
103.000	102.617	80.007	19.988	100.612	20.208	4.515
103.500	102.865	79.996	19.983	100.605	20.207	4.583
104.000	103.163	80.021	19.994	100.608	20.208	4.500
104.500	103.471	80.020	19.994	100.616	20.208	4.509
105.000	103.754	80.016	19.992	100.619	20.209	4.401
105.500	104.047	80.001	19.986	100.621	20.208	4.506
106.000	104.300	80.027	19.998	100.619	20.209	4.436
106.500	104.640	80.012	19.990	100.630	20.208	4.485
107.000	104.900	80.005	19.987	100.627	20.208	4.483
107.500	105.204	80.005	19.987	100.618	20.208	4.453
108.000	105.502	80.004	19.986	100.613	20.210	4.350
108.500	105.781	80.019	19.994	100.612	20.210	4.355
109.000	106.093	80.009	19.989	100.607	20.210	4.343
109.500	106.363	80.010	19.990	100.599	20.210	4.298
110.000	106.708	80.026	19.996	100.599	20.211	4.250
110.500	106.967	80.012	19.990	100.604	20.211	4.242
111.000	107.284	80.016	19.992	100.604	20.211	4.249
111.500	107.571	80.007	19.987	100.599	20.212	4.154
112.000	107.866	80.015	19.991	100.596	20.213	4.100
112.500	108.176	80.020	19.994	100.595	20.213	4.061
113.000	108.455	80.004	19.987	100.591	20.214	4.049
113.501	108.787	80.009	19.988	100.586	20.214	4.009
114.001	109.053	80.008	19.988	100.583	20.216	3.894
114.500	109.386	80.010	19.989	100.584	20.215	3.924
115.000	109.662	80.024	19.995	100.583	20.215	3.931
115.500	109.971	80.002	19.984	100.583	20.214	4.013
116.000	110.294	80.015	19.993	100.586	20.215	3.953
116.500	110.555	80.017	19.993	100.593	20.215	3.950
117.000	110.896	80.002	19.985	100.598	20.215	3.962
117.500	111.179	80.030	20.000	100.596	20.214	4.040
118.000	111.500	80.010	19.989	100.598	20.214	4.033
118.500	111.802	80.006	19.986	100.596	20.216	3.898
119.000	112.090	80.016	19.991	100.585	20.215	3.949
119.500	112.408	80.000	19.983	100.583	20.215	3.920
120.000	112.696	80.019	19.993	100.582	20.215	3.909
120.500	113.032	80.041	20.003	100.579	20.217	3.819
121.000	113.302	80.015	19.993	100.591	20.215	3.923
121.500	113.618	80.003	19.986	100.598	20.216	3.832
122.001	113.941	80.024	19.995	100.594	20.217	3.803
122.501	114.237	80.007	19.988	100.598	20.216	3.902
123.000	114.546	80.008	19.987	100.587	20.216	3.828
123.500	114.814	79.991	19.973	100.573	20.217	3.747
124.000	115.158	80.009	19.990	100.556	20.218	3.737
124.500	115.456	80.006	19.990	100.559	20.217	3.749
125.001	115.758	79.998	19.983	100.557	20.219	3.624
125.501	116.094	80.015	19.987	100.557	20.219	3.648
126.000	116.375	79.999	19.986	100.557	20.220	3.512
126.500	116.694	80.014	19.990	100.564	20.218	3.680
127.000	116.970	80.026	19.999	100.559	20.219	3.625
127.501	117.308	80.010	19.991	100.562	20.220	3.571
128.000	117.587	79.990	19.985	100.561	20.220	3.519
128.500	117.914	80.013	19.989	100.556	20.222	3.396
129.000	118.208	80.009	19.990	100.557	20.221	3.505
129.500	118.513	80.000	19.987	100.558	20.220	3.534
130.000	118.838	80.012	19.987	100.551	20.221	3.455
130.500	119.117	80.008	19.988	100.547	20.220	3.545
131.000	119.457	80.016	19.994	100.546	20.220	3.562
131.500	119.714	80.015	19.992	100.548	20.219	3.619
132.000	120.039	80.024	19.994	100.547	20.219	3.593
132.500	120.350	80.015	19.990	100.549	20.220	3.562
133.000	120.649	79.996	19.987	100.555	20.220	3.513
133.500	120.971	80.015	19.994	100.558	20.221	3.482
134.000	121.241	80.002	19.986	100.561	20.221	3.488
134.500	121.577	80.009	19.989	100.556	20.222	3.412
135.000	121.844	80.005	19.988	100.554	20.222	3.394
135.500	122.157	80.004	19.986	100.548	20.222	3.422
136.000	122.482	80.015	19.993	100.543	20.223	3.326
136.500	122.765	80.002	19.979	100.539	20.223	3.311
137.000	123.086	80.015	19.990	100.533	20.224	3.240
137.500	123.360	80.006	19.989	100.533	20.224	3.264
138.000	123.692	79.998	19.981	100.536	20.223	3.277
138.500	123.971	80.007	19.985	100.533	20.223	3.326
139.000	124.289	80.022	19.993	100.526	20.222	3.376
139.500	124.578	80.005	19.988	100.537	20.223	3.320
140.000	124.881	80.005	19.988	100.535	20.222	3.360
140.500	125.184	80.022	19.993	100.533	20.222	3.356
141.000	125.458	80.006	19.989	100.541	20.223	3.352
141.500	125.787	80.014	19.990	100.543	20.222	3.396
142.000	126.067	80.009	19.989	100.538	20.224	3.270
142.500	126.371	80.006	19.994	100.537	20.223	3.279
143.000	126.681	80.000	19.985	100.538	20.224	3.241
143.500	126.969	80.006	19.989	100.529	20.223	3.293
144.000	127.303	80.023	19.995	100.529	20.226	3.113
144.500	127.550	80.013	19.992	100.530	20.224	3.272
145.000	127.877	80.020	19.995	100.531	20.225	3.159
145.500	128.143	80.011	19.985	100.534	20.226	3.107
146.000	128.455	80.004	19.985	100.535	20.225	3.148
146.500	128.756	80.029	19.998	100.527	20.226	3.102
147.000	129.053	80.010	19.989	100.526	20.226	3.057
147.500	129.358	80.010	19.986	100.523	20.226	3.077
148.000	129.613	80.016	19.992	100.508	20.226	3.071
148.500	129.926	80.015	19.994	100.508	20.226	3.071
149.000	130.218	80.021	19.995	100.515	20.225	3.119
149.500	130.510	80.007	19.990	100.512	20.226	3.094
150.000	130.801	80.009	19.988	100.510	20.226	3.050
150.500	131.076	80.016	19.993	100.514	20.228	2.940
151.000	131.403	80.020	19.993	100.517	20.225	3.125
151.500	131.663	79.990	19.978	100.517	20.226	3.042
152.000	131.986	80.008	19.991	100.506	20.227	2.979
152.500	132.266	80.029	19.997	100.509	20.228	2.927
153.000	132.562	80.017	19.989	100.515	20.227	3.033
153.500	132.848	79.998	19.984	100.510	20.227	3.027
154.000	133.114	80.020	19.999	100.503	20.226	3.103
154.500	133.426	80.018	19.993	100.519	20.226	3.083
155.000	133.693	80.006	19.987	100.519	20.227	2.999
155.500	134.010	80.010	19.987	100.513	20.227	2.973
156.000	134.279	80.015	19.992	100.509	20.227	3.034
156.500	134.584	80.025	19.995	100.512	20.228	2.921
157.000	134.855	80.015	19.994	100.508	20.227	3.006
157.500	135.128	80.017	19.992	100.506	20.228	2.915
158.000	135.435	80.022	19.995	100.509	20.229	2.859
158.500	135.686	80.024	19.994	100.516	20.228	2.949
159.000	136.004	80.007	19.987	100.518	20.230	2.777
159.500	136.274	80.023	19.996	100.512	20.228	2.915
160.000	136.577	79.998	19.983	100.517	20.228	2.907
160.500	136.845	80.006	19.990	100.510	20.228	2.897
161.000	137.132	80.001	19.988	100.505	20.230	2.754
161.500	137.425	80.014	19.992	100.500	20.229	2.834
162.000	137.670	79.995	19.981	100.502	20.229	2.832
162.500	138.019	80.003	19.987	100.490	20.230	2.789
163.000	138.259	80.010	19.985	100.489	20.230	2.751
163.500	138.539	80.017	19.987	100.481	20.230	2.804
164.000	138.813	80.009	19.987	100.478	20.230	2.764
164.500	139.095	80.015	19.989	100.475	20.231	2.676
165.000	139.396	80.010	19.990	100.479	20.231	2.679
165.500	139.650	80.018	19.990	100.482	20.232	2.627
166.000	139.946	80.004	19.988	100.487	20.232	2.577
166.500	140.199	80.024	19.998	100.487	20.233	2.566
167.000	140.499	80.010	19.991	100.495	20.233	2.536
167.500	140.774	80.015	19.990	100.498	20.232	2.600
168.000	141.024	80.025	19.992	100.501	20.235	2.396
168.500	141.317	80.009	19.989	100.501	20.236	2.335
169.000	141.585	80.015	19.992	100.501	20.234	2.462
169.500	141.890	80.008	19.990	100.491	20.236	2.297
170.000	142.127	80.012	19.987	100.484	20.235	2.349
170.500	142.409	80.008	19.986	100.478	20.235	2.401
171.000	142.688	80.016	19.994	100.473	20.236	2.297
171.500	142.945	80.015	19.991	100.472	20.236	2.330
172.000	143.236	80.010	19.987	100.470	20.237	2.191
172.500	143.502	80.010	19.984	100.469	20.236	2.258
173.000	143.784	80.025	19.994	100.461	20.238	2.149
173.500	144.037	80.003	19.990	100.464	20.237	2.220
174.000	144.298	80.002	19.991	100.466	20.237	2.207
174.500	144.580	80.010	19.977	100.467	20.237	2.223
175.000	144.838	80.016	19.994	100.458	20.238	2.128
175.500	145.114	80.022	19.995	100.471	20.237	2.199
176.000	145.372	80.023	19.995	100.472	20.237	2.233
176.500	145.671	80.009	19.987	100.474	20.237	2.184
177.000	145.909	80.012	19.990	100.474	20.238	2.157
177.500	146.176	80.024	19.994	100.483	20.238	2.153
178.000	146.445	80.021	19.991	100.481	20.237	2.191
178.500	146.720	80.003	19.987	100.479	20.237	2.195
179.000	146.978	80.010	19.994	100.473	20.238	2.176
179.500	147.211	79.999	19.984	100.478	20.238	2.140
180.000	147.524	80.018	19.990	100.476	20.239	2.069
180.500	147.765	79.992	19.987	100.469	20.239	2.078
181.000	148.043	80.015	19.995	100.465	20.239	2.086
181.500	148.291	80.009	19.990	100.474	20.239	2.071
182.000	148.553	80.018	19.988	100.468	20.237	2.193
182.500	148.844	80.011	19.994	100.468	20.238	2.162
183.000	149.073	80.008	19.990	100.476	20.237	2.239
183.500	149.370	80.003	19.988	100.479	20.237	2.210
184.000	149.608	80.008	19.988	100.472	20.236	2.268
184.500	149.880	80.011	19.991	100.467	20.238	2.179
185.000	150.126	80.013	19.996	100.470	20.236	2.299
185.501	150.390	80.004	19.989	100.467	20.236	2.302
186.000	150.653	80.017	19.991	100.463	20.237	2.245
186.500	150.904	80.008	19.989	100.463	20.237	2.231
187.000	151.207	80.007	19.989	100.464	20.237	2.217
187.500	151.436	80.008	19.990	100.462	20.236	2.305
188.000	151.686	80.009	19.991	100.459	20.237	2.245
188.500	151.936	80.015	19.990	100.461	20.238	2.172
189.000	152.211	80.008	19.989	100.458	20.236	2.297
189.500	152.469	79.995	19.989	100.457	20.236	2.267
190.000	152.707	80.004	19.991	100.458	20.237	2.194
190.500	152.991	80.011	19.992	100.459	20.235	2.356
191.000	153.223	80.024	19.990	100.460	20.235	2.367
191.500	153.497	80.008	19.988	100.460	20.236	2.292
192.000	153.734	80.009	19.983	100.460	20.237	2.229
192.500	153.988	80.022	19.994	100.453	20.236	2.285
193.000	154.243	80.001	19.989	100.455	20.236	2.272
193.500	154.498	80.006	19.990	100.454	20.237	2.218
194.000	154.774	80.003	19.986	100.455	20.237	2.210
194.500	154.992	80.013	19.987	100.456	20.236	2.293
195.001	155.252	80.014	19.989	100.460	20.238	2.140
195.501	155.510	80.019	19.992	100.457	20.236	2.287
196.001	155.776	80.014	19.992	100.460	20.236	2.272
196.501	156.040	80.003	19.990	100.461	20.236	2.311
197.000	156.247	80.006	19.992	100.461	20.237	2.244
197.500	156.547	80.017	19.984	100.466	20.238	2.132
198.000	156.778	80.004	19.990	100.461	20.238	2.129
198.500	157.037	80.003	19.987	100.458	20.237	2.205
199.000	157.299	80.011	19.988	100.455	20.237	2.192
199.500	157.544	80.009	19.987	100.457	20.238	2.138
200.000	157.801	80.026	19.996	100.453	20.238	2.146
200.500	158.014	80.014	19.992	100.466	20.239	2.099
201.000	158.300	79.999	19.983	100.467	20.238	2.163
201.500	158.528	80.002	19.987	100.465	20.236	2.297
202.000	158.802	80.003	19.986	100.465	20.238	2.142
202.500	159.047	80.003	19.988	100.468	20.238	2.126
203.000	159.302	80.006	19.991	100.459	20.239	2.040
203.500	159.557	80.004	19.989	100.461	20.238	2.131
204.000	159.779	80.015	19.991	100.462	20.239	2.048
204.500	160.059	80.003	19.982	100.464	20.238	2.102
205.000	160.283	80.016	19.991	100.459	20.238	2.129
205.500	160.535	80.012	19.993	100.458	20.237	2.190
206.000	160.813	80.018	19.987	100.457	20.237	2.209
206.500	161.043	80.011	19.985	100.456	20.239	2.061
207.000	161.322	80.007	19.986	100.450	20.239	2.065
207.500	161.532	80.010	19.991	100.450	20.240	2.021
208.000	161.805	80.011	19.990	100.450	20.238	2.165
208.500	162.047	80.009	19.988	100.448	20.237	2.188
209.000	162.316	80.013	19.990	100.451	20.238	2.151
209.500	162.556	80.007	19.986	100.453	20.237	2.234
210.000	162.789	80.012	19.989	100.454	20.239	2.063
210.500	163.054	80.008	19.989	100.454	20.239	2.092
211.000	163.290	80.021	19.995	100.454	20.238	2.158
211.500	163.543	80.010	19.987	100.460	20.238	2.119
212.000	163.780	80.019	19.993	100.458	20.237	2.208
212.500	164.059	80.008	19.989	100.464	20.238	2.104
213.000	164.293	80.019	19.991	100.466	20.238	2.170
213.500	164.527	80.001	19.991	100.467	20.238	2.109
214.000	164.800	80.011	19.992	100.464	20.237	2.210
214.500	165.031	80.011	19.990	100.468	20.236	2.318
215.000	165.308	80.012	19.982	100.463	20.237	2.194
215.500	165.559	80.001	19.988	100.456	20.238	2.122
216.000	165.795	80.006	19.988	100.451	20.237	2.211
216.500	166.048	80.004	19.986	100.448	20.238	2.120
217.000	166.290	80.011	19.988	100.445	20.238	2.162
217.500	166.558	80.003	19.990	100.446	20.237	2.184
218.000	166.782	80.008	19.991	100.453	20.237	2.237
218.500	167.051	80.006	19.988	100.456	20.237	2.244
219.000	167.278	80.008	19.991	100.457	20.238	2.162
219.500	167.542	80.014	19.992	100.458	20.238	2.163
220.000	167.781	79.997	19.983	100.463	20.237	2.254
220.500	168.019	80.010	19.992	100.456	20.237	2.200
221.000	168.291	80.010	19.990	100.457	20.237	2.194
221.500	168.515	80.014	19.989	100.459	20.238	2.121
222.000	168.814	80.011	19.993	100.457	20.238	2.109
222.500	169.019	80.013	19.987	100.458	20.236	2.265
223.000	169.284	80.013	19.997	100.462	20.237	2.198
223.500	169.521	80.009	19.989	100.467	20.238	2.166
224.000	169.785	80.001	19.988	100.464	20.237	2.192
224.500	170.048	80.012	19.990	100.465	20.238	2.142
225.000	170.266	80.008	19.997	100.459	20.238	2.164
225.500	170.572	80.002	19.986	100.465	20.239	2.078
226.000	170.762	80.006	19.994	100.455	20.239	2.093
226.500	171.038	80.000	19.988	100.460	20.238	2.147
227.000	171.291	80.005	19.988	100.459	20.237	2.210
227.500	171.534	80.015	19.989	100.461	20.239	2.092
228.000	171.795	80.003	19.988	100.456	20.238	2.112
228.500	172.021	80.011	19.988	100.459	20.237	2.191
229.000	172.299	80.009	19.994	100.454	20.238	2.164
229.500	172.529	80.002	19.994	100.457	20.239	2.064
230.000	172.790	79.998	19.990	100.462	20.239	2.064
230.500	173.039	80.004	19.989	100.463	20.238	2.163
231.000	173.285	80.008	19.988	100.461	20.237	2.219
231.500	173.559	80.009	19.990	100.459	20.238	2.141
232.000	173.774	80.001	19.989	100.456	20.239	2.058
232.500	174.073	80.010	19.988	100.451	20.241	1.911
233.000	174.307	80.011	19.992	100.447	20.240	2.005
233.500	174.553	80.002	19.984	100.453	20.240	1.987
234.000	174.803	80.009	19.995	100.454	20.240	1.987
234.500	175.058	80.015	19.993	100.459	20.242	1.801
235.000	175.310	80.006	19.990	100.463	20.241	1.925
235.500	175.539	80.010	19.992	100.467	20.240	1.977
236.000	175.835	80.002	19.989	100.467	20.240	1.954
236.500	176.056	80.005	19.993	100.472	20.241	1.896
237.000	176.327	80.015	19.987	100.472	20.241	1.909
