Time after Ignition,XPS_Foam_Board_R1,XPS_Foam_Board_R2,XPS_Foam_Board_R3,Mean,Std. Dev.
26.0,952.4394594998446,1077.5436462096823,1068.6177681028105,1032.8669579374457,69.79509082802629
26.25,925.2953243141237,1062.9103279361525,1014.2193990611979,1000.808350437158,69.78083171165287
26.5,906.7131996747031,991.7661803766898,1007.8729924164272,968.78412415594,54.35491788226179
26.75,880.8924833401038,993.6907681295575,959.8014772090153,944.794909559559,57.87712041319917
27.0,818.3090559566576,934.7760501087128,960.6385541935159,904.5745534196288,75.81899048908872
27.25,823.7229469177039,899.0653566081629,910.6237786251825,877.8040273836832,47.19080130869435
27.5,801.9232151605064,864.2386113379414,872.2331344817064,846.1316536600513,38.493734892837935
27.75,754.6913892301047,827.8616799903193,860.6589765552193,814.4040152585477,54.25047415369768
28.0,731.4095044406145,807.8505040269613,825.8217294115962,788.3605792930572,50.13292262169389
28.25,700.0663167895311,762.9587117962583,792.3714801412494,751.7988362423463,47.15366276474132
28.5,651.0251257933236,751.5722798590047,746.7840670178597,716.4604908900627,56.719238354906345
28.75,618.0132436107056,704.2625145695532,722.2444321921572,681.5067301241387,55.71718283052511
29.0,601.6360393964748,679.8796356038971,715.0730364086417,665.5295704696712,58.06402801909273
29.25,573.3155822976884,640.5608941811714,660.7138024390546,624.8634263059715,45.76483469039715
29.5,552.5477140770292,577.6563352264042,648.7175636458811,592.9738709831048,49.88116044928439
29.75,520.3563801674403,586.2398275187383,621.7257196312776,576.1073091058187,51.438669237012576
30.0,493.25694038913457,560.6102023110175,595.1582662194276,549.6751363065265,51.82327472173883
30.25,469.8988661045846,534.2216555622775,574.2421290572432,526.1208835747018,52.641200698672655
30.5,454.6165724648341,512.9576602329047,549.5109087276398,505.6950471417929,47.86222858761387
30.75,428.43411656964105,481.56129149276614,535.1304263633989,481.70861147526875,53.348307454729245
31.0,408.41858503135944,461.75393167928166,504.3182723927807,458.16359636780726,48.050550358359075
31.25,394.73775222240533,435.37999530359923,476.53000120038337,435.5492495754626,40.896387168982244
31.5,370.26089036854046,420.33089113780534,461.8499418867162,417.480574464354,45.86100542240627
31.75,351.32700687128613,393.6593381332572,441.60135608309616,395.52923369587984,45.166214291938324
32.0,330.2786057988971,369.29837164359674,417.95078429436825,372.5092539122874,43.92419656912329
32.25,312.69855477784796,348.5101610724589,398.44520707538925,353.2179743085653,43.06674731342506
32.5,293.1472753778524,331.06689446755917,381.9714673873367,335.3952124109161,44.570001387688144
32.75,282.12468388900504,317.01243358841486,363.79184459156625,320.97632068966203,40.97762297910976
33.0,266.5626031948101,299.47746199496976,345.00397954083184,303.68134824353723,39.3892989967799
33.25,259.95345304737293,280.35271968982204,325.85540419880516,288.72052564533334,33.7384339259139
33.5,244.75421135712773,263.7334030165794,310.01363909373407,272.8337511558138,33.56799784495324
33.75,228.69746617239025,253.31557802094343,295.64442046382896,259.2191548857209,33.86167209506565
34.0,215.96934688449142,234.6284977607896,281.1625417681214,243.92012880446748,33.575124279332435
34.25,207.63602810137445,218.72292236804603,267.625975270025,231.32830857981517,31.919747202715513
34.5,199.91502524322874,207.4227194317029,248.7315511463001,218.6897652737439,26.28636608236862
34.75,188.52905975994153,194.72314461608997,240.59712881717306,207.94977773106817,28.442553006118082
35.0,179.02478793396477,170.10484273590745,226.2881445055139,191.80592505846207,30.193690550843034
35.25,170.0663702027573,170.12170996875062,216.52353990083193,185.57054002411328,26.80609849732955
35.5,162.00760730164163,161.7127034119496,201.43022951585087,175.0501800764807,22.846268806825975
35.75,157.7272761706329,151.87669349320785,189.11449465740372,166.23948810708148,20.02515350563661
36.0,147.9461899875629,142.32011938933732,181.56551204811277,157.27727380833767,21.221499833614725
36.25,142.290374996022,134.5402847739125,171.63477720874238,149.4884789928923,19.566805260740264
36.5,135.41586359519323,124.82326531050325,160.57687869010178,140.27200253193277,18.36482456910874
36.75,131.5269624484432,116.9318462281108,150.178008832746,132.87893916976665,16.664264543468803
37.0,125.6497007725455,110.11492528455078,141.40195784787343,125.72219463498989,15.643642260505452
37.25,121.1402383516422,102.0660938771461,136.18801277928765,119.79811500269199,17.100506094964825
37.5,113.70191988494523,96.48768710443606,128.39722857919202,112.86227852285776,15.971332364426852
37.75,110.75469202572242,91.73947369238927,122.1468027938362,108.2136561706493,15.362098267603317
38.0,105.1979848966483,85.16329356678536,113.74539590898917,101.36889145747428,14.670739960871002
38.25,103.79313714144922,81.21823939409252,106.43102787767613,97.14746813773928,13.85802522582618
38.5,97.5116513200202,75.20164469024003,102.59362520303374,91.76897373776467,14.570995452048663
38.75,93.4774275787753,70.93452207972165,96.12299370373935,86.84498112074543,13.842210271573721
39.0,89.89408602389976,67.1488389868289,90.35296959640254,82.46529820237707,13.266427013685371
39.25,87.28239817308328,63.19292416010228,85.30340859914462,78.59291031077673,13.373435609975584
39.5,82.47058252869627,,80.93865883396751,81.70462068133189,1.0832336328030572
39.75,78.87965507009042,,76.2946377495461,77.58714640981826,1.8278832768415707
40.0,75.48026386560691,,71.936479959531,73.70837191256896,2.5058336310460314
40.25,71.64970296844913,,,71.64970296844913,
40.5,70.27655401370527,,,70.27655401370527,
40.75,66.02735566384162,,,66.02735566384162,
41.0,62.475582467024296,,,62.475582467024296,
41.25,61.060478611649245,,,61.060478611649245,
41.5,56.81298219642363,,,56.81298219642363,
