Time after Ignition,PP_R1,PP_R2,PP_R3,Mean,Std. Dev.
11.75,162.9,160.1,171.2,164.7,5.8
12.0,165.4,160.6,174.0,166.6,6.8
12.25,175.1,165.1,181.5,173.9,8.3
12.5,178.2,169.7,184.2,177.3,7.3
12.75,185.0,174.8,188.4,182.8,7.1
13.0,192.4,178.9,194.4,188.6,8.4
13.25,191.6,188.1,203.6,194.4,8.1
13.5,196.4,190.8,202.2,196.4,5.7
13.75,198.7,192.4,213.9,201.7,11.0
14.0,208.5,194.3,217.2,206.7,11.5
14.25,206.7,203.9,217.4,209.4,7.1
14.5,214.0,206.6,222.7,214.4,8.0
14.75,221.3,213.9,228.7,221.3,7.4
15.0,224.4,224.2,227.3,225.3,1.7
15.25,230.1,223.6,241.5,231.7,9.0
15.5,227.2,232.0,246.3,235.2,9.9
15.75,238.4,241.6,240.7,240.2,1.7
16.0,241.8,241.0,256.5,246.4,8.8
16.25,242.4,244.6,261.5,249.5,10.5
16.5,256.3,256.2,265.3,259.3,5.2
16.75,247.4,264.4,264.3,258.7,9.8
17.0,251.4,261.3,268.8,260.5,8.7
17.25,264.5,272.5,275.5,270.8,5.7
17.5,267.6,273.3,280.7,273.9,6.6
17.75,269.8,283.7,291.2,281.5,10.8
18.0,273.3,283.1,288.3,281.6,7.6
18.25,278.4,287.5,301.1,289.0,11.4
18.5,282.7,302.2,308.0,297.6,13.2
18.75,292.1,299.3,309.8,300.4,8.9
19.0,304.2,296.8,313.8,304.9,8.5
19.25,307.5,300.7,333.5,313.9,17.4
19.5,299.7,307.8,341.2,316.2,22.0
19.75,313.0,315.3,344.1,324.1,17.4
20.0,314.6,325.0,350.4,330.0,18.4
20.25,319.5,318.0,353.6,330.4,20.1
20.5,326.4,333.2,359.9,339.8,17.7
20.75,333.3,333.3,370.5,345.7,21.5
21.0,340.4,342.1,370.2,350.9,16.7
21.25,339.8,338.9,380.4,353.1,23.7
21.5,337.3,340.3,381.6,353.1,24.8
21.75,343.4,352.4,382.4,359.4,20.4
22.0,350.3,352.8,399.6,367.6,27.8
22.25,357.8,363.1,389.3,370.1,16.9
22.5,363.5,371.5,395.5,376.8,16.6
22.75,354.9,360.3,405.5,373.5,27.8
23.0,369.4,373.2,406.7,383.1,20.5
23.25,367.2,377.0,401.7,381.9,17.8
23.5,373.5,382.0,410.6,388.7,19.4
23.75,381.5,391.7,421.7,398.3,20.9
24.0,377.5,383.1,418.7,393.1,22.4
24.25,393.8,387.2,425.2,402.1,20.3
24.5,393.6,396.8,436.9,409.1,24.2
24.75,402.2,391.3,444.7,412.7,28.2
25.0,419.9,395.2,452.0,422.4,28.5
25.25,408.5,412.7,429.2,416.8,10.9
25.5,418.4,404.7,447.8,423.6,22.0
25.75,422.2,409.4,460.8,430.8,26.8
26.0,432.3,429.4,475.5,445.7,25.8
26.25,443.2,414.7,465.1,441.0,25.3
26.5,438.3,419.7,479.1,445.7,30.3
26.75,443.5,434.5,462.2,446.7,14.2
27.0,451.2,428.1,467.6,449.0,19.8
27.25,441.8,439.2,472.4,451.1,18.4
27.5,454.8,438.8,488.9,460.9,25.6
27.75,466.7,445.9,488.1,466.9,21.1
28.0,471.4,452.4,496.1,473.3,21.9
28.25,472.0,460.4,491.8,474.7,15.8
28.5,474.0,461.7,489.3,475.0,13.8
28.75,479.2,461.9,482.1,474.4,10.9
29.0,469.4,468.9,485.9,474.8,9.7
29.25,478.2,484.7,507.5,490.1,15.4
29.5,470.5,477.3,507.3,485.0,19.6
29.75,504.7,476.2,517.1,499.4,21.0
30.0,483.3,484.9,493.2,487.1,5.3
30.25,483.5,482.1,498.0,487.9,8.8
30.5,505.7,501.4,513.6,506.9,6.2
30.75,482.1,490.9,523.4,498.8,21.8
31.0,488.8,493.9,537.5,506.8,26.8
31.25,516.5,497.0,529.7,514.4,16.5
31.5,505.2,507.1,525.1,512.5,11.0
31.75,500.2,503.8,534.8,512.9,19.0
32.0,514.5,516.3,548.5,526.4,19.1
32.25,508.8,507.5,547.9,521.4,23.0
32.5,519.6,508.5,575.4,534.5,35.9
32.75,518.1,514.1,578.1,536.8,35.9
33.0,542.0,527.7,575.8,548.5,24.7
33.25,549.7,529.5,580.9,553.4,25.9
33.5,540.8,499.3,584.9,541.6,42.8
33.75,531.0,520.2,592.6,547.9,39.1
34.0,543.7,524.5,592.2,553.5,34.9
34.25,559.3,535.4,612.1,568.9,39.2
34.5,572.2,540.7,619.2,577.4,39.5
34.75,581.7,544.9,627.8,584.8,41.5
35.0,558.5,532.9,616.1,569.2,42.6
35.25,562.8,559.7,657.7,593.4,55.7
35.5,578.6,557.5,634.1,590.1,39.5
35.75,578.4,556.8,652.4,595.9,50.1
36.0,579.1,553.7,652.1,594.9,51.1
36.25,595.8,575.9,635.0,602.2,30.1
36.5,590.2,594.9,658.6,614.6,38.2
36.75,628.2,579.8,656.7,621.6,38.9
37.0,616.7,552.9,668.5,612.7,57.9
37.25,620.6,581.9,632.2,611.6,26.3
37.5,609.2,581.8,658.4,616.4,38.8
37.75,600.1,587.0,709.0,632.0,67.0
38.0,623.3,594.3,685.5,634.4,46.6
38.25,634.6,603.0,681.5,639.7,39.5
38.5,628.9,585.0,693.8,635.9,54.7
38.75,627.1,592.3,694.5,638.0,52.0
39.0,629.2,604.4,702.6,645.4,51.1
39.25,692.6,617.5,693.4,667.8,43.6
39.5,687.1,631.2,704.5,674.3,38.3
39.75,682.9,625.8,710.3,673.0,43.1
40.0,679.3,618.8,702.5,666.9,43.2
40.25,715.7,616.8,731.7,688.0,62.2
40.5,729.9,639.2,744.0,704.3,56.9
40.75,714.4,653.3,762.1,710.0,54.5
41.0,696.3,623.8,759.4,693.2,67.9
41.25,704.1,631.5,747.1,694.2,58.4
41.5,740.3,649.1,754.5,714.6,57.2
41.75,724.7,644.9,761.0,710.2,59.4
42.0,750.0,664.6,758.7,724.4,52.0
42.25,727.3,659.9,776.5,721.2,58.6
42.5,746.1,663.8,766.3,725.4,54.3
42.75,736.1,702.7,806.5,748.4,53.0
43.0,748.0,677.0,781.6,735.5,53.4
43.25,786.8,701.5,785.7,758.0,48.9
43.5,751.5,671.9,758.8,727.4,48.2
43.75,754.3,699.5,790.4,748.1,45.7
44.0,772.1,676.0,831.8,760.0,78.6
44.25,754.4,719.4,872.2,782.0,80.1
44.5,850.1,756.3,814.0,806.8,47.3
44.75,806.2,703.1,827.4,778.9,66.5
45.0,777.9,713.2,813.2,768.1,50.7
45.25,764.5,739.6,839.8,781.3,52.2
45.5,782.0,730.6,856.5,789.7,63.3
45.75,810.0,710.1,856.3,792.1,74.7
46.0,884.3,736.1,848.4,823.0,77.3
46.25,813.9,763.8,848.7,808.8,42.7
46.5,813.0,761.3,851.9,808.7,45.4
46.75,837.3,778.3,854.9,823.5,40.1
47.0,884.4,748.6,892.9,842.0,81.0
47.25,818.7,775.7,913.4,835.9,70.5
47.5,895.2,784.0,889.4,856.2,62.6
47.75,841.4,787.7,868.9,832.7,41.3
48.0,835.6,800.4,900.5,845.5,50.8
48.25,867.7,829.4,902.8,866.6,36.7
48.5,824.1,786.8,896.2,835.7,55.6
48.75,916.0,761.3,907.3,861.5,86.9
49.0,925.9,810.2,897.5,877.8,60.3
49.25,903.7,853.1,951.0,902.6,49.0
49.5,855.8,868.1,943.2,889.0,47.3
49.75,846.0,783.2,955.4,861.5,87.1
50.0,941.7,847.7,973.4,920.9,65.3
50.25,894.4,792.5,885.5,857.5,56.4
50.5,877.3,880.7,999.2,919.1,69.4
50.75,903.7,827.3,882.2,871.0,39.4
51.0,992.4,878.8,981.7,950.9,62.7
51.25,892.6,855.5,974.8,907.6,61.1
51.5,975.2,804.2,901.8,893.7,85.8
51.75,917.9,941.3,955.9,938.4,19.2
52.0,943.4,849.7,1058.3,950.5,104.5
52.25,930.9,880.7,1021.6,944.4,71.4
52.5,986.5,881.3,1026.5,964.8,75.0
52.75,923.4,905.9,927.4,918.9,11.4
53.0,996.4,915.7,984.8,965.7,43.6
53.25,938.9,907.7,990.3,945.6,41.7
53.5,1023.9,993.1,1077.3,1031.4,42.6
53.75,944.6,915.5,1079.3,979.8,87.4
54.0,1008.4,922.1,1053.1,994.5,66.6
54.25,1039.0,922.7,1085.5,1015.7,83.9
54.5,994.0,953.9,1068.3,1005.4,58.1
54.75,1062.7,955.5,1051.0,1023.1,58.8
55.0,1041.5,932.4,1011.4,995.1,56.4
55.25,980.6,990.7,1161.6,1044.3,101.7
55.5,1118.6,964.0,1064.4,1049.0,78.4
55.75,1021.4,1009.2,1061.0,1030.5,27.1
56.0,1108.0,929.8,1073.3,1037.0,94.5
56.25,1082.1,953.3,1078.9,1038.1,73.5
56.5,1066.2,1048.5,1218.6,1111.1,93.5
56.75,1056.8,1008.6,1118.0,1061.1,54.9
57.0,1028.1,1005.2,1022.5,1018.6,11.9
57.25,1135.9,1053.6,1143.2,1110.9,49.8
57.5,1136.5,1022.4,1120.1,1093.0,61.7
57.75,1142.4,1017.8,1117.7,1092.6,66.0
58.0,1129.9,1086.3,1188.1,1134.8,51.1
58.25,1165.6,1075.5,1153.1,1131.4,48.8
58.5,1138.1,1036.8,1253.4,1142.8,108.4
58.75,1153.5,1064.0,1188.2,1135.2,64.1
59.0,1139.1,1151.6,1215.0,1168.6,40.7
59.25,1107.2,1002.4,1181.9,1097.2,90.1
59.5,1138.7,1186.4,1226.7,1183.9,44.0
59.75,1184.7,1037.2,1114.6,1112.2,73.8
60.0,1318.9,1151.6,1154.4,1208.3,95.8
60.25,1216.5,1076.1,1213.6,1168.7,80.2
60.5,1141.1,1067.6,1098.4,1102.4,36.9
60.75,1218.3,1074.1,1305.1,1199.2,116.6
61.0,1254.6,1058.1,1220.6,1177.8,105.0
61.25,1156.8,1128.4,1254.0,1179.7,65.9
61.5,1278.7,1217.8,1169.4,1222.0,54.8
61.75,1256.1,1046.8,1250.0,1184.3,119.1
62.0,1150.5,1183.7,1323.9,1219.4,92.1
62.25,1199.8,1106.7,1195.9,1167.5,52.6
62.5,1277.1,1131.0,1251.6,1219.9,78.0
62.75,1295.2,1120.8,1395.9,1270.6,139.2
63.0,1175.6,1084.8,1273.4,1177.9,94.3
63.25,1315.9,1148.3,1276.5,1246.9,87.6
63.5,1290.5,1145.1,1293.1,1242.9,84.7
63.75,1068.3,1157.9,1285.3,1170.5,109.0
64.0,1390.0,1131.7,1250.7,1257.5,129.3
64.25,1172.2,1231.0,1458.5,1287.2,151.2
64.5,1358.2,1278.1,1348.2,1328.2,43.7
64.75,1203.8,1153.4,1370.7,1242.6,113.7
65.0,1413.5,1182.6,1353.1,1316.4,119.7
65.25,1486.2,1265.2,1380.9,1377.4,110.5
65.5,1287.6,1336.6,1461.0,1361.7,89.4
65.75,1303.2,1207.3,1248.6,1253.0,48.1
66.0,1260.6,1365.1,1431.0,1352.2,85.9
66.25,1235.3,1288.4,1304.5,1276.1,36.2
66.5,1372.2,1287.5,1437.8,1365.9,75.3
66.75,1422.0,1193.7,1409.6,1341.8,128.4
67.0,1284.6,1288.9,1415.2,1329.6,74.2
67.25,1363.0,1190.0,1436.9,1330.0,126.7
67.5,1392.5,1279.9,1453.2,1375.2,87.9
67.75,1284.0,1364.7,1317.7,1322.2,40.5
68.0,1328.4,1364.3,1345.7,1346.1,17.9
68.25,1475.4,1457.5,1454.3,1462.4,11.3
68.5,1321.0,1384.3,1356.8,1354.0,31.7
68.75,1438.6,1524.2,1548.6,1503.8,57.8
69.0,1312.6,1315.6,1386.8,1338.3,42.0
69.25,1489.9,1267.8,1473.2,1410.3,123.7
69.5,1395.7,1296.5,1553.7,1415.3,129.7
69.75,1373.6,1322.4,1400.1,1365.4,39.5
70.0,1462.8,1440.4,1457.9,1453.7,11.8
70.25,1472.0,1347.1,1427.9,1415.7,63.4
70.5,1335.5,1392.1,1508.5,1412.0,88.2
70.75,1457.0,1496.3,1558.0,1503.8,50.9
71.0,1554.4,1521.1,1423.2,1499.6,68.2
71.25,1414.7,1266.6,1640.1,1440.5,188.1
71.5,1499.8,1382.6,1450.4,1444.3,58.9
71.75,1459.4,1499.3,1499.4,1486.0,23.1
72.0,1539.2,1563.0,1526.0,1542.7,18.7
72.25,1529.3,1377.6,1554.3,1487.1,95.6
72.5,1492.1,1506.9,1413.4,1470.8,50.2
72.75,1472.0,1573.2,1542.3,1529.2,51.8
73.0,1694.3,1403.8,1499.0,1532.4,148.1
73.25,1461.2,1495.8,1554.4,1503.8,47.1
73.5,1575.0,1633.8,1623.4,1610.7,31.4
73.75,1620.0,1451.8,1526.9,1532.9,84.2
74.0,1557.8,1269.1,1390.2,1405.7,145.0
74.25,1592.6,1649.4,1539.3,1593.8,55.1
74.5,1534.4,1495.1,1662.8,1564.1,87.7
74.75,1500.9,1398.9,1536.4,1478.7,71.4
75.0,1381.8,1535.7,1487.9,1468.5,78.8
75.25,1635.9,1768.9,1683.6,1696.1,67.3
75.5,1610.9,1455.8,1520.4,1529.0,77.9
75.75,1503.9,1686.9,1728.4,1639.7,119.5
76.0,1726.3,1797.8,1471.2,1665.1,171.6
76.25,1746.1,1371.5,1747.6,1621.7,216.7
76.5,1509.1,1319.4,1532.9,1453.8,117.0
76.75,1588.4,1525.3,1531.4,1548.4,34.8
77.0,1654.4,1526.9,1742.9,1641.4,108.6
77.25,1601.2,1799.6,1604.3,1668.4,113.7
77.5,1356.9,1499.1,1389.3,1415.1,74.5
77.75,1622.7,1555.5,1833.8,1670.7,145.2
78.0,1554.5,1899.3,1757.1,1736.9,173.3
78.25,1416.8,1765.9,1482.4,1555.0,185.5
78.5,1656.1,1697.4,1751.9,1701.8,48.1
78.75,1464.4,1674.6,1579.5,1572.8,105.3
79.0,1653.1,1475.9,1764.9,1631.3,145.7
79.25,1641.0,1568.2,1865.9,1691.7,155.2
79.5,1628.3,1789.0,1785.2,1734.2,91.7
79.75,1641.8,1781.4,1760.5,1727.9,75.3
80.0,1636.7,2102.5,1469.8,1736.3,327.9
80.25,1939.2,1643.9,1852.5,1811.9,151.8
80.5,1521.7,1418.0,1666.2,1535.3,124.6
80.75,1748.4,2007.3,1453.7,1736.5,277.0
81.0,1806.5,1555.9,1968.7,1777.0,208.0
81.25,1816.9,1508.0,1570.7,1631.9,163.3
81.5,1674.6,1846.1,1539.1,1686.6,153.9
81.75,1599.0,1801.0,1363.4,1587.8,219.0
82.0,1608.9,1759.9,1943.6,1770.8,167.6
82.25,1589.2,1729.3,1980.9,1766.5,198.5
82.5,1949.5,1726.4,1751.1,1809.0,122.3
82.75,1784.0,1864.6,1864.9,1837.8,46.6
83.0,1793.2,1899.7,1746.3,1813.1,78.6
83.25,1824.7,1556.9,1889.3,1756.9,176.3
83.5,1630.5,1637.4,1548.7,1605.5,49.3
83.75,1531.0,1791.1,1728.8,1683.6,135.8
84.0,1847.2,1805.6,1938.9,1863.9,68.2
84.25,1670.7,1764.3,1800.5,1745.1,67.0
84.5,1969.9,1933.1,1793.5,1898.9,93.1
84.75,1565.7,1633.3,2004.4,1734.5,236.2
85.0,1627.9,1734.1,1921.3,1761.1,148.5
85.25,1744.3,1581.0,1798.4,1707.9,113.1
85.5,1861.7,1886.2,1992.7,1913.5,69.6
85.75,1651.3,2024.7,1733.2,1803.1,196.2
86.0,1681.1,2251.5,1701.6,1878.1,323.6
86.25,1840.6,1594.7,1911.0,1782.1,166.0
86.5,1862.7,1681.6,1688.6,1744.3,102.6
86.75,1568.4,1993.6,2111.5,1891.2,285.6
87.0,2009.9,1810.1,1891.1,1903.7,100.5
87.25,1837.3,1923.4,2103.8,1954.8,136.0
87.5,1692.5,1851.7,1769.2,1771.1,79.6
87.75,1878.8,2230.5,1964.8,2024.7,183.4
88.0,1813.2,1770.1,1943.1,1842.2,90.0
88.25,2160.0,1997.8,2392.5,2183.4,198.4
88.5,1705.5,2045.0,2137.6,1962.7,227.5
88.75,2092.4,1880.3,1856.7,1943.2,129.8
89.0,1775.1,1700.4,1951.0,1808.8,128.7
89.25,1815.8,1945.6,1895.9,1885.8,65.5
89.5,2389.5,1696.9,1966.2,2017.5,349.1
89.75,1661.1,2078.1,1967.2,1902.1,216.0
90.0,2022.5,2307.1,2158.0,2162.5,142.4
90.25,1934.0,1906.8,2202.8,2014.5,163.6
90.5,1783.4,2275.1,2050.8,2036.5,246.2
90.75,2242.7,2053.6,2216.2,2170.8,102.4
91.0,1816.8,2254.5,1846.3,1972.5,244.7
91.25,1813.2,1661.5,1710.8,1728.5,77.4
91.5,1925.7,1992.6,2130.3,2016.2,104.4
91.75,1856.7,2015.4,2044.4,1972.2,101.1
92.0,2080.8,1831.9,2161.3,2024.7,171.7
92.25,1887.8,2183.4,2028.5,2033.2,147.8
92.5,1961.6,2373.7,1995.4,2110.2,228.8
92.75,1955.6,1658.4,2102.5,1905.5,226.2
93.0,2128.7,1979.8,1889.8,1999.4,120.7
93.25,1847.9,2093.3,1978.3,1973.2,122.8
93.5,1810.1,2143.5,2651.0,2201.6,423.4
93.75,2137.7,1929.1,1765.7,1944.2,186.5
94.0,1351.1,2197.4,2248.5,1932.3,504.0
94.25,2231.7,1872.8,2037.6,2047.4,179.7
94.5,1872.1,2035.4,1896.7,1934.7,88.0
94.75,2019.7,2195.4,2195.8,2136.9,101.5
95.0,1941.3,2333.1,2215.2,2163.2,201.0
95.25,2300.5,2162.7,1847.1,2103.4,232.4
95.5,2026.2,2396.7,2124.4,2182.4,191.9
95.75,1834.8,2203.4,2086.0,2041.4,188.3
96.0,2009.3,2078.7,1936.5,2008.1,71.1
96.25,2287.7,2327.8,2362.4,2326.0,37.4
96.5,1841.4,2192.9,2061.9,2032.1,177.6
96.75,1984.6,2261.8,1977.4,2074.6,162.2
97.0,2064.0,2069.0,2133.1,2088.7,38.5
97.25,1827.2,1962.3,1930.4,1906.6,70.6
97.5,2368.6,2343.8,1911.3,2207.9,257.1
97.75,1921.7,2196.9,2120.0,2079.6,142.0
98.0,2046.0,2436.7,2192.8,2225.2,197.3
98.25,2040.7,2295.9,1686.8,2007.8,305.9
98.5,2006.9,1867.1,2134.1,2002.7,133.6
98.75,2062.8,2188.1,1935.4,2062.1,126.3
99.0,2040.4,2315.5,2127.2,2161.0,140.7
99.25,2094.2,1936.3,2084.7,2038.4,88.6
99.5,2276.3,2272.2,2076.9,2208.5,113.9
99.75,2235.8,2182.0,2124.9,2180.9,55.4
100.0,2136.2,2432.3,1849.5,2139.3,291.4
100.25,2049.2,1912.4,2095.8,2019.1,95.3
100.5,1840.3,2490.5,1855.9,2062.2,371.0
100.75,2162.7,2174.2,2285.6,2207.5,67.9
101.0,2204.3,2441.6,2049.5,2231.8,197.5
101.25,2155.4,2134.5,1814.3,2034.7,191.2
101.5,1834.7,2358.9,2069.3,2087.7,262.6
101.75,2147.4,2209.1,1890.6,2082.3,168.9
102.0,1921.9,2042.1,1800.8,1921.6,120.7
102.25,2152.8,2410.5,2085.1,2216.1,171.7
102.5,2091.8,2511.1,2070.5,2224.5,248.5
102.75,2143.3,2267.7,1887.4,2099.5,193.9
103.0,1783.7,2045.8,1813.2,1880.9,143.6
103.25,1901.3,2312.8,1607.4,1940.5,354.3
103.5,1953.7,2290.2,2003.2,2082.3,181.7
103.75,1914.6,2344.0,1846.3,2035.0,269.8
104.0,2405.7,2301.7,1705.2,2137.5,378.0
104.25,2270.0,2128.6,1845.6,2081.4,216.1
104.5,1783.4,1956.4,1934.4,1891.4,94.1
104.75,2209.1,2200.7,1956.5,2122.1,143.5
105.0,2183.6,2306.1,1769.4,2086.4,281.2
105.25,1976.8,2197.9,1725.5,1966.7,236.3
105.5,1909.7,2037.0,2095.4,2014.1,94.9
105.75,1935.6,2288.9,1553.5,1926.0,367.8
106.0,1994.1,2630.9,1879.1,2168.0,405.0
106.25,2197.2,2224.2,2179.5,2200.3,22.5
106.5,2174.7,2333.2,1770.9,2092.9,289.9
106.75,2052.2,2244.2,1781.3,2025.9,232.6
107.0,1854.1,2284.6,1689.0,1942.6,307.5
107.25,1938.2,2237.1,1835.9,2003.8,208.5
107.5,1968.7,2167.4,1924.9,2020.3,129.2
107.75,1997.7,2231.9,1669.6,1966.4,282.4
108.0,2026.5,2222.0,1631.2,1959.9,301.0
108.25,1824.1,2471.5,1775.9,2023.8,388.5
108.5,2076.9,2221.7,1929.4,2076.0,146.2
108.75,1990.2,2076.9,1934.0,2000.4,72.0
109.0,1971.3,2239.8,1586.6,1932.6,328.3
109.25,1865.7,2052.1,1776.4,1898.0,140.7
109.5,1821.5,2354.8,1692.4,1956.2,351.2
109.75,1827.2,2249.8,1694.0,1923.7,290.2
110.0,1788.6,2189.6,1670.6,1882.9,272.0
110.25,1918.6,2095.3,1760.8,1924.9,167.3
110.5,1731.7,2060.8,1638.4,1810.3,221.9
110.75,1745.3,2274.2,1746.5,1922.0,305.0
111.0,1886.0,2193.7,1654.7,1911.5,270.4
111.25,1819.8,2139.2,1547.5,1835.5,296.2
111.5,1729.2,2113.1,1668.0,1836.8,241.3
111.75,1843.7,2174.5,1736.6,1918.3,228.3
112.0,1811.4,1979.2,1552.9,1781.2,214.7
112.25,1658.6,2002.3,1545.6,1735.5,237.8
112.5,1674.5,2014.6,1609.4,1766.2,217.6
112.75,1804.8,1988.6,1632.2,1808.5,178.2
113.0,1828.7,2073.4,1734.0,1878.7,175.2
113.25,1679.8,1908.3,1479.8,1689.3,214.4
113.5,1647.3,1935.1,1523.7,1702.0,211.1
113.75,1626.0,1890.3,1582.6,1699.6,166.5
114.0,1771.3,1847.3,1536.5,1718.4,162.0
114.25,1573.4,1884.2,1600.4,1686.0,172.2
114.5,1668.5,1872.1,1512.3,1684.3,180.4
114.75,1758.4,1882.5,1629.9,1756.9,126.3
115.0,1678.8,1831.8,1448.7,1653.1,192.8
115.25,1588.9,1868.1,1495.3,1650.8,194.0
115.5,1551.0,1840.2,1549.5,1646.9,167.4
115.75,1760.0,1799.7,1390.7,1650.1,225.5
116.0,1528.3,1776.4,1472.9,1592.5,161.6
116.25,1521.9,1829.1,1514.0,1621.7,179.7
116.5,1484.2,1776.3,1386.1,1548.9,203.0
116.75,1540.0,1774.6,1345.9,1553.5,214.7
117.0,1553.1,1722.3,1373.5,1549.6,174.4
117.25,1520.7,1731.5,1381.5,1544.6,176.2
117.5,1390.5,1648.2,1352.0,1463.6,161.1
117.75,1458.7,1635.8,1325.7,1473.4,155.5
118.0,1421.5,1594.2,1290.3,1435.3,152.4
118.25,1447.9,1558.4,1306.4,1437.6,126.3
118.5,1484.2,1545.3,1246.6,1425.3,157.8
118.75,1407.6,1481.7,1348.6,1412.6,66.7
119.0,1369.0,1434.9,1267.4,1357.1,84.4
119.25,1369.7,1392.3,1254.6,1338.8,73.9
119.5,1336.4,1380.0,1220.2,1312.2,82.6
119.75,1321.5,1314.9,1203.0,1279.8,66.6
120.0,1289.7,1242.8,1183.4,1238.6,53.3
120.25,1255.9,1226.8,1180.0,1220.9,38.3
120.5,1265.3,1160.2,1153.6,1193.0,62.6
120.75,1226.1,1127.7,1186.2,1180.0,49.5
121.0,1222.3,1078.7,1170.3,1157.1,72.7
121.25,1204.0,,1167.9,1186.0,25.5
121.5,1164.7,,1183.6,1174.2,13.4
121.75,1162.3,,1139.1,1150.7,16.4
122.0,1123.7,,1089.7,1106.7,24.1
122.25,1075.8,,1063.3,1069.6,8.8
122.5,1072.0,,1049.9,1061.0,15.6
122.75,1036.7,,1025.7,1031.2,7.8
123.0,1014.5,,999.2,1006.8,10.8
123.25,980.0,,955.8,967.9,17.1
123.5,963.6,,942.6,953.1,14.8
123.75,978.9,,910.8,944.9,48.2
124.0,896.8,,876.4,886.6,14.4
124.25,872.5,,844.2,858.3,20.0
124.5,870.5,,798.0,834.3,51.3
124.75,857.2,,762.3,809.7,67.0
125.0,818.4,,733.7,776.1,60.0
125.25,796.3,,698.0,747.1,69.5
125.5,771.3,,654.6,713.0,82.5
125.75,751.2,,638.6,694.9,79.6
126.0,705.1,,606.5,655.8,69.7
126.25,693.3,,574.8,634.1,83.8
126.5,656.2,,547.9,602.0,76.6
126.75,634.9,,519.7,577.3,81.4
127.0,605.5,,487.0,546.3,83.8
