##Temp./°C,Time/min,DSC(subtr.)/mW,Mass loss(subtr.)/mg,Sensit./(uV/mW)
54.061,11.509960000000001,0.60495,-0.02010192,1.06897
54.161,11.52422,0.61125,-0.02135989,1.06894
54.261,11.53837,0.61782,-0.02142744,1.06892
54.361,11.55247,0.62334,-0.02115064,1.06889
54.461,11.56637,0.62776,-0.02143327,1.0688600000000001
54.561,11.580039999999999,0.62227,-0.02140902,1.06883
54.661,11.593869999999999,0.63973,-0.02146008,1.06881
54.761,11.60759,0.6472100000000001,-0.02100157,1.0687799999999998
54.861,11.62122,0.65985,-0.02134297,1.06875
54.961,11.634780000000001,0.66705,-0.02019141,1.0687200000000001
55.061,11.64827,0.66646,-0.02088793,1.06869
55.161,11.66168,0.66846,-0.0204661,1.06867
55.261,11.67495,0.67909,-0.02020548,1.06864
55.361,11.68811,0.6877800000000001,-0.02036773,1.06861
55.461,11.70122,0.69257,-0.01982355,1.0685799999999999
55.561,11.7143,0.70136,-0.0200807,1.06855
55.661,11.72724,0.70449,-0.01993488,1.06853
55.761,11.740169999999999,0.70435,-0.01987644,1.0685
55.861,11.75295,0.7147600000000001,-0.0206725,1.06847
55.961,11.76597,0.72153,-0.02147444,1.06844
56.061,11.77877,0.72873,-0.02141821,1.06841
56.161,11.791739999999999,0.7357100000000001,-0.02115025,1.0683799999999999
56.261,11.8043,0.7359399999999999,-0.02156,1.06836
56.361,11.81691,0.7401300000000001,-0.02155232,1.06833
56.461,11.82943,0.74857,-0.02119061,1.0683
56.561,11.8419,0.75275,-0.02154716,1.06827
56.661,11.85436,0.75574,-0.02160971,1.0682399999999999
56.761,11.866719999999999,0.75352,-0.0207359,1.0682200000000002
56.861,11.879010000000001,0.7548699999999999,-0.02073923,1.06819
56.961,11.89133,0.76275,-0.02147857,1.06816
57.061,11.90355,0.7638199999999999,-0.02119214,1.06813
57.161,11.91591,0.77056,-0.02015718,1.0681
57.261,11.92804,0.77935,-0.02095273,1.06807
57.361,11.94027,0.78185,-0.0213405,1.06805
57.461,11.95238,0.77947,-0.02020801,1.06802
57.561,11.96461,0.7839,-0.01991239,1.06799
57.661,11.97649,0.78792,-0.0204726,1.06796
57.761,11.988430000000001,0.80002,-0.02067531,1.0679299999999998
57.861,12.00042,0.80775,-0.0199407,1.0679100000000001
57.961,12.01247,0.80505,-0.02001938,1.06788
58.061,12.02442,0.81386,-0.02091572,1.06785
58.161,12.03637,0.82027,-0.02149166,1.06782
58.261,12.04825,0.8225299999999999,-0.02112321,1.06779
58.361,12.05997,0.8201799999999999,-0.02078246,1.06776
58.461,12.07174,0.82047,-0.02161088,1.06774
58.561,12.08355,0.8274100000000001,-0.0214393,1.06771
58.661,12.09534,0.8305,-0.02192858,1.06768
58.761,12.10713,0.83004,-0.02225568,1.06765
58.861,12.11876,0.83601,-0.02153661,1.06762
58.961,12.1304,0.8363,-0.02153251,1.06759
59.061,12.14205,0.841,-0.02149216,1.0675700000000001
59.161,12.15369,0.84596,-0.02168402,1.06754
59.261,12.1653,0.85096,-0.02175566,1.06751
59.361,12.176789999999999,0.8553299999999999,-0.02155805,1.06748
59.461,12.18856,0.85408,-0.02225189,1.06745
59.561,12.20008,0.85803,-0.02234518,1.06742
59.661,12.21158,0.86145,-0.02155766,1.06739
59.761,12.22303,0.86474,-0.02165211,1.0673700000000002
59.861,12.23453,0.8652799999999999,-0.02157285,1.06734
59.961,12.24596,0.8697799999999999,-0.02048192,1.06731
60.061,12.25736,0.8775700000000001,-0.02109679,1.06728
60.161,12.26891,0.87364,-0.0216299,1.06725
60.261,12.28026,0.8802399999999999,-0.02162977,1.06722
60.361,12.29165,0.8944200000000001,-0.02163146,1.0672
60.461,12.30299,0.89117,-0.02162182,1.0671700000000002
60.561,12.31434,0.89239,-0.02168356,1.06714
60.661,12.32564,0.89289,-0.02176251,1.06711
60.761,12.33693,0.8960600000000001,-0.0216935,1.06708
60.861,12.34833,0.89785,-0.02233034,1.06705
60.961,12.35968,0.90181,-0.02307418,1.06702
61.061,12.37101,0.9074200000000001,-0.02305161,1.067
61.161,12.382060000000001,0.91584,-0.02303945,1.06697
61.261,12.393239999999999,0.9152600000000001,-0.02231732,1.06694
61.361,12.40452,0.91786,-0.02160277,1.06691
61.461,12.41581,0.92179,-0.02214359,1.0668799999999998
61.561,12.42699,0.92561,-0.02296828,1.06685
61.661,12.43816,0.9248700000000001,-0.02306817,1.06682
61.761,12.44923,0.92545,-0.02305969,1.06679
61.861,12.46039,0.93035,-0.02309759,1.06677
61.961,12.4715,0.9333,-0.0233561,1.06674
62.061,12.48258,0.9334100000000001,-0.02301604,1.06671
62.161,12.493789999999999,0.93389,-0.02307078,1.0666799999999999
62.261,12.50497,0.9342299999999999,-0.02306054,1.06665
62.361,12.51603,0.94252,-0.02304865,1.0666200000000001
62.461,12.52712,0.94435,-0.02309661,1.06659
62.561,12.538269999999999,0.9465600000000001,-0.02273593,1.06656
62.661,12.54946,0.95365,-0.02305726,1.06654
62.761,12.56049,0.9526,-0.02304257,1.06651
62.861,12.57146,0.9538200000000001,-0.02305338,1.0664799999999999
62.961,12.58237,0.959,-0.02304644,1.06645
63.061,12.59368,0.9605100000000001,-0.02309363,1.0664200000000001
63.161,12.60488,0.9612299999999999,-0.0240376,1.06639
63.261,12.616,0.96921,-0.02403964,1.06636
63.361,12.62701,0.9717600000000001,-0.02313419,1.06633
63.461,12.63809,0.9680200000000001,-0.02305866,1.06631
63.561,12.64916,0.97167,-0.02305984,1.06628
63.661,12.66031,0.97196,-0.02381554,1.06625
63.761,12.67137,0.9780399999999999,-0.02442608,1.0662200000000002
63.861,12.68234,0.9796100000000001,-0.02435738,1.06619
63.961,12.69333,0.97595,-0.02442638,1.06616
64.061,12.704310000000001,0.9768,-0.02410533,1.06613
64.161,12.71526,0.97829,-0.02324966,1.0661
64.261,12.726239999999999,0.9810700000000001,-0.02303075,1.06607
64.361,12.737260000000001,0.98314,-0.02306218,1.06605
64.461,12.74818,0.9845799999999999,-0.02306628,1.06602
64.561,12.759139999999999,0.9898,-0.02305903,1.06599
64.661,12.77009,1.00115,-0.02379487,1.06596
64.761,12.78106,1.00084,-0.024439,1.0659299999999998
64.861,12.79208,0.9991399999999999,-0.0242372,1.0659
64.961,12.80296,0.99879,-0.02341502,1.06587
65.061,12.81379,0.99989,-0.02300931,1.06584
65.161,12.824639999999999,1.0036,-0.02307212,1.0658100000000001
65.261,12.83549,1.0020200000000001,-0.02305808,1.06578
65.361,12.84637,1.0027,-0.02305759,1.06576
65.461,12.85722,1.00109,-0.02306925,1.0657299999999998
65.561,12.868039999999999,1.00314,-0.02303616,1.0657
65.661,12.87889,1.00731,-0.02337971,1.0656700000000001
65.761,12.88981,1.00353,-0.0230349,1.06564
65.861,12.90075,1.0045600000000001,-0.02305832,1.06561
65.961,12.91162,1.0102200000000001,-0.02304711,1.06558
66.061,12.92248,1.01187,-0.02305083,1.06555
66.161,12.93336,1.01619,-0.02304988,1.06552
66.261,12.944139999999999,1.01752,-0.02304959,1.06549
66.361,12.95497,1.01843,-0.02305183,1.06546
66.461,12.96567,1.01853,-0.0230429,1.0654299999999999
66.561,12.97627,1.0191,-0.02307545,1.06541
66.661,12.98691,1.02214,-0.0229651,1.06538
66.761,12.997689999999999,1.0291299999999999,-0.02390225,1.06535
66.861,13.008469999999999,1.03054,-0.02436668,1.06532
66.961,13.01933,1.03278,-0.02436978,1.06529
67.061,13.03006,1.03579,-0.02437131,1.06526
67.161,13.04088,1.0374299999999999,-0.02436002,1.06523
67.261,13.05166,1.03815,-0.02379409,1.0652
67.361,13.062439999999999,1.03644,-0.02299427,1.0651700000000002
67.461,13.07322,1.03702,-0.02383478,1.06514
67.561,13.08394,1.03665,-0.02446728,1.06511
67.661,13.09458,1.0405200000000001,-0.02435835,1.06508
67.761,13.105260000000001,1.04535,-0.02438529,1.06505
67.861,13.11597,1.0444200000000001,-0.02437804,1.06503
67.961,13.12667,1.04009,-0.02438313,1.065
68.061,13.13729,1.04529,-0.02437063,1.06497
68.161,13.147910000000001,1.0505799999999998,-0.02440646,1.06494
68.261,13.158529999999999,1.05315,-0.02405298,1.06491
68.361,13.169089999999999,1.05316,-0.02437798,1.0648799999999998
68.461,13.17976,1.05987,-0.02437629,1.06485
68.561,13.190629999999999,1.05866,-0.02438233,1.06482
68.661,13.20139,1.05741,-0.02437766,1.06479
68.761,13.2121,1.05815,-0.02438824,1.06476
68.861,13.22287,1.0584200000000001,-0.02434204,1.06473
68.961,13.23356,1.05704,-0.02459828,1.0647
69.061,13.244270000000002,1.06037,-0.02543215,1.06467
69.161,13.25489,1.06859,-0.02573402,1.06464
69.261,13.26554,1.07111,-0.02567982,1.06461
69.361,13.276229999999998,1.06866,-0.02569244,1.0645799999999999
69.461,13.2869,1.0690600000000001,-0.02568881,1.06456
69.561,13.297720000000002,1.07039,-0.02569214,1.06453
69.661,13.30855,1.07415,-0.02568612,1.0645
69.761,13.31921,1.07581,-0.02568877,1.06447
69.861,13.3299,1.07351,-0.02536396,1.06444
69.961,13.340670000000001,1.0735,-0.02572009,1.06441
70.061,13.351410000000001,1.0790600000000001,-0.02567972,1.0643799999999999
70.161,13.362210000000001,1.07959,-0.02569304,1.06435
70.261,13.37306,1.0786799999999999,-0.02568942,1.0643200000000002
70.361,13.383939999999999,1.0826200000000001,-0.02568904,1.06429
70.461,13.3947,1.07921,-0.02569479,1.06426
70.561,13.405420000000001,1.0771700000000002,-0.02567161,1.06423
70.661,13.416139999999999,1.08281,-0.02575704,1.0642
70.761,13.42671,1.08374,-0.02517142,1.06417
70.861,13.437289999999999,1.07812,-0.02499869,1.0641399999999999
70.961,13.447920000000002,1.08701,-0.02505045,1.0641100000000001
71.061,13.45844,1.0933,-0.02472695,1.06408
71.161,13.469120000000002,1.09416,-0.0243714,1.06405
71.261,13.479579999999999,1.09564,-0.02402427,1.06402
71.361,13.490210000000001,1.09676,-0.02369504,1.06399
71.461,13.500820000000001,1.10083,-0.02371992,1.06396
71.561,13.511320000000001,1.1017,-0.0236859,1.0639299999999998
71.661,13.521920000000001,1.10552,-0.02383169,1.0639
71.761,13.53258,1.10305,-0.02464871,1.06387
71.861,13.5432,1.10612,-0.02507966,1.06384
71.961,13.553770000000002,1.1063399999999999,-0.02502912,1.0638100000000001
72.061,13.564379999999998,1.1082,-0.02498213,1.06378
72.161,13.57499,1.10666,-0.02535808,1.06376
72.261,13.58554,1.10962,-0.02607335,1.0637299999999998
72.361,13.596070000000001,1.11174,-0.02532824,1.0637
72.461,13.606589999999999,1.1153,-0.02498264,1.0636700000000001
72.561,13.617070000000002,1.11903,-0.0250521,1.06364
72.661,13.627629999999998,1.1176,-0.02503835,1.06361
72.761,13.63817,1.12066,-0.02503859,1.06358
72.861,13.648710000000001,1.1248200000000002,-0.02504332,1.06355
72.961,13.65926,1.12123,-0.02504276,1.06352
73.061,13.669820000000001,1.12057,-0.02574421,1.06349
73.161,13.68035,1.12073,-0.02637858,1.06346
73.261,13.69108,1.1233600000000001,-0.02633918,1.0634299999999999
73.361,13.70161,1.12624,-0.02635338,1.0634
73.461,13.712110000000001,1.13175,-0.02634896,1.0633700000000001
73.561,13.72265,1.1393799999999998,-0.02635063,1.06334
73.661,13.73315,1.1367200000000002,-0.02634842,1.06331
73.761,13.74364,1.13277,-0.02635624,1.06328
73.861,13.75411,1.13147,-0.02628525,1.06325
73.961,13.764579999999999,1.13405,-0.02544624,1.06322
74.061,13.77498,1.1356899999999999,-0.0249503,1.0631899999999999
74.161,13.78534,1.1365100000000001,-0.02504621,1.06316
74.261,13.79575,1.13775,-0.02503907,1.06313
74.361,13.806220000000001,1.14035,-0.02498134,1.0631
74.461,13.816670000000002,1.13673,-0.02548355,1.0630700000000002
74.561,13.82722,1.13906,-0.02627069,1.06304
74.661,13.837670000000001,1.13859,-0.02636497,1.06301
74.761,13.8482,1.13835,-0.02634753,1.06298
74.861,13.85868,1.1369799999999999,-0.02635035,1.06295
74.961,13.869129999999998,1.1376700000000002,-0.02634998,1.06292
75.061,13.87965,1.14232,-0.02634942,1.06289
75.161,13.890170000000001,1.14906,-0.02635494,1.0628600000000001
75.261,13.900570000000002,1.15127,-0.02681037,1.06283
75.361,13.91099,1.15032,-0.02774331,1.0628
75.461,13.92141,1.1531,-0.02765086,1.06277
75.561,13.93181,1.15489,-0.02766248,1.06274
75.661,13.9422,1.1556899999999999,-0.02772805,1.06271
75.761,13.952639999999999,1.1511200000000001,-0.02737365,1.0626799999999998
75.861,13.96309,1.1575600000000001,-0.02646163,1.06265
75.961,13.97361,1.16153,-0.02629807,1.0626200000000001
76.061,13.98414,1.16025,-0.02661412,1.06259
76.161,13.994679999999999,1.159,-0.02744032,1.06256
76.261,14.00511,1.15716,-0.02771243,1.06253
76.361,14.015579999999998,1.16336,-0.02766,1.0625
76.461,14.026110000000001,1.1694,-0.02767233,1.06247
76.561,14.036439999999999,1.1714200000000001,-0.02766944,1.06244
76.661,14.0468,1.17249,-0.02767013,1.0624
76.761,14.057170000000001,1.1736799999999998,-0.02766997,1.06237
76.861,14.067570000000002,1.17028,-0.02767,1.06234
76.961,14.077960000000001,1.17156,-0.02767,1.06231
77.061,14.088379999999999,1.1750200000000002,-0.02766999,1.06228
77.161,14.09876,1.1728299999999998,-0.02767002,1.06225
77.261,14.10914,1.17649,-0.02767,1.0622200000000002
77.361,14.119470000000002,1.17436,-0.02766982,1.06219
77.461,14.129929999999998,1.17654,-0.02767182,1.06216
77.561,14.1403,1.17444,-0.02765945,1.06213
77.661,14.150670000000002,1.1769,-0.02772616,1.0621
77.761,14.161010000000001,1.1775,-0.02847263,1.06207
77.861,14.17131,1.18065,-0.02902353,1.0620399999999999
77.961,14.18164,1.1837,-0.02896703,1.0620100000000001
78.061,14.191989999999999,1.1804299999999999,-0.02898561,1.06198
78.161,14.20234,1.17905,-0.02897012,1.06195
78.261,14.2127,1.17713,-0.02901661,1.06192
78.361,14.22311,1.17865,-0.02878846,1.06189
78.461,14.23337,1.18105,-0.02798472,1.06186
78.561,14.2437,1.18124,-0.02762099,1.0618299999999998
78.661,14.2541,1.1788,-0.02768267,1.0618
78.761,14.264439999999999,1.17626,-0.02766678,1.06177
78.861,14.27476,1.17655,-0.02767057,1.06174
78.961,14.285120000000001,1.1786,-0.02767079,1.06171
79.061,14.29543,1.18523,-0.02766628,1.06168
79.161,14.30569,1.18711,-0.02768409,1.06165
79.261,14.315920000000002,1.18642,-0.02761794,1.06162
79.361,14.326229999999999,1.1863299999999999,-0.02808949,1.06158
79.461,14.3365,1.18859,-0.02887256,1.06155
79.561,14.346779999999999,1.1905700000000001,-0.02902052,1.06152
79.661,14.35715,1.18716,-0.02896348,1.06149
79.761,14.367460000000001,1.18682,-0.02906281,1.06146
79.861,14.37785,1.18451,-0.02812163,1.0614299999999999
79.961,14.38815,1.1885700000000001,-0.02767497,1.0614
80.061,14.3984,1.18945,-0.0276691,1.0613700000000001
80.161,14.40864,1.19459,-0.02767016,1.06134
80.261,14.41889,1.19268,-0.02766998,1.06131
80.361,14.429089999999999,1.19121,-0.02767,1.06128
80.461,14.43934,1.18981,-0.02767,1.06125
80.561,14.44955,1.19277,-0.02767,1.06122
80.661,14.45969,1.19192,-0.02767,1.0611899999999999
80.761,14.469879999999998,1.18966,-0.02767,1.06116
80.861,14.480120000000001,1.1879600000000001,-0.02766999,1.06113
80.961,14.49035,1.19149,-0.02767003,1.0610899999999999
81.061,14.500570000000002,1.18994,-0.02766987,1.0610600000000001
81.161,14.510810000000001,1.19068,-0.02767059,1.06103
81.261,14.52111,1.18916,-0.02766738,1.061
81.361,14.531410000000001,1.1896,-0.02768524,1.06097
81.461,14.541670000000002,1.19145,-0.02824631,1.06094
81.561,14.551929999999999,1.19471,-0.02908156,1.06091
81.661,14.562170000000002,1.19541,-0.02896488,1.0608799999999998
81.761,14.572429999999999,1.19249,-0.0289969,1.06085
81.861,14.58264,1.19455,-0.02898811,1.06082
81.961,14.59281,1.1983,-0.02899053,1.06079
82.061,14.602979999999999,1.19777,-0.02898978,1.0607600000000001
82.161,14.61319,1.20035,-0.02899037,1.06073
82.261,14.623429999999999,1.20335,-0.02898872,1.0607
82.361,14.63375,1.20137,-0.02899497,1.06066
82.461,14.64405,1.2012399999999999,-0.02897051,1.06063
82.561,14.65434,1.20397,-0.02906477,1.0606
82.661,14.66474,1.20305,-0.02859169,1.06057
82.761,14.67505,1.19858,-0.02843446,1.06054
82.861,14.68532,1.20036,-0.02891117,1.06051
82.961,14.695570000000002,1.20147,-0.02900612,1.0604799999999999
83.061,14.70585,1.2031,-0.02898265,1.06045
83.161,14.716079999999998,1.20676,-0.02900436,1.0604200000000001
83.261,14.726270000000001,1.20665,-0.02894064,1.06039
83.361,14.736529999999998,1.20363,-0.02942525,1.06036
83.461,14.74675,1.20274,-0.03019669,1.0603200000000002
83.561,14.7569,1.20451,-0.03032339,1.06029
83.661,14.76715,1.2027700000000001,-0.03029449,1.06026
83.761,14.7773,1.20295,-0.03030136,1.06023
83.861,14.7875,1.20327,-0.03029968,1.0602
83.961,14.79771,1.20315,-0.03030007,1.06017
84.061,14.807960000000001,1.20449,-0.03029998,1.0601399999999999
84.161,14.81814,1.2061,-0.0303,1.06011
84.261,14.82836,1.2057,-0.0303,1.06008
84.361,14.838470000000001,1.2021600000000001,-0.0303,1.06005
84.461,14.84857,1.20115,-0.03029999,1.0600100000000001
84.561,14.85865,1.2040799999999998,-0.03030004,1.05998
84.661,14.868739999999999,1.20357,-0.03029989,1.05995
84.761,14.8789,1.20208,-0.03030026,1.05992
84.861,14.889070000000002,1.20354,-0.03029966,1.05989
84.961,14.899320000000001,1.20432,-0.03029778,1.05986
85.061,14.909479999999999,1.20584,-0.03031763,1.0598299999999998
85.161,14.919570000000002,1.20649,-0.03132929,1.0598
85.261,14.929820000000001,1.20433,-0.0315815,1.05977
85.361,14.94,1.20265,-0.03056423,1.0597299999999998
85.461,14.95014,1.19882,-0.03029703,1.0597
85.561,14.960379999999999,1.2024299999999999,-0.03030095,1.0596700000000001
85.661,14.970579999999998,1.20014,-0.03029971,1.05964
85.761,14.980720000000002,1.2031,-0.03030009,1.05961
85.861,14.990860000000001,1.2062899999999999,-0.03029997,1.05958
85.961,15.00099,1.20602,-0.03030006,1.05955
86.061,15.01114,1.20497,-0.0302998,1.05952
86.161,15.021289999999999,1.20205,-0.0303008,1.05948
86.261,15.03144,1.20119,-0.03029678,1.05945
86.361,15.0416,1.20085,-0.03031762,1.05942
86.461,15.051770000000001,1.2014,-0.03088749,1.05939
86.561,15.061929999999998,1.20541,-0.03171033,1.05936
86.661,15.07214,1.20595,-0.03159506,1.0593299999999999
86.761,15.08226,1.20569,-0.03162684,1.0593
86.861,15.09237,1.20479,-0.03161817,1.0592700000000002
86.961,15.10247,1.20613,-0.03162051,1.05923
87.061,15.11245,1.204,-0.03161987,1.0592
87.161,15.122539999999999,1.2062700000000002,-0.03162004,1.0591700000000002
87.261,15.132570000000001,1.20774,-0.03161999,1.05914
87.361,15.14259,1.20665,-0.03162001,1.05911
87.461,15.15264,1.20377,-0.03161999,1.05908
87.561,15.16264,1.20078,-0.03162005,1.05905
87.661,15.1726,1.20411,-0.03161982,1.05902
87.761,15.18263,1.20126,-0.03162069,1.05898
87.861,15.19268,1.1991,-0.03161742,1.05895
87.961,15.202760000000001,1.19894,-0.03162983,1.05892
88.061,15.212810000000001,1.1986299999999999,-0.03158256,1.0588899999999999
88.161,15.222760000000001,1.1965700000000001,-0.03179098,1.0588600000000001
88.261,15.23276,1.1954799999999999,-0.03256862,1.05883
88.361,15.24285,1.19611,-0.0329818,1.0588
88.461,15.25288,1.19317,-0.03291618,1.0587600000000001
88.561,15.26295,1.19336,-0.03293371,1.05873
88.661,15.27297,1.19791,-0.032929,1.0587
88.761,15.282979999999998,1.1955799999999999,-0.03293027,1.05867
88.861,15.29304,1.19684,-0.03292993,1.05864
88.961,15.303020000000002,1.1992399999999999,-0.03293002,1.05861
89.061,15.313,1.1959,-0.03292998,1.05857
89.161,15.323039999999999,1.19638,-0.03293005,1.05854
89.261,15.333120000000001,1.19541,-0.03292982,1.05851
89.361,15.34315,1.19689,-0.03293069,1.0584799999999999
89.461,15.35309,1.1990299999999998,-0.03292748,1.05845
89.561,15.363129999999998,1.19656,-0.03293946,1.0584200000000001
89.661,15.37315,1.19589,-0.03289461,1.05839
89.761,15.38321,1.19902,-0.03308509,1.05835
89.861,15.39325,1.19966,-0.03317029,1.0583200000000001
89.961,15.40325,1.19934,-0.0328957,1.05829
90.061,15.413229999999999,1.1967,-0.03295181,1.05826
90.161,15.42324,1.1960600000000001,-0.03293682,1.05823
90.261,15.43322,1.19721,-0.03294085,1.0582
90.361,15.443179999999998,1.19413,-0.03293977,1.05816
90.461,15.45311,1.18984,-0.03294006,1.05813
90.561,15.46311,1.18953,-0.03293998,1.0581
90.661,15.47308,1.19149,-0.03294,1.05807
90.761,15.48303,1.18791,-0.03294,1.0580399999999999
90.861,15.492970000000001,1.1865700000000001,-0.03294,1.0580100000000001
90.961,15.502939999999999,1.18622,-0.03294,1.05797
91.061,15.51305,1.18629,-0.03293999,1.0579399999999999
91.161,15.52307,1.18644,-0.03294005,1.0579100000000001
91.261,15.533079999999998,1.1878600000000001,-0.03293983,1.05788
91.361,15.54301,1.188,-0.03294063,1.05785
91.461,15.55301,1.1838899999999999,-0.03293768,1.0578100000000001
91.561,15.56311,1.18068,-0.03294885,1.05778
91.661,15.573129999999999,1.18116,-0.03290668,1.05775
91.761,15.58317,1.17903,-0.03308658,1.05772
91.861,15.593179999999998,1.17649,-0.03320777,1.05769
91.961,15.60312,1.18069,-0.03277002,1.05766
92.061,15.6131,1.18535,-0.03258681,1.05762
92.161,15.6231,1.18658,-0.03261627,1.05759
92.261,15.63305,1.18405,-0.03260833,1.05756
92.361,15.643070000000002,1.1819899999999999,-0.03261045,1.0575299999999999
92.461,15.653139999999999,1.1813799999999999,-0.03260987,1.0575
92.561,15.66315,1.1794,-0.03261007,1.05746
92.661,15.673079999999999,1.1798600000000001,-0.03260985,1.0574299999999999
92.761,15.68307,1.18232,-0.03261053,1.0574
92.861,15.69311,1.18125,-0.03260801,1.0573700000000001
92.961,15.70316,1.18239,-0.03261742,1.05734
93.061,15.71316,1.1838600000000001,-0.03258158,1.0573
93.161,15.72306,1.1826,-0.03273251,1.0572700000000002
93.261,15.733070000000001,1.1783299999999999,-0.03297645,1.05724
93.361,15.743020000000001,1.17434,-0.03292761,1.05721
93.461,15.753039999999999,1.1761,-0.03295315,1.05718
93.561,15.763029999999999,1.17524,-0.03289927,1.05714
93.661,15.77294,1.17642,-0.03312234,1.05711
93.761,15.78287,1.17733,-0.03390151,1.05708
93.861,15.79277,1.17987,-0.03431016,1.05705
93.961,15.80272,1.1785299999999999,-0.0342511,1.05702
94.061,15.812660000000001,1.17729,-0.03424577,1.05698
94.161,15.822510000000001,1.17638,-0.03432412,1.05695
94.261,15.832320000000001,1.17289,-0.03399979,1.05692
94.361,15.84213,1.174,-0.03307953,1.0568899999999999
94.461,15.8519,1.17715,-0.03293412,1.0568600000000001
94.561,15.86164,1.17765,-0.03293981,1.05682
94.661,15.87142,1.17803,-0.03294573,1.05679
94.761,15.881229999999999,1.17781,-0.03291929,1.0567600000000001
94.861,15.890979999999999,1.1775,-0.03301205,1.05673
94.961,15.90075,1.1732200000000002,-0.03372981,1.0567
95.061,15.91065,1.17541,-0.03428452,1.05666
95.161,15.92044,1.17331,-0.03424187,1.05663
95.261,15.9304,1.17689,-0.03425214,1.0566
95.361,15.9403,1.18086,-0.03424944,1.05657
95.461,15.950239999999999,1.18147,-0.03425023,1.05653
95.561,15.96005,1.18022,-0.03424967,1.0565
95.661,15.969870000000002,1.1723299999999999,-0.03425086,1.05647
95.761,15.979729999999998,1.1699700000000002,-0.03424749,1.05644
95.861,15.9896,1.17147,-0.03425706,1.05641
95.961,15.999529999999998,1.17064,-0.03422789,1.05637
96.061,16.00938,1.16707,-0.03324266,1.05634
96.161,16.01926,1.16651,-0.03292964,1.05631
96.261,16.02916,1.1722700000000001,-0.03293,1.0562799999999999
96.361,16.03921,1.16941,-0.03293,1.05624
96.461,16.04928,1.1687100000000001,-0.03292994,1.05621
96.561,16.0594,1.16513,-0.03293052,1.05618
96.661,16.06952,1.16431,-0.03292697,1.05615
96.761,16.07958,1.1596,-0.03294354,1.05611
96.861,16.08965,1.16917,-0.03363044,1.05608
96.961,16.09969,1.16803,-0.03426454,1.05605
97.061,16.109720000000003,1.16509,-0.03424585,1.0560200000000002
97.161,16.11965,1.1602,-0.03425097,1.05598
97.261,16.1297,1.1612200000000001,-0.03424971,1.05595
97.361,16.13956,1.1617,-0.03425006,1.05592
97.461,16.149379999999997,1.15675,-0.03424999,1.05589
97.561,16.15922,1.15685,-0.03425,1.05586
97.661,16.1692,1.15543,-0.03425,1.05582
97.761,16.17915,1.15475,-0.03425,1.05579
97.861,16.189120000000003,1.1562299999999999,-0.03425,1.05576
97.961,16.199,1.15699,-0.03425,1.0557299999999998
98.061,16.208879999999997,1.15638,-0.03425,1.05569
98.161,16.21884,1.15346,-0.03425,1.05566
98.261,16.228720000000003,1.15685,-0.03425,1.0556299999999998
