Names,PET_R1,PET_R2,PET_R3,Mean,Std. Dev.
1418,123.2,,69.7,96.5,37.9
1419,124.4,,70.3,97.3,38.3
1420,119.0,,70.9,94.9,34.0
1421,117.3,,69.1,93.2,34.1
1422,115.3,,70.1,92.7,32.0
1423,112.9,,69.4,91.2,30.8
1424,111.9,,69.4,90.6,30.1
1425,108.8,,68.2,88.5,28.7
1426,106.8,,68.6,87.7,27.0
1427,106.3,,68.3,87.3,26.9
1428,103.6,,67.6,85.6,25.4
1429,101.7,,68.4,85.0,23.5
1430,99.6,,68.4,84.0,22.0
1431,97.6,,69.1,83.3,20.1
1432,96.4,,68.2,82.3,20.0
1433,96.9,,69.0,83.0,19.7
1434,95.0,,67.5,81.2,19.4
1435,92.2,,69.3,80.8,16.2
1436,93.7,,68.4,81.0,17.9
1437,90.4,,67.6,79.0,16.1
1438,89.8,,67.7,78.7,15.6
1439,89.0,,68.7,78.9,14.3
1440,87.5,,69.4,78.5,12.8
1441,87.5,,68.8,78.2,13.3
1442,87.6,,67.8,77.7,14.0
1443,84.7,,68.2,76.5,11.7
1444,82.8,,69.0,75.9,9.8
1445,84.1,,68.8,76.4,10.8
1446,81.9,,69.1,75.5,9.0
1447,82.2,,68.0,75.1,10.1
1448,81.2,,69.3,75.3,8.5
1449,80.5,,68.4,74.5,8.5
1450,80.3,,68.2,74.3,8.6
1451,79.5,,69.4,74.5,7.2
1452,78.8,,69.3,74.0,6.7
1453,78.1,,68.1,73.1,7.1
1454,77.5,,69.1,73.3,5.9
1455,77.6,,69.0,73.3,6.1
1456,76.1,,68.5,72.3,5.4
1457,76.3,,67.4,71.9,6.3
1458,75.3,,66.9,71.1,5.9
1459,74.4,,67.4,70.9,4.9
1460,74.7,,67.7,71.2,5.0
1461,74.2,,67.7,70.9,4.6
1462,74.2,,67.9,71.0,4.5
1463,72.6,,67.5,70.0,3.6
1464,73.7,,68.4,71.1,3.8
1465,72.8,,67.0,69.9,4.1
1466,74.3,,67.1,70.7,5.1
1467,72.4,,67.0,69.7,3.8
1468,71.0,,67.5,69.2,2.5
1469,72.5,,68.7,70.6,2.7
1470,71.2,,,71.2,
1471,71.3,,,71.3,
1472,71.0,,,71.0,
1473,70.3,,,70.3,
1474,70.8,,,70.8,
1475,70.4,,,70.4,
1476,70.1,,,70.1,
1477,69.1,,,69.1,
1478,69.1,,,69.1,
1479,68.4,,,68.4,
1480,69.6,,,69.6,
1481,68.7,,,68.7,
1482,68.4,,,68.4,
1483,69.3,,,69.3,
1484,69.2,,,69.2,
1485,68.8,,,68.8,
1486,67.5,,,67.5,
1487,67.6,,,67.6,
1488,66.7,,,66.7,
1489,67.8,,,67.8,
1490,68.6,,,68.6,
1491,67.0,,,67.0,
1492,66.1,,,66.1,
1493,66.4,,,66.4,
1494,66.8,,,66.8,
1495,67.2,,,67.2,
1496,66.0,,,66.0,
1497,66.0,,,66.0,
1498,66.3,,,66.3,
1499,66.1,,,66.1,
1500,65.1,,,65.1,
1501,65.8,,,65.8,
1502,65.1,,,65.1,
1503,65.7,,,65.7,
1504,65.6,,,65.6,
1505,63.8,,,63.8,
1506,65.2,,,65.2,
1507,65.0,,,65.0,
1508,65.0,,,65.0,
1509,65.2,,,65.2,
1510,64.5,,,64.5,
1511,64.6,,,64.6,
1512,63.7,,,63.7,
1513,64.2,,,64.2,
1514,64.4,,,64.4,
1515,63.3,,,63.3,
1516,63.6,,,63.6,
1517,63.2,,,63.2,
1518,62.8,,,62.8,
1519,63.1,,,63.1,
1520,62.6,,,62.6,
1521,62.3,,,62.3,
1522,63.3,,,63.3,
1523,62.7,,,62.7,
1524,62.9,,,62.9,
1525,61.7,,,61.7,
1526,62.4,,,62.4,
1527,62.2,,,62.2,
1528,62.3,,,62.3,
1529,62.1,,,62.1,
1530,61.0,,,61.0,
1531,60.9,,,60.9,
1532,61.5,,,61.5,
1533,60.4,,,60.4,
