Names,PET_R1,PET_R2,PET_R3,PET_R4,PET_R5,Mean,Std. Dev.
3017,104.0,29.2,153.8,396.7,,170.9,159.0
3018,103.9,29.4,156.2,391.6,,170.3,156.5
3019,104.2,29.4,156.9,390.5,,170.2,155.9
3020,103.5,29.1,154.1,385.5,,168.0,153.8
3021,103.1,29.1,154.7,390.0,,169.2,155.9
3022,102.4,28.7,156.5,383.2,,167.7,152.9
3023,101.7,29.1,155.4,383.5,,167.4,153.1
3024,102.7,28.6,154.9,383.1,,167.3,152.9
3025,101.0,28.6,157.0,388.0,,168.7,155.4
3026,100.2,28.3,155.3,385.2,,167.2,154.4
3027,103.0,27.8,153.8,380.5,,166.3,151.9
3028,100.6,28.1,153.1,384.8,,166.6,154.2
3029,102.4,28.3,151.9,383.0,,166.4,153.1
3030,101.3,27.6,152.7,372.9,,163.6,148.6
3031,100.8,27.9,152.2,382.2,,165.8,153.0
3032,100.8,27.8,152.9,377.4,,164.7,150.8
3033,100.2,28.2,151.5,379.5,,164.8,151.8
3034,100.5,27.3,155.7,374.8,,164.6,149.7
3035,99.3,27.3,153.4,375.9,,164.0,150.5
3036,99.5,27.1,155.9,373.0,,163.9,149.1
3037,100.2,27.3,152.7,377.9,,164.5,151.2
3038,99.7,27.1,153.4,374.2,,163.6,149.6
3039,97.1,26.9,155.1,373.7,,163.2,149.8
3040,99.4,26.6,156.0,369.8,,162.9,147.7
3041,96.9,26.1,153.7,375.1,,163.0,150.8
3042,99.4,26.7,153.2,377.8,,164.3,151.5
3043,100.9,26.5,154.6,374.4,,164.1,149.7
3044,98.3,26.1,154.6,370.4,,162.4,148.3
3045,98.4,26.4,154.5,367.8,,161.8,147.0
3046,98.7,26.2,153.8,373.4,,163.0,149.7
3047,98.1,25.7,152.8,368.1,,161.2,147.5
3048,98.6,26.2,154.0,371.2,,162.5,148.6
3049,98.4,26.0,151.7,371.9,,162.0,149.1
3050,98.4,25.3,151.5,372.8,,162.0,149.7
3051,97.0,25.8,152.8,370.0,,161.4,148.5
3052,96.7,25.6,153.8,368.4,,161.1,147.8
3053,97.0,25.5,152.6,366.9,,160.5,147.1
3054,96.0,25.6,153.0,369.8,,161.1,148.5
3055,95.9,25.1,152.5,366.2,,159.9,147.0
3056,93.7,25.1,151.0,365.0,,158.7,146.9
3057,96.2,25.3,154.2,362.7,,159.6,145.3
3058,95.0,25.4,152.2,362.5,,158.8,145.4
3059,94.5,25.0,153.1,368.2,,160.2,148.2
3060,94.0,24.9,152.1,362.1,,158.3,145.5
3061,92.2,24.6,151.3,366.0,,158.5,147.7
3062,92.3,24.4,152.9,361.0,,157.6,145.4
3063,92.7,24.7,153.1,364.8,,158.8,147.0
3064,91.4,24.3,154.9,357.9,,157.1,144.1
3065,92.5,24.3,152.1,362.1,,157.7,145.9
3066,90.4,24.3,153.3,365.4,,158.4,147.7
3067,89.6,24.2,154.8,362.3,,157.7,146.4
3068,88.8,24.2,149.8,358.5,,155.3,144.8
3069,90.1,24.3,150.9,360.1,,156.4,145.4
3070,90.3,23.9,152.2,363.8,,157.5,147.1
3071,88.4,23.9,150.5,363.0,,156.5,147.1
3072,88.3,24.2,150.5,360.7,,155.9,145.9
3073,87.4,24.0,151.9,359.3,,155.7,145.4
3074,88.1,23.9,149.7,358.9,,155.2,145.2
3075,87.0,23.6,149.3,362.1,,155.5,147.0
3076,87.8,23.4,151.0,358.6,,155.2,145.3
3077,88.3,23.4,149.8,361.2,,155.7,146.4
3078,86.3,23.0,151.2,360.3,,155.2,146.4
3079,87.6,22.8,151.4,354.4,,154.1,143.5
3080,86.6,22.7,148.2,366.2,,155.9,149.3
3081,85.6,22.7,149.2,360.7,,154.5,146.8
3082,85.9,22.3,148.3,356.2,,153.2,144.8
3083,85.9,21.9,149.0,360.3,,154.3,146.8
3084,86.2,21.6,147.1,362.0,,154.3,147.7
3085,85.5,21.0,149.5,362.8,,154.7,148.3
3086,86.4,21.4,147.0,357.8,,153.1,145.8
3087,85.6,21.2,146.2,358.2,,152.8,146.1
3088,86.2,21.3,146.5,360.6,,153.6,147.2
3089,86.6,21.0,146.4,363.5,,154.4,148.5
3090,85.4,21.0,145.0,355.4,,151.7,144.9
3091,85.7,20.9,145.9,358.6,,152.8,146.4
3092,86.2,20.6,147.9,357.2,,153.0,145.7
3093,86.5,20.3,147.4,357.5,,152.9,145.9
3094,86.9,20.5,146.5,359.8,,153.4,146.9
3095,85.9,20.5,142.8,362.3,,152.9,148.3
3096,86.0,20.5,144.8,357.8,,152.3,146.1
3097,85.1,20.2,144.6,361.7,,152.9,148.2
3098,85.7,20.4,145.4,357.6,,152.3,146.1
3099,85.0,20.3,145.4,353.8,,151.2,144.4
3100,87.3,19.9,144.0,355.2,,151.6,144.9
3101,86.3,19.9,147.3,355.2,,152.2,145.0
3102,86.1,19.5,145.4,358.9,,152.5,146.9
3103,86.2,19.6,144.9,353.8,,151.1,144.5
3104,85.8,19.3,144.5,362.9,,153.1,148.9
3105,87.4,18.8,142.8,364.5,,153.4,149.6
3106,86.0,18.8,143.8,353.8,,150.6,144.8
3107,85.8,18.9,143.3,356.2,,151.0,145.9
3108,86.0,18.6,144.8,353.1,,150.6,144.5
3109,85.2,18.5,144.9,354.0,,150.6,145.1
3110,86.1,18.5,142.7,360.3,,151.9,147.9
3111,87.4,18.4,142.9,352.0,,150.2,143.8
3112,86.6,18.0,142.7,354.2,,150.4,145.2
3113,86.8,18.1,141.3,359.0,,151.3,147.4
3114,87.4,17.7,144.3,355.2,,151.2,145.6
3115,86.9,17.8,143.4,357.5,,151.4,146.7
3116,85.4,17.8,144.3,353.8,,150.3,145.2
3117,86.6,17.5,143.0,354.2,,150.3,145.3
3118,87.3,17.5,143.1,354.9,,150.7,145.5
3119,86.6,17.2,142.2,351.3,,149.3,144.0
3120,85.4,17.1,141.9,355.5,,150.0,146.2
3121,86.7,17.0,142.4,354.4,,150.1,145.5
3122,85.6,17.1,144.5,353.4,,150.2,145.2
3123,85.7,17.2,143.8,356.0,,150.7,146.4
3124,87.0,16.9,141.9,350.9,,149.1,143.9
3125,85.5,17.0,142.7,357.7,,150.7,147.3
3126,86.5,17.0,140.7,347.3,,147.9,142.3
3127,86.3,16.8,140.4,349.9,,148.4,143.6
3128,84.4,17.1,142.2,351.7,,148.8,144.6
3129,84.5,17.0,140.3,352.8,,148.7,145.1
3130,84.5,16.8,139.7,350.8,,147.9,144.3
3131,85.4,16.6,143.4,348.8,,148.5,143.2
3132,85.2,17.0,139.8,349.4,,147.9,143.5
3133,85.9,16.9,140.5,349.7,,148.3,143.5
3134,85.3,16.5,140.6,351.3,,148.4,144.5
3135,85.0,16.7,141.1,352.2,,148.7,144.9
3136,85.4,16.9,139.3,345.9,,146.9,141.8
3137,84.4,16.5,137.9,340.9,,144.9,139.8
3138,83.8,,139.6,349.9,,191.1,140.3
3139,82.8,,138.9,350.2,,190.6,141.0
3140,84.2,,139.6,346.2,,190.0,138.1
3141,83.0,,136.7,343.2,,187.6,137.4
3142,83.3,,138.3,344.2,,188.6,137.5
3143,83.8,,136.1,345.8,,188.6,138.7
3144,82.6,,135.8,348.0,,188.8,140.4
3145,83.0,,135.3,342.2,,186.8,137.1
3146,81.9,,136.0,346.5,,188.1,139.8
3147,82.9,,136.2,345.2,,188.1,138.6
3148,81.2,,136.5,344.4,,187.4,138.8
3149,82.6,,135.7,345.2,,187.8,138.8
3150,82.3,,134.7,341.4,,186.1,137.0
3151,83.3,,135.0,341.3,,186.5,136.5
3152,82.2,,134.0,343.0,,186.4,138.1
3153,81.4,,134.7,341.6,,185.9,137.4
3154,82.7,,133.5,340.6,,185.6,136.6
3155,81.9,,136.2,349.4,,189.2,141.4
3156,81.2,,135.4,339.8,,185.5,136.4
3157,80.7,,133.2,340.5,,184.8,137.4
3158,81.6,,136.8,346.4,,188.3,139.7
3159,81.6,,133.3,344.9,,186.6,139.5
3160,80.3,,131.3,343.5,,185.0,139.6
3161,80.8,,132.8,343.2,,185.6,138.9
3162,79.9,,130.4,340.3,,183.5,138.1
3163,81.8,,131.3,342.6,,185.2,138.5
3164,81.8,,132.4,339.8,,184.7,136.7
3165,81.7,,131.3,339.8,,184.3,137.0
3166,82.1,,130.4,342.8,,185.1,138.7
3167,81.3,,131.6,345.4,,186.1,140.2
3168,82.3,,129.1,345.8,,185.7,140.6
3169,81.0,,128.8,340.7,,183.5,138.2
3170,81.7,,128.5,340.1,,183.4,137.7
3171,81.4,,129.8,342.2,,184.4,138.7
3172,82.1,,128.4,344.4,,185.0,140.0
3173,82.0,,127.3,348.2,,185.8,142.4
3174,82.7,,125.5,343.0,,183.7,139.5
3175,82.5,,128.1,338.4,,183.0,136.5
3176,81.8,,128.0,345.8,,185.2,141.0
3177,81.8,,126.9,344.9,,184.5,140.7
3178,82.9,,127.9,342.7,,184.5,138.9
3179,81.8,,126.1,344.3,,184.1,140.5
3180,82.5,,125.4,337.5,,181.8,136.5
3181,81.4,,125.2,349.0,,185.2,143.5
3182,81.7,,123.7,348.4,,184.6,143.4
3183,81.8,,125.3,343.9,,183.7,140.5
3184,81.0,,126.4,346.1,,184.5,141.7
3185,82.0,,124.4,346.3,,184.2,141.9
3186,82.7,,123.2,342.9,,182.9,140.0
3187,83.0,,125.0,342.0,,183.4,139.0
3188,82.3,,122.8,348.0,,184.4,143.1
3189,81.9,,123.9,343.9,,183.2,140.7
3190,82.3,,124.4,339.3,,182.0,137.8
3191,82.9,,124.7,345.8,,184.5,141.3
3192,82.4,,125.1,342.8,,183.4,139.6
3193,82.1,,123.5,338.7,,181.4,137.7
3194,80.8,,124.2,345.7,,183.6,142.1
3195,82.6,,123.8,339.8,,182.1,138.2
3196,81.5,,122.7,343.7,,182.6,141.0
3197,82.2,,121.5,339.3,,181.0,138.5
3198,81.8,,123.2,339.6,,181.6,138.4
3199,81.8,,124.3,347.0,,184.4,142.5
3200,80.3,,122.4,342.8,,181.8,141.0
3201,81.3,,122.6,347.3,,183.7,143.1
3202,82.1,,122.3,348.4,,184.3,143.5
3203,81.9,,120.7,341.9,,181.5,140.2
3204,80.7,,122.5,345.3,,182.8,142.3
3205,80.3,,121.1,338.4,,180.0,138.7
3206,80.5,,119.9,342.5,,181.0,141.3
3207,81.4,,120.1,338.8,,180.1,138.8
3208,80.4,,120.7,345.6,,182.2,142.9
3209,79.4,,120.2,342.1,,180.6,141.3
3210,80.8,,119.3,346.6,,182.2,143.6
3211,81.0,,120.1,342.2,,181.1,140.9
3212,80.7,,120.4,342.1,,181.1,140.8
3213,78.7,,120.7,343.5,,181.0,142.3
3214,79.9,,119.5,341.6,,180.3,141.1
3215,79.9,,119.6,343.7,,181.1,142.2
3216,78.3,,119.2,343.4,,180.3,142.7
3217,78.8,,120.7,344.8,,181.4,143.0
3218,78.3,,119.9,341.5,,179.9,141.5
3219,78.2,,118.9,350.1,,182.4,146.7
3220,77.1,,116.9,345.5,,179.8,144.8
3221,76.7,,118.7,341.0,,178.8,142.0
3222,76.2,,120.2,338.9,,178.4,140.7
3223,76.3,,117.9,342.8,,179.0,143.4
3224,76.4,,117.1,341.4,,178.3,142.7
3225,76.0,,118.2,343.4,,179.2,143.8
3226,74.9,,117.8,341.1,,177.9,142.9
3227,73.9,,117.7,343.2,,178.3,144.5
3228,74.6,,117.0,338.7,,176.8,141.8
3229,75.3,,116.1,338.3,,176.6,141.5
3230,72.8,,116.4,337.2,,175.5,141.8
3231,74.1,,117.1,340.9,,177.4,143.2
3232,74.4,,115.8,337.6,,175.9,141.5
3233,73.6,,116.4,336.0,,175.3,140.8
3234,73.3,,115.9,335.4,,174.9,140.6
3235,73.2,,115.9,333.5,,174.2,139.6
3236,72.1,,115.5,335.8,,174.5,141.4
3237,72.4,,116.7,336.3,,175.1,141.3
3238,71.2,,114.1,329.7,,171.7,138.5
3239,72.6,,116.7,336.8,,175.3,141.5
3240,71.0,,116.0,329.4,,172.1,138.0
3241,71.7,,114.3,329.8,,171.9,138.4
3242,71.9,,115.9,327.9,,171.9,136.9
3243,71.7,,117.0,331.2,,173.3,138.6
3244,71.7,,115.9,329.4,,172.3,137.8
3245,71.7,,116.4,329.2,,172.4,137.6
3246,70.8,,116.2,329.6,,172.2,138.2
3247,72.5,,117.4,326.1,,172.0,135.3
3248,72.7,,114.2,328.0,,171.6,137.0
3249,71.4,,114.8,324.3,,170.2,135.2
3250,70.9,,115.2,321.3,,169.1,133.6
3251,71.0,,113.7,324.5,,169.7,135.8
3252,71.4,,115.5,325.0,,170.7,135.5
3253,70.8,,114.9,324.8,,170.2,135.7
3254,71.1,,114.0,323.1,,169.4,134.9
3255,71.0,,113.9,320.9,,168.6,133.6
3256,71.1,,112.7,323.2,,169.0,135.2
3257,69.4,,112.7,322.0,,168.0,135.1
3258,71.7,,116.5,315.0,,167.7,129.5
3259,70.0,,115.0,321.0,,168.7,133.8
3260,71.9,,112.0,320.3,,168.1,133.4
3261,71.2,,114.1,319.0,,168.1,132.4
3262,70.9,,113.3,315.6,,166.6,130.8
3263,70.9,,114.2,318.5,,167.9,132.2
3264,71.2,,113.9,320.0,,168.4,133.0
3265,70.4,,113.6,315.5,,166.5,130.9
3266,70.3,,112.7,316.5,,166.5,131.6
3267,70.5,,112.4,311.9,,164.9,129.0
3268,70.9,,112.5,309.8,,164.4,127.6
3269,70.5,,111.1,310.4,,164.0,128.4
3270,70.2,,111.1,312.9,,164.8,130.0
3271,69.9,,112.6,311.1,,164.5,128.7
3272,70.1,,110.2,311.2,,163.8,129.2
3273,69.6,,112.0,309.9,,163.8,128.3
3274,69.6,,111.1,309.8,,163.5,128.4
3275,69.7,,112.6,308.2,,163.5,127.2
3276,69.5,,110.5,308.2,,162.8,127.6
3277,69.3,,111.7,308.7,,163.2,127.7
3278,69.4,,113.7,310.6,,164.6,128.4
3279,69.2,,113.1,307.7,,163.4,126.9
3280,68.6,,112.5,302.8,,161.3,124.5
3281,69.6,,110.3,305.4,,161.8,126.1
3282,69.2,,113.3,304.0,,162.2,124.8
3283,69.1,,111.4,301.3,,160.6,123.7
3284,69.5,,112.3,303.2,,161.7,124.4
3285,68.6,,112.6,302.8,,161.3,124.5
3286,68.4,,113.1,304.6,,162.0,125.5
3287,68.5,,110.8,298.5,,159.3,122.4
3288,68.7,,112.7,304.1,,161.8,125.2
3289,67.1,,110.9,300.9,,159.7,124.3
3290,66.9,,111.6,299.8,,159.4,123.6
3291,67.1,,110.8,295.0,,157.6,121.0
3292,68.4,,110.0,299.6,,159.3,123.3
3293,67.4,,110.4,303.3,,160.4,125.6
3294,67.3,,110.5,302.0,,159.9,124.9
3295,67.7,,110.7,302.1,,160.2,124.8
3296,67.3,,111.5,298.1,,159.0,122.5
3297,66.5,,110.6,295.5,,157.6,121.5
3298,66.1,,107.4,300.7,,158.1,125.2
3299,67.0,,108.4,299.0,,158.1,123.7
3300,65.7,,107.6,295.7,,156.4,122.5
3301,66.6,,109.0,299.9,,158.5,124.3
3302,65.6,,110.3,294.3,,156.7,121.2
3303,64.6,,109.0,298.7,,157.5,124.4
3304,65.6,,108.8,298.9,,157.7,124.1
3305,65.4,,107.4,302.1,,158.3,126.3
3306,64.1,,107.4,298.6,,156.7,124.8
3307,63.7,,107.8,297.5,,156.3,124.2
3308,63.3,,108.5,299.1,,157.0,125.1
3309,63.5,,110.8,299.6,,158.0,124.9
3310,63.2,,107.8,296.7,,155.9,123.9
3311,63.9,,107.9,299.4,,157.1,125.2
3312,62.6,,110.8,298.5,,157.3,124.7
3313,63.3,,107.3,297.2,,155.9,124.3
3314,62.3,,108.4,300.1,,156.9,126.1
3315,61.3,,107.5,298.7,,155.8,125.9
3316,61.1,,107.9,302.0,,157.0,127.7
3317,61.3,,106.1,296.7,,154.7,125.0
3318,61.1,,108.5,299.3,,156.3,126.1
3319,60.3,,108.0,298.6,,155.6,126.1
3320,60.7,,107.7,297.8,,155.4,125.5
3321,60.3,,107.3,297.4,,155.0,125.5
3322,60.4,,107.3,295.2,,154.3,124.3
3323,60.2,,106.7,296.0,,154.3,124.9
3324,60.1,,108.7,302.4,,157.1,128.2
3325,58.8,,105.9,304.2,,156.3,130.2
3326,58.1,,105.1,305.8,,156.3,131.6
3327,58.2,,106.2,298.6,,154.3,127.3
3328,59.6,,105.3,299.1,,154.7,127.1
3329,57.3,,106.0,299.4,,154.3,128.1
3330,57.2,,105.2,299.7,,154.0,128.4
3331,56.9,,104.7,302.0,,154.5,129.9
3332,57.0,,105.7,300.5,,154.4,128.8
3333,56.8,,103.8,301.0,,153.9,129.6
3334,56.0,,105.0,305.8,,155.6,132.4
3335,55.9,,106.3,301.1,,154.5,129.5
3336,55.3,,106.0,302.3,,154.5,130.5
3337,56.0,,105.0,302.4,,154.5,130.4
3338,54.4,,105.9,304.8,,155.0,132.2
3339,54.0,,104.3,303.1,,153.8,131.7
3340,54.4,,104.5,304.3,,154.4,132.2
3341,53.8,,104.3,301.9,,153.3,131.1
3342,53.2,,105.3,307.9,,155.5,134.5
3343,52.3,,104.6,304.2,,153.7,132.9
3344,52.8,,104.4,301.4,,152.8,131.2
3345,52.9,,103.5,302.0,,152.8,131.7
3346,51.3,,103.3,308.5,,154.4,136.0
3347,50.6,,103.3,302.6,,152.1,132.9
3348,50.8,,103.6,308.4,,154.2,136.1
3349,50.1,,102.5,302.4,,151.7,133.2
3350,49.4,,104.1,303.9,,152.5,134.0
3351,49.6,,102.8,311.5,,154.6,138.4
3352,48.8,,102.8,311.0,,154.2,138.5
3353,48.1,,101.9,312.8,,154.3,139.9
3354,47.5,,102.5,311.6,,153.8,139.3
3355,47.2,,102.5,308.7,,152.8,137.8
3356,46.1,,102.8,309.5,,152.8,138.7
3357,45.7,,102.7,309.9,,152.8,139.0
3358,45.2,,102.1,312.1,,153.1,140.6
3359,45.3,,102.3,315.9,,154.5,142.7
3360,43.7,,101.7,316.6,,154.0,143.8
3361,42.9,,101.0,313.8,,152.6,142.6
3362,43.2,,99.9,318.7,,154.0,145.5
3363,42.6,,100.7,314.6,,152.6,143.3
3364,41.1,,100.7,316.6,,152.8,145.0
3365,40.2,,100.5,312.8,,151.2,143.2
3366,39.4,,101.4,316.7,,152.5,145.6
3367,38.9,,99.3,313.9,,150.7,144.6
3368,39.3,,99.9,316.4,,151.8,145.7
3369,38.4,,98.9,316.2,,151.2,146.1
3370,38.2,,100.4,314.6,,151.1,145.0
3371,37.5,,99.8,313.6,,150.3,144.8
3372,35.9,,98.7,311.4,,148.7,144.4
3373,36.5,,98.7,317.4,,150.9,147.5
3374,36.0,,98.1,311.7,,148.6,144.6
3375,35.2,,101.6,315.3,,150.7,146.4
3376,34.5,,98.1,314.7,,149.1,146.9
3377,34.6,,100.8,315.6,,150.3,146.9
3378,33.5,,98.7,318.0,,150.1,149.0
3379,33.3,,98.0,314.5,,148.6,147.3
3380,32.3,,99.8,322.2,,151.4,151.7
3381,31.8,,98.2,311.8,,147.3,146.3
3382,31.4,,98.8,319.8,,150.0,150.8
3383,31.1,,98.7,318.9,,149.6,150.5
3384,30.5,,96.7,317.5,,148.2,150.3
3385,30.3,,97.7,318.7,,148.9,150.9
3386,29.9,,98.0,315.6,,147.8,149.2
3387,29.7,,97.2,319.7,,148.9,151.8
3388,29.1,,97.4,323.2,,149.9,153.9
3389,28.7,,98.2,321.2,,149.4,152.8
3390,28.4,,96.9,323.7,,149.7,154.6
3391,28.4,,96.6,320.4,,148.5,152.8
3392,27.9,,97.1,322.1,,149.0,153.8
3393,27.9,,95.8,324.4,,149.3,155.3
3394,27.3,,97.2,322.0,,148.8,154.0
3395,26.9,,95.6,326.9,,149.8,157.1
3396,26.9,,95.3,324.6,,148.9,155.9
3397,26.5,,95.8,326.0,,149.4,156.8
3398,26.2,,95.4,326.6,,149.4,157.3
3399,25.9,,94.9,325.0,,148.6,156.6
3400,25.7,,95.5,326.7,,149.3,157.6
3401,24.9,,95.8,328.3,,149.6,158.7
3402,25.0,,94.3,321.9,,147.1,155.3
3403,25.0,,95.5,321.2,,147.2,154.7
3404,24.7,,96.9,329.3,,150.3,159.2
3405,24.3,,96.8,328.9,,150.0,159.1
3406,24.0,,95.1,332.9,,150.7,161.8
3407,23.9,,94.5,324.3,,147.6,157.1
3408,23.5,,95.4,325.3,,148.1,157.7
3409,23.4,,95.9,333.3,,150.9,162.1
3410,22.8,,96.6,335.3,,151.6,163.3
3411,22.5,,94.5,332.7,,149.9,162.3
3412,22.3,,95.2,334.4,,150.6,163.3
3413,21.6,,94.2,333.2,,149.7,163.0
3414,21.3,,94.7,332.7,,149.6,162.8
3415,21.1,,94.3,332.5,,149.3,162.8
3416,20.3,,95.3,332.0,,149.2,162.7
3417,20.0,,94.7,335.4,,150.0,164.8
3418,19.9,,94.1,338.1,,150.7,166.5
3419,19.3,,94.2,337.9,,150.5,166.6
3420,18.8,,94.3,337.1,,150.1,166.3
3421,18.6,,94.6,340.7,,151.3,168.3
3422,18.3,,95.9,343.3,,152.5,169.7
3423,17.9,,94.1,337.0,,149.7,166.7
3424,17.4,,94.3,339.6,,150.4,168.3
3425,17.3,,93.9,337.2,,149.5,167.0
3426,17.1,,94.2,337.3,,149.5,167.1
3427,16.7,,95.8,346.0,,152.8,171.8
3428,16.5,,94.7,334.2,,148.5,165.6
3429,16.3,,94.7,338.5,,149.8,168.0
3430,15.7,,94.3,342.1,,150.7,170.3
3431,15.4,,93.2,340.4,,149.7,169.7
3432,15.2,,95.5,342.8,,151.2,170.7
3433,15.1,,96.4,343.3,,151.6,171.0
3434,14.8,,92.6,344.7,,150.7,172.5
3435,14.3,,93.2,342.7,,150.1,171.5
3436,14.1,,93.9,338.7,,148.9,169.2
3437,13.7,,94.8,339.8,,149.4,169.8
3438,13.4,,93.5,346.9,,151.3,174.1
3439,13.2,,93.1,348.0,,151.5,174.8
3440,12.9,,93.7,347.2,,151.3,174.4
3441,12.6,,93.8,351.6,,152.7,177.0
3442,12.4,,94.9,344.5,,150.6,172.9
3443,12.3,,94.3,345.0,,150.5,173.3
3444,11.7,,93.6,345.3,,150.2,173.8
3445,11.6,,93.4,346.1,,150.4,174.4
3446,11.2,,92.4,343.9,,149.2,173.5
3447,11.2,,94.3,344.9,,150.1,173.7
3448,10.9,,93.0,346.6,,150.1,175.0
3449,10.6,,92.9,346.6,,150.0,175.1
3450,10.5,,94.0,349.5,,151.3,176.6
3451,10.5,,92.6,349.1,,150.7,176.6
3452,10.3,,93.7,344.8,,149.6,174.1
3453,10.0,,92.8,350.6,,151.1,177.6
3454,10.0,,93.1,353.5,,152.2,179.2
3455,10.0,,92.7,346.1,,149.6,175.1
3456,9.6,,93.8,348.4,,150.6,176.4
3457,9.8,,92.3,347.7,,149.9,176.2
3458,9.6,,92.8,344.9,,149.1,174.6
3459,9.6,,92.4,351.3,,151.1,178.3
3460,9.4,,91.7,346.7,,149.3,175.9
3461,9.5,,93.2,353.4,,152.1,179.3
3462,9.3,,93.6,348.4,,150.4,176.5
3463,9.3,,92.6,349.3,,150.4,177.2
3464,9.3,,91.7,348.9,,150.0,177.1
3465,9.2,,92.2,345.1,,148.8,175.0
3466,9.3,,92.3,347.7,,149.8,176.4
3467,9.0,,92.2,347.8,,149.7,176.6
3468,8.9,,93.0,350.8,,150.9,178.1
3469,8.8,,91.9,353.1,,151.3,179.7
3470,8.7,,92.8,356.9,,152.8,181.7
3471,8.6,,90.6,348.9,,149.4,177.6
3472,8.5,,92.8,350.6,,150.6,178.2
3473,8.5,,91.7,357.3,,152.5,182.2
3474,8.5,,91.2,359.4,,153.0,183.5
3475,8.6,,90.7,359.7,,153.0,183.7
3476,8.6,,91.0,358.6,,152.7,183.0
3477,8.6,,90.4,358.7,,152.6,183.2
3478,8.6,,91.1,360.3,,153.3,183.9
3479,8.7,,91.7,367.7,,156.0,187.9
3480,8.7,,92.1,368.9,,156.6,188.6
3481,8.7,,92.3,364.2,,155.1,185.9
3482,8.9,,90.8,367.2,,155.6,187.7
3483,8.7,,91.2,377.2,,159.0,193.4
3484,8.8,,91.3,370.7,,156.9,189.7
3485,8.8,,91.3,367.4,,155.8,187.8
3486,8.8,,91.8,368.8,,156.5,188.5
3487,8.9,,90.6,377.9,,159.1,193.8
3488,8.8,,89.7,376.0,,158.2,192.9
3489,8.9,,90.4,370.1,,156.4,189.4
3490,8.9,,91.1,373.5,,157.8,191.2
3491,9.0,,91.1,372.0,,157.3,190.3
3492,9.2,,91.4,376.7,,159.1,192.9
3493,9.3,,90.3,372.9,,157.5,190.9
3494,9.3,,89.8,374.8,,157.9,192.0
3495,9.5,,91.1,377.0,,159.2,193.0
3496,9.4,,90.1,374.8,,158.1,191.9
3497,9.5,,90.1,378.2,,159.3,193.8
3498,9.7,,89.4,378.0,,159.0,193.8
3499,9.7,,90.3,371.4,,157.1,189.9
3500,9.6,,90.8,381.0,,160.4,195.2
3501,9.7,,90.0,378.3,,159.4,193.8
3502,10.1,,91.8,374.5,,158.8,191.2
3503,10.1,,90.8,378.0,,159.6,193.4
3504,10.3,,89.4,379.4,,159.7,194.3
3505,10.4,,91.4,376.7,,159.5,192.4
3506,10.5,,92.5,378.4,,160.5,193.2
3507,10.6,,90.0,371.8,,157.5,189.8
3508,10.6,,92.6,380.7,,161.3,194.4
3509,10.7,,90.5,379.1,,160.1,193.8
3510,10.8,,89.4,371.9,,157.3,189.9
3511,10.8,,90.2,367.0,,156.0,187.0
3512,11.1,,89.2,369.6,,156.6,188.5
3513,10.8,,89.8,371.2,,157.3,189.5
3514,11.0,,91.2,370.3,,157.5,188.6
3515,11.1,,90.3,370.0,,157.1,188.6
3516,11.0,,90.9,368.9,,156.9,187.9
3517,11.1,,90.9,363.7,,155.2,184.9
3518,11.1,,89.9,360.6,,153.9,183.3
3519,11.2,,90.0,366.6,,155.9,186.6
3520,11.2,,90.5,360.0,,153.9,182.9
3521,11.2,,91.9,357.2,,153.4,181.0
3522,11.2,,92.3,364.3,,156.0,185.0
3523,11.2,,90.2,362.0,,154.4,184.0
3524,11.1,,92.1,357.9,,153.7,181.4
3525,11.0,,91.5,357.4,,153.3,181.3
3526,11.0,,92.1,362.3,,155.2,183.9
3527,10.9,,90.0,360.3,,153.7,183.2
3528,11.1,,91.3,364.2,,155.5,185.1
3529,10.8,,90.4,361.3,,154.2,183.7
3530,10.9,,89.6,358.1,,152.9,182.1
3531,10.8,,90.1,362.8,,154.5,184.6
3532,10.7,,90.5,362.6,,154.6,184.5
3533,10.6,,89.6,360.2,,153.4,183.3
3534,10.3,,88.7,359.4,,152.8,183.1
3535,10.3,,90.4,355.5,,152.1,180.7
3536,10.2,,90.2,360.9,,153.8,183.8
3537,10.1,,90.5,367.9,,156.2,187.7
3538,10.0,,89.5,358.6,,152.7,182.7
3539,9.9,,90.2,363.5,,154.5,185.4
3540,9.9,,89.3,355.2,,151.5,180.8
3541,9.7,,89.8,352.8,,150.8,179.5
3542,9.7,,90.8,365.8,,155.4,186.7
3543,9.4,,89.1,362.4,,153.6,185.1
3544,9.4,,88.7,358.5,,152.2,183.0
3545,9.2,,90.5,356.6,,152.1,181.7
3546,9.1,,89.1,356.0,,151.4,181.6
3547,9.1,,88.9,361.7,,153.2,184.9
3548,8.8,,88.7,357.6,,151.7,182.7
3549,8.9,,89.7,362.8,,153.8,185.5
3550,8.8,,88.8,360.6,,152.8,184.4
3551,8.9,,89.2,359.8,,152.6,183.9
3552,8.8,,88.5,354.7,,150.7,181.2
3553,8.6,,89.5,356.4,,151.5,182.0
3554,8.7,,89.2,353.8,,150.6,180.5
3555,8.5,,88.7,354.2,,150.5,180.9
3556,8.6,,88.3,351.3,,149.4,179.3
3557,8.6,,87.9,351.8,,149.4,179.7
3558,8.3,,87.9,354.3,,150.2,181.2
3559,8.5,,87.9,350.3,,148.9,178.9
