Time after Ignition,Vinyl_Tile_R1,Vinyl_Tile_R2,Vinyl_Tile_R3,Vinyl_Tile_R4,Mean,Std. Dev.
270.25,32.1,35.3,27.2,,31.5,4.1
270.5,32.0,35.1,27.6,,31.6,3.8
270.75,31.7,34.6,27.4,,31.2,3.6
271.0,31.8,34.9,27.5,,31.4,3.7
271.25,31.8,35.3,27.6,,31.6,3.9
271.5,31.8,34.9,27.3,,31.4,3.8
271.75,31.2,34.7,27.4,,31.1,3.6
272.0,31.0,34.7,27.2,,31.0,3.8
272.25,31.4,35.0,27.1,,31.2,4.0
272.5,31.7,34.3,26.9,,31.0,3.7
272.75,31.1,34.3,26.8,,30.7,3.8
273.0,31.0,34.8,26.7,,30.8,4.1
273.25,30.7,34.6,26.1,,30.5,4.2
273.5,30.4,34.7,26.4,,30.5,4.1
273.75,30.9,34.5,26.8,,30.8,3.8
274.0,30.0,34.2,26.5,,30.2,3.8
274.25,29.9,34.2,26.5,,30.2,3.8
274.5,29.6,34.8,26.1,,30.2,4.4
274.75,29.2,34.9,26.6,,30.2,4.2
275.0,29.4,34.1,26.2,,29.9,4.0
275.25,28.4,34.5,26.2,,29.7,4.3
275.5,28.4,34.5,26.1,,29.7,4.3
275.75,27.8,34.3,26.6,,29.5,4.1
276.0,27.7,34.7,26.4,,29.6,4.5
276.25,27.6,34.2,26.1,,29.3,4.3
276.5,27.4,33.9,26.4,,29.2,4.1
276.75,26.6,34.1,26.0,,28.9,4.5
277.0,27.0,33.9,25.8,,28.9,4.4
277.25,26.0,33.7,26.0,,28.6,4.4
277.5,25.9,33.8,25.9,,28.5,4.6
277.75,25.9,34.0,25.7,,28.5,4.7
278.0,26.0,33.5,25.5,,28.4,4.5
278.25,25.4,33.6,25.8,,28.3,4.6
278.5,24.9,34.0,25.5,,28.2,5.1
278.75,24.9,33.6,25.9,,28.1,4.7
279.0,24.4,33.4,25.3,,27.7,5.0
279.25,24.5,33.2,25.6,,27.8,4.8
279.5,24.4,33.3,25.2,,27.6,5.0
279.75,24.3,32.9,25.3,,27.5,4.7
280.0,24.0,32.8,24.7,,27.2,4.9
280.25,23.6,32.8,25.3,,27.2,4.9
280.5,23.6,32.8,25.2,,27.2,4.9
280.75,23.7,32.6,24.9,,27.0,4.8
281.0,23.3,33.0,25.2,,27.2,5.1
281.25,23.2,32.8,24.8,,27.0,5.2
281.5,23.0,32.5,25.1,,26.9,5.0
281.75,23.1,33.0,25.1,,27.1,5.2
282.0,23.0,32.5,25.0,,26.8,5.0
282.25,22.8,32.2,25.2,,26.8,4.9
282.5,22.7,32.3,25.1,,26.7,5.0
282.75,22.8,32.4,25.0,,26.8,5.0
283.0,22.5,32.2,25.0,,26.6,5.1
283.25,22.5,31.7,25.1,,26.4,4.7
283.5,22.6,31.9,25.1,,26.5,4.8
283.75,22.5,31.8,25.1,,26.5,4.8
284.0,22.7,31.3,24.6,,26.2,4.5
284.25,22.7,31.6,24.7,,26.3,4.7
284.5,22.4,31.6,24.8,,26.3,4.7
284.75,22.2,31.5,24.5,,26.0,4.9
285.0,22.5,31.2,24.6,,26.1,4.6
285.25,22.2,30.9,24.4,,25.9,4.5
285.5,22.5,31.2,24.4,,26.0,4.6
285.75,22.5,31.5,24.3,,26.1,4.7
286.0,22.4,30.6,24.1,,25.7,4.3
286.25,22.2,30.5,24.4,,25.7,4.3
286.5,22.2,30.9,24.2,,25.8,4.6
286.75,22.5,30.4,24.4,,25.8,4.1
287.0,22.5,30.3,24.5,,25.8,4.1
287.25,22.3,30.5,24.2,,25.7,4.2
287.5,22.2,29.9,24.4,,25.5,4.0
287.75,22.9,30.2,24.0,,25.7,3.9
288.0,22.4,29.8,24.3,,25.5,3.8
288.25,22.9,29.9,24.4,,25.7,3.7
288.5,22.8,30.0,24.4,,25.7,3.7
288.75,22.7,29.9,23.9,,25.5,3.9
289.0,22.8,30.3,24.2,,25.8,4.0
289.25,22.9,29.6,23.8,,25.4,3.6
289.5,22.6,29.4,24.3,,25.4,3.5
289.75,22.8,29.4,24.3,,25.5,3.5
290.0,22.7,29.3,24.3,,25.5,3.4
290.25,22.8,29.2,24.2,,25.4,3.3
290.5,22.9,29.2,23.8,,25.3,3.4
290.75,23.0,29.3,24.3,,25.5,3.3
291.0,22.8,29.4,24.0,,25.4,3.5
291.25,22.8,29.1,23.6,,25.2,3.4
291.5,22.5,28.9,23.8,,25.1,3.3
291.75,22.8,28.7,23.8,,25.1,3.2
292.0,22.5,29.1,23.7,,25.1,3.5
292.25,22.6,28.8,23.6,,25.0,3.4
292.5,22.5,28.3,23.1,,24.6,3.2
292.75,22.5,28.4,23.4,,24.8,3.2
293.0,22.3,28.6,23.3,,24.7,3.4
293.25,22.3,28.5,23.2,,24.7,3.4
293.5,22.4,28.4,23.3,,24.7,3.2
293.75,22.2,28.3,23.0,,24.5,3.3
294.0,21.8,28.2,23.1,,24.4,3.4
294.25,22.1,28.3,23.4,,24.6,3.3
294.5,22.1,28.4,23.4,,24.6,3.3
294.75,22.1,28.4,23.1,,24.5,3.4
295.0,21.9,28.7,22.9,,24.5,3.7
295.25,22.0,28.0,22.9,,24.3,3.3
295.5,22.0,28.2,22.8,,24.3,3.4
295.75,21.8,28.5,22.7,,24.3,3.6
296.0,22.1,28.0,22.8,,24.3,3.2
296.25,21.9,28.4,22.5,,24.3,3.6
296.5,22.0,28.4,22.6,,24.3,3.6
296.75,22.1,27.6,22.3,,24.0,3.1
297.0,21.7,28.2,22.4,,24.1,3.6
297.25,21.8,28.0,22.2,,24.0,3.5
297.5,22.0,28.4,22.4,,24.3,3.6
297.75,22.0,28.8,22.1,,24.3,3.9
298.0,21.9,27.9,22.0,,23.9,3.4
298.25,22.0,27.9,22.2,,24.0,3.4
298.5,22.3,28.2,22.4,,24.3,3.4
298.75,22.1,27.6,21.8,,23.8,3.3
299.0,22.1,27.6,22.0,,23.9,3.2
299.25,22.3,27.6,21.5,,23.8,3.3
299.5,22.0,27.4,22.0,,23.8,3.1
299.75,22.0,27.5,21.9,,23.8,3.2
300.0,22.2,27.3,21.9,,23.8,3.1
300.25,21.9,26.8,22.1,,23.6,2.8
300.5,22.3,27.0,21.7,,23.7,2.9
300.75,22.2,27.0,21.5,,23.6,3.0
301.0,22.5,26.7,21.8,,23.6,2.7
301.25,22.5,26.4,21.6,,23.5,2.6
301.5,22.4,26.4,21.8,,23.6,2.5
301.75,22.4,26.2,21.8,,23.5,2.4
302.0,22.6,26.1,21.8,,23.5,2.3
302.25,22.6,26.0,21.8,,23.5,2.2
302.5,22.8,26.1,21.6,,23.5,2.3
302.75,22.7,26.1,21.8,,23.5,2.3
303.0,22.4,25.4,22.0,,23.3,1.9
303.25,22.6,26.0,21.9,,23.5,2.2
303.5,22.2,25.4,22.1,,23.2,1.9
303.75,22.1,25.4,22.2,,23.2,1.9
304.0,21.8,25.1,21.8,,22.9,1.9
304.25,21.8,25.0,21.8,,22.9,1.8
304.5,21.6,25.1,21.5,,22.7,2.0
304.75,21.5,24.6,21.7,,22.6,1.8
305.0,21.3,24.9,21.9,,22.7,1.9
305.25,21.2,24.9,21.7,,22.6,2.0
305.5,21.4,24.9,21.7,,22.7,1.9
305.75,21.3,24.9,21.7,,22.6,2.0
306.0,20.8,24.2,21.8,,22.3,1.8
306.25,20.9,24.4,21.6,,22.3,1.8
306.5,20.6,24.3,21.5,,22.1,1.9
306.75,20.4,24.0,22.0,,22.1,1.8
307.0,20.8,23.9,21.6,,22.1,1.6
307.25,20.3,23.6,21.9,,21.9,1.7
307.5,20.3,23.4,22.1,,21.9,1.6
307.75,20.2,23.4,21.7,,21.8,1.6
308.0,19.9,23.2,22.1,,21.7,1.7
308.25,20.2,23.2,22.1,,21.8,1.5
308.5,19.8,23.0,21.6,,21.5,1.6
308.75,19.7,23.2,21.7,,21.5,1.8
309.0,19.8,,22.0,,20.9,1.5
309.25,19.7,,22.2,,20.9,1.8
309.5,19.7,,21.9,,20.8,1.5
309.75,19.7,,21.9,,20.8,1.6
310.0,19.6,,22.1,,20.9,1.7
310.25,19.6,,21.9,,20.7,1.7
310.5,19.5,,22.1,,20.8,1.9
310.75,19.6,,21.7,,20.6,1.5
311.0,19.2,,21.7,,20.5,1.8
311.25,19.0,,22.0,,20.5,2.1
311.5,18.8,,22.0,,20.4,2.3
311.75,19.1,,21.8,,20.5,1.9
312.0,19.1,,22.0,,20.5,2.0
312.25,18.9,,21.9,,20.4,2.1
312.5,18.7,,22.0,,20.3,2.4
312.75,18.5,,21.9,,20.2,2.5
313.0,18.4,,21.7,,20.1,2.3
313.25,18.5,,21.8,,20.2,2.3
313.5,18.5,,22.0,,20.2,2.5
313.75,18.3,,21.9,,20.1,2.5
314.0,18.5,,21.9,,20.2,2.5
314.25,18.2,,21.8,,20.0,2.6
314.5,18.2,,21.8,,20.0,2.5
314.75,17.8,,21.6,,19.7,2.7
315.0,17.9,,21.3,,19.6,2.4
315.25,17.8,,21.3,,19.6,2.5
315.5,17.7,,21.4,,19.5,2.7
315.75,17.7,,21.4,,19.6,2.6
316.0,17.5,,21.3,,19.4,2.7
316.25,17.4,,21.3,,19.3,2.8
316.5,17.3,,21.2,,19.3,2.7
316.75,17.3,,21.2,,19.3,2.7
317.0,17.1,,21.0,,19.1,2.8
317.25,17.1,,21.1,,19.1,2.8
317.5,17.1,,20.9,,19.0,2.7
317.75,17.0,,20.6,,18.8,2.5
318.0,16.9,,20.5,,18.7,2.5
318.25,17.0,,20.6,,18.8,2.6
318.5,16.9,,20.4,,18.6,2.5
318.75,17.0,,20.2,,18.6,2.3
319.0,17.1,,20.3,,18.7,2.2
319.25,16.9,,20.5,,18.7,2.5
319.5,17.0,,20.0,,18.5,2.1
319.75,16.9,,20.2,,18.5,2.3
320.0,16.7,,19.9,,18.3,2.3
320.25,16.7,,20.1,,18.4,2.4
320.5,16.6,,19.9,,18.3,2.3
320.75,16.8,,20.0,,18.4,2.3
321.0,16.8,,20.0,,18.4,2.2
321.25,16.5,,20.0,,18.3,2.5
321.5,16.7,,19.8,,18.3,2.2
321.75,16.3,,19.8,,18.0,2.4
322.0,16.5,,20.3,,18.4,2.7
322.25,16.7,,20.1,,18.4,2.4
322.5,16.5,,20.2,,18.4,2.6
322.75,16.5,,20.2,,18.4,2.6
323.0,16.7,,20.1,,18.4,2.4
323.25,16.8,,20.3,,18.6,2.5
323.5,16.8,,20.2,,18.5,2.4
323.75,16.7,,20.4,,18.6,2.6
324.0,16.9,,20.3,,18.6,2.4
324.25,16.6,,20.3,,18.4,2.6
324.5,16.9,,20.5,,18.7,2.5
324.75,16.9,,20.4,,18.7,2.5
325.0,16.8,,20.6,,18.7,2.7
325.25,16.7,,20.2,,18.5,2.5
325.5,16.8,,20.2,,18.5,2.4
325.75,16.8,,20.8,,18.8,2.9
326.0,16.7,,20.7,,18.7,2.8
326.25,16.6,,21.0,,18.8,3.1
326.5,16.7,,20.9,,18.8,3.0
326.75,16.7,,20.8,,18.8,2.9
327.0,16.9,,20.8,,18.9,2.8
327.25,17.1,,21.1,,19.1,2.8
327.5,17.1,,21.0,,19.0,2.8
327.75,17.2,,21.2,,19.2,2.8
328.0,17.2,,21.2,,19.2,2.8
328.25,17.1,,21.0,,19.1,2.8
328.5,17.0,,21.2,,19.1,3.0
328.75,17.2,,21.3,,19.3,2.9
329.0,17.0,,21.0,,19.0,2.8
329.25,17.0,,21.2,,19.1,3.0
329.5,17.0,,21.2,,19.1,3.0
329.75,17.0,,21.1,,19.0,2.9
330.0,17.0,,21.1,,19.0,3.0
330.25,17.2,,20.9,,19.1,2.6
330.5,16.8,,21.5,,19.1,3.3
330.75,16.7,,21.2,,19.0,3.1
331.0,16.2,,21.0,,18.6,3.4
331.25,16.6,,21.2,,18.9,3.2
331.5,16.7,,21.3,,19.0,3.2
331.75,16.9,,21.3,,19.1,3.1
332.0,16.7,,21.3,,19.0,3.3
332.25,16.9,,21.2,,19.1,3.1
332.5,16.8,,21.2,,19.0,3.1
332.75,16.7,,20.6,,18.6,2.8
333.0,16.7,,20.5,,18.6,2.7
333.25,16.8,,20.5,,18.7,2.7
333.5,16.8,,20.7,,18.7,2.8
333.75,16.7,,20.8,,18.7,2.9
334.0,16.6,,20.6,,18.6,2.8
334.25,16.9,,20.4,,18.7,2.5
334.5,16.6,,20.2,,18.4,2.5
334.75,16.7,,20.1,,18.4,2.4
335.0,16.7,,20.4,,18.5,2.6
335.25,16.6,,20.1,,18.3,2.5
335.5,16.7,,20.4,,18.6,2.6
335.75,16.8,,20.1,,18.5,2.3
336.0,16.6,,19.8,,18.2,2.2
336.25,16.5,,19.6,,18.0,2.2
336.5,16.5,,19.7,,18.1,2.3
336.75,16.5,,19.5,,18.0,2.1
337.0,16.1,,19.3,,17.7,2.2
337.25,16.7,,19.3,,18.0,1.9
337.5,16.3,,19.1,,17.7,2.0
337.75,16.5,,19.3,,17.9,1.9
338.0,16.6,,19.0,,17.8,1.8
338.25,16.2,,19.0,,17.6,2.0
338.5,16.3,,19.0,,17.7,1.9
338.75,16.4,,19.1,,17.8,1.9
339.0,16.3,,19.0,,17.6,1.9
339.25,16.2,,19.1,,17.7,2.0
339.5,16.3,,19.0,,17.7,1.9
339.75,16.7,,19.0,,17.8,1.6
340.0,16.5,,18.8,,17.6,1.6
340.25,16.5,,18.7,,17.6,1.5
340.5,16.5,,18.7,,17.6,1.6
340.75,16.3,,18.6,,17.5,1.7
341.0,16.4,,18.7,,17.5,1.7
341.25,16.4,,18.4,,17.4,1.5
341.5,16.4,,18.9,,17.6,1.8
