Time after Ignition,Vinyl_Tile_R1,Vinyl_Tile_R2,Vinyl_Tile_R3,Vinyl_Tile_R4,Mean,Std. Dev.
33.75,170.3,165.1,140.9,169.6,161.5,13.9
34.0,173.6,164.7,141.8,165.8,161.5,13.7
34.25,172.7,163.7,144.8,168.4,162.4,12.3
34.5,175.4,169.3,144.9,166.2,163.9,13.3
34.75,171.1,164.4,143.5,166.5,161.4,12.3
35.0,174.2,165.3,141.2,162.7,160.9,14.0
35.25,171.3,166.1,143.2,164.5,161.3,12.4
35.5,173.6,168.4,144.5,163.7,162.6,12.7
35.75,173.6,169.7,141.8,164.6,162.4,14.3
36.0,172.5,167.3,144.8,164.4,162.2,12.1
36.25,172.6,166.6,146.5,164.9,162.7,11.2
36.5,174.7,171.0,146.3,163.4,163.8,12.6
36.75,173.4,172.9,145.3,162.9,163.6,13.1
37.0,173.2,171.4,143.9,164.5,163.3,13.4
37.25,175.4,172.8,144.6,166.1,164.7,14.0
37.5,174.3,170.0,145.7,164.1,163.5,12.6
37.75,174.6,173.5,145.9,165.0,164.8,13.3
38.0,171.9,171.5,146.1,164.5,163.5,12.1
38.25,174.4,175.7,147.7,165.0,165.7,12.9
38.5,168.9,176.2,147.7,167.3,165.0,12.2
38.75,176.9,172.8,148.8,165.4,166.0,12.4
39.0,178.2,175.9,147.3,163.7,166.3,14.1
39.25,176.8,178.5,148.6,165.3,167.3,13.8
39.5,176.0,178.1,150.3,163.7,167.0,12.8
39.75,179.8,178.2,150.8,165.0,168.5,13.5
40.0,175.4,181.8,149.9,164.7,167.9,13.9
40.25,177.5,181.5,154.9,164.9,169.7,12.1
40.5,177.5,177.0,153.3,165.1,168.2,11.5
40.75,180.0,179.1,153.9,164.5,169.4,12.5
41.0,180.8,185.7,155.7,168.1,172.6,13.4
41.25,182.2,183.5,153.5,167.1,171.5,14.2
41.5,180.0,186.8,153.9,168.2,172.2,14.4
41.75,180.6,184.1,154.4,170.9,172.5,13.3
42.0,180.3,190.6,153.5,167.8,173.0,16.0
42.25,182.4,188.5,158.5,169.6,174.7,13.4
42.5,184.4,190.7,158.7,167.9,175.4,14.7
42.75,186.2,193.0,159.7,173.6,178.1,14.7
43.0,187.4,193.5,162.2,171.5,178.7,14.4
43.25,184.7,192.7,159.8,172.1,177.3,14.4
43.5,185.3,193.4,163.3,172.6,178.6,13.4
43.75,186.8,196.8,161.9,172.3,179.4,15.4
44.0,188.0,197.4,166.3,177.0,182.2,13.5
44.25,186.4,196.9,165.3,176.6,181.3,13.5
44.5,189.0,196.8,167.2,171.6,181.1,14.0
44.75,186.6,197.8,168.7,176.0,182.3,12.7
45.0,186.1,197.4,168.4,175.3,181.8,12.7
45.25,190.9,197.0,171.0,182.2,185.3,11.3
45.5,192.7,200.6,171.6,177.3,185.5,13.4
45.75,191.3,202.9,172.1,180.6,186.7,13.4
46.0,193.0,204.0,170.8,180.9,187.2,14.4
46.25,195.6,201.6,170.0,181.3,187.1,14.2
46.5,194.9,202.2,175.0,181.9,188.5,12.3
46.75,196.4,201.9,174.1,181.4,188.4,12.9
47.0,194.3,203.4,172.7,183.9,188.6,13.2
47.25,194.7,205.4,174.4,183.6,189.5,13.4
47.5,195.3,207.1,176.7,186.2,191.3,13.0
47.75,198.4,206.3,178.9,185.4,192.3,12.4
48.0,195.5,206.5,176.1,186.6,191.2,12.9
48.25,197.1,205.6,176.7,186.9,191.6,12.5
48.5,197.1,211.0,181.4,187.1,194.2,13.0
48.75,200.6,206.7,180.3,190.9,194.6,11.6
49.0,196.8,210.1,178.1,190.1,193.8,13.4
49.25,199.1,211.1,179.5,190.8,195.1,13.3
49.5,199.9,210.6,179.1,190.3,195.0,13.4
49.75,202.4,212.0,179.0,193.2,196.6,14.0
50.0,201.8,209.6,180.1,195.2,196.7,12.5
50.25,202.6,210.1,178.1,194.0,196.2,13.7
50.5,201.1,211.2,180.3,194.7,196.8,12.9
50.75,200.2,208.8,180.7,197.4,196.8,11.8
51.0,203.4,212.2,179.0,197.4,198.0,14.1
51.25,204.3,209.9,179.8,199.1,198.3,13.1
51.5,200.4,213.1,181.2,198.8,198.4,13.1
51.75,204.1,212.7,177.0,198.9,198.1,15.2
52.0,202.9,214.9,178.7,203.5,200.0,15.2
52.25,204.7,211.1,180.0,204.6,200.1,13.8
52.5,208.3,211.4,177.6,202.5,200.0,15.3
52.75,205.2,211.1,178.3,203.9,199.6,14.5
53.0,205.7,212.3,178.7,204.1,200.2,14.8
53.25,202.8,209.1,175.7,201.4,197.2,14.8
53.5,205.9,209.2,175.2,200.9,197.8,15.5
53.75,208.7,210.3,176.9,206.1,200.5,15.8
54.0,201.9,211.3,178.0,208.8,200.0,15.2
54.25,205.5,210.5,176.7,206.7,199.8,15.6
54.5,205.7,213.1,173.6,203.5,199.0,17.4
54.75,206.0,210.8,175.5,212.3,201.1,17.3
55.0,206.2,208.3,173.0,203.8,197.9,16.6
55.25,206.0,211.0,172.3,205.2,198.6,17.7
55.5,206.6,211.0,175.7,204.6,199.5,16.0
55.75,208.0,205.8,170.1,204.6,197.1,18.1
56.0,207.0,209.6,168.2,206.4,197.8,19.8
56.25,204.2,203.6,169.4,207.4,196.2,17.9
56.5,209.0,204.8,167.1,206.8,196.9,19.9
56.75,206.9,202.9,165.3,206.5,195.4,20.2
57.0,202.6,202.2,166.1,205.9,194.2,18.8
57.25,206.6,200.3,163.2,204.7,193.7,20.5
57.5,204.6,199.8,164.6,205.4,193.6,19.5
57.75,205.8,200.3,163.0,205.6,193.7,20.6
58.0,204.9,198.4,161.2,204.0,192.1,20.8
58.25,202.3,198.7,161.9,206.3,192.3,20.5
58.5,204.4,197.5,160.4,203.5,191.4,20.9
58.75,202.1,193.3,154.6,204.8,188.7,23.3
59.0,204.3,195.3,160.2,202.7,190.6,20.7
59.25,205.6,194.1,158.1,201.3,189.8,21.6
59.5,201.5,190.3,156.5,204.4,188.2,22.0
59.75,203.2,193.3,155.0,199.6,187.8,22.2
60.0,204.1,189.3,156.6,199.3,187.3,21.4
60.25,200.6,191.5,154.4,198.1,186.2,21.5
60.5,201.6,187.4,150.8,199.5,184.8,23.5
60.75,200.1,188.7,148.9,194.6,183.1,23.2
61.0,200.1,181.6,151.2,199.7,183.1,23.0
61.25,197.7,185.4,151.8,198.4,183.3,21.8
61.5,199.0,182.1,151.2,196.2,182.2,21.9
61.75,196.3,183.2,151.8,196.8,182.0,21.1
62.0,194.1,182.4,146.0,196.3,179.7,23.3
62.25,195.8,178.2,148.4,195.8,179.5,22.3
62.5,193.2,180.2,145.8,195.4,178.6,22.9
62.75,193.4,179.1,146.4,195.8,178.7,22.8
63.0,192.6,175.0,141.9,,169.8,25.7
63.25,188.0,178.4,141.4,,169.3,24.6
63.5,189.3,175.5,144.3,,169.7,23.1
63.75,190.1,177.2,143.1,,170.2,24.3
64.0,189.3,172.6,143.1,,168.3,23.4
64.25,189.1,173.0,140.2,,167.4,24.9
64.5,187.7,173.8,139.7,,167.1,24.7
64.75,184.3,172.5,139.8,,165.5,23.0
65.0,185.8,171.5,140.1,,165.8,23.4
65.25,182.6,170.4,140.3,,164.4,21.8
65.5,181.5,171.2,137.3,,163.3,23.1
65.75,181.6,168.0,136.2,,161.9,23.3
66.0,181.3,169.3,137.1,,162.6,22.8
66.25,179.5,168.3,136.2,,161.3,22.5
66.5,176.7,166.4,135.8,,159.6,21.3
66.75,178.8,166.4,135.3,,160.2,22.4
67.0,174.5,167.1,135.8,,159.1,20.5
67.25,170.9,166.8,136.1,,157.9,19.0
67.5,172.8,166.4,135.8,,158.4,19.8
67.75,173.6,166.4,135.0,,158.3,20.5
68.0,172.9,163.8,135.6,,157.4,19.4
68.25,172.9,165.8,135.7,,158.1,19.8
68.5,167.8,164.5,134.5,,155.6,18.4
68.75,167.5,162.1,134.2,,154.6,17.9
69.0,167.5,162.9,133.9,,154.8,18.2
69.25,167.2,159.8,136.0,,154.3,16.3
69.5,166.8,159.6,133.5,,153.3,17.5
69.75,169.2,162.2,133.6,,155.0,18.9
70.0,165.5,164.1,133.5,,154.4,18.1
70.25,164.7,162.0,135.6,,154.1,16.1
70.5,164.6,162.1,134.4,,153.7,16.8
70.75,166.5,162.7,134.6,,154.6,17.4
71.0,164.3,158.2,134.1,,152.2,16.0
71.25,165.2,160.9,133.6,,153.2,17.1
71.5,164.0,159.2,134.9,,152.7,15.6
71.75,162.8,159.0,134.5,,152.1,15.3
72.0,163.6,159.9,133.2,,152.3,16.6
72.25,159.0,162.9,135.1,,152.3,15.0
72.5,163.2,161.5,134.9,,153.2,15.8
72.75,159.8,161.2,133.9,,151.6,15.4
73.0,161.9,158.5,133.4,,151.3,15.6
73.25,160.8,158.9,132.9,,150.8,15.6
73.5,161.8,160.9,134.2,,152.3,15.6
73.75,159.0,158.7,132.9,,150.2,15.0
74.0,158.1,160.8,134.2,,151.0,14.7
74.25,159.3,161.3,137.4,,152.7,13.3
74.5,157.3,156.3,132.4,,148.7,14.1
74.75,159.0,158.7,130.8,,149.5,16.2
75.0,156.9,158.8,135.4,,150.3,13.0
75.25,157.6,158.7,132.5,,149.6,14.8
75.5,156.5,159.2,132.6,,149.4,14.6
75.75,156.1,159.0,132.4,,149.2,14.6
76.0,154.7,157.0,134.9,,148.9,12.2
76.25,152.0,159.1,133.9,,148.3,13.0
76.5,153.5,160.0,132.0,,148.5,14.7
76.75,153.7,157.0,132.2,,147.6,13.4
77.0,155.1,161.8,129.9,,149.0,16.8
77.25,155.2,157.3,134.7,,149.1,12.5
77.5,152.4,159.4,130.9,,147.6,14.8
77.75,152.3,159.1,133.1,,148.2,13.5
78.0,155.1,156.9,133.2,,148.4,13.2
78.25,152.4,156.6,130.1,,146.4,14.3
78.5,155.1,158.0,132.4,,148.5,14.0
78.75,152.7,157.8,132.5,,147.6,13.4
79.0,152.8,158.3,132.4,,147.8,13.6
79.25,150.9,157.0,133.1,,147.0,12.4
79.5,151.5,157.6,133.9,,147.7,12.3
79.75,153.0,159.1,132.1,,148.1,14.2
80.0,153.4,157.0,133.4,,148.0,12.7
80.25,152.1,157.4,133.8,,147.8,12.4
80.5,152.1,156.0,133.5,,147.2,12.0
80.75,152.2,159.2,134.1,,148.5,12.9
81.0,152.8,160.3,133.3,,148.8,13.9
81.25,152.0,156.5,135.0,,147.8,11.4
81.5,154.6,158.9,134.2,,149.2,13.2
81.75,151.9,155.7,135.5,,147.7,10.8
82.0,153.9,156.9,136.8,,149.2,10.9
82.25,152.0,158.2,135.3,,148.5,11.9
82.5,156.2,160.1,138.6,,151.6,11.5
82.75,154.2,156.4,136.9,,149.2,10.7
83.0,156.1,159.4,136.4,,150.6,12.4
83.25,150.2,160.1,139.7,,150.0,10.2
83.5,153.5,161.7,137.8,,151.0,12.1
83.75,152.7,160.2,140.0,,151.0,10.2
84.0,155.5,160.9,140.0,,152.2,10.8
84.25,153.6,160.8,140.0,,151.5,10.6
84.5,156.2,162.7,140.5,,153.1,11.4
84.75,156.0,161.6,141.0,,152.9,10.7
85.0,156.2,160.3,139.2,,151.9,11.2
85.25,153.5,162.4,142.1,,152.7,10.2
85.5,153.8,163.6,143.0,,153.5,10.3
85.75,159.1,162.0,144.2,,155.1,9.6
86.0,156.8,162.5,140.9,,153.4,11.2
86.25,156.2,164.1,141.7,,154.0,11.4
86.5,156.1,161.4,139.9,,152.5,11.2
86.75,157.8,164.3,144.1,,155.4,10.3
87.0,156.3,163.4,141.9,,153.9,11.0
87.25,156.2,162.6,145.9,,154.9,8.5
87.5,156.6,164.2,142.4,,154.4,11.1
87.75,156.7,163.6,144.6,,155.0,9.6
88.0,158.0,165.9,145.6,,156.5,10.3
88.25,156.3,165.1,142.7,,154.7,11.3
88.5,157.4,163.9,142.2,,154.5,11.1
88.75,158.1,165.7,146.1,,156.6,9.9
89.0,159.7,164.8,144.6,,156.3,10.5
89.25,159.1,166.6,143.5,,156.4,11.8
89.5,157.9,166.1,143.8,,155.9,11.3
89.75,160.2,169.7,144.2,,158.1,12.9
90.0,159.5,168.3,145.6,,157.8,11.5
90.25,158.1,168.5,145.2,,157.3,11.7
90.5,156.2,165.3,141.8,,154.4,11.9
90.75,159.8,168.8,143.5,,157.4,12.8
91.0,159.6,169.4,143.2,,157.4,13.2
91.25,160.3,168.7,144.5,,157.8,12.3
91.5,158.3,166.0,143.6,,156.0,11.4
91.75,158.6,167.4,143.1,,156.4,12.3
92.0,159.3,169.0,144.5,,157.6,12.4
92.25,161.7,167.6,142.0,,157.1,13.4
92.5,158.0,168.2,143.6,,156.6,12.4
92.75,158.4,168.8,145.0,,157.4,11.9
93.0,157.1,171.1,142.5,,156.9,14.3
93.25,156.6,169.9,143.1,,156.5,13.4
93.5,159.2,171.4,142.0,,157.5,14.8
93.75,157.6,167.4,143.3,,156.1,12.1
94.0,157.9,169.7,143.2,,156.9,13.3
94.25,158.6,171.5,142.3,,157.5,14.7
94.5,157.8,170.8,141.5,,156.7,14.7
94.75,159.0,168.5,142.7,,156.7,13.1
95.0,156.6,169.6,140.0,,155.4,14.8
95.25,155.9,171.2,142.1,,156.4,14.5
95.5,157.5,169.3,144.1,,157.0,12.6
95.75,158.4,173.4,141.5,,157.8,16.0
96.0,158.3,166.3,143.2,,155.9,11.7
96.25,157.5,170.1,141.6,,156.4,14.2
96.5,156.4,169.9,141.1,,155.8,14.4
96.75,156.0,169.9,142.2,,156.1,13.9
97.0,155.9,168.2,140.1,,154.7,14.1
97.25,156.3,170.7,142.1,,156.4,14.3
97.5,157.9,171.7,139.2,,156.3,16.3
97.75,158.2,171.6,139.2,,156.3,16.3
98.0,155.0,170.0,141.5,,155.5,14.3
98.25,157.4,170.7,140.0,,156.0,15.4
98.5,154.9,169.7,138.4,,154.3,15.6
98.75,155.5,169.9,138.0,,154.5,16.0
99.0,156.7,168.6,141.2,,155.5,13.8
99.25,158.6,169.6,137.2,,155.1,16.5
99.5,157.7,169.2,136.9,,154.6,16.4
99.75,154.3,167.2,137.2,,152.9,15.1
100.0,155.2,166.9,134.8,,152.3,16.3
100.25,156.3,168.4,137.0,,153.9,15.8
100.5,157.3,168.3,135.1,,153.6,16.9
100.75,155.4,166.4,135.5,,152.4,15.6
101.0,153.7,166.0,134.6,,151.5,15.9
101.25,151.8,164.8,135.4,,150.7,14.8
101.5,154.1,165.5,131.2,,150.3,17.5
101.75,157.7,163.6,134.0,,151.8,15.6
102.0,152.8,162.6,132.7,,149.4,15.3
102.25,150.7,163.1,132.4,,148.7,15.5
102.5,152.7,165.0,132.2,,150.0,16.5
102.75,153.4,164.7,132.9,,150.3,16.1
103.0,154.3,163.9,131.4,,149.9,16.7
103.25,154.3,164.0,131.3,,149.9,16.8
103.5,154.3,161.7,131.3,,149.1,15.8
103.75,152.4,161.7,129.7,,147.9,16.5
104.0,153.9,158.3,129.8,,147.3,15.3
104.25,151.4,160.0,131.6,,147.6,14.6
104.5,149.2,160.4,130.1,,146.6,15.4
104.75,150.4,158.9,129.3,,146.2,15.2
105.0,150.2,157.5,128.9,,145.5,14.8
105.25,150.7,157.3,128.4,,145.5,15.2
105.5,148.8,157.9,126.7,,144.5,16.1
105.75,151.6,157.3,127.3,,145.4,16.0
106.0,150.2,156.1,126.0,,144.1,16.0
106.25,149.4,154.2,125.5,,143.0,15.3
106.5,149.3,155.5,124.5,,143.1,16.4
106.75,146.7,154.6,122.4,,141.3,16.8
107.0,149.6,154.0,123.4,,142.3,16.6
107.25,151.2,153.0,121.5,,141.9,17.7
107.5,147.9,151.4,122.4,,140.6,15.9
107.75,147.9,154.2,121.7,,141.3,17.2
108.0,148.6,153.1,121.3,,141.0,17.2
108.25,148.6,151.8,118.9,,139.8,18.1
108.5,146.6,150.6,118.9,,138.7,17.3
108.75,147.7,150.1,119.3,,139.0,17.1
109.0,146.4,151.2,119.0,,138.9,17.4
109.25,147.3,148.9,119.8,,138.7,16.4
109.5,145.4,148.8,119.4,,137.9,16.1
109.75,142.5,149.0,115.9,,135.8,17.5
110.0,146.2,147.8,118.1,,137.4,16.7
110.25,143.3,145.2,116.0,,134.9,16.4
110.5,143.7,147.7,116.3,,135.9,17.1
110.75,144.7,144.5,116.3,,135.2,16.3
111.0,143.0,143.1,114.3,,133.5,16.6
111.25,141.2,142.9,116.3,,133.5,14.9
111.5,142.2,142.8,113.7,,132.9,16.6
111.75,142.6,138.1,114.7,,131.8,15.0
112.0,138.5,139.0,114.9,,130.8,13.8
112.25,140.9,138.7,113.6,,131.1,15.1
112.5,140.2,138.4,113.7,,130.8,14.8
112.75,137.8,137.6,112.4,,129.3,14.6
113.0,139.4,137.0,112.5,,129.7,14.9
113.25,140.0,134.7,113.1,,129.3,14.3
113.5,139.9,134.6,111.3,,128.6,15.2
113.75,136.5,135.0,112.1,,127.9,13.7
114.0,137.5,131.8,111.9,,127.1,13.5
114.25,136.9,131.6,110.7,,126.4,13.9
114.5,137.1,130.3,111.0,,126.1,13.5
114.75,135.7,129.0,109.6,,124.8,13.6
115.0,135.2,132.3,108.1,,125.2,14.9
115.25,134.7,130.3,107.9,,124.3,14.4
115.5,133.1,131.3,108.1,,124.2,13.9
115.75,133.3,128.3,106.7,,122.8,14.2
116.0,132.5,129.0,107.0,,122.8,13.8
116.25,131.6,127.8,105.4,,121.6,14.2
116.5,133.5,125.3,105.6,,121.5,14.3
116.75,131.5,127.4,104.2,,121.0,14.7
117.0,130.9,126.2,105.4,,120.8,13.6
117.25,129.2,125.4,104.9,,119.8,13.1
117.5,129.4,125.3,102.6,,119.1,14.4
117.75,128.8,124.7,102.8,,118.8,14.0
118.0,127.7,123.8,102.2,,117.9,13.8
118.25,126.4,123.5,102.8,,117.5,12.9
118.5,127.0,122.0,101.7,,116.9,13.4
118.75,126.5,120.9,101.8,,116.4,13.0
119.0,126.4,121.5,102.2,,116.7,12.8
119.25,125.7,119.4,99.5,,114.8,13.7
119.5,124.8,119.2,100.1,,114.7,13.0
119.75,124.9,120.5,101.6,,115.7,12.4
120.0,125.1,118.2,99.8,,114.4,13.1
120.25,124.8,118.4,99.3,,114.2,13.3
120.5,123.2,116.6,98.3,,112.7,12.9
120.75,122.2,117.3,98.1,,112.6,12.7
121.0,121.7,114.7,97.2,,111.2,12.6
121.25,120.8,116.1,99.9,,112.3,11.0
121.5,118.4,113.3,97.2,,109.6,11.1
121.75,118.2,112.9,97.7,,109.6,10.6
122.0,117.9,114.8,96.9,,109.9,11.3
122.25,116.7,112.9,96.3,,108.6,10.8
122.5,115.7,112.4,95.7,,107.9,10.7
122.75,116.6,111.6,95.3,,107.9,11.1
123.0,115.4,109.6,94.4,,106.5,10.9
123.25,115.8,110.5,94.3,,106.9,11.2
123.5,116.0,109.6,94.3,,106.6,11.1
123.75,113.9,107.8,92.8,,104.8,10.9
124.0,113.7,108.6,93.1,,105.1,10.7
124.25,113.6,108.1,93.7,,105.2,10.3
124.5,112.9,106.7,91.9,,103.8,10.8
124.75,112.0,105.4,90.7,,102.7,10.9
125.0,111.9,105.4,91.8,,103.0,10.3
125.25,110.1,104.3,90.6,,101.7,10.0
125.5,109.7,105.2,91.0,,101.9,9.8
125.75,108.7,104.3,89.4,,100.8,10.1
126.0,109.8,102.6,90.1,,100.9,10.0
126.25,108.6,102.8,89.5,,100.3,9.8
126.5,109.0,101.9,87.7,,99.6,10.8
126.75,106.0,102.4,88.3,,98.9,9.4
127.0,107.6,101.2,88.2,,99.0,9.9
127.25,106.7,102.1,87.7,,98.8,9.9
127.5,104.8,101.4,85.7,,97.3,10.2
127.75,104.4,100.6,85.6,,96.9,10.0
128.0,104.5,101.0,86.6,,97.4,9.5
128.25,103.0,98.7,85.6,,95.8,9.1
128.5,103.3,98.4,85.1,,95.6,9.4
128.75,102.6,97.1,84.4,,94.7,9.4
129.0,100.9,98.7,83.6,,94.4,9.4
129.25,99.7,95.0,83.9,,92.9,8.2
129.5,98.6,96.2,83.0,,92.6,8.4
129.75,99.6,95.7,83.0,,92.8,8.7
130.0,96.9,95.8,82.7,,91.8,7.9
130.25,97.0,95.6,81.4,,91.3,8.6
130.5,94.7,94.9,81.3,,90.3,7.8
130.75,94.3,93.1,81.5,,89.6,7.1
