Time after Ignition,PlasticC_R1,PlasticC_R2,PlasticC_R3,Mean,Std. Dev.
28.25,570.7,615.3,622.5,602.8,28.1
28.5,591.7,614.6,628.3,611.6,18.5
28.75,575.7,627.3,612.7,605.2,26.6
29.0,592.6,602.1,598.8,597.8,4.8
29.25,623.6,612.6,593.1,609.8,15.5
29.5,606.8,626.6,597.5,610.3,14.8
29.75,604.6,606.7,617.9,609.7,7.2
30.0,594.8,623.3,637.9,618.7,21.9
30.25,589.5,653.4,644.8,629.2,34.7
30.5,614.4,648.7,630.0,631.0,17.2
30.75,607.8,659.6,646.1,637.8,26.8
31.0,637.3,680.8,640.4,652.8,24.3
31.25,611.3,660.5,667.3,646.4,30.5
31.5,624.9,649.6,726.9,667.2,53.2
31.75,604.0,643.8,700.4,649.4,48.4
32.0,622.5,669.8,684.3,658.9,32.3
32.25,625.3,698.9,672.2,665.5,37.3
32.5,609.7,667.7,689.2,655.5,41.1
32.75,603.3,672.9,691.3,655.8,46.4
33.0,639.2,659.5,692.6,663.8,27.0
33.25,624.4,663.7,701.5,663.2,38.6
33.5,611.0,665.0,698.8,658.3,44.3
33.75,632.9,675.5,706.3,671.6,36.9
34.0,648.8,677.9,716.5,681.1,33.9
34.25,634.6,677.6,710.3,674.2,38.0
34.5,651.6,672.4,723.1,682.4,36.8
34.75,660.8,675.8,697.3,678.0,18.4
35.0,644.8,700.4,688.8,678.0,29.3
35.25,652.9,690.6,749.6,697.7,48.7
35.5,657.7,691.3,716.4,688.5,29.5
35.75,651.4,697.6,724.9,691.3,37.2
36.0,636.9,708.7,739.3,695.0,52.6
36.25,644.4,696.9,715.8,685.7,37.0
36.5,661.5,690.6,720.4,690.8,29.5
36.75,656.3,721.8,745.8,708.0,46.3
37.0,666.4,700.1,737.3,701.3,35.4
37.25,679.6,677.2,721.0,692.6,24.6
37.5,714.0,696.0,724.5,711.5,14.4
37.75,685.3,684.4,711.1,693.6,15.2
38.0,689.1,748.4,725.6,721.1,29.9
38.25,646.8,726.7,745.8,706.4,52.5
38.5,687.5,712.5,721.6,707.2,17.6
38.75,703.8,740.4,755.2,733.1,26.5
39.0,669.0,731.1,752.6,717.6,43.4
39.25,673.1,728.4,713.1,704.9,28.5
39.5,706.8,708.3,728.1,714.4,11.9
39.75,686.9,728.7,808.8,741.4,62.0
40.0,680.4,741.5,769.8,730.6,45.7
40.25,684.3,753.4,794.8,744.2,55.8
40.5,683.4,756.1,792.8,744.1,55.7
40.75,671.1,729.5,733.6,711.4,35.0
41.0,688.6,790.2,761.6,746.8,52.4
41.25,707.8,802.8,757.0,755.8,47.5
41.5,719.1,773.6,762.7,751.8,28.8
41.75,738.3,763.3,789.0,763.5,25.4
42.0,754.3,791.6,794.1,780.0,22.3
42.25,718.3,780.6,755.3,751.4,31.3
42.5,715.1,781.5,771.4,756.0,35.7
42.75,683.9,788.3,756.4,742.8,53.5
43.0,721.9,778.9,757.2,752.7,28.8
43.25,725.0,799.0,770.3,764.7,37.3
43.5,714.4,802.7,759.2,758.7,44.2
43.75,718.1,797.1,772.6,762.6,40.4
44.0,741.2,809.1,766.1,772.1,34.4
44.25,718.0,789.6,800.1,769.3,44.7
44.5,734.4,807.8,791.6,777.9,38.6
44.75,743.4,819.1,783.2,781.9,37.9
45.0,762.5,837.5,810.4,803.5,38.0
45.25,782.3,796.0,781.3,786.5,8.2
45.5,765.8,805.1,784.2,785.0,19.7
45.75,770.3,794.6,816.7,793.9,23.2
46.0,799.7,811.6,793.2,801.5,9.3
46.25,740.0,800.0,781.0,773.7,30.7
46.5,753.6,808.6,808.8,790.3,31.8
46.75,761.0,806.5,837.2,801.6,38.3
47.0,799.2,812.1,817.7,809.7,9.5
47.25,779.1,822.9,828.9,810.3,27.2
47.5,766.7,813.1,811.1,796.9,26.2
47.75,793.3,793.8,824.6,803.9,17.9
48.0,823.3,803.5,801.2,809.3,12.2
48.25,801.3,848.3,812.9,820.9,24.5
48.5,790.5,824.8,848.3,821.2,29.1
48.75,801.7,819.2,819.7,813.6,10.2
49.0,786.4,823.3,798.8,802.8,18.8
49.25,779.3,834.0,807.7,807.0,27.4
49.5,790.9,853.0,806.1,816.7,32.3
49.75,771.9,857.8,838.0,822.6,44.9
50.0,791.0,824.5,858.4,824.6,33.7
50.25,782.6,835.4,807.2,808.4,26.4
50.5,817.4,876.5,824.1,839.3,32.4
50.75,820.3,870.8,809.7,833.6,32.6
51.0,801.8,882.1,778.7,820.9,54.3
51.25,810.2,859.7,767.4,812.4,46.2
51.5,803.7,880.6,792.2,825.5,48.1
51.75,844.7,847.9,800.5,831.0,26.5
52.0,860.5,878.7,800.0,846.4,41.2
52.25,831.5,854.0,816.3,834.0,19.0
52.5,836.1,842.0,828.1,835.4,6.9
52.75,816.2,824.9,827.9,823.0,6.1
53.0,834.1,826.6,837.9,832.9,5.7
53.25,791.9,854.9,842.9,829.9,33.5
53.5,794.0,827.8,807.9,809.9,17.0
53.75,794.2,849.2,827.0,823.5,27.7
54.0,833.8,850.1,831.4,838.4,10.1
54.25,818.1,837.9,859.2,838.4,20.6
54.5,820.1,881.0,831.0,844.0,32.5
54.75,841.3,892.1,851.7,861.7,26.8
55.0,817.8,895.1,793.8,835.6,52.9
55.25,818.5,903.7,798.9,840.4,55.7
55.5,855.3,905.7,819.8,860.3,43.2
55.75,851.4,926.4,844.9,874.2,45.3
56.0,843.5,906.8,846.2,865.5,35.8
56.25,831.4,915.4,859.0,868.6,42.8
56.5,845.2,875.6,852.7,857.8,15.8
56.75,860.6,876.0,865.3,867.3,7.9
57.0,838.7,891.3,856.6,862.2,26.7
57.25,901.0,907.4,877.3,895.2,15.8
57.5,837.0,880.0,841.3,852.8,23.7
57.75,873.8,902.3,870.0,882.0,17.6
58.0,829.6,903.8,901.1,878.2,42.1
58.25,865.7,900.4,935.6,900.6,35.0
58.5,858.3,929.1,873.5,887.0,37.2
58.75,845.3,924.9,856.8,875.7,43.0
59.0,886.8,930.6,865.1,894.2,33.4
59.25,870.1,909.2,890.8,890.0,19.6
59.5,888.4,926.2,917.5,910.7,19.8
59.75,881.3,904.5,904.9,896.9,13.5
60.0,872.5,952.0,876.3,900.3,44.9
60.25,863.4,942.9,905.0,903.8,39.8
60.5,875.6,925.2,874.8,891.9,28.9
60.75,929.8,943.7,883.1,918.9,31.7
61.0,914.7,959.0,908.1,927.3,27.7
61.25,859.3,969.3,910.8,913.1,55.1
61.5,899.6,967.6,896.5,921.3,40.2
61.75,894.5,995.4,924.3,938.1,51.8
62.0,907.2,975.9,892.9,925.3,44.4
62.25,918.1,949.5,906.6,924.7,22.2
62.5,891.8,896.8,911.0,899.9,10.0
62.75,884.8,941.1,941.5,922.5,32.6
63.0,927.3,926.2,907.3,920.2,11.2
63.25,889.1,930.7,913.9,911.2,20.9
63.5,901.3,950.0,930.0,927.1,24.5
63.75,855.2,921.2,900.4,892.3,33.7
64.0,871.7,992.8,896.6,920.4,64.0
64.25,878.0,1012.0,886.4,925.5,75.1
64.5,898.4,981.9,881.3,920.5,53.8
64.75,887.7,966.5,898.5,917.5,42.7
65.0,903.3,956.4,941.7,933.8,27.4
65.25,885.3,967.9,918.5,923.9,41.5
65.5,900.3,928.5,907.3,912.0,14.7
65.75,866.8,986.2,920.0,924.3,59.8
66.0,909.6,953.6,924.1,929.1,22.5
66.25,946.9,928.7,937.1,937.6,9.1
66.5,880.1,996.2,908.4,928.2,60.6
66.75,889.1,1010.5,951.9,950.5,60.7
67.0,895.7,933.1,925.9,918.3,19.8
67.25,926.6,942.7,904.8,924.7,19.0
67.5,897.8,942.2,887.0,909.0,29.3
67.75,912.3,970.4,924.7,935.8,30.6
68.0,960.1,969.7,902.9,944.3,36.1
68.25,916.1,939.9,947.9,934.6,16.5
68.5,899.1,963.1,907.9,923.4,34.6
68.75,890.6,974.0,932.8,932.5,41.7
69.0,925.7,985.9,906.3,939.3,41.5
69.25,895.2,960.7,915.1,923.6,33.6
69.5,886.7,974.0,962.7,941.1,47.5
69.75,941.3,991.7,950.7,961.2,26.8
70.0,919.4,954.5,954.1,942.7,20.2
70.25,933.1,978.6,913.7,941.8,33.3
70.5,904.1,957.9,957.3,939.7,30.9
70.75,898.2,951.2,911.4,920.3,27.6
71.0,944.7,939.3,920.5,934.8,12.7
71.25,901.9,977.5,932.8,937.4,38.0
71.5,915.8,950.8,924.2,930.3,18.3
71.75,902.6,1004.7,924.1,943.8,53.8
72.0,904.1,987.5,925.6,939.1,43.3
72.25,888.8,955.9,913.1,919.2,34.0
72.5,898.3,973.1,932.5,934.6,37.4
72.75,880.7,1002.3,919.1,934.0,62.2
73.0,905.7,984.6,883.6,924.6,53.1
73.25,937.2,986.3,939.1,954.2,27.8
73.5,877.0,993.2,915.4,928.5,59.2
73.75,889.3,992.5,911.7,931.2,54.3
74.0,922.7,972.9,939.2,944.9,25.6
74.25,884.1,994.0,903.0,927.0,58.8
74.5,877.3,977.5,960.2,938.3,53.6
74.75,877.3,1045.5,927.0,950.0,86.4
75.0,888.1,999.1,893.1,926.8,62.7
75.25,870.2,1008.8,919.5,932.8,70.2
75.5,887.2,976.5,943.7,935.8,45.1
75.75,898.6,950.6,921.1,923.5,26.1
76.0,919.7,1037.6,970.9,976.1,59.2
76.25,935.1,1021.4,973.7,976.7,43.2
76.5,911.6,1016.1,959.6,962.5,52.3
76.75,878.9,1013.4,966.1,952.8,68.2
77.0,866.9,1014.0,975.3,952.1,76.2
77.25,875.5,998.4,971.5,948.5,64.6
77.5,866.6,974.5,942.4,927.8,55.4
77.75,887.8,997.8,969.6,951.7,57.1
78.0,914.7,1000.2,956.5,957.1,42.8
78.25,901.0,1047.4,906.7,951.7,82.9
78.5,909.8,989.5,966.6,955.3,41.0
78.75,904.0,1013.7,953.2,957.0,55.0
79.0,889.6,974.3,927.3,930.4,42.4
79.25,908.8,1006.3,955.2,956.8,48.8
79.5,930.0,1009.7,964.2,968.0,40.0
79.75,930.9,1012.1,970.9,971.3,40.6
80.0,922.6,972.9,948.5,948.0,25.1
80.25,970.7,1011.4,964.1,982.1,25.6
80.5,922.3,990.3,950.7,954.4,34.2
80.75,921.1,980.2,930.9,944.1,31.7
81.0,900.7,1003.8,967.9,957.5,52.4
81.25,917.9,1030.5,979.4,975.9,56.4
81.5,882.7,1018.4,951.6,950.9,67.8
81.75,922.9,1068.1,964.0,985.0,74.8
82.0,940.7,1035.8,942.1,972.9,54.5
82.25,899.0,998.7,960.6,952.8,50.3
82.5,920.7,1014.9,948.0,961.2,48.4
82.75,906.3,1024.7,930.7,953.9,62.5
83.0,950.3,1017.9,963.1,977.1,35.9
83.25,957.0,1011.4,983.2,983.9,27.2
83.5,949.1,1034.1,925.8,969.7,57.0
83.75,944.4,989.6,917.8,950.6,36.3
84.0,943.5,1020.6,938.4,967.5,46.1
84.25,929.7,976.3,949.3,951.7,23.4
84.5,967.9,1043.0,929.4,980.1,57.8
84.75,943.6,994.7,907.9,948.7,43.6
85.0,954.5,991.8,869.2,938.5,62.8
85.25,937.4,1023.0,936.6,965.7,49.6
85.5,942.3,1010.6,903.2,952.1,54.4
85.75,932.7,991.5,923.1,949.1,37.0
86.0,959.2,982.1,907.7,949.6,38.1
86.25,944.0,997.4,945.8,962.4,30.3
86.5,943.2,956.1,921.6,940.3,17.4
86.75,935.8,984.3,951.7,957.3,24.7
87.0,964.9,988.4,896.7,950.0,47.6
87.25,953.3,988.9,1008.2,983.5,27.9
87.5,996.2,1027.2,881.1,968.2,77.0
87.75,924.0,1012.9,890.7,942.5,63.2
88.0,983.8,1046.3,942.8,991.0,52.1
88.25,960.6,1013.9,924.7,966.4,44.9
88.5,956.5,985.3,933.9,958.6,25.8
88.75,951.8,961.0,917.1,943.3,23.1
89.0,959.8,961.4,923.7,948.3,21.3
89.25,941.0,968.1,912.2,940.4,28.0
89.5,977.0,963.9,897.3,946.1,42.7
89.75,939.7,943.6,991.5,958.3,28.8
90.0,958.4,962.3,927.4,949.4,19.1
90.25,978.6,989.8,965.3,977.9,12.3
90.5,965.7,1011.2,928.9,968.6,41.2
90.75,1002.4,1006.3,939.6,982.8,37.4
91.0,998.3,973.9,977.8,983.3,13.1
91.25,965.6,973.2,996.8,978.5,16.3
91.5,972.6,968.2,946.7,962.5,13.9
91.75,1000.1,1017.5,956.5,991.4,31.5
92.0,951.3,1009.4,981.0,980.6,29.0
92.25,1015.0,996.5,981.9,997.8,16.6
92.5,978.7,1002.2,962.5,981.1,19.9
92.75,982.0,991.5,947.5,973.7,23.2
93.0,950.4,1031.0,961.7,981.1,43.6
93.25,956.9,1017.9,971.1,982.0,31.9
93.5,989.1,996.0,978.2,987.8,9.0
93.75,1018.3,979.1,948.6,982.0,34.9
94.0,940.4,977.6,951.3,956.4,19.1
94.25,965.0,997.9,930.3,964.4,33.8
94.5,971.4,1019.4,926.8,972.5,46.3
94.75,949.3,954.5,983.3,962.4,18.3
95.0,1020.2,1003.9,977.3,1000.5,21.7
95.25,949.8,1016.1,956.6,974.1,36.5
95.5,951.4,1016.0,938.9,968.8,41.4
95.75,988.9,1012.1,929.8,976.9,42.4
96.0,980.9,1019.9,919.4,973.4,50.7
96.25,934.5,1000.9,919.1,951.5,43.4
96.5,919.2,957.5,946.4,941.0,19.7
96.75,929.4,982.7,924.8,945.6,32.2
97.0,944.3,969.9,904.7,939.6,32.9
97.25,956.8,999.9,917.2,958.0,41.4
97.5,969.4,978.8,915.0,954.4,34.5
97.75,971.7,1007.3,915.4,964.8,46.3
98.0,987.8,1018.1,893.0,966.3,65.2
98.25,936.3,986.9,894.5,939.2,46.3
98.5,903.9,983.6,915.0,934.2,43.1
98.75,965.0,979.4,915.6,953.3,33.5
99.0,929.6,955.8,899.4,928.2,28.2
99.25,881.8,988.4,937.3,935.8,53.3
99.5,905.6,965.5,900.7,923.9,36.1
99.75,914.2,998.3,928.6,947.0,45.0
100.0,888.7,976.1,889.8,918.2,50.1
100.25,909.0,963.3,890.7,921.0,37.8
100.5,913.7,922.2,874.6,903.5,25.4
100.75,973.0,993.8,925.3,964.0,35.1
101.0,912.5,988.2,949.1,950.0,37.8
101.25,944.7,962.4,930.7,945.9,15.9
101.5,862.9,980.1,935.0,926.0,59.1
101.75,899.2,913.5,932.9,915.2,16.9
102.0,879.4,951.2,978.4,936.3,51.2
102.25,920.4,936.1,913.3,923.3,11.6
102.5,917.8,956.1,938.5,937.5,19.2
102.75,948.3,939.4,982.6,956.8,22.8
103.0,907.8,941.7,966.7,938.7,29.6
103.25,905.7,947.8,926.8,926.8,21.0
103.5,923.7,954.2,936.5,938.1,15.3
103.75,916.1,982.6,945.6,948.1,33.4
104.0,914.7,954.0,972.6,947.1,29.5
104.25,940.2,943.8,935.9,940.0,3.9
104.5,886.5,937.6,924.5,916.2,26.5
104.75,895.5,970.3,937.4,934.4,37.5
105.0,885.6,985.8,955.2,942.2,51.4
105.25,884.1,932.3,985.2,933.9,50.5
105.5,878.8,908.5,938.1,908.5,29.7
105.75,889.9,908.1,939.9,912.7,25.3
106.0,929.2,900.9,945.3,925.1,22.5
106.25,915.3,932.4,937.9,928.5,11.8
106.5,936.6,915.7,938.5,930.3,12.6
106.75,890.1,955.5,948.6,931.4,36.0
107.0,935.8,900.6,928.1,921.5,18.5
107.25,951.9,926.8,934.0,937.6,12.9
107.5,919.1,927.9,920.7,922.6,4.7
107.75,955.4,919.0,930.2,934.9,18.6
108.0,901.4,890.0,934.3,908.6,23.0
108.25,957.3,872.7,893.3,907.8,44.1
108.5,950.1,927.8,928.5,935.5,12.7
108.75,956.1,931.5,909.9,932.5,23.2
109.0,880.8,955.0,921.2,919.0,37.2
109.25,980.5,895.3,928.3,934.7,42.9
109.5,942.3,876.6,934.1,917.7,35.8
109.75,929.8,894.3,951.0,925.0,28.6
110.0,900.6,896.3,971.0,922.7,42.0
110.25,928.5,867.0,937.6,911.0,38.4
110.5,890.1,893.1,934.6,905.9,24.9
110.75,922.2,898.0,927.8,916.0,15.8
111.0,881.0,864.9,910.9,885.6,23.4
111.25,933.4,886.8,922.6,914.3,24.4
111.5,865.4,897.7,917.9,893.7,26.5
111.75,890.5,861.0,882.3,877.9,15.2
112.0,909.5,906.0,940.8,918.7,19.2
112.25,924.4,884.9,890.9,900.1,21.3
112.5,911.2,866.7,904.5,894.2,24.0
112.75,947.8,891.5,902.8,914.0,29.8
113.0,927.3,864.8,933.6,908.6,38.0
113.25,924.3,848.0,913.7,895.3,41.3
113.5,860.4,854.8,899.2,871.4,24.2
113.75,874.4,861.6,922.9,886.3,32.4
114.0,889.9,895.8,902.2,896.0,6.1
114.25,885.8,880.3,872.0,879.3,7.0
114.5,865.2,887.7,875.9,876.3,11.2
114.75,873.6,841.3,874.8,863.2,19.0
115.0,880.2,825.5,872.9,859.5,29.7
115.25,868.4,848.7,880.9,866.0,16.3
115.5,919.4,820.6,887.6,875.8,50.4
115.75,922.2,849.7,866.2,879.4,38.0
116.0,887.2,835.1,864.6,862.3,26.1
116.25,868.3,820.8,852.5,847.2,24.2
116.5,858.2,843.3,853.9,851.8,7.7
116.75,862.7,866.6,853.5,861.0,6.7
117.0,822.7,857.5,849.6,843.3,18.2
117.25,857.5,845.1,837.7,846.8,10.0
117.5,852.0,854.5,820.8,842.4,18.7
117.75,853.1,820.6,829.9,834.5,16.8
118.0,851.1,808.3,835.1,831.5,21.6
118.25,866.6,811.5,812.9,830.3,31.4
118.5,858.4,812.2,812.6,827.7,26.5
118.75,862.9,775.4,820.0,819.4,43.7
119.0,801.8,782.5,817.0,800.4,17.3
119.25,822.8,801.6,822.8,815.7,12.3
119.5,818.7,770.9,819.0,802.9,27.7
119.75,837.5,780.4,820.6,812.8,29.3
120.0,871.7,804.4,827.1,834.4,34.3
120.25,832.6,798.9,829.3,820.3,18.5
120.5,845.9,817.7,834.5,832.7,14.2
120.75,834.0,778.0,800.8,804.3,28.1
121.0,877.6,773.2,847.7,832.8,53.7
121.25,832.1,804.4,814.4,817.0,14.0
121.5,850.6,812.0,817.3,826.6,20.9
121.75,843.1,782.4,823.0,816.2,30.9
122.0,803.4,806.4,800.4,803.4,3.0
122.25,824.7,791.7,782.8,799.7,22.1
122.5,834.1,786.2,771.0,797.1,32.9
122.75,822.0,788.8,787.9,799.6,19.4
123.0,780.1,794.5,802.1,792.2,11.2
123.25,801.6,804.3,762.2,789.3,23.6
123.5,791.9,785.7,761.5,779.7,16.0
123.75,806.1,778.8,744.2,776.4,31.0
124.0,849.1,789.5,744.9,794.5,52.3
124.25,841.7,756.5,745.3,781.2,52.7
124.5,812.0,727.2,726.2,755.1,49.2
124.75,799.4,770.6,730.6,766.9,34.5
125.0,810.5,773.0,728.3,770.6,41.2
125.25,799.6,776.1,710.8,762.1,46.0
125.5,805.8,748.0,711.1,754.9,47.7
125.75,834.6,762.1,737.1,777.9,50.6
126.0,837.1,747.1,704.2,762.8,67.9
126.25,819.0,718.9,706.2,748.0,61.8
126.5,791.8,730.2,721.3,747.7,38.4
126.75,809.1,724.0,717.6,750.2,51.1
127.0,784.6,730.5,721.3,745.5,34.2
127.25,839.5,752.2,696.8,762.8,71.9
127.5,795.1,718.5,688.5,734.0,55.0
127.75,810.8,733.6,705.1,749.9,54.7
128.0,799.6,711.3,725.1,745.3,47.5
128.25,802.9,704.9,716.7,741.5,53.5
128.5,780.4,703.6,712.1,732.0,42.1
128.75,778.9,693.0,720.2,730.7,43.9
129.0,770.7,700.9,692.2,721.3,43.0
129.25,758.4,695.5,694.2,716.0,36.7
129.5,760.8,695.8,703.1,719.9,35.6
129.75,755.0,679.9,674.1,703.0,45.1
130.0,760.2,690.1,666.3,705.5,48.8
130.25,780.8,686.8,645.3,704.3,69.4
130.5,759.9,675.3,657.9,697.7,54.6
130.75,752.8,672.8,639.1,688.2,58.4
131.0,768.5,650.0,651.5,690.0,68.0
131.25,734.5,658.1,653.8,682.1,45.4
131.5,725.1,639.6,649.5,671.4,46.8
131.75,714.9,635.2,641.1,663.7,44.4
132.0,725.6,653.2,630.0,669.6,49.9
132.25,725.9,616.8,637.0,659.9,58.1
132.5,705.1,616.7,621.7,647.8,49.7
132.75,698.2,601.4,621.0,640.2,51.2
133.0,703.4,615.6,624.0,647.6,48.4
133.25,722.0,607.1,622.7,650.6,62.3
133.5,691.4,598.2,622.1,637.2,48.4
133.75,700.7,616.0,638.6,651.8,43.9
134.0,693.0,590.6,594.3,626.0,58.1
134.25,676.3,573.6,594.5,614.8,54.3
134.5,683.5,575.2,597.4,618.7,57.2
134.75,683.6,569.9,591.7,615.1,60.3
135.0,696.2,558.6,590.8,615.2,72.0
135.25,674.9,545.4,588.4,602.9,66.0
135.5,665.8,538.8,562.8,589.1,67.5
135.75,669.3,540.7,551.8,587.3,71.2
136.0,671.6,519.4,549.4,580.1,80.6
136.25,657.1,522.1,555.8,578.3,70.3
136.5,633.1,510.5,536.7,560.1,64.5
136.75,631.5,506.0,525.0,554.1,67.6
137.0,633.0,494.9,525.7,551.2,72.5
137.25,621.8,492.9,512.9,542.5,69.4
137.5,615.7,485.5,515.3,538.8,68.2
137.75,615.3,468.2,493.7,525.7,78.6
138.0,608.3,468.4,483.8,520.2,76.7
138.25,597.5,462.3,477.2,512.3,74.2
138.5,593.2,458.3,483.9,511.8,71.7
138.75,586.9,452.0,467.1,502.0,73.9
139.0,584.8,439.2,462.2,495.4,78.2
139.25,586.6,428.5,463.0,492.7,83.1
139.5,583.0,412.6,461.1,485.6,87.8
139.75,572.1,407.9,455.9,478.6,84.4
140.0,559.1,404.6,452.3,472.0,79.1
140.25,570.3,394.3,455.3,473.3,89.4
140.5,555.5,382.6,447.3,461.8,87.4
140.75,549.8,372.9,432.4,451.7,90.0
141.0,545.0,377.0,425.6,449.2,86.4
141.25,534.4,360.0,419.5,438.0,88.7
141.5,533.8,349.8,419.7,434.4,92.9
141.75,520.1,335.8,403.8,419.9,93.2
142.0,525.9,331.6,400.4,419.3,98.5
142.25,523.9,329.6,400.1,417.8,98.4
142.5,520.9,312.1,396.5,409.8,105.0
142.75,506.8,307.3,388.6,400.9,100.4
143.0,496.9,299.5,376.0,390.8,99.5
143.25,488.2,297.6,368.6,384.8,96.3
143.5,479.8,287.3,365.0,377.4,96.8
143.75,474.8,277.4,358.1,370.1,99.3
