Time after Ignition,Wool_Rug_R1,Wool_Rug_R2,Wool_Rug_R3,Mean,Std. Dev.
99.5,128.9,156.2,154.0,146.4,15.2
99.75,132.4,159.1,154.2,148.6,14.2
100.0,131.7,155.3,152.3,146.5,12.9
100.25,132.9,155.1,156.0,148.0,13.1
100.5,131.4,153.6,153.5,146.2,12.8
100.75,130.8,153.9,156.1,146.9,14.0
101.0,130.7,156.4,151.7,146.3,13.7
101.25,131.6,155.5,152.6,146.6,13.1
101.5,132.7,155.4,153.5,147.2,12.6
101.75,133.6,155.3,154.9,147.9,12.4
102.0,129.8,152.9,153.9,145.5,13.6
102.25,132.9,154.0,153.2,146.7,12.0
102.5,133.5,153.4,152.0,146.3,11.1
102.75,131.5,153.3,150.1,145.0,11.8
103.0,132.5,153.4,153.3,146.4,12.1
103.25,133.8,155.2,153.3,147.4,11.8
103.5,132.9,154.4,148.7,145.3,11.1
103.75,133.4,154.7,149.0,145.7,11.1
104.0,132.6,155.0,148.8,145.5,11.6
104.25,132.6,156.9,150.1,146.5,12.5
104.5,131.5,153.2,150.4,145.1,11.8
104.75,132.5,153.9,148.4,144.9,11.1
105.0,132.1,152.9,149.5,144.8,11.2
105.25,133.3,154.6,150.2,146.1,11.3
105.5,132.0,151.5,151.2,144.9,11.2
105.75,129.9,154.2,148.3,144.1,12.7
106.0,130.1,156.4,150.0,145.5,13.7
106.25,132.9,154.0,150.3,145.8,11.3
106.5,130.8,153.9,149.1,144.6,12.2
106.75,131.9,152.7,148.8,144.5,11.1
107.0,130.5,152.3,148.3,143.7,11.6
107.25,132.9,152.1,149.9,144.9,10.5
107.5,131.8,152.7,150.1,144.9,11.4
107.75,131.6,151.0,146.8,143.1,10.2
108.0,131.0,153.2,147.6,143.9,11.5
108.25,131.6,152.7,145.6,143.3,10.8
108.5,133.2,152.1,147.6,144.3,9.9
108.75,133.1,153.7,146.6,144.5,10.5
109.0,131.8,153.0,146.8,143.9,10.9
109.25,132.1,152.3,147.2,143.9,10.5
109.5,130.8,151.6,146.1,142.9,10.8
109.75,131.0,151.6,146.7,143.1,10.8
110.0,131.2,152.6,146.5,143.4,11.0
110.25,128.2,151.3,144.7,141.4,11.9
110.5,131.8,151.7,143.8,142.4,10.1
110.75,130.3,153.0,143.9,142.4,11.4
111.0,129.8,152.1,143.4,141.8,11.2
111.25,131.0,153.3,147.7,144.0,11.6
111.5,129.8,150.9,142.8,141.2,10.7
111.75,132.4,152.4,143.2,142.7,10.0
112.0,130.9,150.9,143.8,141.9,10.1
112.25,128.4,149.9,143.0,140.4,11.0
112.5,130.3,152.7,142.9,142.0,11.2
112.75,131.3,151.7,143.9,142.3,10.3
113.0,129.7,149.8,142.1,140.5,10.1
113.25,130.7,151.7,142.0,141.5,10.5
113.5,129.1,151.9,142.7,141.2,11.5
113.75,130.6,151.2,142.7,141.5,10.4
114.0,131.2,153.0,142.8,142.3,10.9
114.25,129.9,150.7,143.1,141.2,10.6
114.5,128.7,150.3,139.4,139.5,10.8
114.75,130.9,151.2,140.5,140.8,10.2
115.0,128.4,149.5,143.0,140.3,10.8
115.25,126.3,152.0,140.0,139.4,12.9
115.5,129.0,150.5,142.1,140.5,10.8
115.75,128.2,149.9,140.3,139.5,10.9
116.0,127.6,150.2,140.9,139.6,11.4
116.25,128.2,149.8,140.7,139.6,10.9
116.5,128.5,149.8,139.8,139.4,10.6
116.75,127.9,149.8,141.2,139.6,11.0
117.0,127.5,150.7,141.9,140.0,11.7
117.25,127.9,148.4,138.4,138.2,10.3
117.5,126.2,149.5,138.7,138.1,11.7
117.75,126.3,151.0,140.5,139.3,12.4
118.0,126.0,148.6,139.6,138.1,11.4
118.25,125.8,148.0,139.9,137.9,11.2
118.5,125.7,147.2,139.8,137.6,10.9
118.75,125.6,144.9,138.5,136.3,9.8
119.0,126.3,146.2,140.7,137.7,10.3
119.25,123.4,144.1,139.9,135.8,11.0
119.5,123.6,146.7,137.7,136.0,11.7
119.75,125.9,146.4,137.5,136.6,10.3
120.0,123.8,144.8,135.5,134.7,10.5
120.25,124.5,144.6,137.6,135.6,10.2
120.5,124.4,144.3,138.0,135.6,10.2
120.75,123.0,143.2,138.1,134.8,10.5
121.0,123.0,143.8,138.9,135.3,10.9
121.25,124.0,144.7,137.3,135.4,10.5
121.5,123.6,143.0,139.6,135.4,10.4
121.75,122.2,145.6,139.7,135.9,12.2
122.0,123.7,143.0,139.2,135.3,10.2
122.25,123.7,142.8,138.2,134.9,9.9
122.5,122.7,143.3,139.2,135.1,10.9
122.75,122.9,144.8,137.5,135.1,11.1
123.0,123.3,144.6,138.0,135.3,10.9
123.25,120.4,142.4,138.2,133.7,11.7
123.5,123.5,141.5,138.6,134.5,9.7
123.75,124.0,141.7,139.3,135.0,9.6
124.0,122.3,143.0,142.2,135.8,11.7
124.25,121.5,143.8,137.3,134.2,11.5
124.5,124.7,142.7,137.8,135.1,9.3
124.75,122.8,142.2,139.4,134.8,10.5
125.0,121.6,143.4,140.0,135.0,11.7
125.25,123.1,143.5,140.1,135.6,10.9
125.5,120.8,144.3,137.3,134.1,12.1
125.75,124.9,142.2,139.5,135.5,9.3
126.0,122.8,144.7,137.8,135.1,11.2
126.25,122.4,142.9,137.6,134.3,10.6
126.5,122.7,142.5,137.1,134.1,10.2
126.75,122.3,141.1,136.4,133.3,9.8
127.0,121.1,144.0,137.0,134.0,11.7
127.25,122.6,141.4,135.4,133.1,9.6
127.5,123.2,142.2,138.5,134.7,10.1
127.75,122.9,140.6,137.3,133.6,9.4
128.0,123.8,142.1,137.9,134.6,9.6
128.25,120.8,142.7,135.1,132.9,11.1
128.5,121.5,140.8,136.9,133.1,10.2
128.75,121.8,139.7,138.1,133.2,9.9
129.0,120.1,141.5,136.1,132.6,11.1
129.25,119.8,138.6,135.5,131.3,10.0
129.5,120.9,139.6,135.7,132.0,9.8
129.75,120.2,142.2,136.0,132.8,11.4
130.0,121.8,140.6,134.4,132.3,9.6
130.25,122.5,138.8,135.7,132.3,8.6
130.5,120.4,139.3,135.4,131.7,10.0
130.75,121.1,140.8,137.1,133.0,10.5
131.0,120.1,138.5,134.3,131.0,9.6
131.25,118.9,141.3,134.8,131.7,11.6
131.5,120.2,139.3,134.8,131.4,10.0
131.75,119.1,139.3,136.3,131.6,10.9
132.0,121.4,138.2,136.7,132.1,9.3
132.25,119.7,140.7,136.8,132.4,11.2
132.5,119.9,138.9,135.0,131.3,10.1
132.75,119.4,139.4,134.4,131.1,10.4
133.0,119.3,139.5,136.1,131.7,10.8
133.25,118.4,137.8,136.3,130.8,10.8
133.5,118.1,141.3,134.9,131.4,12.0
133.75,118.1,137.7,134.0,129.9,10.4
134.0,118.4,142.2,137.5,132.7,12.6
134.25,120.1,138.8,135.4,131.5,10.0
134.5,119.1,139.9,136.8,131.9,11.2
134.75,118.8,138.2,135.5,130.8,10.5
135.0,119.5,138.8,136.1,131.5,10.5
135.25,117.7,140.0,136.7,131.5,12.0
135.5,118.8,143.3,135.3,132.5,12.5
135.75,118.6,136.8,134.9,130.1,10.0
136.0,117.5,138.6,134.9,130.3,11.2
136.25,117.6,140.1,137.6,131.8,12.3
136.5,117.4,139.5,133.6,130.2,11.4
136.75,118.6,138.8,133.0,130.1,10.4
137.0,120.0,138.3,133.0,130.4,9.4
137.25,117.2,137.3,134.7,129.7,10.9
137.5,117.7,137.9,133.8,129.8,10.7
137.75,117.8,138.6,132.6,129.7,10.7
138.0,115.5,136.5,134.7,128.9,11.6
138.25,116.5,135.5,132.2,128.1,10.2
138.5,118.7,135.9,132.9,129.2,9.2
138.75,116.8,136.1,132.8,128.5,10.3
139.0,116.5,138.3,132.4,129.0,11.3
139.25,117.6,136.2,133.4,129.1,10.0
139.5,116.2,138.1,133.0,129.1,11.5
139.75,115.3,137.1,133.5,128.6,11.7
140.0,115.8,136.7,132.2,128.2,11.0
140.25,116.3,137.4,130.1,127.9,10.8
140.5,114.0,134.5,132.6,127.0,11.3
140.75,115.5,135.0,133.8,128.1,10.9
141.0,113.0,133.5,130.0,125.5,11.0
141.25,113.6,134.1,132.8,126.9,11.5
141.5,114.8,134.1,132.7,127.2,10.8
141.75,113.5,135.4,132.6,127.2,11.9
142.0,113.0,135.1,132.3,126.8,12.1
142.25,114.2,133.1,130.0,125.8,10.1
142.5,112.8,134.7,129.7,125.7,11.5
142.75,113.8,132.1,129.4,125.1,9.9
143.0,114.1,135.7,131.1,127.0,11.4
143.25,114.1,133.0,131.4,126.2,10.5
143.5,114.7,134.0,130.6,126.5,10.3
143.75,113.2,135.0,130.5,126.3,11.5
144.0,116.8,135.2,129.5,127.2,9.4
144.25,115.4,133.6,129.7,126.2,9.6
