Time after Ignition,Wool_Rug_R1,Wool_Rug_R2,Wool_Rug_R3,Mean,Std. Dev.
289.75,105.1,101.8,98.9,101.9,3.1
290.0,106.9,101.0,98.6,102.2,4.3
290.25,104.9,102.4,98.5,101.9,3.2
290.5,104.6,102.0,99.0,101.9,2.8
290.75,106.2,100.4,97.5,101.4,4.5
291.0,105.7,100.6,97.3,101.2,4.2
291.25,105.2,100.1,98.5,101.3,3.5
291.5,105.1,99.6,98.4,101.0,3.6
291.75,104.2,100.3,97.1,100.5,3.5
292.0,106.3,99.1,98.1,101.1,4.5
292.25,105.3,97.1,98.6,100.3,4.4
292.5,105.0,99.0,98.0,100.6,3.8
292.75,105.8,96.6,99.2,100.5,4.7
293.0,105.1,97.0,99.2,100.4,4.2
293.25,104.8,96.9,97.7,99.8,4.3
293.5,103.7,95.0,98.3,99.0,4.4
293.75,103.9,95.2,97.8,98.9,4.5
294.0,103.9,97.0,99.1,100.0,3.5
294.25,104.2,94.9,99.0,99.4,4.6
294.5,106.5,93.6,96.5,98.9,6.7
294.75,104.9,94.1,98.8,99.3,5.4
295.0,102.2,93.0,99.1,98.1,4.7
295.25,103.6,92.9,98.8,98.4,5.4
295.5,104.4,92.2,98.3,98.3,6.1
295.75,104.5,90.0,100.3,98.2,7.5
296.0,103.5,90.1,101.7,98.5,7.3
296.25,103.4,92.3,99.7,98.4,5.6
296.5,103.2,90.6,99.6,97.8,6.5
296.75,102.7,89.5,98.4,96.9,6.7
297.0,104.8,87.2,99.6,97.2,9.0
297.25,102.4,88.7,97.5,96.2,6.9
297.5,102.4,89.5,99.1,97.0,6.7
297.75,102.3,87.5,99.0,96.3,7.7
298.0,103.7,88.3,100.3,97.4,8.1
298.25,101.8,86.7,101.0,96.5,8.5
298.5,102.6,87.4,98.4,96.1,7.8
298.75,101.7,84.9,98.3,95.0,8.9
299.0,102.3,84.8,99.4,95.5,9.4
299.25,101.0,83.5,99.6,94.7,9.7
299.5,101.6,83.0,98.9,94.5,10.1
299.75,100.5,82.6,99.7,94.3,10.1
300.0,100.8,82.7,98.8,94.1,9.9
300.25,101.9,83.0,99.7,94.9,10.3
300.5,103.0,80.8,99.3,94.4,11.9
300.75,100.5,80.9,99.1,93.5,10.9
301.0,101.1,79.4,98.5,93.0,11.8
301.25,101.6,79.8,99.3,93.6,12.0
301.5,101.3,79.4,97.2,92.6,11.7
301.75,101.5,77.5,99.0,92.7,13.2
302.0,102.0,78.5,98.2,92.9,12.6
302.25,100.2,76.4,97.1,91.2,12.9
302.5,100.7,77.0,98.6,92.1,13.1
302.75,99.7,76.9,97.2,91.3,12.5
303.0,98.9,74.0,97.9,90.3,14.1
303.25,100.4,74.1,97.7,90.7,14.5
303.5,100.8,74.5,96.5,90.6,14.1
303.75,97.6,72.7,97.3,89.2,14.3
304.0,99.9,73.3,97.8,90.3,14.8
304.25,98.3,72.1,96.7,89.0,14.7
304.5,97.8,71.6,96.1,88.5,14.6
304.75,98.1,70.5,95.7,88.1,15.3
305.0,97.8,71.0,97.2,88.7,15.3
305.25,100.0,71.5,97.3,89.6,15.7
305.5,98.7,70.6,94.7,88.0,15.2
305.75,97.0,70.3,95.5,87.6,15.0
306.0,97.8,69.1,95.3,87.4,15.9
306.25,95.9,68.8,96.6,87.1,15.9
306.5,96.5,68.3,95.3,86.7,15.9
306.75,96.5,68.2,94.0,86.3,15.6
307.0,96.6,67.4,94.3,86.1,16.2
307.25,96.4,66.3,94.9,85.9,16.9
307.5,96.2,66.6,94.5,85.8,16.6
307.75,96.3,64.7,93.6,84.9,17.5
308.0,95.2,66.2,93.7,85.0,16.3
308.25,96.1,64.3,93.4,84.6,17.6
308.5,96.1,64.4,92.4,84.3,17.4
308.75,95.7,64.0,92.2,84.0,17.4
309.0,96.4,62.7,92.7,83.9,18.5
309.25,95.1,63.0,92.3,83.5,17.8
309.5,95.2,62.2,91.3,82.9,18.0
309.75,94.6,60.7,91.3,82.2,18.7
310.0,94.3,61.0,90.5,81.9,18.2
310.25,94.0,60.0,88.8,80.9,18.3
310.5,93.3,59.6,89.0,80.6,18.3
310.75,94.0,59.1,89.4,80.9,19.0
311.0,94.2,57.6,88.8,80.2,19.8
311.25,92.4,57.5,89.3,79.7,19.3
311.5,93.8,57.4,87.6,79.6,19.5
311.75,93.8,56.6,86.8,79.1,19.8
312.0,92.4,56.3,86.7,78.5,19.4
312.25,92.2,55.7,86.7,78.2,19.7
312.5,92.3,56.0,86.8,78.4,19.6
312.75,91.8,54.4,84.2,76.8,19.8
313.0,91.0,54.6,86.6,77.4,19.9
313.25,91.6,54.0,85.2,76.9,20.1
313.5,90.3,53.5,84.1,76.0,19.7
313.75,91.0,53.3,83.5,76.0,20.0
314.0,91.6,52.6,82.6,75.6,20.4
314.25,90.1,52.3,83.5,75.3,20.2
314.5,91.5,51.6,83.2,75.4,21.0
314.75,91.3,51.5,82.4,75.1,20.9
315.0,90.4,50.8,82.1,74.5,20.9
315.25,89.8,50.9,82.3,74.3,20.6
315.5,88.4,50.5,81.2,73.3,20.1
315.75,89.5,49.6,81.2,73.4,21.1
316.0,88.5,49.5,79.7,72.6,20.5
316.25,87.7,48.6,80.0,72.1,20.7
316.5,89.3,48.3,79.0,72.2,21.3
316.75,87.0,48.4,78.7,71.4,20.3
317.0,86.3,48.1,78.1,70.9,20.1
317.25,88.0,47.9,78.8,71.6,21.0
317.5,88.4,47.6,75.6,70.5,20.9
317.75,87.2,46.6,77.2,70.4,21.2
318.0,88.6,47.0,76.9,70.8,21.5
318.25,86.3,46.7,76.3,69.8,20.6
318.5,86.3,45.9,74.9,69.0,20.8
318.75,86.3,46.0,74.4,68.9,20.7
319.0,86.2,44.7,76.1,69.0,21.6
319.25,85.5,44.9,75.2,68.5,21.1
319.5,85.2,45.3,74.6,68.4,20.7
319.75,85.3,43.8,73.0,67.4,21.3
320.0,85.0,44.2,74.3,67.9,21.1
320.25,83.6,43.9,73.5,67.0,20.7
320.5,84.5,43.6,72.7,66.9,21.0
320.75,83.4,43.5,72.1,66.3,20.5
321.0,83.1,43.5,71.9,66.2,20.4
321.25,82.8,42.9,71.2,65.6,20.5
321.5,82.5,42.8,71.0,65.4,20.4
321.75,83.1,42.7,70.1,65.3,20.6
322.0,81.3,42.7,69.5,64.5,19.8
322.25,81.0,42.0,69.7,64.2,20.0
322.5,82.1,41.7,68.0,63.9,20.5
322.75,82.6,41.7,68.7,64.3,20.8
323.0,82.8,41.4,66.9,63.7,20.9
323.25,81.6,41.3,67.1,63.3,20.4
323.5,82.2,40.2,65.7,62.7,21.2
323.75,81.7,40.6,65.9,62.7,20.7
324.0,82.4,40.0,66.9,63.1,21.4
324.25,81.2,39.6,65.8,62.2,21.0
324.5,80.7,39.8,65.2,61.9,20.7
324.75,82.2,39.3,66.2,62.6,21.7
325.0,80.4,39.1,64.5,61.3,20.9
325.25,81.6,38.1,64.9,61.5,22.0
325.5,79.1,38.4,63.2,60.2,20.5
325.75,80.5,38.1,64.5,61.0,21.4
326.0,81.3,38.0,63.2,60.8,21.8
326.25,80.7,37.5,63.1,60.4,21.7
326.5,79.2,38.0,62.1,59.8,20.7
326.75,80.2,37.4,62.1,59.9,21.5
327.0,81.1,37.4,62.6,60.4,21.9
327.25,80.7,37.3,61.2,59.7,21.8
327.5,79.4,37.4,62.1,59.6,21.1
327.75,79.7,37.4,61.0,59.3,21.2
328.0,78.7,37.5,60.0,58.7,20.6
328.25,79.9,36.6,60.1,58.9,21.7
328.5,78.7,36.4,59.6,58.3,21.2
328.75,78.8,36.5,57.5,57.6,21.1
329.0,78.6,36.7,59.1,58.1,21.0
329.25,78.7,36.5,58.0,57.7,21.1
329.5,77.9,36.3,57.4,57.2,20.8
329.75,76.9,35.6,57.3,56.6,20.7
330.0,76.8,35.4,57.1,56.4,20.7
330.25,77.0,35.2,55.1,55.8,20.9
330.5,76.9,35.1,56.4,56.1,20.9
330.75,76.2,35.4,54.5,55.4,20.4
331.0,77.2,34.9,54.7,55.6,21.2
331.25,75.5,35.1,54.1,54.9,20.2
331.5,74.9,35.3,55.4,55.2,19.8
331.75,74.7,35.1,53.5,54.4,19.9
332.0,74.4,35.7,53.9,54.7,19.4
332.25,74.3,35.5,52.9,54.2,19.4
332.5,75.6,34.8,52.8,54.4,20.4
332.75,74.7,34.9,52.8,54.2,19.9
333.0,73.8,34.7,52.0,53.5,19.6
333.25,73.2,34.6,51.6,53.1,19.4
333.5,73.9,34.9,50.9,53.2,19.6
333.75,74.5,35.0,50.8,53.5,19.9
334.0,74.0,35.3,50.8,53.4,19.5
334.25,73.9,34.8,51.3,53.4,19.6
334.5,74.0,34.7,50.6,53.1,19.8
334.75,73.4,34.7,50.6,52.9,19.5
335.0,73.4,34.8,50.1,52.8,19.4
335.25,73.5,34.2,49.5,52.4,19.8
335.5,73.2,34.1,49.3,52.2,19.7
335.75,73.6,34.6,49.5,52.6,19.7
336.0,72.0,34.3,49.5,51.9,18.9
336.25,71.7,34.0,48.5,51.4,19.1
336.5,72.4,33.7,48.6,51.6,19.5
336.75,71.8,34.1,48.5,51.5,19.0
337.0,71.7,33.9,47.4,51.0,19.1
337.25,72.3,34.5,47.3,51.4,19.2
337.5,71.9,34.1,47.7,51.2,19.1
337.75,72.0,33.6,46.2,50.6,19.6
338.0,71.6,33.7,46.8,50.7,19.2
338.25,70.3,33.2,46.7,50.1,18.8
338.5,70.9,33.0,46.0,50.0,19.3
338.75,71.1,33.4,45.5,50.0,19.3
339.0,70.3,33.3,45.1,49.6,18.9
339.25,69.4,33.7,44.8,49.3,18.3
339.5,70.1,33.3,44.5,49.3,18.9
339.75,70.7,33.0,44.2,49.3,19.4
340.0,69.7,33.0,43.7,48.8,18.9
340.25,70.1,33.1,43.8,49.0,19.0
340.5,69.2,32.7,42.8,48.2,18.9
340.75,69.5,32.5,43.0,48.3,19.0
341.0,69.6,32.4,42.2,48.1,19.3
341.25,68.1,32.6,42.9,47.9,18.3
341.5,68.4,32.5,42.4,47.8,18.6
341.75,69.2,32.8,42.8,48.3,18.8
342.0,69.0,32.3,42.3,47.9,19.0
342.25,68.0,32.2,41.7,47.3,18.6
342.5,68.7,32.0,41.0,47.3,19.1
342.75,68.7,31.9,40.8,47.2,19.2
343.0,69.1,31.8,40.8,47.2,19.4
343.25,67.1,32.2,40.6,46.6,18.2
343.5,68.3,32.0,40.0,46.8,19.1
343.75,68.1,32.0,40.0,46.7,19.0
344.0,68.0,31.4,40.4,46.6,19.0
344.25,68.1,31.5,39.4,46.3,19.2
344.5,67.3,31.5,38.6,45.8,19.0
344.75,66.9,31.4,39.0,45.7,18.7
345.0,67.6,30.8,38.6,45.7,19.4
345.25,65.7,31.1,38.0,44.9,18.3
345.5,66.2,31.2,38.3,45.2,18.5
345.75,65.7,31.4,37.1,44.7,18.4
346.0,66.1,31.5,38.5,45.4,18.3
346.25,65.7,31.4,38.5,45.2,18.1
346.5,65.9,31.5,37.7,45.0,18.3
346.75,66.1,31.4,37.2,44.9,18.6
347.0,64.8,31.4,37.4,44.5,17.8
347.25,65.1,31.4,37.7,44.7,17.9
347.5,64.0,31.3,36.8,44.0,17.5
347.75,63.9,31.0,36.8,43.9,17.6
348.0,64.5,31.5,36.8,44.2,17.7
348.25,63.6,31.7,36.8,44.0,17.1
348.5,63.9,31.3,36.5,43.9,17.5
348.75,64.5,31.1,36.7,44.1,17.9
349.0,63.1,31.2,37.2,43.8,16.9
349.25,63.0,31.1,36.9,43.7,17.0
349.5,62.9,31.0,36.6,43.5,17.0
349.75,62.9,31.6,36.2,43.6,16.9
350.0,62.9,31.4,36.6,43.6,16.9
350.25,63.0,31.1,36.1,43.4,17.1
350.5,63.0,30.8,36.5,43.4,17.2
350.75,62.9,31.1,35.7,43.3,17.2
351.0,62.4,30.8,36.3,43.2,16.9
351.25,61.6,31.2,36.6,43.2,16.2
351.5,61.7,30.9,36.6,43.1,16.4
351.75,61.6,30.2,35.5,42.4,16.8
352.0,61.3,30.5,35.9,42.6,16.5
352.25,60.8,30.6,35.7,42.3,16.2
352.5,59.7,30.6,35.7,42.0,15.5
352.75,60.2,30.9,35.3,42.1,15.8
353.0,60.6,30.8,35.4,42.3,16.1
353.25,59.5,30.4,35.0,41.7,15.7
353.5,59.5,30.6,34.9,41.6,15.6
353.75,59.5,30.3,34.7,41.5,15.7
354.0,59.1,30.1,34.6,41.3,15.6
354.25,59.0,30.2,34.6,41.3,15.5
354.5,58.0,30.0,34.9,41.0,15.0
354.75,58.2,30.1,34.1,40.8,15.2
355.0,57.8,30.4,34.3,40.8,14.8
355.25,57.8,30.4,34.4,40.9,14.8
355.5,57.9,30.6,34.6,41.0,14.8
355.75,57.7,30.1,33.8,40.5,15.0
356.0,56.3,30.4,33.9,40.2,14.1
356.25,57.4,30.8,33.8,40.7,14.6
356.5,56.3,30.1,33.8,40.1,14.2
356.75,55.8,29.9,33.9,39.9,14.0
357.0,55.8,30.2,33.6,39.9,13.9
357.25,55.9,30.5,33.6,40.0,13.9
357.5,55.1,30.3,33.6,39.7,13.5
357.75,56.9,30.0,32.8,39.9,14.8
358.0,55.1,29.9,32.8,39.2,13.8
358.25,55.2,,32.8,44.0,15.8
358.5,55.4,,33.0,44.2,15.8
358.75,54.8,,32.8,43.8,15.5
359.0,54.4,,32.5,43.4,15.4
359.25,54.3,,32.4,43.3,15.5
359.5,54.0,,31.8,42.9,15.6
359.75,52.9,,32.2,42.6,14.7
360.0,54.1,,31.7,42.9,15.9
360.25,53.7,,31.4,42.6,15.8
360.5,54.4,,31.7,43.0,16.0
360.75,54.4,,31.6,43.0,16.1
361.0,53.2,,31.3,42.2,15.5
361.25,53.7,,31.4,42.5,15.8
361.5,53.0,,31.2,42.1,15.3
361.75,52.6,,31.5,42.1,14.9
362.0,52.7,,31.0,41.8,15.3
362.25,53.0,,31.0,42.0,15.5
362.5,52.2,,30.7,41.4,15.1
362.75,51.7,,30.6,41.1,15.0
363.0,51.4,,30.5,41.0,14.8
363.25,51.8,,30.5,41.1,15.0
363.5,51.2,,30.7,40.9,14.5
363.75,50.9,,30.2,40.5,14.6
364.0,51.1,,30.4,40.7,14.6
364.25,50.2,,29.9,40.0,14.4
364.5,50.9,,30.1,40.5,14.7
364.75,50.2,,29.8,40.0,14.5
365.0,50.2,,29.7,40.0,14.5
365.25,50.2,,29.1,39.6,14.9
365.5,49.9,,29.2,39.5,14.6
365.75,49.6,,29.2,39.4,14.4
366.0,49.2,,28.9,39.1,14.3
366.25,50.2,,28.6,39.4,15.2
366.5,48.7,,28.8,38.8,14.1
366.75,50.0,,28.9,39.4,14.9
367.0,49.2,,28.6,38.9,14.6
367.25,48.8,,28.9,38.8,14.1
367.5,50.3,,28.4,39.4,15.5
367.75,49.7,,28.3,39.0,15.1
368.0,49.4,,28.6,39.0,14.7
368.25,49.3,,28.5,38.9,14.6
368.5,50.4,,28.3,39.4,15.6
368.75,49.7,,28.5,39.1,15.0
369.0,50.4,,28.4,39.4,15.5
369.25,49.6,,28.3,39.0,15.1
369.5,49.8,,28.3,39.0,15.3
369.75,50.1,,28.1,39.1,15.5
370.0,49.4,,28.0,38.7,15.1
370.25,50.4,,28.5,39.4,15.4
370.5,50.1,,28.0,39.1,15.6
370.75,48.8,,28.3,38.5,14.5
371.0,49.6,,28.3,38.9,15.1
371.25,49.7,,27.9,38.8,15.4
371.5,49.4,,27.4,38.4,15.5
371.75,49.7,,27.7,38.7,15.6
372.0,49.9,,27.9,38.9,15.5
372.25,49.4,,27.8,38.6,15.3
372.5,49.2,,27.4,38.3,15.4
372.75,49.1,,27.1,38.1,15.5
373.0,49.2,,27.3,38.2,15.5
373.25,48.6,,26.9,37.7,15.4
373.5,48.7,,27.3,38.0,15.2
373.75,48.7,,26.8,37.8,15.4
374.0,48.2,,26.9,37.5,15.1
374.25,48.8,,27.5,38.1,15.1
374.5,48.1,,26.7,37.4,15.2
374.75,48.6,,26.8,37.7,15.4
375.0,48.9,,26.8,37.9,15.6
375.25,48.0,,27.1,37.6,14.8
375.5,48.3,,26.8,37.6,15.2
375.75,47.2,,26.6,36.9,14.6
376.0,47.1,,26.8,37.0,14.4
376.25,47.0,,26.9,37.0,14.2
376.5,46.7,,26.4,36.6,14.4
376.75,46.8,,26.5,36.6,14.3
377.0,46.4,,26.4,36.4,14.1
377.25,45.9,,26.6,36.2,13.7
377.5,45.2,,,45.2,
377.75,45.3,,,45.3,
378.0,44.8,,,44.8,
378.25,45.1,,,45.1,
378.5,44.3,,,44.3,
378.75,44.5,,,44.5,
379.0,43.9,,,43.9,
379.25,43.7,,,43.7,
379.5,43.8,,,43.8,
379.75,43.4,,,43.4,
380.0,43.0,,,43.0,
380.25,42.4,,,42.4,
380.5,42.0,,,42.0,
380.75,42.1,,,42.1,
381.0,41.8,,,41.8,
381.25,41.3,,,41.3,
381.5,40.8,,,40.8,
381.75,40.8,,,40.8,
382.0,41.2,,,41.2,
382.25,39.9,,,39.9,
382.5,40.0,,,40.0,
382.75,39.5,,,39.5,
383.0,39.6,,,39.6,
383.25,39.3,,,39.3,
383.5,38.2,,,38.2,
383.75,38.1,,,38.1,
384.0,38.1,,,38.1,
384.25,37.8,,,37.8,
384.5,38.0,,,38.0,
384.75,38.0,,,38.0,
385.0,37.4,,,37.4,
385.25,37.0,,,37.0,
385.5,37.3,,,37.3,
385.75,36.8,,,36.8,
386.0,36.8,,,36.8,
386.25,36.5,,,36.5,
386.5,36.4,,,36.4,
386.75,36.1,,,36.1,
387.0,36.0,,,36.0,
387.25,36.3,,,36.3,
387.5,36.1,,,36.1,
387.75,35.9,,,35.9,
388.0,35.5,,,35.5,
388.25,35.3,,,35.3,
388.5,35.1,,,35.1,
388.75,35.2,,,35.2,
389.0,35.1,,,35.1,
389.25,35.3,,,35.3,
389.5,34.7,,,34.7,
389.75,35.0,,,35.0,
390.0,34.9,,,34.9,
390.25,35.3,,,35.3,
390.5,34.6,,,34.6,
390.75,35.1,,,35.1,
391.0,35.0,,,35.0,
391.25,34.9,,,34.9,
391.5,34.9,,,34.9,
391.75,34.7,,,34.7,
392.0,34.9,,,34.9,
392.25,35.1,,,35.1,
392.5,35.1,,,35.1,
392.75,35.4,,,35.4,
393.0,34.9,,,34.9,
393.25,35.0,,,35.0,
393.5,34.4,,,34.4,
393.75,34.6,,,34.6,
394.0,34.1,,,34.1,
394.25,34.0,,,34.0,
394.5,34.5,,,34.5,
394.75,34.2,,,34.2,
395.0,34.5,,,34.5,
395.25,33.6,,,33.6,
395.5,33.8,,,33.8,
395.75,34.1,,,34.1,
396.0,33.7,,,33.7,
396.25,33.3,,,33.3,
396.5,33.1,,,33.1,
396.75,33.0,,,33.0,
397.0,33.2,,,33.2,
397.25,33.3,,,33.3,
397.5,33.4,,,33.4,
397.75,33.2,,,33.2,
398.0,33.2,,,33.2,
398.25,32.9,,,32.9,
398.5,32.8,,,32.8,
398.75,32.5,,,32.5,
399.0,32.6,,,32.6,
399.25,32.5,,,32.5,
399.5,32.7,,,32.7,
399.75,32.2,,,32.2,
400.0,32.3,,,32.3,
400.25,32.4,,,32.4,
400.5,31.9,,,31.9,
400.75,31.7,,,31.7,
401.0,32.1,,,32.1,
401.25,31.8,,,31.8,
401.5,31.9,,,31.9,
401.75,32.2,,,32.2,
402.0,31.9,,,31.9,
402.25,32.0,,,32.0,
402.5,31.8,,,31.8,
402.75,31.6,,,31.6,
403.0,31.6,,,31.6,
403.25,32.2,,,32.2,
403.5,31.7,,,31.7,
403.75,31.0,,,31.0,
404.0,31.6,,,31.6,
404.25,32.1,,,32.1,
404.5,31.8,,,31.8,
404.75,32.1,,,32.1,
405.0,32.1,,,32.1,
405.25,32.1,,,32.1,
405.5,31.8,,,31.8,
405.75,32.3,,,32.3,
406.0,32.4,,,32.4,
406.25,32.8,,,32.8,
406.5,32.4,,,32.4,
406.75,32.2,,,32.2,
407.0,32.5,,,32.5,
407.25,32.5,,,32.5,
407.5,33.1,,,33.1,
407.75,32.3,,,32.3,
408.0,32.4,,,32.4,
408.25,32.3,,,32.3,
408.5,32.4,,,32.4,
408.75,32.6,,,32.6,
409.0,32.1,,,32.1,
409.25,32.2,,,32.2,
409.5,31.7,,,31.7,
409.75,31.6,,,31.6,
410.0,31.6,,,31.6,
410.25,32.0,,,32.0,
410.5,31.9,,,31.9,
410.75,31.9,,,31.9,
411.0,31.9,,,31.9,
411.25,31.6,,,31.6,
411.5,31.6,,,31.6,
411.75,31.6,,,31.6,
412.0,31.2,,,31.2,
412.25,32.2,,,32.2,
412.5,31.7,,,31.7,
412.75,31.7,,,31.7,
413.0,31.5,,,31.5,
413.25,31.4,,,31.4,
413.5,31.2,,,31.2,
413.75,31.3,,,31.3,
414.0,31.4,,,31.4,
414.25,31.4,,,31.4,
414.5,30.7,,,30.7,
414.75,30.6,,,30.6,
415.0,31.4,,,31.4,
415.25,30.8,,,30.8,
415.5,30.9,,,30.9,
415.75,31.0,,,31.0,
416.0,30.8,,,30.8,
416.25,31.0,,,31.0,
416.5,30.9,,,30.9,
416.75,31.0,,,31.0,
417.0,30.9,,,30.9,
417.25,30.7,,,30.7,
417.5,30.9,,,30.9,
417.75,30.6,,,30.6,
418.0,31.1,,,31.1,
418.25,30.4,,,30.4,
418.5,30.5,,,30.5,
418.75,30.7,,,30.7,
419.0,30.8,,,30.8,
419.25,30.6,,,30.6,
