Names,Wool_Rug_R1,Wool_Rug_R2,Wool_Rug_R3,Wool_Rug_R4,Mean,Std. Dev.
3340,59.6,36.4,29.7,59.2,46.2,15.5
3341,58.1,36.6,29.8,58.1,45.6,14.7
3342,59.0,36.6,29.8,58.2,45.9,14.9
3343,59.5,37.0,30.1,59.0,46.4,15.1
3344,59.3,37.0,30.1,58.3,46.2,14.9
3345,60.3,37.0,30.4,58.1,46.5,15.0
3346,59.2,37.4,30.4,58.2,46.3,14.6
3347,59.7,37.1,30.5,57.6,46.2,14.6
3348,59.2,37.1,30.4,57.4,46.0,14.5
3349,59.8,37.5,30.7,57.2,46.3,14.4
3350,60.6,37.7,30.5,57.2,46.5,14.7
3351,60.0,37.0,31.0,57.5,46.4,14.5
3352,59.5,37.4,30.6,57.4,46.2,14.4
3353,58.6,37.9,31.1,57.0,46.2,13.8
3354,60.2,37.6,30.9,56.6,46.3,14.3
3355,59.6,37.9,31.2,56.8,46.4,14.0
3356,60.0,38.2,30.8,56.7,46.4,14.2
3357,59.7,38.2,31.2,56.9,46.5,13.9
3358,59.1,38.5,31.5,56.1,46.3,13.4
3359,59.6,38.5,31.2,55.9,46.3,13.6
3360,59.2,38.0,30.7,56.0,46.0,13.8
3361,59.7,38.5,30.9,56.0,46.3,13.8
3362,58.5,37.9,31.0,55.7,45.8,13.4
3363,59.4,38.0,30.5,54.8,45.7,13.7
3364,58.8,38.1,30.6,55.8,45.8,13.7
3365,58.7,38.2,30.7,56.0,45.9,13.6
3366,59.0,38.3,30.4,55.0,45.7,13.6
3367,58.8,38.0,30.6,54.4,45.5,13.3
3368,58.5,38.2,30.5,54.7,45.5,13.3
3369,58.8,37.8,30.8,54.9,45.6,13.4
3370,58.3,37.9,30.8,54.0,45.2,13.0
3371,58.9,38.1,30.9,53.4,45.3,13.0
3372,58.5,38.2,31.1,53.9,45.5,12.9
3373,57.8,38.3,30.8,53.6,45.1,12.7
3374,58.6,38.0,30.8,53.3,45.2,13.0
3375,58.4,38.5,30.9,52.2,45.0,12.6
3376,57.3,37.5,31.1,52.6,44.6,12.3
3377,58.0,37.8,31.3,51.8,44.7,12.3
3378,58.0,38.3,31.3,53.3,45.2,12.5
3379,56.9,37.9,30.9,51.7,44.4,12.0
3380,57.5,38.1,31.2,51.3,44.5,12.0
3381,57.2,37.9,31.3,51.8,44.6,12.0
3382,58.0,38.0,31.3,51.4,44.7,12.2
3383,56.8,38.0,30.5,51.7,44.2,12.1
3384,56.5,37.9,31.3,51.5,44.3,11.7
3385,56.9,37.8,30.8,50.1,43.9,11.8
3386,56.6,38.2,31.5,50.5,44.2,11.4
3387,56.7,38.0,31.2,51.3,44.3,11.7
3388,56.5,37.8,31.7,51.0,44.2,11.5
3389,56.7,38.2,31.8,51.1,44.4,11.5
3390,56.8,37.6,31.4,50.6,44.1,11.7
3391,56.1,37.9,31.3,51.6,44.2,11.6
3392,56.3,37.8,31.7,50.0,43.9,11.2
3393,55.5,38.0,31.9,50.4,44.0,10.9
3394,54.8,38.1,32.4,50.3,43.9,10.4
3395,54.3,38.0,31.8,50.4,43.6,10.5
3396,55.5,38.4,32.4,50.1,44.1,10.6
3397,55.3,38.1,32.2,50.2,43.9,10.6
3398,55.2,37.9,32.3,49.6,43.8,10.5
3399,54.5,37.6,32.6,48.9,43.4,10.1
3400,54.3,37.6,32.4,48.7,43.3,10.0
3401,54.8,38.0,32.0,48.5,43.3,10.2
3402,55.3,38.0,31.8,48.8,43.5,10.5
3403,54.7,38.8,31.8,48.4,43.4,10.1
3404,54.4,38.4,32.3,48.5,43.4,9.9
3405,53.6,37.6,32.6,48.1,43.0,9.6
3406,54.1,37.7,32.4,48.4,43.2,9.9
3407,53.5,38.0,32.3,48.0,42.9,9.6
3408,54.5,38.0,32.1,48.5,43.3,10.1
3409,53.7,37.8,32.7,48.5,43.2,9.6
3410,55.1,38.5,32.4,47.8,43.4,10.1
3411,54.0,38.1,32.6,47.8,43.1,9.6
3412,54.1,37.7,32.6,47.7,43.0,9.7
3413,53.7,38.5,32.8,47.6,43.1,9.3
3414,53.4,38.3,32.7,47.8,43.0,9.3
3415,52.9,38.6,32.3,47.8,42.9,9.2
3416,53.3,38.3,33.1,47.6,43.1,9.1
3417,53.8,39.0,32.5,47.4,43.2,9.4
3418,53.1,39.3,32.3,47.2,43.0,9.1
3419,53.0,38.8,32.0,47.6,42.9,9.3
3420,52.8,39.3,32.4,47.3,42.9,9.0
3421,52.6,39.8,32.7,47.5,43.2,8.7
3422,53.4,39.7,32.8,46.6,43.1,8.9
3423,53.2,39.8,32.5,48.2,43.4,9.1
3424,52.8,40.0,32.7,47.1,43.1,8.7
3425,53.6,39.9,32.4,47.1,43.3,9.2
3426,53.5,39.8,33.0,46.4,43.2,8.8
3427,52.9,40.7,32.7,46.2,43.1,8.6
3428,53.1,41.0,32.6,46.1,43.2,8.6
3429,53.2,41.8,32.2,47.3,43.6,8.9
3430,53.3,41.5,32.9,45.8,43.4,8.5
3431,52.8,41.6,32.5,45.5,43.1,8.5
3432,52.9,42.1,32.4,45.7,43.3,8.5
3433,53.1,41.8,32.2,45.1,43.1,8.6
3434,53.1,42.6,32.5,44.9,43.3,8.5
3435,52.6,43.1,32.5,44.7,43.2,8.2
3436,52.9,42.9,32.5,45.0,43.3,8.4
3437,52.2,43.0,32.5,45.2,43.2,8.1
3438,52.3,43.8,32.3,44.9,43.3,8.3
3439,51.9,43.7,32.6,44.2,43.1,7.9
3440,51.9,43.1,32.3,44.6,43.0,8.1
3441,52.0,43.9,32.2,43.8,43.0,8.2
3442,52.0,45.6,32.6,44.0,43.5,8.1
3443,52.1,43.6,32.9,44.7,43.3,7.9
3444,52.5,43.8,32.8,44.6,43.4,8.1
3445,52.2,43.9,33.0,44.5,43.4,7.9
3446,51.6,44.1,33.0,43.6,43.1,7.7
3447,52.4,43.6,33.4,44.2,43.4,7.8
3448,51.4,44.3,33.6,43.8,43.3,7.4
3449,51.8,43.7,32.9,43.8,43.1,7.8
3450,52.2,44.1,33.5,43.6,43.4,7.7
3451,52.0,43.8,33.3,43.5,43.1,7.6
3452,50.8,43.9,33.7,44.4,43.2,7.1
3453,51.4,43.9,33.6,43.2,43.0,7.3
3454,51.4,43.0,33.5,43.0,42.7,7.3
3455,50.7,43.4,33.5,43.3,42.7,7.1
3456,51.0,43.2,33.4,42.8,42.6,7.2
3457,50.3,42.5,33.5,43.2,42.4,6.9
3458,50.9,42.5,34.2,42.6,42.6,6.8
3459,50.2,42.3,33.2,42.1,41.9,6.9
3460,50.5,41.5,33.9,42.4,42.1,6.8
3461,49.9,41.9,34.2,42.0,42.0,6.4
3462,50.1,41.7,33.5,42.4,41.9,6.8
3463,50.0,41.9,33.6,42.0,41.9,6.7
3464,49.3,41.4,34.1,41.9,41.7,6.2
3465,49.9,40.9,33.7,41.4,41.5,6.6
3466,48.9,41.0,34.5,43.2,41.9,5.9
3467,50.0,40.7,34.1,42.0,41.7,6.5
3468,49.1,40.6,33.7,41.7,41.3,6.3
3469,49.0,40.2,33.9,41.7,41.2,6.2
3470,49.0,39.5,33.7,42.0,41.0,6.3
3471,49.0,39.8,33.5,41.7,41.0,6.4
3472,48.4,39.5,33.7,41.5,40.8,6.1
3473,48.5,39.5,34.3,41.7,41.0,5.9
3474,47.7,39.1,33.7,41.6,40.5,5.8
3475,47.6,39.1,33.6,42.5,40.7,5.9
3476,47.5,38.4,33.6,42.8,40.6,5.9
3477,47.6,38.2,34.3,41.6,40.4,5.6
3478,47.2,38.6,34.2,41.4,40.3,5.4
3479,46.5,38.3,33.6,41.2,39.9,5.4
3480,46.0,38.7,33.8,42.1,40.1,5.2
3481,45.8,38.8,34.3,41.4,40.1,4.8
3482,45.4,39.1,33.7,41.5,39.9,4.9
3483,45.8,38.0,33.6,41.2,39.6,5.2
3484,46.0,38.3,33.9,40.6,39.7,5.1
3485,45.7,37.6,34.2,40.7,39.5,4.9
3486,44.3,38.3,33.5,40.6,39.2,4.5
3487,44.6,38.3,33.5,40.9,39.3,4.7
3488,44.2,38.2,33.1,40.5,39.0,4.6
3489,44.4,37.9,33.6,41.0,39.2,4.6
3490,43.7,38.1,33.5,40.7,39.0,4.3
3491,44.4,38.3,33.1,40.5,39.1,4.7
3492,44.3,38.0,33.6,40.5,39.1,4.5
3493,43.7,37.8,33.3,40.9,38.9,4.4
3494,43.5,38.0,33.0,40.1,38.7,4.4
3495,42.9,38.0,32.9,40.4,38.6,4.3
3496,43.1,37.9,32.7,40.8,38.6,4.5
3497,43.2,37.8,32.6,40.0,38.4,4.5
3498,42.3,37.8,32.9,39.9,38.2,4.0
3499,42.3,37.9,32.7,40.2,38.3,4.1
3500,42.7,37.6,32.4,39.5,38.0,4.3
3501,42.5,37.9,32.0,39.2,37.9,4.4
3502,42.7,37.7,32.0,39.6,38.0,4.5
3503,43.1,37.9,32.2,38.8,38.0,4.5
3504,41.9,37.6,32.0,38.7,37.6,4.1
3505,42.3,37.6,32.0,39.3,37.8,4.3
3506,42.3,38.1,32.1,39.2,37.9,4.3
3507,42.0,37.4,32.4,39.3,37.8,4.1
3508,42.3,37.9,32.2,39.0,37.9,4.2
3509,41.9,38.0,32.3,38.6,37.7,4.0
3510,42.1,37.6,32.0,38.6,37.6,4.2
3511,41.6,37.6,32.2,38.9,37.5,4.0
3512,41.8,38.4,32.2,38.8,37.8,4.1
3513,41.0,37.6,32.3,38.9,37.5,3.7
3514,41.3,37.7,32.0,38.8,37.4,3.9
3515,41.3,37.4,32.5,38.1,37.3,3.6
3516,41.2,37.3,32.6,38.4,37.4,3.6
3517,41.5,37.9,32.3,39.0,37.7,3.9
3518,41.6,37.5,32.5,39.5,37.8,3.9
3519,41.2,38.1,32.8,38.8,37.7,3.6
3520,41.1,38.2,32.9,38.7,37.7,3.4
3521,40.8,38.0,32.6,38.4,37.5,3.5
3522,41.2,37.5,32.8,38.6,37.5,3.5
3523,41.1,37.8,32.8,38.5,37.5,3.5
3524,41.0,37.9,32.6,38.4,37.5,3.5
3525,40.6,37.5,32.9,38.6,37.4,3.2
3526,40.7,37.3,32.9,38.1,37.3,3.3
3527,40.4,37.3,33.0,37.9,37.2,3.0
3528,40.5,37.9,32.9,37.8,37.3,3.2
3529,41.0,37.8,33.1,38.2,37.5,3.3
3530,40.2,37.5,33.1,37.6,37.1,3.0
3531,40.5,37.9,32.9,37.8,37.3,3.2
3532,40.0,38.2,33.4,37.6,37.3,2.8
3533,39.3,37.7,32.8,37.4,36.8,2.8
3534,39.4,38.2,32.9,37.6,37.0,2.8
3535,39.6,38.1,32.9,37.2,37.0,2.8
3536,38.8,38.7,33.1,37.7,37.1,2.7
3537,39.0,38.0,33.2,37.7,37.0,2.6
3538,38.6,38.2,32.9,37.4,36.8,2.6
3539,38.9,38.2,33.1,37.6,36.9,2.6
3540,38.7,38.1,33.3,37.3,36.9,2.5
3541,39.1,38.3,33.3,37.3,37.0,2.6
3542,39.0,37.9,33.3,37.5,36.9,2.5
3543,39.5,38.4,33.2,37.0,37.0,2.7
3544,38.1,38.5,33.2,37.1,36.7,2.4
3545,38.3,39.0,33.0,37.1,36.9,2.7
3546,38.5,39.1,33.0,37.3,37.0,2.8
3547,38.3,39.1,33.2,37.5,37.0,2.6
3548,38.4,39.5,32.7,37.6,37.0,3.0
3549,38.1,39.7,33.2,37.8,37.2,2.8
3550,38.2,39.3,33.1,37.5,37.0,2.7
3551,37.8,39.3,33.2,37.9,37.1,2.6
3552,37.4,39.6,32.2,37.5,36.7,3.1
3553,38.2,40.0,33.1,38.2,37.4,2.9
3554,37.9,40.0,33.1,38.0,37.2,2.9
3555,37.9,39.5,33.5,37.8,37.2,2.6
3556,38.2,40.6,33.2,37.3,37.3,3.1
3557,37.0,39.5,33.3,37.5,36.8,2.6
3558,37.4,39.6,33.8,37.6,37.1,2.4
3559,37.4,39.9,33.2,37.4,37.0,2.8
3560,37.7,40.0,33.8,37.7,37.3,2.6
3561,37.2,40.1,33.9,36.7,37.0,2.6
3562,37.7,39.5,33.7,37.2,37.0,2.5
3563,37.5,40.4,33.6,36.9,37.1,2.8
3564,38.1,39.7,34.2,36.6,37.2,2.3
3565,37.2,39.5,33.7,37.3,36.9,2.4
3566,37.0,40.0,33.4,36.3,36.7,2.7
3567,37.3,40.3,33.9,36.2,36.9,2.7
3568,37.7,40.2,34.0,36.2,37.0,2.6
3569,37.2,39.7,34.4,36.9,37.0,2.2
3570,37.7,39.9,34.0,37.2,37.2,2.4
3571,37.3,39.8,34.1,36.2,36.9,2.4
3572,36.8,39.8,34.3,36.4,36.8,2.2
3573,36.4,40.4,34.2,36.5,36.9,2.6
3574,36.7,41.0,34.9,36.5,37.3,2.6
3575,36.9,40.0,34.4,36.9,37.0,2.3
3576,36.6,40.4,34.5,36.9,37.1,2.4
3577,36.3,40.5,33.8,36.8,36.9,2.7
3578,36.2,40.4,34.5,36.4,36.9,2.5
3579,36.1,41.0,34.0,36.6,36.9,2.9
3580,36.6,40.5,33.9,36.5,36.9,2.7
3581,36.3,40.9,34.0,36.5,36.9,2.9
3582,36.4,41.0,34.3,36.2,37.0,2.8
3583,36.2,40.9,34.2,36.5,37.0,2.8
3584,36.9,41.1,34.4,36.6,37.2,2.8
3585,36.6,41.3,34.1,36.7,37.2,3.0
3586,36.0,41.2,34.6,36.5,37.1,2.8
3587,35.7,40.9,33.8,36.6,36.7,3.0
3588,35.5,41.0,34.0,36.7,36.8,3.0
3589,35.7,41.0,34.4,36.4,36.9,2.9
3590,36.3,41.0,33.7,36.5,36.9,3.1
3591,35.7,41.7,34.2,37.4,37.3,3.2
3592,34.7,42.3,34.0,36.1,36.8,3.8
3593,35.6,41.6,34.1,36.6,37.0,3.3
3594,35.5,42.0,33.9,36.6,37.0,3.5
3595,34.8,42.2,33.9,36.4,36.8,3.7
3596,35.2,41.9,34.2,36.8,37.0,3.4
3597,35.7,42.3,34.0,36.7,37.2,3.6
3598,35.1,42.7,34.5,36.1,37.1,3.8
3599,35.4,42.5,34.2,36.1,37.0,3.7
3600,35.0,42.9,34.3,36.2,37.1,3.9
3601,35.7,42.3,34.2,36.2,37.1,3.6
3602,35.7,43.0,33.9,35.8,37.1,4.0
3603,35.9,42.4,34.1,35.9,37.1,3.6
3604,35.9,42.3,34.1,36.0,37.1,3.6
3605,35.4,42.4,33.8,35.7,36.8,3.8
3606,35.6,42.2,33.9,36.0,36.9,3.6
3607,35.8,43.2,34.3,36.1,37.4,4.0
3608,35.6,42.3,33.8,35.2,36.7,3.8
3609,36.3,42.0,34.2,35.9,37.1,3.4
3610,36.2,43.0,33.8,35.5,37.1,4.0
3611,36.2,42.9,33.9,35.7,37.2,3.9
3612,35.5,42.4,33.4,35.1,36.6,4.0
3613,35.7,42.8,33.9,35.3,37.0,4.0
3614,36.0,42.5,34.1,36.1,37.2,3.7
3615,35.5,42.8,34.2,35.7,37.1,3.9
3616,35.9,42.5,34.0,35.5,37.0,3.8
3617,36.4,42.9,34.2,35.6,37.3,3.9
3618,36.4,43.4,33.7,35.3,37.2,4.3
3619,35.9,42.8,34.0,35.8,37.1,3.9
3620,35.9,43.1,33.5,35.4,37.0,4.2
3621,36.2,42.8,33.8,35.5,37.1,3.9
3622,35.7,42.8,34.2,35.2,37.0,3.9
3623,35.9,42.5,33.9,35.2,36.9,3.8
3624,36.4,42.8,33.9,35.1,37.0,4.0
3625,36.0,42.2,34.4,35.0,36.9,3.6
3626,35.9,42.4,34.1,35.0,36.8,3.8
3627,35.9,42.8,33.9,34.5,36.8,4.1
3628,35.7,43.0,33.6,35.4,36.9,4.1
3629,35.9,43.3,33.8,34.9,37.0,4.3
3630,36.0,43.4,34.3,34.2,37.0,4.4
3631,36.5,43.4,33.8,34.5,37.0,4.4
3632,35.9,44.0,33.7,35.0,37.2,4.7
3633,36.1,43.4,34.1,35.0,37.1,4.3
3634,35.5,43.4,34.4,34.7,37.0,4.3
3635,35.5,44.4,33.8,34.3,37.0,5.0
3636,36.5,43.6,33.9,34.1,37.0,4.6
3637,35.7,43.9,33.4,34.3,36.8,4.8
3638,36.6,44.0,33.5,34.2,37.1,4.8
3639,35.7,44.0,33.3,33.9,36.7,4.9
3640,35.8,43.8,33.3,34.1,36.7,4.8
3641,35.4,43.9,33.3,34.2,36.7,4.9
3642,35.1,43.7,33.4,34.1,36.6,4.8
3643,34.7,44.4,33.3,34.0,36.6,5.2
3644,35.3,43.8,32.8,34.7,36.6,4.9
3645,35.4,44.1,33.0,34.3,36.7,5.0
3646,34.6,44.2,33.0,33.6,36.4,5.3
3647,34.6,43.8,33.2,33.5,36.3,5.1
3648,35.4,44.1,32.7,33.5,36.4,5.2
3649,35.5,44.5,32.9,33.6,36.6,5.4
3650,34.6,44.2,32.9,33.4,36.3,5.3
3651,35.2,43.7,32.7,33.3,36.2,5.1
3652,34.6,43.5,32.6,32.7,35.9,5.2
3653,34.3,43.8,32.5,32.9,35.9,5.4
3654,34.8,44.3,32.5,32.7,36.1,5.6
3655,34.4,44.3,32.6,32.1,35.8,5.7
3656,33.9,44.5,32.1,32.2,35.7,5.9
3657,33.3,44.5,32.2,32.1,35.5,6.0
3658,33.6,44.4,32.6,31.7,35.6,5.9
3659,33.1,43.6,32.0,31.8,35.1,5.7
3660,33.2,43.8,32.0,31.3,35.1,5.8
3661,32.8,44.6,32.3,31.5,35.3,6.2
3662,33.0,44.4,32.3,31.7,35.3,6.0
3663,32.4,44.9,31.9,31.2,35.1,6.5
3664,32.5,43.7,31.7,31.0,34.7,6.0
3665,32.3,43.5,31.9,31.1,34.7,5.9
3666,31.8,45.2,32.1,30.7,34.9,6.9
3667,31.6,43.7,32.0,31.0,34.6,6.1
3668,31.2,43.8,31.9,31.1,34.5,6.2
3669,31.6,43.9,32.1,30.4,34.5,6.3
3670,30.6,43.7,32.1,30.6,34.3,6.4
3671,30.6,44.6,31.8,30.0,34.3,6.9
3672,30.3,43.9,32.0,30.3,34.1,6.6
3673,30.3,43.8,31.7,30.2,34.0,6.6
3674,30.3,44.3,31.3,29.4,33.8,7.0
3675,29.7,44.7,31.3,29.5,33.8,7.3
3676,29.6,44.5,31.0,29.7,33.7,7.2
3677,29.5,44.8,31.1,29.5,33.7,7.4
3678,29.9,44.9,31.1,29.2,33.8,7.5
3679,29.2,44.5,31.1,29.5,33.6,7.3
3680,29.6,45.7,30.5,29.5,33.8,7.9
3681,29.6,45.6,30.8,29.2,33.8,7.9
3682,29.0,45.4,31.3,29.2,33.7,7.8
3683,29.2,45.9,31.1,28.8,33.8,8.2
3684,28.6,45.3,30.8,29.3,33.5,7.9
3685,28.7,45.8,30.7,28.7,33.5,8.3
3686,28.5,45.6,30.8,28.7,33.4,8.2
3687,28.6,45.8,31.0,28.4,33.4,8.3
3688,29.0,45.5,30.8,27.8,33.3,8.3
3689,28.5,46.0,30.8,27.6,33.2,8.6
3690,28.0,46.0,30.4,27.9,33.1,8.7
3691,28.6,46.3,30.6,27.9,33.4,8.7
3692,28.0,46.4,30.3,28.1,33.2,8.9
3693,28.1,46.2,30.0,27.2,32.9,9.0
3694,28.0,46.8,30.1,27.7,33.1,9.2
3695,28.2,46.4,30.0,27.4,33.0,9.0
3696,28.1,46.7,29.8,27.2,32.9,9.2
3697,27.5,47.2,30.2,27.4,33.1,9.5
3698,27.4,46.7,30.2,27.2,32.9,9.3
3699,27.7,46.9,29.9,26.9,32.8,9.5
3700,27.8,47.1,29.7,26.8,32.8,9.6
3701,27.7,47.1,29.7,26.6,32.8,9.6
3702,27.6,46.9,29.8,26.5,32.7,9.5
3703,27.7,47.1,30.1,26.1,32.7,9.7
3704,27.9,47.4,29.3,26.2,32.7,9.9
3705,27.7,47.1,30.1,25.7,32.7,9.8
3706,27.5,47.6,29.3,25.9,32.6,10.1
3707,27.6,46.8,28.7,26.0,32.3,9.7
3708,27.3,47.5,29.0,26.1,32.5,10.1
3709,27.9,47.3,29.1,25.7,32.5,10.0
3710,27.7,47.6,28.7,25.7,32.4,10.2
3711,27.5,47.0,29.5,25.9,32.5,9.8
3712,27.9,47.2,28.8,25.8,32.4,9.9
3713,27.6,47.8,28.8,25.8,32.5,10.3
3714,27.6,47.0,28.9,25.4,32.2,10.0
3715,27.6,47.6,28.8,25.9,32.5,10.2
3716,28.0,47.3,28.5,25.5,32.3,10.1
3717,27.8,46.9,28.4,25.5,32.2,9.9
3718,27.8,47.9,28.6,25.5,32.5,10.4
3719,28.0,47.4,28.4,25.6,32.3,10.1
3720,28.4,47.8,28.6,25.2,32.5,10.3
3721,28.1,47.3,28.7,25.0,32.3,10.2
3722,29.0,47.0,28.2,25.1,32.3,9.9
3723,28.3,47.9,28.0,24.6,32.2,10.6
3724,29.0,48.0,28.3,24.7,32.5,10.5
3725,29.1,47.6,28.2,23.9,32.2,10.5
3726,29.4,47.2,27.9,24.0,32.1,10.3
3727,29.9,48.0,28.4,24.1,32.6,10.5
3728,30.2,48.8,28.5,24.0,32.9,10.9
3729,29.7,49.1,28.1,23.4,32.6,11.4
3730,30.2,48.6,27.9,23.5,32.5,11.1
3731,30.5,48.1,28.0,23.2,32.4,10.9
3732,30.7,49.1,27.9,23.1,32.7,11.4
3733,31.0,47.4,27.8,23.4,32.4,10.5
3734,30.9,48.1,27.5,22.9,32.4,11.0
3735,31.4,48.7,27.9,22.8,32.7,11.2
3736,31.4,49.1,27.9,22.5,32.7,11.5
3737,31.6,48.0,27.6,22.4,32.4,11.1
3738,32.4,49.0,28.0,22.1,32.9,11.5
3739,32.3,47.6,27.9,22.0,32.5,10.9
3740,32.4,48.3,28.0,21.8,32.6,11.3
3741,32.9,48.0,28.3,21.8,32.7,11.1
3742,32.5,48.1,28.2,21.4,32.6,11.3
3743,32.8,48.3,28.2,21.2,32.6,11.5
3744,33.3,48.4,29.3,21.3,33.1,11.4
3745,33.6,48.3,28.0,21.1,32.8,11.5
3746,33.6,49.0,28.6,20.9,33.0,11.9
3747,34.1,48.5,28.8,20.8,33.0,11.6
3748,34.2,48.7,28.6,20.9,33.1,11.7
3749,34.2,48.2,28.8,20.8,33.0,11.5
3750,34.6,49.2,28.7,20.5,33.3,12.1
3751,34.0,48.7,28.6,20.6,33.0,11.8
3752,34.3,48.4,28.7,20.5,33.0,11.8
3753,34.4,48.3,28.5,20.7,32.9,11.6
3754,34.1,48.9,28.8,20.8,33.1,11.8
3755,33.8,47.9,29.0,21.0,32.9,11.3
3756,34.0,48.6,29.1,20.9,33.1,11.6
3757,34.2,48.8,28.8,21.0,33.2,11.7
3758,34.0,49.4,28.9,20.8,33.3,12.1
3759,33.3,48.5,29.2,21.2,33.0,11.5
3760,33.0,49.2,28.6,21.3,33.0,11.8
3761,33.0,49.5,29.0,21.5,33.2,11.8
3762,32.9,48.6,28.5,21.4,32.9,11.5
3763,32.6,48.6,28.9,21.4,32.9,11.5
3764,32.8,48.8,28.4,21.2,32.8,11.7
3765,32.6,49.1,28.2,21.6,32.9,11.7
3766,32.4,49.2,28.4,21.5,32.9,11.8
3767,32.4,50.1,28.1,21.6,33.0,12.2
3768,32.7,49.5,28.2,21.6,33.0,11.9
3769,32.4,49.3,28.4,21.8,33.0,11.7
3770,32.5,49.9,28.7,21.3,33.1,12.1
3771,32.1,49.8,28.5,21.4,33.0,12.1
3772,31.6,49.6,27.9,21.6,32.7,12.0
3773,32.6,49.5,28.1,21.5,32.9,12.0
3774,31.6,49.8,27.6,21.7,32.7,12.1
3775,31.2,49.4,28.0,21.6,32.6,11.9
3776,31.4,49.5,28.1,21.6,32.6,11.9
3777,31.5,49.6,27.5,21.6,32.6,12.1
3778,30.5,49.4,27.3,21.9,32.3,11.9
3779,30.5,50.1,27.3,21.4,32.3,12.4
3780,30.3,50.1,27.9,21.8,32.5,12.3
3781,29.8,50.9,27.0,22.2,32.5,12.7
3782,29.5,49.6,27.5,21.8,32.1,12.1
3783,29.4,49.9,27.1,21.8,32.1,12.3
3784,29.5,50.0,27.3,21.8,32.1,12.4
3785,29.6,50.5,27.0,21.6,32.2,12.6
3786,29.4,49.8,27.1,21.7,32.0,12.3
3787,29.0,49.6,26.8,21.3,31.7,12.4
3788,28.9,49.8,26.9,21.0,31.6,12.6
3789,28.8,50.0,26.7,21.1,31.7,12.7
3790,28.5,49.8,26.8,21.4,31.6,12.5
3791,28.3,50.2,26.6,21.2,31.6,12.8
3792,28.4,49.2,26.8,21.5,31.5,12.2
3793,28.3,49.2,26.9,21.0,31.3,12.3
3794,27.7,50.0,26.7,21.0,31.4,12.8
3795,27.3,49.5,26.8,20.9,31.1,12.6
3796,27.6,50.0,26.6,20.5,31.2,12.9
3797,27.5,50.5,26.8,20.6,31.3,13.1
3798,27.5,50.0,26.9,20.2,31.1,13.0
3799,27.3,50.7,26.9,20.0,31.2,13.4
3800,27.0,49.4,26.9,19.8,30.8,12.9
3801,26.8,48.8,26.6,19.8,30.5,12.6
3802,26.8,49.1,26.9,19.9,30.7,12.7
3803,26.6,49.0,26.7,19.7,30.5,12.8
3804,26.8,49.7,26.9,19.3,30.7,13.2
3805,26.5,48.8,26.9,18.9,30.3,12.9
3806,26.2,48.9,26.5,18.9,30.1,13.0
3807,26.1,48.8,27.0,18.6,30.1,13.0
3808,26.0,48.9,26.6,18.7,30.0,13.1
3809,26.0,48.2,26.5,18.5,29.8,12.8
3810,25.5,48.5,26.5,18.1,29.7,13.1
3811,26.2,48.4,26.6,18.0,29.8,13.0
3812,25.9,48.5,26.6,18.1,29.8,13.1
3813,25.6,48.7,26.8,18.2,29.8,13.1
3814,25.6,48.5,27.2,18.0,29.8,13.1
3815,25.8,47.8,26.8,18.0,29.6,12.7
3816,25.2,47.9,26.7,17.7,29.4,13.0
3817,25.6,48.3,26.8,17.5,29.6,13.2
3818,25.5,48.3,26.4,17.2,29.4,13.3
3819,25.3,47.8,26.8,17.0,29.2,13.1
3820,25.2,48.1,26.7,17.0,29.3,13.3
3821,25.3,48.3,27.1,16.9,29.4,13.3
3822,25.0,48.3,26.6,17.0,29.2,13.4
3823,25.2,48.3,26.8,16.6,29.2,13.5
3824,24.8,48.6,26.7,16.5,29.1,13.7
3825,24.7,48.5,26.3,16.5,29.0,13.7
3826,24.2,48.7,26.2,16.4,28.9,13.9
3827,24.1,47.8,26.4,16.4,28.7,13.5
3828,24.2,48.9,26.2,16.4,28.9,14.0
3829,24.2,48.6,26.3,16.1,28.8,13.9
3830,24.0,49.3,26.2,15.8,28.8,14.4
3831,23.6,49.9,26.6,15.6,28.9,14.8
3832,23.8,49.7,25.6,15.5,28.7,14.7
3833,23.5,49.9,25.9,15.5,28.7,14.8
3834,23.6,49.3,26.0,15.6,28.6,14.5
3835,23.4,50.3,25.6,15.6,28.7,15.0
3836,23.3,50.1,25.6,15.8,28.7,14.8
3837,23.1,49.6,26.0,15.7,28.6,14.7
3838,23.2,49.7,25.6,15.2,28.5,14.8
3839,23.5,49.7,25.7,15.4,28.6,14.8
3840,23.1,50.3,25.6,15.3,28.6,15.2
3841,23.2,50.7,25.3,15.3,28.6,15.3
3842,22.9,51.0,25.4,15.0,28.6,15.6
3843,23.0,51.4,25.7,15.1,28.8,15.7
3844,23.0,50.9,25.2,15.1,28.5,15.5
3845,23.1,50.7,25.1,14.8,28.4,15.5
3846,23.0,51.1,25.3,14.9,28.6,15.7
3847,22.5,50.8,25.5,14.6,28.4,15.7
3848,23.2,50.9,25.5,14.7,28.6,15.6
3849,23.0,51.1,25.7,14.9,28.7,15.6
3850,22.8,51.0,25.5,14.8,28.5,15.7
3851,23.0,50.4,25.2,14.5,28.3,15.5
3852,22.9,51.6,25.5,14.7,28.6,16.0
3853,22.7,50.4,25.6,14.6,28.3,15.4
3854,23.0,50.6,25.2,14.8,28.4,15.4
3855,22.9,49.4,25.0,14.5,28.0,15.0
