Time after Ignition,Nylon_R4,Nylon_R2,Nylon_R3,Mean,Std. Dev.
740.0,6.3,,,6.3,
740.25,6.3,,,6.3,
740.5,6.2,,,6.2,
740.75,6.1,,,6.1,
741.0,6.1,,,6.1,
741.25,5.9,,,5.9,
741.5,5.9,,,5.9,
741.75,5.8,,,5.8,
742.0,5.9,,,5.9,
742.25,5.8,,,5.8,
742.5,5.8,,,5.8,
742.75,5.7,,,5.7,
743.0,5.7,,,5.7,
743.25,5.7,,,5.7,
743.5,5.7,,,5.7,
743.75,5.7,,,5.7,
744.0,5.5,,,5.5,
744.25,5.5,,,5.5,
744.5,5.6,,,5.6,
744.75,5.6,,,5.6,
745.0,5.5,,,5.5,
745.25,5.5,,,5.5,
745.5,5.5,,,5.5,
745.75,5.5,,,5.5,
746.0,5.5,,,5.5,
746.25,5.5,,,5.5,
746.5,5.7,,,5.7,
746.75,6.0,,,6.0,
747.0,6.1,,,6.1,
747.25,6.3,,,6.3,
747.5,6.5,,,6.5,
747.75,6.4,,,6.4,
748.0,6.4,,,6.4,
748.25,6.5,,,6.5,
748.5,6.4,,,6.4,
748.75,6.3,,,6.3,
749.0,6.3,,,6.3,
749.25,6.3,,,6.3,
749.5,6.4,,,6.4,
749.75,6.3,,,6.3,
750.0,6.4,,,6.4,
750.25,6.3,,,6.3,
750.5,6.0,,,6.0,
750.75,5.9,,,5.9,
751.0,5.9,,,5.9,
751.25,5.8,,,5.8,
751.5,5.8,,,5.8,
751.75,5.6,,,5.6,
752.0,5.6,,,5.6,
752.25,5.6,,,5.6,
752.5,5.6,,,5.6,
752.75,5.5,,,5.5,
753.0,5.4,,,5.4,
753.25,5.4,,,5.4,
753.5,5.5,,,5.5,
753.75,5.3,,,5.3,
754.0,5.3,,,5.3,
754.25,5.2,,,5.2,
754.5,5.1,,,5.1,
754.75,5.0,,,5.0,
755.0,4.8,,,4.8,
755.25,4.7,,,4.7,
755.5,4.6,,,4.6,
755.75,4.4,,,4.4,
756.0,4.4,,,4.4,
756.25,4.3,,,4.3,
756.5,4.3,,,4.3,
756.75,4.2,,,4.2,
757.0,4.2,,,4.2,
757.25,4.1,,,4.1,
757.5,4.1,,,4.1,
757.75,4.0,,,4.0,
758.0,4.0,,,4.0,
758.25,4.0,,,4.0,
758.5,3.9,,,3.9,
758.75,3.9,,,3.9,
759.0,3.9,,,3.9,
759.25,3.9,,,3.9,
759.5,3.9,,,3.9,
759.75,3.8,,,3.8,
760.0,3.8,,,3.8,
760.25,4.0,,,4.0,
760.5,4.0,,,4.0,
760.75,4.2,,,4.2,
761.0,4.2,,,4.2,
761.25,4.3,,,4.3,
761.5,4.3,,,4.3,
761.75,4.5,,,4.5,
762.0,4.5,,,4.5,
762.25,4.5,,,4.5,
762.5,4.6,,,4.6,
762.75,4.6,,,4.6,
763.0,4.6,,,4.6,
763.25,4.6,,,4.6,
763.5,4.6,,,4.6,
763.75,4.4,,,4.4,
764.0,4.4,,,4.4,
764.25,4.4,,,4.4,
764.5,4.3,,,4.3,
764.75,4.2,,,4.2,
765.0,4.2,,,4.2,
765.25,4.2,,,4.2,
765.5,4.0,,,4.0,
765.75,4.0,,,4.0,
766.0,4.1,,,4.1,
766.25,4.0,,,4.0,
766.5,4.0,,,4.0,
766.75,3.9,,,3.9,
767.0,3.9,,,3.9,
767.25,3.9,,,3.9,
767.5,3.8,,,3.8,
767.75,3.8,,,3.8,
768.0,3.9,,,3.9,
768.25,3.8,,,3.8,
768.5,3.9,,,3.9,
768.75,3.8,,,3.8,
769.0,3.8,,,3.8,
769.25,3.8,,,3.8,
769.5,3.8,,,3.8,
769.75,3.7,,,3.7,
770.0,3.8,,,3.8,
770.25,3.7,,,3.7,
770.5,3.7,,,3.7,
770.75,3.7,,,3.7,
771.0,3.7,,,3.7,
771.25,3.8,,,3.8,
771.5,3.7,,,3.7,
771.75,3.7,,,3.7,
772.0,3.6,,,3.6,
772.25,3.5,,,3.5,
772.5,3.3,,,3.3,
772.75,3.3,,,3.3,
773.0,3.2,,,3.2,
773.25,3.1,,,3.1,
773.5,3.0,,,3.0,
773.75,2.9,,,2.9,
774.0,2.9,,,2.9,
774.25,2.8,,,2.8,
774.5,2.8,,,2.8,
774.75,2.7,,,2.7,
775.0,2.7,,,2.7,
775.25,2.7,,,2.7,
775.5,2.6,,,2.6,
775.75,2.6,,,2.6,
776.0,2.6,,,2.6,
776.25,2.5,,,2.5,
776.5,2.6,,,2.6,
776.75,2.5,,,2.5,
777.0,2.5,,,2.5,
777.25,2.5,,,2.5,
777.5,2.5,,,2.5,
777.75,2.4,,,2.4,
778.0,2.4,,,2.4,
778.25,2.4,,,2.4,
778.5,2.4,,,2.4,
778.75,2.4,,,2.4,
779.0,2.4,,,2.4,
779.25,2.4,,,2.4,
779.5,2.4,,,2.4,
779.75,2.4,,,2.4,
780.0,2.4,,,2.4,
780.25,2.4,,,2.4,
780.5,2.4,,,2.4,
780.75,2.3,,,2.3,
781.0,2.4,,,2.4,
781.25,2.4,,,2.4,
781.5,2.4,,,2.4,
781.75,2.5,,,2.5,
782.0,2.6,,,2.6,
782.25,2.7,,,2.7,
782.5,2.8,,,2.8,
782.75,2.9,,,2.9,
783.0,3.0,,,3.0,
783.25,3.1,,,3.1,
783.5,3.1,,,3.1,
783.75,3.2,,,3.2,
784.0,3.1,,,3.1,
784.25,3.3,,,3.3,
784.5,3.3,,,3.3,
784.75,3.3,,,3.3,
785.0,3.4,,,3.4,
785.25,3.4,,,3.4,
785.5,3.4,,,3.4,
785.75,3.5,,,3.5,
786.0,3.5,,,3.5,
786.25,3.4,,,3.4,
786.5,3.5,,,3.5,
786.75,3.5,,,3.5,
787.0,3.5,,,3.5,
787.25,3.5,,,3.5,
787.5,3.5,,,3.5,
787.75,3.5,,,3.5,
788.0,3.4,,,3.4,
788.25,3.5,,,3.5,
788.5,3.2,,,3.2,
788.75,3.1,,,3.1,
789.0,3.0,,,3.0,
789.25,2.9,,,2.9,
789.5,2.8,,,2.8,
789.75,2.7,,,2.7,
790.0,2.6,,,2.6,
790.25,2.5,,,2.5,
790.5,2.5,,,2.5,
790.75,2.4,,,2.4,
791.0,2.4,,,2.4,
791.25,2.3,,,2.3,
791.5,2.3,,,2.3,
791.75,2.3,,,2.3,
792.0,2.4,,,2.4,
792.25,2.5,,,2.5,
792.5,2.6,,,2.6,
792.75,2.8,,,2.8,
793.0,2.9,,,2.9,
793.25,3.1,,,3.1,
793.5,3.2,,,3.2,
793.75,3.3,,,3.3,
794.0,3.4,,,3.4,
794.25,3.5,,,3.5,
794.5,3.7,,,3.7,
794.75,3.8,,,3.8,
795.0,3.8,,,3.8,
795.25,3.8,,,3.8,
795.5,3.8,,,3.8,
795.75,3.8,,,3.8,
796.0,3.7,,,3.7,
796.25,3.6,,,3.6,
796.5,3.6,,,3.6,
796.75,3.6,,,3.6,
797.0,3.5,,,3.5,
797.25,3.5,,,3.5,
797.5,3.4,,,3.4,
797.75,3.4,,,3.4,
798.0,3.4,,,3.4,
798.25,3.2,,,3.2,
798.5,3.2,,,3.2,
798.75,3.1,,,3.1,
799.0,3.0,,,3.0,
799.25,2.9,,,2.9,
799.5,2.9,,,2.9,
799.75,2.8,,,2.8,
800.0,2.7,,,2.7,
800.25,2.7,,,2.7,
800.5,2.8,,,2.8,
800.75,2.9,,,2.9,
801.0,2.9,,,2.9,
801.25,3.0,,,3.0,
801.5,3.1,,,3.1,
801.75,3.1,,,3.1,
802.0,3.2,,,3.2,
802.25,3.2,,,3.2,
802.5,3.2,,,3.2,
802.75,3.3,,,3.3,
803.0,3.3,,,3.3,
803.25,3.3,,,3.3,
803.5,3.4,,,3.4,
803.75,3.4,,,3.4,
804.0,3.4,,,3.4,
804.25,3.4,,,3.4,
804.5,3.5,,,3.5,
804.75,3.5,,,3.5,
805.0,3.5,,,3.5,
805.25,3.5,,,3.5,
805.5,3.5,,,3.5,
805.75,3.5,,,3.5,
806.0,3.5,,,3.5,
806.25,3.5,,,3.5,
806.5,3.5,,,3.5,
806.75,3.5,,,3.5,
807.0,3.6,,,3.6,
807.25,3.6,,,3.6,
807.5,3.6,,,3.6,
807.75,3.5,,,3.5,
808.0,3.5,,,3.5,
808.25,3.6,,,3.6,
808.5,3.5,,,3.5,
808.75,3.5,,,3.5,
809.0,3.5,,,3.5,
809.25,3.4,,,3.4,
809.5,3.2,,,3.2,
809.75,3.2,,,3.2,
810.0,3.0,,,3.0,
810.25,2.8,,,2.8,
810.5,2.7,,,2.7,
810.75,2.6,,,2.6,
811.0,2.6,,,2.6,
811.25,2.5,,,2.5,
811.5,2.4,,,2.4,
811.75,2.3,,,2.3,
812.0,2.2,,,2.2,
812.25,2.2,,,2.2,
812.5,2.2,,,2.2,
812.75,2.1,,,2.1,
813.0,2.2,,,2.2,
813.25,2.3,,,2.3,
813.5,2.4,,,2.4,
813.75,2.5,,,2.5,
814.0,2.5,,,2.5,
814.25,2.6,,,2.6,
814.5,2.7,,,2.7,
814.75,2.7,,,2.7,
815.0,2.7,,,2.7,
815.25,2.8,,,2.8,
815.5,2.8,,,2.8,
815.75,2.9,,,2.9,
816.0,3.0,,,3.0,
816.25,3.1,,,3.1,
816.5,3.2,,,3.2,
816.75,3.2,,,3.2,
817.0,3.4,,,3.4,
817.25,3.3,,,3.3,
817.5,3.4,,,3.4,
817.75,3.4,,,3.4,
818.0,3.5,,,3.5,
818.25,3.5,,,3.5,
818.5,3.6,,,3.6,
818.75,3.6,,,3.6,
819.0,3.7,,,3.7,
819.25,3.7,,,3.7,
819.5,3.7,,,3.7,
819.75,3.7,,,3.7,
820.0,3.7,,,3.7,
820.25,3.7,,,3.7,
820.5,3.7,,,3.7,
820.75,3.8,,,3.8,
821.0,3.8,,,3.8,
821.25,3.8,,,3.8,
821.5,3.8,,,3.8,
821.75,3.8,,,3.8,
822.0,3.8,,,3.8,
822.25,3.8,,,3.8,
822.5,3.8,,,3.8,
