Time after Ignition,Cotton_Raw_R1,Cotton_Raw_R2,Cotton_Raw_R3,Mean,Std. Dev.
31.75,58.9,65.8,81.5,68.8,11.6
32.0,59.1,65.0,82.4,68.8,12.1
32.25,57.5,66.8,82.3,68.9,12.5
32.5,57.9,65.1,82.6,68.5,12.7
32.75,57.6,65.7,82.3,68.5,12.6
33.0,58.2,65.8,81.5,68.5,11.9
33.25,56.1,65.3,82.3,67.9,13.3
33.5,57.3,64.2,82.0,67.8,12.7
33.75,56.6,65.1,80.7,67.5,12.2
34.0,56.2,65.2,81.6,67.7,12.9
34.25,56.0,65.2,81.5,67.6,12.9
34.5,55.2,63.7,81.8,66.9,13.6
34.75,55.9,63.4,82.7,67.3,13.8
35.0,55.3,64.4,81.7,67.1,13.4
35.25,55.2,62.8,80.4,66.1,12.9
35.5,55.5,62.4,81.4,66.4,13.4
35.75,56.1,64.6,83.0,67.9,13.8
36.0,55.8,62.0,81.8,66.6,13.6
36.25,56.1,63.2,81.8,67.0,13.3
36.5,56.1,63.1,81.1,66.7,12.9
36.75,54.9,61.5,81.3,65.9,13.8
37.0,55.0,62.7,81.0,66.2,13.4
37.25,55.3,62.0,80.2,65.8,12.9
37.5,55.6,61.5,81.4,66.2,13.5
37.75,55.7,61.2,82.1,66.3,13.9
38.0,54.4,62.0,80.5,65.6,13.4
38.25,55.1,61.8,79.9,65.6,12.9
38.5,55.1,62.5,80.6,66.1,13.2
38.75,54.9,61.4,81.2,65.8,13.7
39.0,54.5,61.8,80.3,65.5,13.3
39.25,55.2,61.4,80.4,65.7,13.1
39.5,54.9,60.8,80.3,65.4,13.3
39.75,55.5,60.7,79.6,65.3,12.7
40.0,55.4,60.1,79.2,64.9,12.6
40.25,55.0,60.6,80.1,65.2,13.2
40.5,54.6,61.0,79.5,65.1,12.9
40.75,54.4,61.4,80.2,65.3,13.3
41.0,54.8,61.3,80.2,65.4,13.2
41.25,55.0,60.1,79.7,64.9,13.0
41.5,54.8,60.3,78.2,64.4,12.2
41.75,54.8,60.3,79.7,64.9,13.1
42.0,54.2,60.1,79.8,64.7,13.4
42.25,53.8,60.3,79.4,64.5,13.3
42.5,53.7,59.5,78.6,63.9,13.1
42.75,54.3,59.7,78.5,64.2,12.7
43.0,54.2,60.5,79.0,64.6,12.9
43.25,54.1,60.2,78.0,64.1,12.4
43.5,53.5,60.3,77.5,63.8,12.4
43.75,53.8,60.2,78.4,64.2,12.8
44.0,54.0,59.6,79.4,64.3,13.4
44.25,53.4,59.0,78.3,63.5,13.1
44.5,52.5,59.5,78.1,63.4,13.2
44.75,53.4,59.3,77.1,63.2,12.3
45.0,52.7,59.8,78.1,63.5,13.1
45.25,53.4,58.5,76.4,62.8,12.1
45.5,51.6,59.5,78.8,63.3,14.0
45.75,52.3,59.0,77.0,62.8,12.7
46.0,52.0,58.4,77.9,62.8,13.5
46.25,51.4,59.6,78.1,63.0,13.7
46.5,51.3,59.0,77.3,62.5,13.3
46.75,52.3,59.0,77.5,62.9,13.1
47.0,51.5,58.9,77.0,62.5,13.1
47.25,51.2,58.9,76.9,62.3,13.2
47.5,51.4,58.0,76.8,62.1,13.2
47.75,51.8,59.6,76.3,62.6,12.5
48.0,51.0,59.7,76.8,62.5,13.1
48.25,50.3,58.9,78.2,62.5,14.3
48.5,50.8,59.6,76.4,62.3,13.0
48.75,50.9,59.4,76.6,62.3,13.1
49.0,49.5,59.6,77.4,62.2,14.1
49.25,50.6,59.1,77.8,62.5,13.9
49.5,49.7,58.9,77.8,62.1,14.3
49.75,49.8,59.0,77.4,62.1,14.1
50.0,49.7,58.6,76.9,61.7,13.9
50.25,49.5,59.0,77.1,61.9,14.1
50.5,49.7,57.7,77.2,61.5,14.1
50.75,50.3,57.5,76.3,61.4,13.4
51.0,48.6,58.0,75.7,60.7,13.7
51.25,49.5,58.5,77.0,61.7,14.1
51.5,49.3,57.8,76.4,61.2,13.9
51.75,49.4,57.1,76.4,61.0,13.9
52.0,49.1,57.6,77.7,61.5,14.7
52.25,49.5,57.5,76.7,61.3,14.0
52.5,49.0,57.7,76.4,61.0,14.0
52.75,48.3,57.4,76.9,60.9,14.6
53.0,49.6,57.1,78.0,61.6,14.7
53.25,48.5,57.3,75.6,60.4,13.8
53.5,49.4,56.7,76.5,60.9,14.0
53.75,49.2,56.4,77.1,60.9,14.5
54.0,48.3,56.3,76.8,60.4,14.7
54.25,48.9,56.4,76.1,60.4,14.0
54.5,48.3,56.1,75.9,60.1,14.2
54.75,48.4,56.2,74.9,59.8,13.6
55.0,48.5,57.2,74.2,59.9,13.1
55.25,48.1,55.7,75.0,59.6,13.9
55.5,47.6,55.6,76.8,60.0,15.1
55.75,48.3,54.7,76.5,59.8,14.8
56.0,46.8,56.2,76.3,59.8,15.1
56.25,48.2,55.6,76.4,60.1,14.6
56.5,46.6,55.7,76.3,59.5,15.2
56.75,46.4,55.7,75.4,59.2,14.8
57.0,46.2,55.0,75.8,59.0,15.2
57.25,45.9,55.6,76.7,59.4,15.8
57.5,46.1,55.2,75.8,59.1,15.2
57.75,45.2,55.5,76.5,59.1,15.9
58.0,45.7,54.8,75.4,58.6,15.2
58.25,45.3,55.5,76.8,59.2,16.1
58.5,45.5,55.3,76.3,59.0,15.8
58.75,44.5,54.8,75.9,58.4,16.0
59.0,44.6,54.2,75.9,58.2,16.1
59.25,44.3,54.5,76.5,58.4,16.5
59.5,44.5,54.4,75.6,58.1,15.9
59.75,43.6,53.5,76.3,57.8,16.8
60.0,43.3,54.8,75.9,58.0,16.5
60.25,43.5,53.8,75.8,57.7,16.5
60.5,43.1,53.8,75.7,57.5,16.6
60.75,42.5,54.4,76.8,57.9,17.4
61.0,42.6,54.3,76.3,57.7,17.1
61.25,42.8,53.8,76.9,57.8,17.4
61.5,42.7,53.6,75.9,57.4,16.9
61.75,41.9,53.5,74.8,56.7,16.7
62.0,42.1,52.6,76.4,57.0,17.6
62.25,42.2,52.7,75.3,56.7,16.9
62.5,41.6,52.5,75.4,56.5,17.2
62.75,41.9,51.4,74.1,55.8,16.6
63.0,41.3,52.4,77.1,56.9,18.3
63.25,41.5,52.1,75.6,56.4,17.5
63.5,41.8,50.6,75.0,55.8,17.2
63.75,41.2,51.0,75.1,55.8,17.5
64.0,41.0,51.1,75.5,55.9,17.7
64.25,40.9,51.0,74.9,55.6,17.4
64.5,41.3,50.5,74.2,55.3,17.0
64.75,41.2,50.2,73.3,54.9,16.6
65.0,41.3,50.4,73.4,55.0,16.5
65.25,41.1,50.4,74.1,55.2,17.0
65.5,40.5,50.1,72.3,54.3,16.3
65.75,40.7,49.7,73.8,54.7,17.1
66.0,39.8,48.9,72.8,53.9,17.0
66.25,40.3,50.0,74.5,55.0,17.6
66.5,39.9,49.2,73.0,54.0,17.1
66.75,40.7,49.2,73.0,54.3,16.7
67.0,40.1,48.9,72.4,53.8,16.7
67.25,39.2,48.8,73.0,53.7,17.4
67.5,40.1,48.6,72.9,53.9,17.0
67.75,39.1,48.7,72.1,53.3,16.9
68.0,39.8,49.2,71.1,53.4,16.1
68.25,39.6,48.8,72.1,53.5,16.8
68.5,39.0,49.0,72.0,53.3,16.9
68.75,39.5,48.4,71.2,53.1,16.3
69.0,39.6,48.0,72.7,53.4,17.2
69.25,38.8,47.6,71.8,52.7,17.1
69.5,39.0,47.9,71.6,52.8,16.9
69.75,38.7,47.9,72.4,53.0,17.4
70.0,39.1,47.6,72.1,52.9,17.1
70.25,39.1,47.9,71.1,52.7,16.5
70.5,38.8,47.9,70.6,52.4,16.4
70.75,38.6,47.8,70.5,52.3,16.4
71.0,39.0,48.4,70.9,52.8,16.4
71.25,38.3,47.4,70.3,52.0,16.5
71.5,38.3,47.4,70.0,51.9,16.3
71.75,37.8,46.4,69.9,51.4,16.6
72.0,38.1,47.3,69.5,51.6,16.1
72.25,37.7,46.9,69.0,51.2,16.1
72.5,37.9,47.7,70.0,51.9,16.5
72.75,37.5,46.6,69.5,51.2,16.5
73.0,38.1,46.1,69.7,51.3,16.4
73.25,37.3,45.4,68.8,50.5,16.3
73.5,37.2,46.4,68.7,50.8,16.2
73.75,37.6,45.7,68.5,50.6,16.0
74.0,37.2,45.4,68.2,50.2,16.0
74.25,38.0,46.1,68.1,50.7,15.6
74.5,38.0,45.5,68.2,50.5,15.7
74.75,37.4,45.0,68.6,50.3,16.3
75.0,37.4,45.6,67.9,50.3,15.8
75.25,38.3,45.0,67.9,50.4,15.5
75.5,37.3,44.4,67.8,49.9,15.9
75.75,37.3,43.9,67.1,49.4,15.6
76.0,37.1,44.3,66.2,49.2,15.1
76.25,37.4,43.7,67.3,49.4,15.8
76.5,37.3,43.7,66.7,49.2,15.4
76.75,37.4,44.0,67.0,49.5,15.5
77.0,36.8,44.5,65.9,49.0,15.1
77.25,37.6,43.5,65.9,49.0,14.9
77.5,36.9,43.8,66.9,49.2,15.7
77.75,36.8,44.0,66.5,49.1,15.5
78.0,36.8,42.8,65.6,48.4,15.2
78.25,37.1,42.9,65.9,48.6,15.2
78.5,37.0,42.5,66.9,48.8,15.9
78.75,37.1,42.5,65.4,48.3,15.0
79.0,37.2,42.0,66.1,48.4,15.4
79.25,37.0,42.9,65.5,48.5,15.1
79.5,37.2,42.0,65.5,48.2,15.1
79.75,37.2,41.8,65.4,48.1,15.1
80.0,37.2,41.6,65.4,48.0,15.2
80.25,37.3,41.3,64.7,47.8,14.8
80.5,37.3,41.0,65.1,47.8,15.1
80.75,37.2,41.2,64.5,47.6,14.7
81.0,37.1,41.4,64.3,47.6,14.6
81.25,37.3,40.1,64.5,47.3,15.0
81.5,37.3,40.3,64.8,47.4,15.1
81.75,37.1,40.1,64.9,47.4,15.2
82.0,37.2,40.2,63.7,47.0,14.5
82.25,37.2,40.3,64.2,47.2,14.8
82.5,37.0,39.7,63.9,46.9,14.8
82.75,36.6,39.0,64.6,46.7,15.5
83.0,37.3,38.9,62.7,46.3,14.2
83.25,37.5,39.3,64.1,47.0,14.9
83.5,37.7,39.0,62.7,46.5,14.1
83.75,37.3,39.1,63.6,46.7,14.7
84.0,36.9,38.8,63.9,46.5,15.1
84.25,37.0,38.2,63.4,46.2,14.9
84.5,36.8,37.9,63.2,46.0,14.9
84.75,38.0,37.3,63.5,46.3,14.9
85.0,37.0,38.3,63.5,46.3,14.9
85.25,37.0,37.1,63.0,45.7,15.0
85.5,37.4,37.2,63.0,45.9,14.8
85.75,37.7,37.5,62.5,45.9,14.4
86.0,37.7,37.5,62.7,46.0,14.5
86.25,36.8,37.1,62.0,45.3,14.5
86.5,36.4,36.7,62.6,45.2,15.0
86.75,37.5,36.3,63.1,45.6,15.2
87.0,37.2,36.4,63.0,45.5,15.1
87.25,37.4,37.0,62.6,45.7,14.6
87.5,36.6,36.6,62.8,45.4,15.1
87.75,37.2,36.2,62.8,45.4,15.1
88.0,37.1,35.9,62.5,45.2,15.0
88.25,37.2,36.0,62.4,45.2,14.9
88.5,37.2,35.7,63.2,45.3,15.5
88.75,37.1,34.9,62.1,44.7,15.1
89.0,37.7,35.0,62.7,45.1,15.3
89.25,37.2,34.8,61.4,44.5,14.7
89.5,37.4,34.7,62.5,44.9,15.3
89.75,36.8,34.2,62.2,44.4,15.5
90.0,37.2,33.8,62.1,44.4,15.5
90.25,37.4,34.0,61.6,44.3,15.1
90.5,37.3,33.9,62.1,44.5,15.4
90.75,36.9,33.4,61.5,43.9,15.3
91.0,36.9,33.0,61.8,43.9,15.6
91.25,37.5,33.1,61.4,44.0,15.2
91.5,37.0,32.7,62.1,43.9,15.8
91.75,36.9,31.9,61.2,43.3,15.7
92.0,37.1,31.9,62.1,43.7,16.2
92.25,37.2,31.1,61.2,43.2,15.9
92.5,36.7,31.1,62.4,43.4,16.7
92.75,37.7,31.0,61.6,43.4,16.1
93.0,37.6,30.3,61.1,43.0,16.1
93.25,37.6,30.0,61.7,43.1,16.6
93.5,37.6,30.0,62.6,43.4,17.0
93.75,36.9,29.5,61.7,42.7,16.9
94.0,37.2,29.2,60.8,42.4,16.4
94.25,37.1,29.5,60.4,42.3,16.1
94.5,36.7,29.5,61.3,42.5,16.7
94.75,37.0,29.1,59.9,42.0,16.0
95.0,37.1,29.2,59.8,42.0,15.9
95.25,36.9,28.7,60.3,42.0,16.4
95.5,36.9,28.9,60.9,42.3,16.7
95.75,37.4,28.7,60.4,42.2,16.4
96.0,37.8,28.5,59.9,42.0,16.1
96.25,37.2,28.4,59.0,41.5,15.7
96.5,37.3,28.0,58.9,41.4,15.8
96.75,36.7,27.8,60.2,41.5,16.7
97.0,36.9,28.2,58.9,41.3,15.8
97.25,36.4,28.2,59.9,41.5,16.4
97.5,37.1,28.4,59.3,41.6,15.9
97.75,37.6,28.4,58.9,41.6,15.7
98.0,36.3,27.9,57.5,40.6,15.3
98.25,36.7,28.2,58.2,41.0,15.5
98.5,36.7,27.7,58.5,41.0,15.8
98.75,37.0,27.8,57.8,40.9,15.3
99.0,36.7,,57.9,47.3,15.0
99.25,36.5,,56.4,46.4,14.0
99.5,36.1,,56.7,46.4,14.6
99.75,36.5,,56.9,46.7,14.4
100.0,36.1,,56.6,46.4,14.5
100.25,36.7,,56.3,46.5,13.9
100.5,36.2,,56.4,46.3,14.3
100.75,36.7,,56.1,46.4,13.7
101.0,36.3,,56.6,46.5,14.3
101.25,36.3,,56.6,46.5,14.4
101.5,36.2,,55.1,45.7,13.3
101.75,36.6,,56.5,46.5,14.1
102.0,37.1,,54.7,45.9,12.5
102.25,37.7,,55.6,46.7,12.6
102.5,37.3,,55.0,46.1,12.6
102.75,36.7,,54.9,45.8,12.9
103.0,37.1,,54.7,45.9,12.5
103.25,37.0,,54.3,45.6,12.3
103.5,37.3,,54.6,45.9,12.2
103.75,37.9,,53.9,45.9,11.3
104.0,37.2,,53.3,45.3,11.4
104.25,37.8,,53.7,45.7,11.2
104.5,37.4,,53.2,45.3,11.2
104.75,37.8,,52.7,45.2,10.5
105.0,37.6,,52.3,44.9,10.4
105.25,37.5,,52.2,44.9,10.4
105.5,37.9,,52.1,45.0,10.1
105.75,37.7,,52.5,45.1,10.5
106.0,37.1,,51.8,44.4,10.4
106.25,37.1,,52.6,44.8,10.9
106.5,37.7,,52.8,45.2,10.7
106.75,37.6,,51.5,44.5,9.9
107.0,37.8,,52.1,44.9,10.1
107.25,36.9,,51.7,44.3,10.5
107.5,37.4,,50.9,44.2,9.6
107.75,37.6,,52.0,44.8,10.2
108.0,37.6,,51.8,44.7,10.1
108.25,37.4,,52.2,44.8,10.5
108.5,37.0,,52.0,44.5,10.6
108.75,36.7,,51.6,44.1,10.5
109.0,36.9,,52.0,44.4,10.7
109.25,37.4,,50.9,44.1,9.5
109.5,36.8,,51.4,44.1,10.3
109.75,36.4,,51.4,43.9,10.5
110.0,36.9,,51.0,43.9,10.0
110.25,36.5,,51.0,43.7,10.2
110.5,37.0,,50.9,44.0,9.8
110.75,36.3,,50.3,43.3,9.8
111.0,36.6,,50.9,43.8,10.1
111.25,36.8,,51.0,43.9,10.0
111.5,36.7,,50.6,43.7,9.8
111.75,36.2,,51.7,44.0,11.0
112.0,36.7,,50.3,43.5,9.6
112.25,36.9,,49.9,43.4,9.2
112.5,36.2,,50.1,43.1,9.8
112.75,36.0,,50.3,43.2,10.1
113.0,36.8,,50.4,43.6,9.6
113.25,36.6,,50.0,43.3,9.5
113.5,36.2,,49.2,42.7,9.1
113.75,36.4,,50.3,43.4,9.8
114.0,35.9,,49.2,42.6,9.4
114.25,36.0,,49.6,42.8,9.6
114.5,36.7,,48.6,42.6,8.4
114.75,36.3,,48.3,42.3,8.6
115.0,35.8,,48.2,42.0,8.8
115.25,35.8,,48.2,42.0,8.8
115.5,35.5,,47.2,41.3,8.3
115.75,36.5,,47.2,41.9,7.6
116.0,35.2,,47.6,41.4,8.7
116.25,34.7,,47.7,41.2,9.2
116.5,35.5,,47.0,41.2,8.1
116.75,35.0,,47.2,41.1,8.7
117.0,35.4,,47.5,41.5,8.5
117.25,35.1,,47.2,41.1,8.5
117.5,34.6,,46.7,40.7,8.6
117.75,34.9,,46.3,40.6,8.1
118.0,34.6,,46.4,40.5,8.4
118.25,34.3,,45.9,40.1,8.2
118.5,34.7,,45.7,40.2,7.8
118.75,34.5,,45.9,40.2,8.0
119.0,34.8,,45.8,40.3,7.8
119.25,34.3,,45.7,40.0,8.0
119.5,34.2,,45.2,39.7,7.8
119.75,33.6,,44.5,39.0,7.7
120.0,34.0,,45.3,39.7,8.0
120.25,34.7,,44.7,39.7,7.1
120.5,34.7,,44.2,39.4,6.7
120.75,34.6,,45.2,39.9,7.5
121.0,34.0,,44.7,39.3,7.6
121.25,33.9,,44.0,39.0,7.2
121.5,33.5,,43.7,38.6,7.2
121.75,33.7,,43.9,38.8,7.2
122.0,33.9,,43.5,38.7,6.8
122.25,33.8,,43.6,38.7,7.0
122.5,33.8,,43.8,38.8,7.1
122.75,33.9,,43.7,38.8,7.0
123.0,34.1,,43.7,38.9,6.9
123.25,33.7,,43.3,38.5,6.8
123.5,33.3,,43.4,38.4,7.1
123.75,33.2,,43.5,38.4,7.3
124.0,33.5,,43.1,38.3,6.8
124.25,33.1,,42.4,37.8,6.6
124.5,33.5,,42.2,37.9,6.1
124.75,32.9,,42.5,37.7,6.8
125.0,33.3,,41.6,37.5,5.9
125.25,32.8,,41.8,37.3,6.4
125.5,32.8,,42.0,37.4,6.5
125.75,32.8,,41.7,37.2,6.2
126.0,32.7,,41.7,37.2,6.4
126.25,32.8,,40.8,36.8,5.7
126.5,32.9,,40.5,36.7,5.4
126.75,32.7,,40.1,36.4,5.2
127.0,32.3,,40.6,36.5,5.9
127.25,32.2,,40.2,36.2,5.6
127.5,32.0,,40.4,36.2,5.9
127.75,32.5,,39.2,35.9,4.8
128.0,32.1,,39.5,35.8,5.2
128.25,31.9,,39.7,35.8,5.5
128.5,31.7,,39.3,35.5,5.4
128.75,31.4,,39.2,35.3,5.6
129.0,31.2,,39.0,35.1,5.5
129.25,31.9,,39.1,35.5,5.1
129.5,31.4,,38.4,34.9,5.0
129.75,30.9,,38.7,34.8,5.5
130.0,31.2,,38.2,34.7,4.9
130.25,30.5,,38.6,34.5,5.7
130.5,30.4,,38.5,34.5,5.8
130.75,30.2,,38.0,34.1,5.5
131.0,29.9,,38.1,34.0,5.8
131.25,30.0,,38.2,34.1,5.8
131.5,30.1,,38.1,34.1,5.7
131.75,29.6,,38.4,34.0,6.2
132.0,29.6,,37.7,33.7,5.8
132.25,29.5,,38.9,34.2,6.7
132.5,30.0,,38.3,34.1,5.9
132.75,29.7,,37.7,33.7,5.6
133.0,28.9,,38.1,33.5,6.5
133.25,29.0,,38.2,33.6,6.5
133.5,28.9,,37.8,33.4,6.3
133.75,29.2,,37.5,33.4,5.9
134.0,29.2,,37.4,33.3,5.8
134.25,28.7,,37.4,33.1,6.1
134.5,28.9,,37.3,33.1,6.0
134.75,28.4,,37.2,32.8,6.2
135.0,28.2,,37.0,32.6,6.2
135.25,28.3,,36.8,32.6,6.0
135.5,28.4,,36.5,32.5,5.8
135.75,28.2,,36.5,32.4,5.8
136.0,28.3,,36.1,32.2,5.5
136.25,28.1,,35.8,31.9,5.4
136.5,27.9,,36.2,32.0,5.9
136.75,27.4,,35.9,31.6,6.0
137.0,27.4,,35.4,31.4,5.6
137.25,27.1,,35.1,31.1,5.6
137.5,27.7,,35.3,31.5,5.4
137.75,27.5,,34.4,30.9,4.9
138.0,27.4,,34.8,31.1,5.2
138.25,27.3,,34.6,31.0,5.1
138.5,26.9,,34.1,30.5,5.1
138.75,26.8,,33.8,30.3,4.9
139.0,27.1,,33.8,30.4,4.7
139.25,26.5,,34.0,30.2,5.3
139.5,26.6,,33.4,30.0,4.8
139.75,26.3,,33.7,30.0,5.3
140.0,26.2,,,26.2,
140.25,26.4,,,26.4,
140.5,26.3,,,26.3,
140.75,25.8,,,25.8,
141.0,26.1,,,26.1,
141.25,25.8,,,25.8,
141.5,25.9,,,25.9,
141.75,25.9,,,25.9,
142.0,25.3,,,25.3,
142.25,25.6,,,25.6,
142.5,25.6,,,25.6,
142.75,25.4,,,25.4,
143.0,25.4,,,25.4,
143.25,25.7,,,25.7,
143.5,25.3,,,25.3,
143.75,25.4,,,25.4,
144.0,25.6,,,25.6,
144.25,24.9,,,24.9,
144.5,25.2,,,25.2,
144.75,25.2,,,25.2,
