Time after Ignition,PVC_R1,PVC_R2,PVC_R3,Mean,Std. Dev.
20.75,101.09533629451177,93.18598427237123,93.11568329383918,95.7990012869074,4.586895348869141
21.0,100.59781335661481,93.3987699935669,94.49557813623787,96.16405382880653,3.8787130195827033
21.25,101.14475259137973,92.57633322850734,94.10322112052208,95.94143564680304,4.570418698323427
21.5,98.1290415556763,93.10218206319213,91.44297032077077,94.22473131321306,3.481519029619068
21.75,97.16982355168761,92.6107331457813,90.81244901731917,93.53100190492937,3.277075477366526
22.0,97.7862424362776,91.25035527143747,91.35272522146617,93.46310764306043,3.74429442377479
22.25,97.13839071275498,91.02630144855047,91.3435197085378,93.16940395661442,3.440900864444042
22.5,96.41381329221657,90.89913195194264,91.43095520019354,92.9146334814509,3.04202292938392
22.75,95.61092158971375,91.53739376680119,90.30462196518349,92.48431244056614,2.776993906613067
23.0,93.59465062309162,90.94288623863112,89.54042023945549,91.35931903372608,2.058945896696306
23.25,93.79846040404769,90.71119668555689,87.94181958809034,90.81715889256498,2.92975790873067
23.5,95.46713711942498,91.76956356326409,87.39607426027118,91.54425831432007,4.040245754963955
23.75,93.20939025922321,90.43609224502423,87.65778192400396,90.4344214760838,2.7758045447258386
24.0,92.6253726702998,89.63452995392329,88.07808873849861,90.11266378757391,2.311040190318072
24.25,91.24040152333777,90.4293731170173,87.00748883048264,89.55908782361257,2.2466496912671823
24.5,91.38618362911994,89.22361158280367,86.77065278530277,89.12681599907546,2.3092873968670227
24.75,89.96621070414128,87.64484945146509,85.47792238423665,87.696327513281,2.244586933888798
25.0,88.81752846636584,88.81484164305819,85.68237337795546,87.77158116245982,1.8093075139069426
25.25,87.08537369697976,88.63829170356965,86.57536927974665,87.43301156009869,1.074500486078698
25.5,87.57500708853716,88.03631167264653,85.44192286206494,87.01774720774955,1.384058256060529
25.75,86.59241947431248,88.14435877572556,84.12772427280264,86.28816750761355,2.025528357478079
26.0,85.99316090613394,88.84916108145592,85.06027220330847,86.63419806363277,1.9741114990567266
26.25,87.47957151582214,87.37671497687458,84.931737878278,86.59600812365824,1.442217547440252
26.5,85.16886110956433,86.27928756652558,83.8206546928065,85.08960112296548,1.231231298757377
26.75,84.24693886386252,88.98917419846454,83.09974920623766,85.4452874228549,3.122236559967227
27.0,83.95469926231573,85.68971920592298,83.40577639845681,84.35006495556517,1.1921972196298227
27.25,83.51392562124933,86.73637324027344,83.8001591464628,84.68348600266187,1.783603631836517
27.5,82.3771785262852,85.74331114062394,81.02178928989053,83.04742631893323,2.431073060276145
27.75,81.60239686058785,85.99128028182066,82.18349520183158,83.25905744808004,2.3839463145086417
28.0,79.93611464745389,85.85210609741239,82.68974366724821,82.8259881373715,2.9603480582061446
28.25,79.78727639180487,85.62025339679435,81.75271189411028,82.38674722756984,2.9677273776815167
28.5,78.82182849610922,86.57129716334639,78.8791696714116,81.42409844362241,4.457697050926905
28.75,77.62997348505914,87.37106407532305,79.11350686979414,81.37151481005878,5.248443708915589
29.0,76.72190916078442,85.79575217076648,79.81988355361767,80.77918162838952,4.612358002111913
29.25,73.63503022518213,84.33523129569475,78.94940744224365,78.97322298770685,5.350140289983444
29.5,73.20999522146084,85.16247393515457,76.21178252550594,78.19475056070712,6.218083187108194
29.75,73.56067364725625,84.05028021186587,76.7292636158169,78.11340582497967,5.380041701647375
30.0,70.6290514946941,84.52428214120198,75.72879383677308,76.96070915755638,7.029051870494231
30.25,68.3876647747872,83.76659417870748,75.76786469385615,75.9740412157836,7.69153749073204
30.5,65.80727738765407,84.90545493467391,73.56760488936587,74.76011240389795,9.604772357194877
30.75,64.00830587039299,84.02706087394338,73.87539650202739,73.97025441545459,10.009714605864062
31.0,61.76743806006386,84.82153825315196,73.829159733137,73.47271201545094,11.531182730310835
31.25,58.11239742425909,84.57049734594409,72.60497858413886,71.76262445144734,13.249148396410758
31.5,55.407958250630585,84.08102856471119,72.34840799037283,70.61246493523821,14.41514356595366
31.75,54.08230499381201,83.62790922724187,72.668895526579,70.12636991587763,14.935997112359841
32.0,50.875496621648324,82.93252749467459,71.27101297274355,68.35967902968882,16.225603412339606
32.25,48.95078788765484,83.81741139088689,69.89327761457729,67.55382563103967,17.550644868963985
32.5,47.24970765238276,83.15046189817448,70.70718142515149,67.03578365856958,18.22979456890642
32.75,44.73646364583329,82.33577643720575,68.11903011585503,65.06375673296469,18.98494409206977
33.0,43.55248765856517,82.60475608746846,68.16097138250106,64.77273837617822,19.745379447851356
33.25,41.468368180492824,82.01600938277424,68.08600042436724,63.85679266254476,20.60200112820917
33.5,40.10001726957861,82.46135500410169,66.48908697936325,63.01681975101451,21.393064610835467
33.75,38.65908894274081,80.95117155758406,65.28411471247153,61.631458404265466,21.38133500403073
34.0,37.298729122829684,81.16637468165632,65.31697063834226,61.26069148094276,22.213343561264608
34.25,35.488941250075186,81.68373048009761,65.01564014168878,60.729437290620524,23.39376603204213
34.5,35.001695462744216,79.85827182427839,63.9618932739089,59.607286853643835,22.743132117764628
34.75,33.63186773923279,79.62764447310282,62.410861638423384,58.556791283586335,23.23883093150407
35.0,32.07644690767567,80.0808976505557,62.651785285396876,58.26970994787607,24.300386025312022
35.25,31.058981079191607,80.1907117625052,61.6093419482375,57.619678263311435,24.807656121115677
35.5,29.620591389847835,79.49255000397484,59.84728645532927,56.320142616383976,25.12237293226411
35.75,28.882267831933035,80.23369950315275,60.06960523184319,56.395190855642994,25.87215442182979
36.0,27.383823946313147,78.66499538534158,59.7669441194535,55.271921150369415,25.934408797179117
36.25,26.071958290526833,79.66602180897065,58.47245328098546,54.736811126827654,26.991613101715288
36.5,24.58613711296105,78.7671703783923,56.477488357339375,53.27693194956424,27.231943786974785
36.75,23.970232791843358,77.14008200631973,55.05670781342485,52.055674203862644,26.711661655854172
37.0,22.485780432561892,76.70010104287162,55.35834606365158,51.514742513028374,27.310769048127078
37.25,20.861667121308614,76.98451570370783,54.63702091289505,50.82773457930383,28.254672711415207
37.5,19.89354447985192,77.081577580482,53.599889151175084,50.19167040383633,28.745951867210348
37.75,18.996713326030164,76.83930388309949,51.826673304755424,49.220896837961696,29.009203260937095
38.0,17.307360651583362,75.23973039963504,51.015360478723956,47.85415050998079,29.095271136494055
38.25,15.583425254681138,74.9367243975319,50.29719212795962,46.93911392672422,29.81880357575387
38.5,14.388580238347787,74.73577003804756,50.0488731936739,46.39107449002308,30.339420688232813
38.75,13.422609012811579,73.8427860204792,47.37993059294011,44.881775208743626,30.287456688407563
39.0,12.03345243019971,73.11747331296543,46.64226423830542,43.931063327156856,30.632129530723116
