##Temp./°C,Time/min,DSC/(mW/mg),Mass/%,Gas Flow(purge1)/(ml/min),Gas Flow(protective)/(ml/min),Sensit./(uV/mW)
87.911,17.51,0.02499637,98.12333000000001,50.0,20.0,1.07392
88.845,17.61,0.02421571,98.02556,50.0,20.0,1.07354
89.808,17.71,0.02501466,98.14741,50.0,20.0,1.07314
90.751,17.81,0.0252872,98.12295999999999,50.0,20.0,1.07275
91.703,17.91,0.02239799,98.17148,50.0,20.0,1.07235
92.668,18.01,0.0266241,98.12295999999999,50.0,20.0,1.07195
93.633,18.11,0.02478821,98.11480999999999,50.0,20.0,1.07154
94.603,18.21,0.02611666,98.11519,50.0,20.0,1.07113
95.58,18.31,0.02955748,98.0663,50.0,20.0,1.0707200000000001
96.567,18.41,0.02745691,98.0663,50.0,20.0,1.07031
97.552,18.51,0.03090107,98.06593000000001,50.0,20.0,1.06989
98.542,18.61,0.03091322,98.06593000000001,50.0,20.0,1.0694700000000001
99.531,18.71,0.03753339,98.0663,50.0,20.0,1.06905
100.52,18.81,0.03675495,98.0663,50.0,20.0,1.0686200000000001
101.52,18.91,0.03624062,98.01741,50.0,20.0,1.0682
102.532,19.01,0.0420774,97.96889,50.0,20.0,1.06776
103.532,19.11,0.04182962,98.01741,50.0,20.0,1.06733
104.541,19.21,0.04211155,98.05407,50.0,20.0,1.0669
105.548,19.31,0.04583821,98.06593000000001,50.0,20.0,1.06646
106.571,19.41,0.04532716,97.83037,50.0,20.0,1.06602
107.588,19.51,0.0525059,98.11889000000001,50.0,20.0,1.0655700000000001
108.592,19.61,0.05544568,98.07037,50.0,20.0,1.06514
109.626,19.71,0.05706166,98.11926,50.0,20.0,1.0646799999999998
110.64,19.81,0.06186475,98.11926,50.0,20.0,1.0642399999999999
111.672,19.91,0.06375054,97.98481,50.0,20.0,1.06378
112.703,20.01,0.06298057,97.92,50.0,20.0,1.0633299999999999
113.728,20.11,0.0677928,97.93222,50.0,20.0,1.0628799999999998
114.762,20.21,0.07367336,98.06593000000001,50.0,20.0,1.0624200000000001
115.799,20.31,0.07450359,97.87926,50.0,20.0,1.06196
116.832,20.41,0.07906129,97.94,50.0,20.0,1.0615
117.867,20.51,0.08122627,98.09889,50.0,20.0,1.06104
118.899,20.61,0.08445885,97.91593,50.0,20.0,1.06057
119.945,20.71,0.08396318,97.94037,50.0,20.0,1.0601
120.999,20.81,0.08533413,97.96481,50.0,20.0,1.0596299999999998
122.05,20.91,0.08830705,97.91556,50.0,20.0,1.05915
123.1,21.01,0.09048195,97.81407,50.0,20.0,1.0586799999999998
124.15,21.11,0.09586326,97.91185,50.0,20.0,1.0582
125.201,21.21,0.09777664,97.91185,50.0,20.0,1.05772
126.276,21.31,0.10023,97.94852,50.0,20.0,1.05723
127.329,21.41,0.10240999999999999,97.89148,50.0,20.0,1.05675
128.397,21.51,0.10887999999999999,97.89148,50.0,20.0,1.05626
129.466,21.61,0.10759,97.9037,50.0,20.0,1.05577
130.536,21.71,0.11245999999999999,97.9037,50.0,20.0,1.05528
131.61501,21.81,0.11573,98.00111,50.0,20.0,1.0547799999999998
132.679,21.91,0.119,97.94444,50.0,20.0,1.05429
133.754,22.01,0.11959000000000002,97.89556,50.0,20.0,1.05379
134.828,22.11,0.12046,97.93222,50.0,20.0,1.05329
135.916,22.21,0.12803,97.98111,50.0,20.0,1.0527799999999998
137.009,22.31,0.12702,97.8837,50.0,20.0,1.05227
138.086,22.41,0.13057,97.93222,50.0,20.0,1.05176
139.17598999999998,22.51,0.13198,97.93222,50.0,20.0,1.05125
140.255,22.61,0.13581,97.93222,50.0,20.0,1.05074
141.35699,22.71,0.13964000000000001,97.87111,50.0,20.0,1.0502200000000002
142.46001,22.81,0.13783,97.89556,50.0,20.0,1.0497
143.541,22.91,0.14274,97.89556,50.0,20.0,1.04919
144.646,23.01,0.14793,97.89556,50.0,20.0,1.04866
145.74899,23.11,0.15043,97.79815,50.0,20.0,1.04814
146.89301,23.21,0.15213,97.84704,50.0,20.0,1.04759
147.95799,23.31,0.15436,97.85925999999999,50.0,20.0,1.04708
149.05901,23.41,0.15984,97.83481,50.0,20.0,1.04655
150.16701,23.51,0.16072999999999998,97.87111,50.0,20.0,1.04601
151.27299,23.61,0.1619,97.87111,50.0,20.0,1.04548
152.38499,23.71,0.16414,97.87111,50.0,20.0,1.04494
153.476,23.81,0.16504000000000002,97.90778,50.0,20.0,1.04441
154.58,23.91,0.16918,97.85889,50.0,20.0,1.04388
155.69099,24.01,0.16954,97.76148,50.0,20.0,1.04334
156.80701000000002,24.11,0.17315,97.76148,50.0,20.0,1.0427899999999999
157.90198999999998,24.21,0.17514000000000002,97.76148,50.0,20.0,1.04225
159.02499,24.31,0.1812,97.7737,50.0,20.0,1.0417
160.13,24.41,0.18211,97.81,50.0,20.0,1.04116
161.239,24.51,0.18545999999999999,97.85889,50.0,20.0,1.04061
162.351,24.61,0.18583,97.85889,50.0,20.0,1.04006
163.459,24.71,0.18783,97.88333,50.0,20.0,1.03951
164.575,24.81,0.19147,97.81036999999999,50.0,20.0,1.03896
165.674,24.91,0.19455999999999998,97.81036999999999,50.0,20.0,1.03841
166.8,25.01,0.19685,97.73704000000001,50.0,20.0,1.03785
167.901,25.11,0.20104,97.71296,50.0,20.0,1.0373
169.03101,25.21,0.20142000000000002,97.81851999999999,50.0,20.0,1.03673
170.134,25.31,0.20344,97.94815,50.0,20.0,1.0361799999999999
171.252,25.41,0.209,97.85074,50.0,20.0,1.03562
172.35699,25.51,0.20775,97.77778,50.0,20.0,1.03506
173.48199,25.61,0.21031999999999998,97.77778,50.0,20.0,1.03449
174.591,25.71,0.21208000000000002,97.72889,50.0,20.0,1.03393
175.72301000000002,25.81,0.21274,97.72889,50.0,20.0,1.03336
176.83701000000002,25.91,0.21778000000000003,97.77778,50.0,20.0,1.0327899999999999
177.95,26.01,0.22255999999999998,97.76556,50.0,20.0,1.0322200000000001
179.071,26.11,0.2235,97.76963,50.0,20.0,1.03165
180.196,26.21,0.22445,97.85110999999999,50.0,20.0,1.0310700000000002
181.314,26.31,0.22649,97.80221999999999,50.0,20.0,1.0305
182.439,26.41,0.23184000000000002,97.86296,50.0,20.0,1.0299200000000002
183.56599,26.51,0.23031999999999997,97.86296,50.0,20.0,1.02934
184.674,26.61,0.23346999999999998,97.78556,50.0,20.0,1.02877
185.80098999999998,26.71,0.23333,97.65593,50.0,20.0,1.02819
186.927,26.81,0.23758,97.71259,50.0,20.0,1.0276
188.047,26.91,0.24322,97.8263,50.0,20.0,1.02702
189.172,27.01,0.24639,97.75333,50.0,20.0,1.02643
190.29201,27.11,0.24763000000000002,97.6437,50.0,20.0,1.02585
191.43201000000002,27.21,0.2497,97.74110999999999,50.0,20.0,1.02525
192.565,27.31,0.25454,97.72889,50.0,20.0,1.0246600000000001
193.69099,27.41,0.25661,97.83037,50.0,20.0,1.02407
194.811,27.51,0.26145,97.82667,50.0,20.0,1.02348
195.948,27.61,0.2605,97.76148,50.0,20.0,1.02288
197.077,27.71,0.26397,97.76148,50.0,20.0,1.02229
198.21001,27.81,0.26938,97.71259,50.0,20.0,1.02169
199.338,27.91,0.26871,97.82222,50.0,20.0,1.02109
200.467,28.01,0.27413000000000004,97.72074,50.0,20.0,1.02049
201.60201,28.11,0.27928000000000003,97.61926,50.0,20.0,1.01988
202.739,28.21,0.28138,97.72074,50.0,20.0,1.01928
203.86301,28.31,0.2846,97.76963,50.0,20.0,1.01868
204.998,28.41,0.28865999999999997,97.70852,50.0,20.0,1.01807
206.12,28.51,0.29216,97.68406999999999,50.0,20.0,1.01747
207.263,28.61,0.29595,97.74519000000001,50.0,20.0,1.01685
208.383,28.71,0.30141,97.69667,50.0,20.0,1.01625
209.519,28.81,0.30159,97.69667,50.0,20.0,1.0156399999999999
210.645,28.91,0.30595,97.64778000000001,50.0,20.0,1.0150299999999999
211.783,29.01,0.31003000000000003,97.62333000000001,50.0,20.0,1.01441
212.92101,29.11,0.3144,97.63556,50.0,20.0,1.01379
214.052,29.21,0.31766,97.68444000000001,50.0,20.0,1.01318
215.174,29.31,0.31981,97.68444000000001,50.0,20.0,1.01257
216.314,29.41,0.32726,97.68444000000001,50.0,20.0,1.01195
217.429,29.51,0.33333,97.63556,50.0,20.0,1.01134
218.56,29.61,0.34052,97.63556,50.0,20.0,1.01072
219.696,29.71,0.34353,97.53815,50.0,20.0,1.01009
220.83701000000002,29.81,0.35326,97.53815,50.0,20.0,1.00947
221.955,29.91,0.3602,97.58667,50.0,20.0,1.00885
223.08098999999999,30.01,0.36939,97.55,50.0,20.0,1.00823
224.214,30.11,0.37971,97.50148,50.0,20.0,1.0076100000000001
225.342,30.21,0.38865,97.55037,50.0,20.0,1.00698
226.457,30.31,0.40096,97.50148,50.0,20.0,1.0063600000000001
227.592,30.41,0.39896,97.50148,50.0,20.0,1.00573
228.72301000000002,30.51,0.39443,97.55037,50.0,20.0,1.0051
229.854,30.61,0.38624,97.59889,50.0,20.0,1.00447
230.98199,30.71,0.37888,97.57481,50.0,20.0,1.00384
232.103,30.81,0.38194,97.5137,50.0,20.0,1.00321
233.271,30.91,0.3788,97.45296,50.0,20.0,1.0025600000000001
234.36501,31.01,0.3827,97.42851999999999,50.0,20.0,1.00195
235.496,31.11,0.3869,97.47740999999999,50.0,20.0,1.0013100000000001
236.629,31.21,0.38997,97.47740999999999,50.0,20.0,1.0006700000000002
237.76199,31.31,0.39304,97.47740999999999,50.0,20.0,1.00003
238.88901,31.41,0.40149,97.52593,50.0,20.0,0.9994
240.00999,31.51,0.41391000000000006,97.37556,50.0,20.0,0.99876
241.14799,31.61,0.42041000000000006,97.32667,50.0,20.0,0.9981200000000001
242.26601000000002,31.71,0.43371000000000004,97.48926,50.0,20.0,0.9974799999999999
243.39799,31.81,0.44561000000000006,97.47704,50.0,20.0,0.99684
244.521,31.91,0.45951000000000003,97.39185,50.0,20.0,0.9962
245.661,32.01,0.47626999999999997,97.57037,50.0,20.0,0.99555
246.77698999999998,32.11,0.49788000000000004,97.18852,50.0,20.0,0.9949100000000001
247.92999,32.21,0.5252100000000001,97.24148000000001,50.0,20.0,0.99425
249.02,32.31,0.581,97.31036999999999,50.0,20.0,0.9936200000000001
250.159,32.41,0.6846800000000001,97.35925999999999,50.0,20.0,0.99297
251.26601000000002,32.51,0.8004399999999999,97.35925999999999,50.0,20.0,0.9923299999999999
252.392,32.61,0.93175,97.2537,50.0,20.0,0.9916799999999999
253.52,32.71,1.06695,97.20519,50.0,20.0,0.99103
254.618,32.81,1.16549,97.13593,50.0,20.0,0.9904
255.73801,32.91,1.1745299999999999,97.17667,50.0,20.0,0.98975
256.866,33.01,1.09132,97.2337,50.0,20.0,0.9890899999999999
257.98401,33.11,0.9668200000000001,97.18481,50.0,20.0,0.98845
259.11401,33.21,0.8513299999999999,97.18481,50.0,20.0,0.98779
260.229,33.31,0.77059,97.18481,50.0,20.0,0.98714
261.37701,33.41,0.70323,97.13593,50.0,20.0,0.9864700000000001
262.50101,33.51,0.65067,97.13593,50.0,20.0,0.9858100000000001
263.63501,33.61,0.61324,97.13593,50.0,20.0,0.98515
264.758,33.71,0.58122,97.08704,50.0,20.0,0.98449
265.88599,33.81,0.55748,97.03444,50.0,20.0,0.98383
267.017,33.91,0.53918,96.93296,50.0,20.0,0.98316
268.151,34.01,0.52632,97.05444,50.0,20.0,0.98249
269.272,34.11,0.51746,97.07889,50.0,20.0,0.98183
270.39301,34.21,0.51579,97.03036999999999,50.0,20.0,0.9811700000000001
271.51999,34.31,0.5100899999999999,96.98148,50.0,20.0,0.98051
272.64898999999997,34.41,0.50785,96.93259,50.0,20.0,0.9798399999999999
273.77898999999996,34.51,0.50964,96.8963,50.0,20.0,0.9791700000000001
274.909,34.61,0.5079600000000001,96.92074000000001,50.0,20.0,0.97849
276.02701,34.71,0.5112,96.97333,50.0,20.0,0.97783
277.15398999999996,34.81,0.51473,96.87185,50.0,20.0,0.97716
278.26599,34.91,0.51913,96.57925999999999,50.0,20.0,0.9765
279.38599,35.01,0.5160100000000001,96.72148,50.0,20.0,0.97583
280.51401,35.11,0.5155,96.97740999999999,50.0,20.0,0.97515
281.63,35.21,0.51847,96.81481,50.0,20.0,0.9744799999999999
282.755,35.31,0.5220199999999999,96.81481,50.0,20.0,0.9738100000000001
283.88101,35.41,0.52441,96.69296,50.0,20.0,0.9731299999999999
284.98901,35.51,0.5250600000000001,96.64444,50.0,20.0,0.97246
286.11801,35.61,0.5260100000000001,96.62,50.0,20.0,0.97178
287.237,35.71,0.5287,96.67667,50.0,20.0,0.97111
288.35999,35.81,0.5261600000000001,96.62778,50.0,20.0,0.9704299999999999
289.47299,35.91,0.5309,96.62778,50.0,20.0,0.9697600000000001
290.578,36.01,0.5303899999999999,96.57925999999999,50.0,20.0,0.96909
291.71301,36.11,0.5290199999999999,96.57925999999999,50.0,20.0,0.9684
292.81601,36.21,0.53172,96.53036999999999,50.0,20.0,0.96773
293.927,36.31,0.5312100000000001,96.38444,50.0,20.0,0.96705
295.05099,36.41,0.53393,96.33148,50.0,20.0,0.9663700000000001
296.17801000000003,36.51,0.5343100000000001,96.33148,50.0,20.0,0.9656799999999999
297.285,36.61,0.5323399999999999,96.28296,50.0,20.0,0.96501
298.401,36.71,0.53213,96.23406999999999,50.0,20.0,0.9643200000000001
299.51501,36.81,0.53104,96.23406999999999,50.0,20.0,0.9636399999999999
300.63,36.91,0.5290699999999999,96.18519,50.0,20.0,0.96296
301.74701,37.01,0.52915,96.18519,50.0,20.0,0.9622700000000001
302.87399,37.11,0.5280699999999999,96.08778000000001,50.0,20.0,0.9615799999999999
303.983,37.21,0.52609,96.03889000000001,50.0,20.0,0.9609
305.10999,37.31,0.52382,95.99,50.0,20.0,0.9602
306.19501,37.41,0.5274300000000001,95.99,50.0,20.0,0.9595299999999999
307.32198999999997,37.51,0.52545,95.94148,50.0,20.0,0.9588399999999999
308.44601,37.61,0.52465,95.89259,50.0,20.0,0.95814
309.53699,37.71,0.52355,95.84407,50.0,20.0,0.95747
310.64301,37.81,0.52363,95.84407,50.0,20.0,0.95678
311.76901000000004,37.91,0.52667,95.79519,50.0,20.0,0.9560799999999999
312.86899,38.01,0.52705,95.84407,50.0,20.0,0.9554
313.96898999999996,38.11,0.53127,95.71,50.0,20.0,0.9547200000000001
315.09299,38.21,0.5310699999999999,95.64926,50.0,20.0,0.9540200000000001
316.20401,38.31,0.53027,95.63704,50.0,20.0,0.9533200000000001
317.30301000000003,38.41,0.53065,95.70593000000001,50.0,20.0,0.9526399999999999
318.41299,38.51,0.53045,95.62037,50.0,20.0,0.95194
319.52499,38.61,0.53351,95.42556,50.0,20.0,0.95125
320.62799,38.71,0.5371600000000001,95.40111,50.0,20.0,0.95055
321.74701,38.81,0.53042,95.63259000000001,50.0,20.0,0.94985
322.849,38.91,0.53051,95.55963,50.0,20.0,0.94916
323.957,39.01,0.53358,95.40963,50.0,20.0,0.9484600000000001
325.05899,39.11,0.53606,95.36074,50.0,20.0,0.9477700000000001
326.16699,39.21,0.53646,95.3363,50.0,20.0,0.9470700000000001
327.271,39.31,0.53595,95.23852,50.0,20.0,0.94637
328.36899,39.41,0.53963,95.27148000000001,50.0,20.0,0.94568
329.48199,39.51,0.54004,95.25889000000001,50.0,20.0,0.9449799999999999
330.60001,39.61,0.5422399999999999,95.19815,50.0,20.0,0.94427
331.689,39.71,0.53964,95.22259,50.0,20.0,0.94358
332.798,39.81,0.53495,95.29556,50.0,20.0,0.9428700000000001
333.88501,39.91,0.5392399999999999,95.12519,50.0,20.0,0.9421799999999999
334.98001,40.01,0.5435399999999999,94.97480999999999,50.0,20.0,0.9414899999999999
336.08701,40.11,0.54365,94.92593000000001,50.0,20.0,0.94078
337.194,40.21,0.5473600000000001,94.87704000000001,50.0,20.0,0.9400799999999999
338.28799,40.31,0.54867,94.82444,50.0,20.0,0.9393799999999999
339.39001,40.41,0.54878,94.78778,50.0,20.0,0.9386700000000001
340.49799,40.51,0.5552199999999999,94.77556,50.0,20.0,0.93796
341.61301000000003,40.61,0.55052,94.6537,50.0,20.0,0.93725
342.677,40.71,0.55333,94.71481,50.0,20.0,0.9365700000000001
343.78201,40.81,0.5513399999999999,94.66593,50.0,20.0,0.93586
344.879,40.91,0.55508,94.49519000000001,50.0,20.0,0.93515
345.97,41.01,0.557,94.44667,50.0,20.0,0.93445
347.06799,41.11,0.5534899999999999,94.39778000000001,50.0,20.0,0.93375
348.16,41.21,0.55845,94.30037,50.0,20.0,0.93304
349.26599,41.31,0.55433,94.30815,50.0,20.0,0.9323299999999999
350.353,41.41,0.55081,94.30852,50.0,20.0,0.93163
351.45801,41.51,0.5485,94.19852,50.0,20.0,0.93091
352.55301000000003,41.61,0.54892,94.05259000000001,50.0,20.0,0.9302
353.64499,41.71,0.55116,93.95519,50.0,20.0,0.9295
354.742,41.81,0.55219,93.85333,50.0,20.0,0.9287799999999999
355.82599,41.91,0.5513899999999999,93.85333,50.0,20.0,0.9280799999999999
356.952,42.01,0.55243,93.68704,50.0,20.0,0.92735
358.02701,42.11,0.5504100000000001,93.69889,50.0,20.0,0.92665
359.117,42.21,0.54687,93.59333000000001,50.0,20.0,0.92594
360.203,42.31,0.55003,93.45926,50.0,20.0,0.9252299999999999
361.30899,42.41,0.54832,93.34963,50.0,20.0,0.92451
362.38698999999997,42.51,0.54966,93.30074,50.0,20.0,0.92381
363.479,42.61,0.5454899999999999,93.19519,50.0,20.0,0.92309
364.56799,42.71,0.54377,93.03704,50.0,20.0,0.92238
365.66,42.81,0.5448,92.89036999999999,50.0,20.0,0.9216700000000001
366.75201,42.91,0.54983,92.74,50.0,20.0,0.92095
367.849,43.01,0.54873,92.63444,50.0,20.0,0.9202299999999999
368.918,43.11,0.54914,92.48852,50.0,20.0,0.91953
370.035,43.21,0.54374,92.48444,50.0,20.0,0.91879
371.10598999999996,43.31,0.53677,92.46,50.0,20.0,0.91809
372.18301,43.41,0.53257,92.3463,50.0,20.0,0.91738
373.27898999999996,43.51,0.53083,92.09852,50.0,20.0,0.91666
374.35598999999996,43.61,0.5321600000000001,91.89111,50.0,20.0,0.91595
375.44601,43.71,0.52703,91.82222,50.0,20.0,0.9152299999999999
376.51901000000004,43.81,0.52156,91.71259,50.0,20.0,0.9145200000000001
377.608,43.91,0.5142399999999999,91.54593,50.0,20.0,0.9138
378.69299,44.01,0.51186,91.44037,50.0,20.0,0.9130799999999999
379.784,44.11,0.50267,91.23704000000001,50.0,20.0,0.91235
380.862,44.21,0.49965,91.07852,50.0,20.0,0.91164
381.94,44.31,0.49228999999999995,91.03,50.0,20.0,0.9109200000000001
383.02701,44.41,0.48616000000000004,90.85963000000001,50.0,20.0,0.9102
384.09799,44.51,0.48218999999999995,90.66852,50.0,20.0,0.9094899999999999
385.17801000000003,44.61,0.47511000000000003,90.59148,50.0,20.0,0.9087700000000001
386.25699,44.71,0.47207,90.44926,50.0,20.0,0.90805
387.32599,44.81,0.47181000000000006,90.23778,50.0,20.0,0.90733
388.39898999999997,44.91,0.47063,90.08333,50.0,20.0,0.9066200000000001
389.47501,45.01,0.47318999999999994,89.98185,50.0,20.0,0.9059
390.55301000000003,45.11,0.47762,89.76259,50.0,20.0,0.9051799999999999
391.62701,45.21,0.48268999999999995,89.49444,50.0,20.0,0.90446
392.69698999999997,45.31,0.48682,89.40926,50.0,20.0,0.90374
393.78699,45.41,0.49285,89.30333,50.0,20.0,0.9030100000000001
394.85101000000003,45.51,0.49293000000000003,89.04741,50.0,20.0,0.9023
395.92801000000003,45.61,0.49959,88.71,50.0,20.0,0.9015700000000001
397.00699,45.71,0.5050100000000001,88.45444,50.0,20.0,0.90085
398.08301,45.81,0.5060399999999999,88.15778,50.0,20.0,0.90012
399.16901,45.91,0.5099100000000001,87.83296,50.0,20.0,0.8993899999999999
400.25299,46.01,0.5109600000000001,87.48741,50.0,20.0,0.89866
401.315,46.11,0.5151399999999999,87.09333000000001,50.0,20.0,0.89795
402.383,46.21,0.52154,86.69963,50.0,20.0,0.89722
403.45401,46.31,0.5352,86.3337,50.0,20.0,0.8965
404.54098999999997,46.41,0.5381600000000001,85.92741,50.0,20.0,0.8957700000000001
405.60501,46.51,0.55248,85.41556,50.0,20.0,0.89505
406.672,46.61,0.58863,84.79,50.0,20.0,0.8943200000000001
407.73499,46.71,0.59891,84.26593000000001,50.0,20.0,0.8936
408.815,46.81,0.60953,83.66481,50.0,20.0,0.89287
409.87701,46.91,0.62237,83.03519,50.0,20.0,0.89215
410.94901,47.01,0.63556,82.45444,50.0,20.0,0.8914200000000001
412.009,47.11,0.6544800000000001,81.73074,50.0,20.0,0.8907
413.08801,47.21,0.67502,80.8863,50.0,20.0,0.8899600000000001
414.14001,47.31,0.6933600000000001,80.07741,50.0,20.0,0.88925
415.20099,47.41,0.71459,79.25704,50.0,20.0,0.8885299999999999
416.276,47.51,0.72855,78.54185,50.0,20.0,0.88779
417.33898999999997,47.61,0.75941,77.61593,50.0,20.0,0.88707
418.39801,47.71,0.78171,76.45407,50.0,20.0,0.88634
419.45901,47.81,0.80787,75.22704,50.0,20.0,0.8856200000000001
420.51401,47.91,0.82642,74.04074,50.0,20.0,0.8849
421.57599000000005,48.01,0.8472299999999999,72.72036999999999,50.0,20.0,0.8841700000000001
422.651,48.11,0.86585,71.52221999999999,50.0,20.0,0.8834299999999999
423.70901,48.21,0.87936,70.25851999999999,50.0,20.0,0.88271
424.758,48.31,0.88969,68.88148000000001,50.0,20.0,0.8819899999999999
425.828,48.41,0.9023,67.43519,50.0,20.0,0.88125
426.88901,48.51,0.91043,65.89148,50.0,20.0,0.8805200000000001
427.93701,48.61,0.91695,64.36,50.0,20.0,0.8798
429.00100999999995,48.71,0.93315,62.72667,50.0,20.0,0.87907
430.05899000000005,48.81,0.9439,60.8663,50.0,20.0,0.87834
431.11800999999997,48.91,0.9511200000000001,59.44444,50.0,20.0,0.87761
432.185,49.01,0.95965,57.60406999999999,50.0,20.0,0.87687
433.245,49.11,0.9656100000000001,55.79221999999999,50.0,20.0,0.8761399999999999
434.31799,49.21,0.9657899999999999,53.805930000000004,50.0,20.0,0.8754
435.349,49.31,0.9604299999999999,51.90037,50.0,20.0,0.87469
436.41101,49.41,0.9528399999999999,50.14148,50.0,20.0,0.87395
437.46200999999996,49.51,0.9355100000000001,48.325559999999996,50.0,20.0,0.87323
438.526,49.61,0.92011,46.37148,50.0,20.0,0.87249
439.577,49.71,0.89981,44.6163,50.0,20.0,0.8717600000000001
440.64099000000004,49.81,0.8713700000000001,42.66667,50.0,20.0,0.8710200000000001
441.70099000000005,49.91,0.83996,40.80185,50.0,20.0,0.87029
