Time after Ignition,Rubber_Band_R1,Mean,Std. Dev.
26.25,454.6,454.6,
26.5,442.5,442.5,
26.75,437.8,437.8,
27.0,442.8,442.8,
27.25,444.4,444.4,
27.5,442.3,442.3,
27.75,445.4,445.4,
28.0,461.7,461.7,
28.25,445.4,445.4,
28.5,448.3,448.3,
28.75,449.1,449.1,
29.0,452.8,452.8,
29.25,448.0,448.0,
29.5,448.2,448.2,
29.75,451.0,451.0,
30.0,456.1,456.1,
30.25,442.8,442.8,
30.5,440.6,440.6,
30.75,442.0,442.0,
31.0,458.5,458.5,
31.25,448.4,448.4,
31.5,463.8,463.8,
31.75,448.5,448.5,
32.0,434.6,434.6,
32.25,457.0,457.0,
32.5,446.0,446.0,
32.75,455.0,455.0,
33.0,458.1,458.1,
33.25,459.4,459.4,
33.5,448.4,448.4,
33.75,458.4,458.4,
34.0,448.6,448.6,
34.25,441.5,441.5,
34.5,469.9,469.9,
34.75,447.1,447.1,
35.0,451.7,451.7,
35.25,437.2,437.2,
35.5,451.3,451.3,
35.75,440.0,440.0,
36.0,452.9,452.9,
36.25,443.6,443.6,
36.5,444.3,444.3,
36.75,447.5,447.5,
37.0,443.0,443.0,
37.25,450.4,450.4,
37.5,444.8,444.8,
37.75,451.0,451.0,
38.0,431.5,431.5,
38.25,448.7,448.7,
38.5,433.0,433.0,
38.75,442.9,442.9,
39.0,446.3,446.3,
39.25,446.1,446.1,
39.5,441.2,441.2,
39.75,429.2,429.2,
40.0,446.3,446.3,
40.25,431.9,431.9,
40.5,436.4,436.4,
40.75,431.4,431.4,
41.0,434.1,434.1,
41.25,433.2,433.2,
41.5,439.8,439.8,
41.75,429.7,429.7,
42.0,432.7,432.7,
42.25,434.2,434.2,
42.5,423.0,423.0,
42.75,434.0,434.0,
43.0,429.5,429.5,
43.25,429.9,429.9,
43.5,425.7,425.7,
43.75,420.4,420.4,
44.0,424.8,424.8,
44.25,423.4,423.4,
44.5,413.4,413.4,
44.75,420.1,420.1,
45.0,418.5,418.5,
45.25,415.7,415.7,
45.5,403.5,403.5,
45.75,417.9,417.9,
46.0,417.1,417.1,
46.25,408.0,408.0,
46.5,409.3,409.3,
46.75,396.1,396.1,
47.0,407.2,407.2,
47.25,407.6,407.6,
47.5,398.5,398.5,
47.75,407.8,407.8,
48.0,402.0,402.0,
48.25,398.3,398.3,
48.5,393.5,393.5,
48.75,381.8,381.8,
49.0,400.2,400.2,
49.25,399.8,399.8,
49.5,389.0,389.0,
49.75,387.1,387.1,
50.0,397.0,397.0,
50.25,402.6,402.6,
50.5,385.8,385.8,
50.75,388.1,388.1,
51.0,398.0,398.0,
51.25,384.9,384.9,
51.5,395.8,395.8,
51.75,382.0,382.0,
52.0,385.5,385.5,
52.25,383.6,383.6,
52.5,386.2,386.2,
52.75,386.8,386.8,
53.0,377.8,377.8,
53.25,383.9,383.9,
53.5,376.3,376.3,
53.75,385.8,385.8,
54.0,375.9,375.9,
54.25,377.8,377.8,
54.5,383.3,383.3,
54.75,361.6,361.6,
55.0,380.0,380.0,
55.25,381.5,381.5,
55.5,376.9,376.9,
55.75,378.6,378.6,
56.0,373.9,373.9,
56.25,368.8,368.8,
56.5,368.7,368.7,
56.75,372.4,372.4,
57.0,373.0,373.0,
57.25,385.0,385.0,
57.5,354.6,354.6,
57.75,359.1,359.1,
58.0,364.1,364.1,
58.25,370.2,370.2,
58.5,362.5,362.5,
58.75,352.3,352.3,
59.0,357.5,357.5,
59.25,358.2,358.2,
59.5,356.3,356.3,
59.75,349.4,349.4,
60.0,350.6,350.6,
60.25,347.1,347.1,
60.5,356.1,356.1,
60.75,347.9,347.9,
61.0,346.5,346.5,
61.25,347.4,347.4,
61.5,338.3,338.3,
61.75,348.6,348.6,
62.0,335.0,335.0,
62.25,345.1,345.1,
62.5,343.5,343.5,
62.75,339.3,339.3,
63.0,335.3,335.3,
63.25,336.5,336.5,
63.5,340.9,340.9,
63.75,332.5,332.5,
64.0,330.2,330.2,
64.25,325.5,325.5,
64.5,330.1,330.1,
64.75,324.6,324.6,
65.0,331.6,331.6,
65.25,321.3,321.3,
65.5,320.5,320.5,
65.75,322.2,322.2,
66.0,314.3,314.3,
66.25,311.6,311.6,
66.5,311.9,311.9,
66.75,305.9,305.9,
67.0,308.6,308.6,
67.25,306.3,306.3,
67.5,307.3,307.3,
67.75,304.6,304.6,
68.0,299.6,299.6,
68.25,300.3,300.3,
68.5,294.8,294.8,
68.75,296.6,296.6,
69.0,295.0,295.0,
69.25,290.3,290.3,
69.5,289.1,289.1,
69.75,294.6,294.6,
70.0,287.3,287.3,
70.25,278.5,278.5,
70.5,287.8,287.8,
70.75,282.0,282.0,
71.0,271.1,271.1,
71.25,274.5,274.5,
71.5,267.7,267.7,
71.75,267.0,267.0,
72.0,265.7,265.7,
72.25,263.7,263.7,
72.5,264.9,264.9,
72.75,260.1,260.1,
73.0,253.4,253.4,
73.25,255.4,255.4,
73.5,254.6,254.6,
73.75,249.3,249.3,
74.0,250.2,250.2,
74.25,248.7,248.7,
74.5,246.2,246.2,
74.75,245.8,245.8,
75.0,249.1,249.1,
75.25,240.1,240.1,
75.5,242.8,242.8,
75.75,238.8,238.8,
76.0,238.9,238.9,
76.25,236.5,236.5,
76.5,233.8,233.8,
76.75,234.7,234.7,
77.0,229.0,229.0,
77.25,236.2,236.2,
77.5,227.4,227.4,
77.75,227.4,227.4,
78.0,227.0,227.0,
78.25,226.1,226.1,
78.5,222.6,222.6,
78.75,219.0,219.0,
79.0,217.9,217.9,
79.25,212.7,212.7,
79.5,213.6,213.6,
79.75,214.1,214.1,
80.0,209.4,209.4,
80.25,204.9,204.9,
80.5,206.2,206.2,
80.75,203.7,203.7,
81.0,202.5,202.5,
81.25,196.0,196.0,
81.5,197.2,197.2,
81.75,196.0,196.0,
82.0,194.3,194.3,
82.25,193.1,193.1,
82.5,190.0,190.0,
82.75,190.1,190.1,
83.0,188.2,188.2,
83.25,189.5,189.5,
83.5,190.0,190.0,
83.75,180.5,180.5,
84.0,188.4,188.4,
84.25,181.0,181.0,
84.5,179.8,179.8,
84.75,178.8,178.8,
85.0,178.0,178.0,
85.25,176.2,176.2,
85.5,176.3,176.3,
85.75,176.1,176.1,
86.0,174.0,174.0,
86.25,174.5,174.5,
86.5,172.7,172.7,
86.75,170.1,170.1,
87.0,169.7,169.7,
87.25,165.8,165.8,
87.5,166.2,166.2,
87.75,165.0,165.0,
88.0,163.8,163.8,
88.25,163.3,163.3,
88.5,160.4,160.4,
88.75,161.8,161.8,
89.0,160.1,160.1,
89.25,159.9,159.9,
89.5,157.5,157.5,
89.75,157.0,157.0,
90.0,156.6,156.6,
90.25,153.5,153.5,
90.5,155.9,155.9,
90.75,153.8,153.8,
91.0,154.3,154.3,
91.25,154.1,154.1,
91.5,151.6,151.6,
91.75,148.5,148.5,
92.0,152.1,152.1,
92.25,147.3,147.3,
92.5,150.5,150.5,
92.75,148.3,148.3,
93.0,147.8,147.8,
93.25,146.3,146.3,
93.5,146.8,146.8,
93.75,143.9,143.9,
94.0,145.3,145.3,
94.25,144.9,144.9,
94.5,141.8,141.8,
94.75,142.0,142.0,
95.0,142.6,142.6,
95.25,141.2,141.2,
95.5,141.7,141.7,
95.75,141.1,141.1,
96.0,141.5,141.5,
96.25,138.0,138.0,
96.5,138.7,138.7,
96.75,140.4,140.4,
97.0,137.5,137.5,
97.25,140.0,140.0,
97.5,138.6,138.6,
97.75,138.3,138.3,
98.0,137.3,137.3,
98.25,135.2,135.2,
98.5,136.6,136.6,
98.75,134.9,134.9,
99.0,134.8,134.8,
99.25,136.4,136.4,
99.5,134.4,134.4,
99.75,131.8,131.8,
100.0,134.9,134.9,
100.25,134.5,134.5,
100.5,134.1,134.1,
100.75,131.6,131.6,
101.0,132.1,132.1,
101.25,131.9,131.9,
101.5,132.1,132.1,
101.75,132.4,132.4,
102.0,130.3,130.3,
102.25,131.7,131.7,
102.5,130.9,130.9,
102.75,129.4,129.4,
103.0,130.9,130.9,
103.25,130.7,130.7,
103.5,129.2,129.2,
103.75,128.5,128.5,
104.0,129.6,129.6,
104.25,128.4,128.4,
104.5,128.0,128.0,
104.75,127.8,127.8,
105.0,125.5,125.5,
105.25,126.8,126.8,
105.5,126.8,126.8,
105.75,123.6,123.6,
106.0,125.6,125.6,
106.25,124.2,124.2,
106.5,124.7,124.7,
106.75,124.9,124.9,
107.0,123.5,123.5,
107.25,123.9,123.9,
107.5,124.1,124.1,
107.75,122.0,122.0,
108.0,122.7,122.7,
108.25,121.9,121.9,
108.5,123.1,123.1,
108.75,121.2,121.2,
109.0,122.3,122.3,
109.25,119.1,119.1,
109.5,120.5,120.5,
109.75,120.7,120.7,
110.0,118.4,118.4,
110.25,119.1,119.1,
110.5,118.2,118.2,
110.75,119.2,119.2,
111.0,118.9,118.9,
111.25,118.3,118.3,
111.5,117.3,117.3,
111.75,118.0,118.0,
112.0,115.6,115.6,
112.25,116.3,116.3,
112.5,118.2,118.2,
112.75,115.4,115.4,
113.0,115.8,115.8,
113.25,114.9,114.9,
113.5,115.3,115.3,
113.75,116.0,116.0,
114.0,113.5,113.5,
114.25,116.4,116.4,
114.5,113.2,113.2,
114.75,114.5,114.5,
115.0,113.8,113.8,
115.25,112.0,112.0,
115.5,111.5,111.5,
115.75,112.7,112.7,
116.0,111.5,111.5,
116.25,111.3,111.3,
116.5,110.5,110.5,
116.75,112.3,112.3,
117.0,109.1,109.1,
117.25,110.6,110.6,
117.5,110.4,110.4,
117.75,107.7,107.7,
118.0,110.0,110.0,
118.25,109.5,109.5,
118.5,107.4,107.4,
118.75,108.1,108.1,
119.0,107.9,107.9,
119.25,109.6,109.6,
119.5,107.1,107.1,
119.75,108.1,108.1,
120.0,106.6,106.6,
120.25,104.8,104.8,
120.5,103.5,103.5,
120.75,105.5,105.5,
121.0,104.3,104.3,
121.25,102.9,102.9,
121.5,103.5,103.5,
121.75,101.2,101.2,
122.0,101.8,101.8,
122.25,101.6,101.6,
122.5,99.7,99.7,
122.75,99.5,99.5,
123.0,100.3,100.3,
123.25,99.5,99.5,
123.5,99.6,99.6,
123.75,99.0,99.0,
124.0,96.7,96.7,
124.25,98.3,98.3,
124.5,96.8,96.8,
124.75,96.8,96.8,
125.0,97.2,97.2,
125.25,98.4,98.4,
125.5,95.5,95.5,
125.75,96.6,96.6,
126.0,97.2,97.2,
126.25,95.6,95.6,
126.5,95.6,95.6,
126.75,95.0,95.0,
127.0,94.8,94.8,
127.25,94.3,94.3,
127.5,96.7,96.7,
127.75,94.2,94.2,
128.0,93.8,93.8,
128.25,94.4,94.4,
128.5,92.7,92.7,
128.75,91.1,91.1,
129.0,94.9,94.9,
129.25,91.2,91.2,
129.5,92.5,92.5,
129.75,91.7,91.7,
130.0,91.4,91.4,
130.25,91.1,91.1,
130.5,90.8,90.8,
130.75,89.8,89.8,
131.0,89.0,89.0,
131.25,89.7,89.7,
131.5,90.9,90.9,
131.75,88.3,88.3,
132.0,88.9,88.9,
132.25,87.8,87.8,
132.5,88.2,88.2,
132.75,88.8,88.8,
133.0,86.2,86.2,
133.25,88.9,88.9,
133.5,86.6,86.6,
133.75,87.1,87.1,
134.0,84.5,84.5,
134.25,85.3,85.3,
134.5,86.2,86.2,
134.75,84.0,84.0,
135.0,83.8,83.8,
135.25,83.3,83.3,
135.5,83.9,83.9,
135.75,81.9,81.9,
136.0,83.9,83.9,
136.25,82.6,82.6,
136.5,82.3,82.3,
136.75,82.6,82.6,
137.0,81.6,81.6,
137.25,83.2,83.2,
137.5,82.3,82.3,
137.75,80.3,80.3,
138.0,81.5,81.5,
138.25,81.6,81.6,
138.5,79.9,79.9,
138.75,80.0,80.0,
139.0,79.3,79.3,
139.25,79.0,79.0,
139.5,79.0,79.0,
139.75,78.8,78.8,
140.0,78.4,78.4,
140.25,79.2,79.2,
140.5,77.8,77.8,
140.75,77.1,77.1,
141.0,76.7,76.7,
141.25,78.1,78.1,
141.5,75.3,75.3,
141.75,77.1,77.1,
142.0,76.6,76.6,
142.25,75.7,75.7,
142.5,76.0,76.0,
142.75,74.9,74.9,
143.0,74.9,74.9,
143.25,73.8,73.8,
143.5,74.2,74.2,
143.75,73.8,73.8,
144.0,73.1,73.1,
144.25,72.6,72.6,
144.5,72.9,72.9,
144.75,73.1,73.1,
145.0,72.2,72.2,
145.25,72.1,72.1,
145.5,71.2,71.2,
145.75,72.9,72.9,
146.0,71.3,71.3,
146.25,71.4,71.4,
146.5,71.1,71.1,
146.75,71.0,71.0,
147.0,71.7,71.7,
147.25,72.9,72.9,
147.5,70.7,70.7,
147.75,70.4,70.4,
148.0,70.7,70.7,
148.25,70.9,70.9,
148.5,69.8,69.8,
148.75,69.1,69.1,
149.0,68.4,68.4,
149.25,68.3,68.3,
149.5,69.6,69.6,
149.75,68.8,68.8,
150.0,67.6,67.6,
150.25,66.8,66.8,
150.5,67.8,67.8,
150.75,67.0,67.0,
151.0,67.2,67.2,
151.25,67.6,67.6,
151.5,66.3,66.3,
151.75,66.8,66.8,
152.0,66.1,66.1,
152.25,66.7,66.7,
152.5,66.7,66.7,
152.75,66.4,66.4,
153.0,66.7,66.7,
153.25,65.9,65.9,
153.5,65.5,65.5,
153.75,66.6,66.6,
154.0,64.9,64.9,
154.25,65.2,65.2,
154.5,65.3,65.3,
154.75,65.4,65.4,
155.0,64.7,64.7,
155.25,64.0,64.0,
155.5,63.7,63.7,
155.75,64.2,64.2,
156.0,64.5,64.5,
156.25,63.6,63.6,
156.5,63.5,63.5,
156.75,63.5,63.5,
157.0,63.2,63.2,
157.25,64.0,64.0,
157.5,64.1,64.1,
157.75,62.8,62.8,
158.0,63.2,63.2,
158.25,62.9,62.9,
158.5,63.2,63.2,
158.75,63.3,63.3,
159.0,63.9,63.9,
159.25,63.2,63.2,
159.5,62.8,62.8,
159.75,62.3,62.3,
160.0,61.9,61.9,
160.25,62.5,62.5,
160.5,62.2,62.2,
160.75,62.6,62.6,
161.0,61.5,61.5,
161.25,62.0,62.0,
161.5,61.7,61.7,
161.75,61.3,61.3,
162.0,61.0,61.0,
162.25,60.6,60.6,
162.5,61.8,61.8,
162.75,61.3,61.3,
163.0,60.1,60.1,
163.25,59.0,59.0,
163.5,59.6,59.6,
163.75,59.1,59.1,
164.0,58.5,58.5,
164.25,59.1,59.1,
164.5,59.4,59.4,
164.75,57.7,57.7,
165.0,58.6,58.6,
165.25,57.9,57.9,
165.5,57.9,57.9,
165.75,57.3,57.3,
166.0,58.2,58.2,
166.25,57.7,57.7,
166.5,57.4,57.4,
166.75,57.3,57.3,
167.0,56.8,56.8,
167.25,57.2,57.2,
167.5,56.5,56.5,
167.75,55.9,55.9,
168.0,56.4,56.4,
168.25,56.1,56.1,
168.5,55.4,55.4,
168.75,54.8,54.8,
169.0,55.6,55.6,
169.25,55.0,55.0,
169.5,54.7,54.7,
169.75,55.4,55.4,
170.0,54.8,54.8,
170.25,55.3,55.3,
170.5,54.0,54.0,
170.75,54.4,54.4,
171.0,54.4,54.4,
171.25,54.0,54.0,
171.5,53.4,53.4,
171.75,53.5,53.5,
172.0,52.9,52.9,
172.25,52.9,52.9,
172.5,52.4,52.4,
172.75,52.2,52.2,
173.0,52.8,52.8,
173.25,53.0,53.0,
173.5,52.4,52.4,
173.75,52.6,52.6,
174.0,52.6,52.6,
174.25,51.5,51.5,
174.5,51.7,51.7,
174.75,51.6,51.6,
175.0,51.4,51.4,
175.25,51.3,51.3,
175.5,51.2,51.2,
175.75,50.9,50.9,
176.0,50.8,50.8,
176.25,50.8,50.8,
176.5,50.4,50.4,
176.75,49.9,49.9,
177.0,50.3,50.3,
177.25,50.4,50.4,
177.5,50.4,50.4,
177.75,49.8,49.8,
178.0,49.6,49.6,
178.25,50.5,50.5,
178.5,49.2,49.2,
178.75,48.8,48.8,
179.0,48.8,48.8,
179.25,49.1,49.1,
179.5,48.6,48.6,
179.75,49.0,49.0,
180.0,47.8,47.8,
180.25,48.8,48.8,
180.5,47.8,47.8,
180.75,48.0,48.0,
181.0,47.7,47.7,
181.25,47.5,47.5,
181.5,47.4,47.4,
181.75,47.2,47.2,
182.0,47.5,47.5,
182.25,46.9,46.9,
182.5,47.1,47.1,
182.75,47.7,47.7,
183.0,47.5,47.5,
183.25,46.7,46.7,
183.5,46.4,46.4,
183.75,46.7,46.7,
184.0,45.8,45.8,
184.25,46.9,46.9,
184.5,46.5,46.5,
184.75,46.6,46.6,
185.0,46.6,46.6,
185.25,45.4,45.4,
185.5,45.6,45.6,
185.75,46.2,46.2,
186.0,46.2,46.2,
186.25,45.2,45.2,
186.5,44.8,44.8,
186.75,45.4,45.4,
187.0,44.9,44.9,
187.25,45.2,45.2,
187.5,45.8,45.8,
187.75,44.9,44.9,
188.0,45.5,45.5,
188.25,44.8,44.8,
188.5,45.3,45.3,
188.75,45.6,45.6,
189.0,45.0,45.0,
189.25,45.0,45.0,
189.5,45.3,45.3,
189.75,44.5,44.5,
190.0,45.0,45.0,
190.25,44.9,44.9,
190.5,44.6,44.6,
190.75,44.4,44.4,
191.0,44.3,44.3,
191.25,43.5,43.5,
191.5,43.9,43.9,
191.75,43.6,43.6,
192.0,43.8,43.8,
192.25,43.5,43.5,
192.5,43.4,43.4,
192.75,43.3,43.3,
193.0,43.7,43.7,
193.25,43.4,43.4,
193.5,43.5,43.5,
193.75,43.8,43.8,
194.0,42.9,42.9,
194.25,43.4,43.4,
194.5,42.6,42.6,
194.75,42.8,42.8,
195.0,43.1,43.1,
195.25,43.4,43.4,
195.5,42.7,42.7,
195.75,42.6,42.6,
196.0,42.9,42.9,
196.25,42.1,42.1,
196.5,42.0,42.0,
196.75,42.1,42.1,
197.0,41.9,41.9,
197.25,41.9,41.9,
197.5,42.4,42.4,
197.75,41.8,41.8,
198.0,42.0,42.0,
198.25,41.4,41.4,
198.5,41.4,41.4,
198.75,41.3,41.3,
199.0,41.0,41.0,
199.25,41.6,41.6,
199.5,40.6,40.6,
199.75,40.3,40.3,
200.0,40.9,40.9,
200.25,41.2,41.2,
200.5,40.2,40.2,
200.75,39.9,39.9,
201.0,40.5,40.5,
201.25,40.2,40.2,
201.5,40.3,40.3,
201.75,39.7,39.7,
202.0,39.9,39.9,
202.25,39.8,39.8,
202.5,39.7,39.7,
202.75,40.0,40.0,
203.0,39.9,39.9,
203.25,39.5,39.5,
203.5,39.2,39.2,
203.75,39.4,39.4,
204.0,39.3,39.3,
204.25,39.1,39.1,
204.5,39.3,39.3,
204.75,39.5,39.5,
205.0,39.4,39.4,
205.25,39.7,39.7,
205.5,39.1,39.1,
205.75,39.3,39.3,
206.0,39.4,39.4,
206.25,39.2,39.2,
206.5,39.2,39.2,
206.75,39.4,39.4,
207.0,38.7,38.7,
207.25,39.3,39.3,
207.5,38.4,38.4,
207.75,38.5,38.5,
208.0,38.8,38.8,
208.25,38.4,38.4,
208.5,39.0,39.0,
208.75,38.6,38.6,
209.0,38.3,38.3,
209.25,38.6,38.6,
209.5,38.5,38.5,
209.75,38.6,38.6,
210.0,38.7,38.7,
210.25,38.7,38.7,
210.5,38.2,38.2,
210.75,38.4,38.4,
211.0,38.6,38.6,
211.25,38.1,38.1,
211.5,38.8,38.8,
211.75,38.6,38.6,
212.0,38.6,38.6,
212.25,38.1,38.1,
212.5,38.7,38.7,
212.75,38.5,38.5,
213.0,38.9,38.9,
213.25,38.8,38.8,
213.5,38.4,38.4,
213.75,39.0,39.0,
214.0,38.9,38.9,
214.25,38.2,38.2,
214.5,38.6,38.6,
214.75,39.0,39.0,
215.0,38.3,38.3,
215.25,38.4,38.4,
215.5,38.2,38.2,
215.75,39.1,39.1,
216.0,38.1,38.1,
216.25,38.2,38.2,
216.5,38.8,38.8,
216.75,38.1,38.1,
217.0,37.9,37.9,
217.25,37.8,37.8,
217.5,38.0,38.0,
217.75,38.2,38.2,
218.0,38.7,38.7,
218.25,37.6,37.6,
218.5,37.3,37.3,
218.75,37.2,37.2,
219.0,36.8,36.8,
219.25,37.3,37.3,
219.5,37.2,37.2,
219.75,37.4,37.4,
220.0,36.7,36.7,
220.25,37.5,37.5,
220.5,37.2,37.2,
220.75,37.0,37.0,
221.0,36.6,36.6,
221.25,36.7,36.7,
221.5,36.6,36.6,
221.75,36.9,36.9,
222.0,36.4,36.4,
222.25,36.3,36.3,
222.5,36.3,36.3,
222.75,36.0,36.0,
223.0,36.3,36.3,
223.25,36.3,36.3,
223.5,36.3,36.3,
223.75,36.6,36.6,
224.0,36.7,36.7,
224.25,36.5,36.5,
224.5,36.2,36.2,
224.75,36.6,36.6,
225.0,35.7,35.7,
225.25,35.5,35.5,
225.5,35.8,35.8,
225.75,35.0,35.0,
226.0,34.7,34.7,
226.25,34.9,34.9,
226.5,35.4,35.4,
226.75,34.4,34.4,
227.0,34.5,34.5,
227.25,34.8,34.8,
227.5,34.4,34.4,
227.75,34.2,34.2,
228.0,34.6,34.6,
228.25,34.4,34.4,
228.5,34.7,34.7,
228.75,34.5,34.5,
229.0,34.6,34.6,
229.25,34.3,34.3,
229.5,34.6,34.6,
229.75,34.6,34.6,
230.0,34.5,34.5,
230.25,34.7,34.7,
230.5,34.8,34.8,
230.75,34.2,34.2,
231.0,34.7,34.7,
231.25,34.8,34.8,
231.5,34.9,34.9,
231.75,34.6,34.6,
232.0,34.7,34.7,
232.25,34.6,34.6,
232.5,34.7,34.7,
232.75,35.3,35.3,
233.0,35.5,35.5,
233.25,34.5,34.5,
233.5,34.7,34.7,
233.75,34.8,34.8,
234.0,34.8,34.8,
234.25,35.4,35.4,
234.5,34.6,34.6,
234.75,35.0,35.0,
235.0,34.8,34.8,
235.25,34.8,34.8,
235.5,34.0,34.0,
235.75,34.4,34.4,
236.0,34.1,34.1,
236.25,34.2,34.2,
236.5,34.4,34.4,
236.75,34.5,34.5,
237.0,34.8,34.8,
237.25,34.6,34.6,
237.5,34.5,34.5,
237.75,34.9,34.9,
238.0,34.0,34.0,
238.25,33.9,33.9,
238.5,34.5,34.5,
238.75,34.0,34.0,
239.0,34.6,34.6,
239.25,33.9,33.9,
239.5,33.7,33.7,
239.75,33.8,33.8,
240.0,34.1,34.1,
240.25,33.5,33.5,
240.5,34.1,34.1,
240.75,33.5,33.5,
241.0,33.9,33.9,
241.25,33.7,33.7,
241.5,33.2,33.2,
241.75,33.1,33.1,
242.0,33.2,33.2,
242.25,33.2,33.2,
242.5,32.9,32.9,
242.75,32.9,32.9,
243.0,33.1,33.1,
243.25,32.7,32.7,
243.5,32.9,32.9,
243.75,33.3,33.3,
244.0,32.9,32.9,
244.25,32.4,32.4,
244.5,32.5,32.5,
244.75,32.6,32.6,
245.0,32.2,32.2,
245.25,32.1,32.1,
245.5,32.2,32.2,
245.75,31.9,31.9,
246.0,31.7,31.7,
246.25,32.1,32.1,
246.5,31.6,31.6,
246.75,31.1,31.1,
247.0,31.1,31.1,
247.25,30.6,30.6,
247.5,31.5,31.5,
247.75,30.9,30.9,
248.0,30.7,30.7,
248.25,30.7,30.7,
248.5,30.5,30.5,
248.75,30.7,30.7,
249.0,30.4,30.4,
249.25,30.3,30.3,
249.5,30.1,30.1,
249.75,30.6,30.6,
250.0,30.4,30.4,
250.25,30.0,30.0,
250.5,30.0,30.0,
250.75,30.0,30.0,
251.0,29.5,29.5,
251.25,29.6,29.6,
251.5,29.7,29.7,
251.75,29.4,29.4,
252.0,29.8,29.8,
252.25,29.6,29.6,
252.5,29.3,29.3,
252.75,29.0,29.0,
253.0,29.4,29.4,
253.25,29.4,29.4,
253.5,29.5,29.5,
253.75,29.2,29.2,
254.0,29.6,29.6,
254.25,29.7,29.7,
254.5,29.6,29.6,
254.75,29.9,29.9,
255.0,29.8,29.8,
255.25,29.7,29.7,
255.5,29.9,29.9,
255.75,30.1,30.1,
256.0,30.0,30.0,
256.25,30.1,30.1,
256.5,29.9,29.9,
256.75,30.4,30.4,
257.0,29.8,29.8,
257.25,30.0,30.0,
257.5,29.9,29.9,
257.75,29.7,29.7,
258.0,29.8,29.8,
258.25,29.6,29.6,
258.5,29.6,29.6,
258.75,30.0,30.0,
259.0,29.7,29.7,
259.25,29.6,29.6,
259.5,29.8,29.8,
259.75,29.6,29.6,
260.0,29.5,29.5,
260.25,29.6,29.6,
260.5,29.7,29.7,
260.75,29.5,29.5,
261.0,29.6,29.6,
261.25,29.5,29.5,
261.5,29.4,29.4,
261.75,29.2,29.2,
262.0,29.3,29.3,
262.25,29.3,29.3,
262.5,28.9,28.9,
262.75,29.0,29.0,
263.0,28.8,28.8,
263.25,29.3,29.3,
263.5,29.1,29.1,
263.75,28.7,28.7,
264.0,28.9,28.9,
264.25,28.6,28.6,
264.5,28.4,28.4,
264.75,28.6,28.6,
265.0,28.7,28.7,
265.25,28.6,28.6,
265.5,28.5,28.5,
265.75,28.5,28.5,
266.0,28.2,28.2,
266.25,28.0,28.0,
266.5,28.6,28.6,
266.75,28.7,28.7,
267.0,29.0,29.0,
267.25,28.2,28.2,
267.5,28.2,28.2,
267.75,28.5,28.5,
