Time after Ignition,Rubber_Band_R1,Mean,Std. Dev.
52.25,240.6,240.6,
52.5,229.2,229.2,
52.75,227.2,227.2,
53.0,227.5,227.5,
53.25,226.3,226.3,
53.5,220.6,220.6,
53.75,216.6,216.6,
54.0,215.0,215.0,
54.25,212.1,212.1,
54.5,208.2,208.2,
54.75,209.8,209.8,
55.0,209.5,209.5,
55.25,200.4,200.4,
55.5,201.4,201.4,
55.75,202.3,202.3,
56.0,194.0,194.0,
56.25,195.4,195.4,
56.5,193.8,193.8,
56.75,192.2,192.2,
57.0,191.3,191.3,
57.25,189.1,189.1,
57.5,186.9,186.9,
57.75,182.2,182.2,
58.0,180.8,180.8,
58.25,185.5,185.5,
58.5,183.9,183.9,
58.75,179.4,179.4,
59.0,179.4,179.4,
59.25,177.9,177.9,
59.5,176.9,176.9,
59.75,178.5,178.5,
60.0,178.6,178.6,
60.25,174.5,174.5,
60.5,176.2,176.2,
60.75,173.7,173.7,
61.0,172.7,172.7,
61.25,172.5,172.5,
61.5,176.7,176.7,
61.75,172.6,172.6,
62.0,172.7,172.7,
62.25,171.2,171.2,
62.5,172.4,172.4,
62.75,168.2,168.2,
63.0,170.0,170.0,
63.25,172.1,172.1,
63.5,167.7,167.7,
63.75,169.7,169.7,
64.0,165.3,165.3,
64.25,171.2,171.2,
64.5,168.6,168.6,
64.75,166.2,166.2,
65.0,168.1,168.1,
65.25,168.8,168.8,
65.5,166.4,166.4,
65.75,167.7,167.7,
66.0,167.1,167.1,
66.25,165.9,165.9,
66.5,166.9,166.9,
66.75,165.4,165.4,
67.0,162.9,162.9,
67.25,164.3,164.3,
67.5,166.6,166.6,
67.75,162.7,162.7,
68.0,165.4,165.4,
68.25,162.9,162.9,
68.5,163.7,163.7,
68.75,162.4,162.4,
69.0,162.2,162.2,
69.25,163.8,163.8,
69.5,163.4,163.4,
69.75,160.0,160.0,
70.0,160.7,160.7,
70.25,160.2,160.2,
70.5,161.2,161.2,
70.75,160.1,160.1,
71.0,161.2,161.2,
71.25,156.8,156.8,
71.5,160.4,160.4,
71.75,153.1,153.1,
72.0,155.0,155.0,
72.25,154.8,154.8,
72.5,156.5,156.5,
72.75,154.8,154.8,
73.0,156.2,156.2,
73.25,152.8,152.8,
73.5,153.3,153.3,
73.75,152.1,152.1,
74.0,152.1,152.1,
74.25,151.5,151.5,
74.5,151.9,151.9,
74.75,151.4,151.4,
75.0,150.4,150.4,
75.25,154.8,154.8,
75.5,150.1,150.1,
75.75,148.5,148.5,
76.0,151.6,151.6,
76.25,150.9,150.9,
76.5,151.9,151.9,
76.75,151.2,151.2,
77.0,151.9,151.9,
77.25,149.3,149.3,
77.5,149.0,149.0,
77.75,149.4,149.4,
78.0,149.4,149.4,
78.25,148.2,148.2,
78.5,151.6,151.6,
78.75,150.6,150.6,
79.0,148.5,148.5,
79.25,147.7,147.7,
79.5,147.3,147.3,
79.75,150.2,150.2,
80.0,150.6,150.6,
80.25,148.5,148.5,
80.5,147.6,147.6,
80.75,150.4,150.4,
81.0,147.0,147.0,
81.25,148.3,148.3,
81.5,147.9,147.9,
81.75,147.3,147.3,
82.0,147.9,147.9,
82.25,149.7,149.7,
82.5,147.5,147.5,
82.75,149.6,149.6,
83.0,151.5,151.5,
83.25,147.7,147.7,
83.5,151.5,151.5,
83.75,147.9,147.9,
84.0,149.4,149.4,
84.25,151.4,151.4,
84.5,148.6,148.6,
84.75,152.2,152.2,
85.0,148.3,148.3,
85.25,150.0,150.0,
85.5,147.3,147.3,
85.75,149.2,149.2,
86.0,146.9,146.9,
86.25,150.4,150.4,
86.5,149.1,149.1,
86.75,147.7,147.7,
87.0,149.9,149.9,
87.25,147.7,147.7,
87.5,148.4,148.4,
87.75,151.2,151.2,
88.0,147.9,147.9,
88.25,149.1,149.1,
88.5,149.7,149.7,
88.75,148.5,148.5,
89.0,146.9,146.9,
89.25,148.4,148.4,
89.5,149.5,149.5,
89.75,148.5,148.5,
90.0,146.3,146.3,
90.25,146.9,146.9,
90.5,148.6,148.6,
90.75,146.9,146.9,
91.0,144.9,144.9,
91.25,145.2,145.2,
91.5,147.2,147.2,
91.75,145.0,145.0,
92.0,147.7,147.7,
92.25,145.3,145.3,
92.5,142.7,142.7,
92.75,144.7,144.7,
93.0,144.2,144.2,
93.25,145.6,145.6,
93.5,145.3,145.3,
93.75,142.4,142.4,
94.0,143.2,143.2,
94.25,142.5,142.5,
94.5,141.4,141.4,
94.75,138.6,138.6,
95.0,141.7,141.7,
95.25,141.2,141.2,
95.5,138.0,138.0,
95.75,138.6,138.6,
96.0,139.2,139.2,
96.25,138.7,138.7,
96.5,135.3,135.3,
96.75,139.0,139.0,
97.0,135.4,135.4,
97.25,134.2,134.2,
97.5,135.2,135.2,
97.75,133.9,133.9,
98.0,133.5,133.5,
98.25,131.3,131.3,
98.5,128.5,128.5,
98.75,129.2,129.2,
99.0,129.4,129.4,
99.25,128.2,128.2,
99.5,127.3,127.3,
99.75,128.0,128.0,
100.0,125.5,125.5,
100.25,122.6,122.6,
100.5,123.9,123.9,
100.75,121.8,121.8,
101.0,123.7,123.7,
101.25,122.5,122.5,
101.5,121.0,121.0,
101.75,120.6,120.6,
102.0,120.2,120.2,
102.25,118.5,118.5,
102.5,118.0,118.0,
102.75,116.7,116.7,
103.0,118.5,118.5,
103.25,116.7,116.7,
103.5,114.9,114.9,
103.75,114.2,114.2,
104.0,115.3,115.3,
104.25,113.9,113.9,
104.5,112.3,112.3,
104.75,112.4,112.4,
105.0,113.3,113.3,
105.25,111.6,111.6,
105.5,108.8,108.8,
105.75,110.2,110.2,
106.0,109.4,109.4,
106.25,106.1,106.1,
106.5,108.3,108.3,
106.75,106.0,106.0,
107.0,106.8,106.8,
107.25,106.0,106.0,
107.5,103.4,103.4,
107.75,104.4,104.4,
108.0,101.5,101.5,
108.25,101.7,101.7,
108.5,102.2,102.2,
108.75,100.9,100.9,
109.0,101.3,101.3,
109.25,101.4,101.4,
109.5,100.2,100.2,
109.75,98.9,98.9,
110.0,98.3,98.3,
110.25,99.7,99.7,
110.5,98.9,98.9,
110.75,95.7,95.7,
111.0,97.1,97.1,
111.25,96.7,96.7,
111.5,96.0,96.0,
111.75,95.6,95.6,
112.0,95.0,95.0,
112.25,94.8,94.8,
112.5,94.1,94.1,
112.75,94.3,94.3,
113.0,92.5,92.5,
113.25,92.7,92.7,
113.5,92.5,92.5,
113.75,90.7,90.7,
114.0,92.6,92.6,
114.25,90.5,90.5,
114.5,89.7,89.7,
114.75,87.9,87.9,
115.0,88.4,88.4,
115.25,88.8,88.8,
115.5,88.6,88.6,
115.75,88.8,88.8,
116.0,87.5,87.5,
116.25,88.9,88.9,
116.5,87.5,87.5,
116.75,85.9,85.9,
117.0,86.1,86.1,
117.25,85.5,85.5,
117.5,86.2,86.2,
117.75,85.7,85.7,
118.0,85.0,85.0,
118.25,84.4,84.4,
118.5,85.7,85.7,
118.75,82.2,82.2,
119.0,82.4,82.4,
119.25,83.2,83.2,
119.5,80.3,80.3,
119.75,80.7,80.7,
120.0,80.2,80.2,
120.25,79.1,79.1,
120.5,80.0,80.0,
120.75,79.4,79.4,
121.0,80.5,80.5,
121.25,78.3,78.3,
121.5,77.8,77.8,
121.75,77.2,77.2,
122.0,77.5,77.5,
122.25,77.1,77.1,
122.5,76.8,76.8,
122.75,76.2,76.2,
123.0,76.4,76.4,
123.25,75.8,75.8,
123.5,76.0,76.0,
123.75,75.1,75.1,
124.0,74.8,74.8,
124.25,74.5,74.5,
124.5,73.3,73.3,
124.75,74.1,74.1,
125.0,73.6,73.6,
125.25,73.0,73.0,
125.5,73.0,73.0,
125.75,71.8,71.8,
126.0,72.1,72.1,
126.25,70.9,70.9,
126.5,71.4,71.4,
126.75,71.0,71.0,
127.0,71.2,71.2,
127.25,69.6,69.6,
127.5,69.9,69.9,
127.75,69.6,69.6,
128.0,69.5,69.5,
128.25,70.1,70.1,
128.5,68.9,68.9,
128.75,68.2,68.2,
129.0,69.1,69.1,
129.25,68.6,68.6,
129.5,67.6,67.6,
129.75,67.0,67.0,
130.0,66.9,66.9,
130.25,66.7,66.7,
130.5,67.6,67.6,
130.75,65.8,65.8,
131.0,66.8,66.8,
131.25,66.7,66.7,
131.5,66.4,66.4,
131.75,66.0,66.0,
132.0,65.2,65.2,
132.25,64.8,64.8,
132.5,65.4,65.4,
132.75,65.1,65.1,
133.0,65.1,65.1,
133.25,65.1,65.1,
133.5,63.0,63.0,
133.75,63.3,63.3,
134.0,64.0,64.0,
134.25,63.0,63.0,
134.5,62.7,62.7,
134.75,62.9,62.9,
135.0,61.9,61.9,
135.25,61.1,61.1,
135.5,60.8,60.8,
135.75,60.4,60.4,
136.0,60.6,60.6,
136.25,60.3,60.3,
136.5,59.3,59.3,
136.75,58.8,58.8,
137.0,59.9,59.9,
137.25,58.6,58.6,
137.5,57.7,57.7,
137.75,57.5,57.5,
138.0,58.0,58.0,
138.25,56.8,56.8,
138.5,57.1,57.1,
138.75,55.8,55.8,
139.0,57.0,57.0,
139.25,55.4,55.4,
139.5,55.3,55.3,
139.75,54.9,54.9,
140.0,55.8,55.8,
140.25,54.8,54.8,
140.5,54.3,54.3,
140.75,53.9,53.9,
141.0,53.1,53.1,
141.25,52.9,52.9,
141.5,53.0,53.0,
141.75,52.7,52.7,
142.0,52.2,52.2,
142.25,51.3,51.3,
142.5,51.3,51.3,
142.75,50.9,50.9,
143.0,51.5,51.5,
143.25,50.7,50.7,
143.5,50.4,50.4,
143.75,50.5,50.5,
144.0,50.4,50.4,
144.25,50.5,50.5,
144.5,50.4,50.4,
144.75,48.9,48.9,
145.0,48.7,48.7,
145.25,49.2,49.2,
145.5,48.3,48.3,
145.75,47.8,47.8,
146.0,47.4,47.4,
146.25,47.2,47.2,
146.5,46.5,46.5,
146.75,46.5,46.5,
147.0,46.6,46.6,
147.25,46.0,46.0,
147.5,46.5,46.5,
147.75,45.2,45.2,
148.0,45.8,45.8,
148.25,46.0,46.0,
148.5,45.5,45.5,
148.75,45.6,45.6,
149.0,45.3,45.3,
149.25,44.9,44.9,
149.5,44.3,44.3,
149.75,43.9,43.9,
150.0,44.4,44.4,
150.25,44.5,44.5,
150.5,44.1,44.1,
150.75,44.1,44.1,
151.0,43.9,43.9,
151.25,44.1,44.1,
151.5,43.6,43.6,
151.75,43.5,43.5,
152.0,43.5,43.5,
152.25,42.9,42.9,
152.5,42.9,42.9,
152.75,42.5,42.5,
153.0,42.7,42.7,
153.25,42.1,42.1,
153.5,41.8,41.8,
153.75,41.8,41.8,
154.0,41.1,41.1,
154.25,41.0,41.0,
154.5,41.3,41.3,
154.75,41.2,41.2,
155.0,41.6,41.6,
155.25,41.3,41.3,
155.5,41.2,41.2,
155.75,41.1,41.1,
156.0,41.1,41.1,
156.25,41.2,41.2,
156.5,41.2,41.2,
156.75,41.2,41.2,
157.0,40.3,40.3,
157.25,41.2,41.2,
157.5,40.3,40.3,
157.75,40.3,40.3,
158.0,40.9,40.9,
158.25,40.8,40.8,
158.5,40.8,40.8,
158.75,39.7,39.7,
159.0,40.4,40.4,
159.25,39.8,39.8,
159.5,40.1,40.1,
159.75,40.9,40.9,
160.0,40.4,40.4,
160.25,39.7,39.7,
160.5,39.9,39.9,
160.75,39.6,39.6,
161.0,39.8,39.8,
161.25,39.0,39.0,
161.5,39.1,39.1,
161.75,38.8,38.8,
162.0,39.1,39.1,
162.25,39.0,39.0,
162.5,38.6,38.6,
162.75,39.0,39.0,
163.0,39.1,39.1,
163.25,38.1,38.1,
163.5,38.2,38.2,
163.75,37.7,37.7,
164.0,38.4,38.4,
164.25,38.1,38.1,
164.5,38.2,38.2,
164.75,38.8,38.8,
165.0,38.7,38.7,
165.25,38.2,38.2,
165.5,37.9,37.9,
165.75,38.2,38.2,
166.0,38.0,38.0,
166.25,37.7,37.7,
166.5,38.2,38.2,
166.75,38.1,38.1,
167.0,38.5,38.5,
167.25,37.9,37.9,
167.5,38.3,38.3,
167.75,38.0,38.0,
168.0,37.8,37.8,
168.25,37.7,37.7,
168.5,37.6,37.6,
168.75,38.1,38.1,
169.0,37.8,37.8,
169.25,38.1,38.1,
169.5,38.4,38.4,
169.75,38.6,38.6,
170.0,38.6,38.6,
170.25,37.8,37.8,
170.5,37.8,37.8,
170.75,37.6,37.6,
171.0,37.8,37.8,
171.25,37.3,37.3,
171.5,37.7,37.7,
171.75,37.4,37.4,
172.0,37.2,37.2,
172.25,37.2,37.2,
172.5,37.5,37.5,
172.75,37.4,37.4,
173.0,37.3,37.3,
173.25,37.2,37.2,
173.5,37.7,37.7,
173.75,37.4,37.4,
174.0,37.3,37.3,
174.25,37.0,37.0,
174.5,37.1,37.1,
174.75,37.3,37.3,
175.0,36.9,36.9,
175.25,36.6,36.6,
175.5,36.6,36.6,
175.75,37.2,37.2,
176.0,36.7,36.7,
176.25,37.4,37.4,
176.5,36.0,36.0,
176.75,36.3,36.3,
177.0,36.3,36.3,
177.25,36.1,36.1,
177.5,36.0,36.0,
177.75,36.1,36.1,
178.0,35.6,35.6,
178.25,35.3,35.3,
178.5,35.0,35.0,
178.75,35.4,35.4,
179.0,35.6,35.6,
179.25,35.6,35.6,
179.5,35.2,35.2,
179.75,34.7,34.7,
180.0,35.9,35.9,
180.25,34.9,34.9,
180.5,35.3,35.3,
180.75,35.4,35.4,
181.0,34.9,34.9,
181.25,34.7,34.7,
181.5,34.9,34.9,
181.75,35.1,35.1,
182.0,34.9,34.9,
182.25,35.2,35.2,
182.5,34.6,34.6,
182.75,34.9,34.9,
183.0,35.0,35.0,
183.25,35.0,35.0,
183.5,35.2,35.2,
183.75,35.1,35.1,
184.0,34.6,34.6,
184.25,34.4,34.4,
