Time after Ignition,Rubber_Band_R1,Mean,Std. Dev.
97.5,95.7,95.7,
97.75,94.5,94.5,
98.0,94.1,94.1,
98.25,93.6,93.6,
98.5,94.2,94.2,
98.75,91.7,91.7,
99.0,91.6,91.6,
99.25,89.6,89.6,
99.5,91.7,91.7,
99.75,89.4,89.4,
100.0,88.6,88.6,
100.25,87.2,87.2,
100.5,87.5,87.5,
100.75,87.1,87.1,
101.0,87.0,87.0,
101.25,83.8,83.8,
101.5,84.5,84.5,
101.75,84.4,84.4,
102.0,84.5,84.5,
102.25,84.0,84.0,
102.5,82.8,82.8,
102.75,82.0,82.0,
103.0,81.5,81.5,
103.25,81.4,81.4,
103.5,81.3,81.3,
103.75,82.5,82.5,
104.0,78.6,78.6,
104.25,79.9,79.9,
104.5,80.6,80.6,
104.75,80.0,80.0,
105.0,79.0,79.0,
105.25,80.8,80.8,
105.5,79.8,79.8,
105.75,79.3,79.3,
106.0,78.9,78.9,
106.25,78.1,78.1,
106.5,77.7,77.7,
106.75,79.4,79.4,
107.0,77.8,77.8,
107.25,77.6,77.6,
107.5,77.3,77.3,
107.75,75.9,75.9,
108.0,76.9,76.9,
108.25,75.1,75.1,
108.5,76.4,76.4,
108.75,75.3,75.3,
109.0,76.1,76.1,
109.25,75.2,75.2,
109.5,73.3,73.3,
109.75,73.7,73.7,
110.0,73.9,73.9,
110.25,73.6,73.6,
110.5,73.0,73.0,
110.75,74.2,74.2,
111.0,72.6,72.6,
111.25,71.4,71.4,
111.5,71.4,71.4,
111.75,72.2,72.2,
112.0,72.0,72.0,
112.25,71.2,71.2,
112.5,71.6,71.6,
112.75,71.0,71.0,
113.0,70.2,70.2,
113.25,70.9,70.9,
113.5,71.0,71.0,
113.75,69.6,69.6,
114.0,70.2,70.2,
114.25,70.9,70.9,
114.5,69.4,69.4,
114.75,69.4,69.4,
115.0,68.5,68.5,
115.25,67.8,67.8,
115.5,67.6,67.6,
115.75,67.2,67.2,
116.0,67.3,67.3,
116.25,66.9,66.9,
116.5,67.2,67.2,
116.75,65.7,65.7,
117.0,66.2,66.2,
117.25,65.9,65.9,
117.5,66.3,66.3,
117.75,65.2,65.2,
118.0,64.5,64.5,
118.25,65.5,65.5,
118.5,65.9,65.9,
118.75,64.8,64.8,
119.0,64.4,64.4,
119.25,64.3,64.3,
119.5,64.5,64.5,
119.75,63.7,63.7,
120.0,62.4,62.4,
120.25,63.6,63.6,
120.5,63.2,63.2,
120.75,62.7,62.7,
121.0,62.2,62.2,
121.25,61.5,61.5,
121.5,61.8,61.8,
121.75,62.3,62.3,
122.0,61.7,61.7,
122.25,60.9,60.9,
122.5,61.2,61.2,
122.75,60.7,60.7,
123.0,60.7,60.7,
123.25,59.9,59.9,
123.5,59.1,59.1,
123.75,60.1,60.1,
124.0,59.5,59.5,
124.25,58.7,58.7,
124.5,59.0,59.0,
124.75,59.3,59.3,
125.0,59.4,59.4,
125.25,58.1,58.1,
125.5,57.3,57.3,
125.75,58.7,58.7,
126.0,58.5,58.5,
126.25,57.4,57.4,
126.5,57.8,57.8,
126.75,56.6,56.6,
127.0,56.9,56.9,
127.25,56.1,56.1,
127.5,57.0,57.0,
127.75,56.2,56.2,
128.0,56.7,56.7,
128.25,57.1,57.1,
128.5,56.5,56.5,
128.75,56.6,56.6,
129.0,57.1,57.1,
129.25,56.1,56.1,
129.5,55.1,55.1,
129.75,55.5,55.5,
130.0,55.3,55.3,
130.25,54.9,54.9,
130.5,55.3,55.3,
130.75,54.4,54.4,
131.0,55.0,55.0,
131.25,54.9,54.9,
131.5,54.3,54.3,
131.75,54.5,54.5,
132.0,54.5,54.5,
132.25,55.2,55.2,
132.5,54.1,54.1,
132.75,53.7,53.7,
133.0,54.2,54.2,
133.25,53.9,53.9,
133.5,54.0,54.0,
133.75,54.4,54.4,
134.0,54.2,54.2,
134.25,53.8,53.8,
134.5,54.3,54.3,
134.75,53.5,53.5,
135.0,53.2,53.2,
135.25,54.6,54.6,
135.5,54.1,54.1,
135.75,52.8,52.8,
136.0,53.3,53.3,
136.25,53.3,53.3,
136.5,52.9,52.9,
136.75,52.9,52.9,
137.0,54.0,54.0,
137.25,54.5,54.5,
137.5,52.6,52.6,
137.75,53.4,53.4,
138.0,53.1,53.1,
138.25,52.3,52.3,
138.5,52.3,52.3,
138.75,53.0,53.0,
139.0,52.4,52.4,
139.25,52.4,52.4,
139.5,51.4,51.4,
139.75,51.7,51.7,
140.0,52.8,52.8,
140.25,52.0,52.0,
140.5,52.0,52.0,
140.75,52.2,52.2,
141.0,51.9,51.9,
141.25,50.5,50.5,
141.5,51.8,51.8,
141.75,50.7,50.7,
142.0,50.9,50.9,
142.25,50.8,50.8,
142.5,50.3,50.3,
142.75,50.7,50.7,
143.0,49.7,49.7,
143.25,50.7,50.7,
143.5,49.3,49.3,
143.75,50.3,50.3,
144.0,50.9,50.9,
144.25,50.2,50.2,
144.5,50.2,50.2,
144.75,50.9,50.9,
145.0,51.0,51.0,
145.25,50.6,50.6,
145.5,50.2,50.2,
145.75,49.9,49.9,
146.0,50.7,50.7,
146.25,50.6,50.6,
146.5,49.5,49.5,
146.75,49.3,49.3,
147.0,49.7,49.7,
147.25,50.2,50.2,
147.5,49.0,49.0,
147.75,49.8,49.8,
148.0,50.0,50.0,
148.25,50.5,50.5,
148.5,49.9,49.9,
148.75,48.5,48.5,
149.0,48.9,48.9,
149.25,49.1,49.1,
149.5,48.9,48.9,
149.75,48.8,48.8,
150.0,49.0,49.0,
150.25,48.5,48.5,
150.5,48.0,48.0,
150.75,48.2,48.2,
151.0,47.5,47.5,
151.25,47.9,47.9,
151.5,47.2,47.2,
151.75,47.5,47.5,
152.0,47.5,47.5,
