Time after Ignition,HIPS_R1,HIPS_R2,HIPS_R3,Mean,Std. Dev.
50.75,1037.6,1042.4,1041.5,1040.5,2.6
51.0,1040.0,1040.3,1095.8,1058.7,32.1
51.25,1068.9,1004.1,1130.3,1067.8,63.1
51.5,1030.0,1069.9,1142.7,1080.9,57.1
51.75,1065.1,1034.4,1127.2,1075.6,47.3
52.0,982.8,1067.3,1077.6,1042.6,52.0
52.25,1001.5,1169.7,1081.6,1084.3,84.1
52.5,1079.5,1038.0,1150.2,1089.2,56.7
52.75,1123.8,1084.1,1086.6,1098.2,22.2
53.0,1032.0,1073.0,1117.5,1074.2,42.7
53.25,1097.8,1042.8,1104.9,1081.8,34.0
53.5,1105.0,1137.4,1172.9,1138.5,34.0
53.75,1000.9,1110.0,1152.5,1087.8,78.2
54.0,1197.3,1055.8,1125.9,1126.3,70.8
54.25,1105.8,1059.8,1132.3,1099.3,36.7
54.5,1004.0,1048.5,1196.9,1083.1,101.0
54.75,1117.4,1157.6,1123.9,1133.0,21.6
55.0,1129.7,1027.4,1153.4,1103.5,67.0
55.25,1092.7,1103.6,1148.2,1114.8,29.4
55.5,1118.8,1154.8,1110.1,1127.9,23.7
55.75,1117.9,1083.5,1173.6,1125.0,45.5
56.0,1057.5,1090.0,1200.7,1116.1,75.1
56.25,1158.4,1163.9,1208.9,1177.1,27.7
56.5,1101.6,1084.1,1184.7,1123.4,53.7
56.75,1140.0,1118.0,1194.2,1150.7,39.2
57.0,1095.7,1132.8,1092.7,1107.1,22.3
57.25,1171.9,1101.5,1186.5,1153.3,45.5
57.5,1138.4,1097.9,1216.5,1150.9,60.3
57.75,1133.7,1107.8,1157.5,1133.0,24.8
58.0,1090.4,1096.3,1123.2,1103.3,17.5
58.25,1132.2,1112.3,1231.7,1158.7,64.0
58.5,1167.3,1156.4,1268.4,1197.4,61.8
58.75,1174.4,1097.5,1212.0,1161.3,58.3
59.0,1170.4,1114.9,1168.2,1151.2,31.4
59.25,1128.5,1105.8,1263.0,1165.7,85.0
59.5,1114.6,1174.9,1218.7,1169.4,52.3
59.75,1193.2,1129.2,1279.8,1200.7,75.5
60.0,1138.1,1145.5,1190.0,1157.9,28.1
60.25,1160.3,1125.1,1181.9,1155.7,28.7
60.5,1179.4,1126.3,1160.7,1155.5,26.9
60.75,1168.6,1102.6,1190.3,1153.8,45.6
61.0,1176.1,1169.3,1188.8,1178.1,9.9
61.25,1072.2,1176.5,1254.7,1167.8,91.5
61.5,1179.4,1091.3,1266.7,1179.1,87.7
61.75,1112.5,1066.9,1234.8,1138.1,86.8
62.0,1241.9,1235.8,1219.6,1232.4,11.5
62.25,1150.1,1101.8,1222.9,1158.3,61.0
62.5,1154.9,1144.8,1203.6,1167.8,31.5
62.75,1135.8,1186.3,1201.0,1174.4,34.2
63.0,1134.2,1120.1,1250.3,1168.2,71.4
63.25,1148.2,1211.2,1221.5,1193.6,39.7
63.5,1244.2,1145.1,1232.6,1207.3,54.1
63.75,1189.9,1145.5,1255.1,1196.9,55.1
64.0,1143.0,1166.7,1236.8,1182.2,48.8
64.25,1271.4,1157.5,1258.3,1229.1,62.3
64.5,1093.5,1192.2,1246.0,1177.3,77.3
64.75,1165.4,1188.2,1229.7,1194.4,32.6
65.0,1217.9,1147.8,1198.8,1188.2,36.2
65.25,1189.1,1159.0,1212.7,1186.9,26.9
65.5,1128.5,1233.8,1299.2,1220.5,86.1
65.75,1186.4,1174.6,1246.8,1202.6,38.7
66.0,1121.8,1149.8,1364.5,1212.0,132.7
66.25,1194.5,1183.8,1261.7,1213.3,42.2
66.5,1210.6,1259.0,1168.5,1212.7,45.3
66.75,1163.9,1198.9,1286.5,1216.5,63.2
67.0,1211.6,1225.9,1258.4,1232.0,24.0
67.25,1193.9,1214.6,1306.4,1238.3,59.9
67.5,1144.0,1205.1,1227.3,1192.1,43.2
67.75,1186.5,1252.9,1290.9,1243.4,52.8
68.0,1172.4,1149.0,1300.4,1207.3,81.5
68.25,1234.9,1249.6,1210.2,1231.6,19.9
68.5,1143.3,1263.7,1333.6,1246.9,96.3
68.75,1167.0,1235.9,1236.8,1213.2,40.0
69.0,1173.5,1202.7,1282.2,1219.5,56.3
69.25,1179.9,1247.0,1233.0,1220.0,35.4
69.5,1253.1,1224.2,1274.5,1250.6,25.2
69.75,1192.5,1204.2,1298.9,1231.8,58.4
70.0,1282.7,1165.1,1313.0,1253.6,78.1
70.25,1226.3,1228.6,1272.1,1242.3,25.8
70.5,1143.5,1190.4,1244.9,1192.9,50.7
70.75,1206.5,1283.0,1389.4,1293.0,91.9
71.0,1198.5,1272.7,1251.6,1240.9,38.2
71.25,1197.4,1244.2,1316.5,1252.7,60.0
71.5,1179.9,1193.7,1237.9,1203.8,30.3
71.75,1240.9,1307.8,1213.9,1254.2,48.3
72.0,1158.9,1168.3,1258.5,1195.2,55.0
72.25,1306.1,1322.5,1318.6,1315.7,8.6
72.5,1233.2,1230.8,1222.4,1228.8,5.6
72.75,1244.2,1226.1,1324.6,1265.0,52.4
73.0,1260.0,1258.5,1332.2,1283.6,42.2
73.25,1188.7,1239.7,1331.1,1253.1,72.1
73.5,1223.2,1276.6,1319.2,1273.0,48.1
73.75,1229.8,1274.5,1296.0,1266.8,33.8
74.0,1153.8,1276.5,1249.4,1226.5,64.5
74.25,1233.4,1227.6,1262.0,1241.0,18.4
74.5,1174.8,1178.0,1238.1,1197.0,35.6
74.75,1204.4,1246.9,1355.9,1269.0,78.1
75.0,1256.9,1282.6,1325.6,1288.4,34.7
75.25,1218.8,1249.0,1351.7,1273.2,69.6
75.5,1328.9,1222.8,1294.3,1282.0,54.2
75.75,1190.6,1162.8,1318.3,1223.9,82.9
76.0,1244.9,1319.7,1273.1,1279.2,37.8
76.25,1243.6,1256.7,1322.0,1274.1,42.0
76.5,1220.1,1271.4,1371.8,1287.8,77.2
76.75,1238.0,1218.9,1292.7,1249.9,38.3
77.0,1269.6,1276.5,1342.8,1296.3,40.4
77.25,1254.8,1246.1,1210.5,1237.1,23.5
77.5,1258.6,1278.3,1361.4,1299.4,54.5
77.75,1253.5,1240.8,1321.3,1271.9,43.2
78.0,1197.2,1310.7,1518.9,1342.2,163.1
78.25,1171.7,1262.9,1220.8,1218.4,45.6
78.5,1258.7,1228.9,1297.4,1261.7,34.4
78.75,1281.5,1425.4,1338.1,1348.4,72.5
79.0,1252.2,1228.1,1289.4,1256.6,30.9
79.25,1244.6,1379.4,1231.7,1285.2,81.8
79.5,1262.3,1295.5,1298.7,1285.5,20.2
79.75,1191.3,1361.7,1295.0,1282.7,85.9
80.0,1215.6,1245.3,1389.0,1283.3,92.7
80.25,1212.0,1327.3,1282.2,1273.8,58.1
80.5,1280.5,1404.2,1270.7,1318.5,74.4
80.75,1180.6,1334.2,1369.3,1294.7,100.3
81.0,1283.4,1271.4,1360.3,1305.0,48.2
81.25,1235.1,1393.0,1237.2,1288.4,90.6
81.5,1190.7,1348.1,1363.0,1300.6,95.5
81.75,1191.0,1269.2,1362.7,1274.3,86.0
82.0,1310.2,1351.5,1306.2,1322.6,25.1
82.25,1284.9,1206.8,1364.8,1285.5,79.0
82.5,1245.8,1397.8,1291.5,1311.7,78.0
82.75,1225.2,1326.0,1372.6,1307.9,75.3
83.0,1295.9,1277.4,1262.6,1278.6,16.7
83.25,1211.1,1310.8,1292.3,1271.4,53.0
83.5,1245.8,1364.4,1386.8,1332.4,75.8
83.75,1227.2,1279.6,1218.2,1241.6,33.2
84.0,1201.2,1278.9,1375.1,1285.1,87.2
84.25,1187.2,1329.0,1366.6,1294.3,94.6
84.5,1235.9,1316.4,1303.0,1285.1,43.1
84.75,1271.7,1237.4,1357.4,1288.8,61.9
85.0,1253.6,1310.7,1330.7,1298.3,40.0
85.25,1191.7,1259.6,1224.3,1225.2,34.0
85.5,1379.4,1295.4,1286.2,1320.3,51.4
85.75,1262.9,1309.0,1327.7,1299.9,33.4
86.0,1315.6,1317.7,1351.3,1328.2,20.0
86.25,1320.4,1264.4,1314.2,1299.6,30.7
86.5,1250.8,1229.0,1298.1,1259.3,35.3
86.75,1239.4,1324.2,1266.1,1276.6,43.4
87.0,1265.5,1286.0,1289.5,1280.4,13.0
87.25,1224.1,1288.2,1320.6,1277.6,49.1
87.5,1279.3,1253.7,1261.7,1264.9,13.1
87.75,1202.0,1306.5,1316.9,1275.1,63.6
88.0,1242.5,1325.6,1356.6,1308.2,59.0
88.25,1243.2,1242.2,1260.4,1248.6,10.2
88.5,1268.7,1239.2,1316.7,1274.9,39.1
88.75,1200.3,1308.1,1299.9,1269.4,60.0
89.0,1208.7,1309.2,1265.4,1261.1,50.4
89.25,1224.8,1236.3,1293.5,1251.5,36.8
89.5,1223.2,1179.1,1274.0,1225.5,47.5
89.75,1179.8,1229.7,1286.6,1232.0,53.5
90.0,1272.2,1375.8,1274.8,1307.6,59.0
90.25,1211.7,1233.2,1267.4,1237.4,28.1
90.5,1294.5,1214.3,1259.7,1256.2,40.2
90.75,1260.4,1238.8,1258.2,1252.4,11.9
91.0,1199.6,1258.7,1265.7,1241.3,36.3
91.25,1208.5,1243.6,1217.8,1223.3,18.2
91.5,1258.0,1246.1,1278.3,1260.8,16.3
91.75,1217.1,1218.8,1238.7,1224.9,12.0
92.0,1237.1,1265.0,1271.5,1257.9,18.2
92.25,1279.1,1244.8,1319.5,1281.1,37.4
92.5,1198.4,1190.1,1244.3,1210.9,29.2
92.75,1272.5,1216.2,1316.0,1268.2,50.0
93.0,1247.8,1214.9,1242.5,1235.1,17.7
93.25,1185.0,1241.0,1215.3,1213.8,28.1
93.5,1190.2,1249.4,1288.7,1242.8,49.6
93.75,1190.9,1232.1,1254.3,1225.8,32.2
94.0,1177.4,1305.3,1230.2,1237.6,64.3
94.25,1175.7,1159.5,1247.5,1194.2,46.8
94.5,1208.5,1205.9,1230.5,1215.0,13.5
94.75,1185.7,1182.5,1244.5,1204.3,34.9
95.0,1132.8,1203.9,1206.1,1180.9,41.7
95.25,1132.2,1249.7,1171.7,1184.5,59.8
95.5,1199.6,1186.9,1170.1,1185.5,14.8
95.75,1161.5,1205.5,1193.2,1186.8,22.7
96.0,1156.2,1216.9,1234.2,1202.4,41.0
96.25,1200.4,1237.8,1179.7,1206.0,29.4
96.5,1116.3,1174.1,1131.4,1140.6,30.0
96.75,1174.0,1162.2,1086.0,1140.7,47.7
97.0,1144.8,1163.3,1131.4,1146.5,16.0
97.25,1120.5,1151.3,1139.9,1137.2,15.6
97.5,1158.7,1165.3,1131.3,1151.8,18.1
97.75,1110.4,1216.3,1136.1,1154.3,55.2
98.0,1074.1,1133.2,1120.7,1109.3,31.2
98.25,1144.0,1188.4,1095.9,1142.8,46.2
98.5,1099.4,1171.1,1039.1,1103.2,66.1
98.75,1090.4,1202.0,1116.7,1136.3,58.3
99.0,1116.9,1180.1,1023.3,1106.8,78.9
99.25,1113.5,1110.7,1032.7,1085.7,45.9
99.5,1082.8,1181.6,1037.8,1100.8,73.5
99.75,1091.4,1211.0,1026.6,1109.7,93.6
100.0,1088.4,1123.9,1031.0,1081.1,46.9
100.25,1129.8,1113.8,1025.6,1089.7,56.1
100.5,1078.2,1105.3,999.5,1061.0,55.0
100.75,1080.3,1140.8,984.9,1068.7,78.6
101.0,1077.3,1144.7,1034.1,1085.4,55.7
101.25,1059.9,1069.4,1032.8,1054.0,19.0
101.5,1088.0,1082.1,987.8,1052.6,56.2
101.75,1068.9,1065.9,992.5,1042.5,43.3
102.0,1062.8,1043.3,980.2,1028.8,43.1
102.25,1032.6,1101.7,954.9,1029.7,73.4
102.5,998.4,1026.0,900.0,974.8,66.2
102.75,1005.9,1027.3,940.3,991.2,45.3
103.0,999.6,1091.4,908.7,999.9,91.4
103.25,1019.4,1032.7,891.1,981.1,78.2
103.5,990.7,977.8,889.4,952.7,55.1
103.75,1007.5,1001.0,874.2,960.9,75.2
104.0,959.8,995.6,865.5,940.3,67.2
104.25,962.2,983.3,868.1,937.9,61.3
104.5,918.2,990.0,834.8,914.3,77.7
104.75,935.6,960.0,833.3,909.6,67.2
105.0,939.0,956.7,856.7,917.4,53.4
105.25,946.6,945.9,832.4,908.3,65.7
105.5,940.0,916.9,827.3,894.7,59.5
105.75,891.4,910.5,828.1,876.7,43.1
106.0,921.6,905.5,800.6,875.9,65.7
106.25,913.7,907.8,792.8,871.5,68.2
106.5,930.4,880.3,764.6,858.4,85.0
106.75,878.0,898.5,778.4,851.6,64.3
107.0,863.7,859.5,750.6,824.6,64.1
107.25,860.1,836.1,764.6,820.3,49.7
107.5,847.5,870.9,742.9,820.4,68.2
107.75,856.5,877.1,732.5,822.0,78.2
108.0,885.5,861.6,750.4,832.5,72.1
108.25,858.0,812.3,711.6,794.0,74.9
108.5,837.6,835.9,713.3,795.6,71.3
108.75,836.6,848.2,703.2,796.0,80.6
109.0,786.9,835.3,705.7,776.0,65.5
109.25,780.8,806.1,675.3,754.0,69.4
109.5,809.9,790.9,686.2,762.3,66.6
109.75,771.3,797.0,663.2,743.8,71.0
110.0,745.5,797.1,653.6,732.1,72.7
110.25,719.2,783.3,647.2,716.6,68.1
110.5,717.3,776.4,640.6,711.4,68.1
110.75,719.2,783.5,614.0,705.6,85.6
111.0,714.4,768.8,631.5,704.9,69.1
111.25,706.3,746.1,603.8,685.4,73.4
111.5,685.7,737.0,592.7,671.8,73.2
111.75,708.7,752.4,592.6,684.6,82.6
112.0,675.8,713.3,582.6,657.2,67.3
112.25,667.2,703.6,576.6,649.1,65.4
112.5,650.2,698.2,562.1,636.8,69.0
112.75,652.8,691.0,538.8,627.6,79.2
113.0,657.4,661.6,535.7,618.2,71.5
113.25,651.6,650.4,520.1,607.4,75.6
113.5,624.9,639.0,515.3,593.1,67.7
113.75,606.1,627.0,508.3,580.4,63.4
114.0,593.7,609.5,497.8,567.0,60.5
114.25,580.0,596.3,494.7,557.0,54.6
114.5,580.9,586.4,470.0,545.8,65.7
114.75,588.3,576.3,465.5,543.4,67.7
115.0,567.2,560.7,446.5,524.8,67.9
115.25,549.5,549.8,441.4,513.6,62.5
115.5,546.3,553.9,427.4,509.2,70.9
115.75,527.2,532.9,416.5,492.2,65.6
116.0,507.4,520.8,411.9,480.0,59.3
116.25,500.0,508.6,403.1,470.5,58.6
116.5,481.7,496.0,390.8,456.1,57.0
116.75,463.4,490.4,374.9,442.9,60.4
117.0,453.2,481.0,372.3,435.5,56.4
117.25,437.4,472.8,355.9,422.0,59.9
117.5,420.9,468.2,338.8,409.3,65.5
117.75,393.0,469.5,326.5,396.4,71.5
118.0,378.8,441.4,318.6,379.6,61.4
118.25,371.1,436.5,304.1,370.6,66.2
118.5,354.8,422.4,291.4,356.2,65.5
118.75,341.6,412.3,275.4,343.1,68.5
119.0,323.2,394.9,265.4,327.8,64.8
119.25,308.9,387.7,252.8,316.5,67.8
119.5,293.2,375.2,241.8,303.4,67.3
119.75,281.7,367.8,230.5,293.3,69.4
120.0,266.7,355.1,218.1,280.0,69.4
120.25,253.8,343.5,,298.6,63.4
120.5,236.9,329.1,,283.0,65.2
120.75,227.5,316.3,,271.9,62.8
