##Temp./°C,Time/min,DSC/(mW/mg),Mass/%,Gas Flow(purge1)/(ml/min),Gas Flow(protective)/(ml/min),Sensit./(uV/mW)
65.554,12.605830000000001,0.29566,99.18475,50.0,20.0,1.05989
67.356,12.70583,0.31156999999999996,99.16328,50.0,20.0,1.05903
69.178,12.80583,0.32629,99.16017,50.0,20.0,1.05815
71.066,12.90583,0.33962,99.14463,50.0,20.0,1.05724
73.019,13.00583,0.35461,99.1291,50.0,20.0,1.0563
75.019,13.105830000000001,0.3629,99.15706,50.0,20.0,1.0553299999999999
77.057,13.205829999999999,0.37571,99.13531,50.0,20.0,1.05435
79.116,13.305829999999998,0.38466,99.14153,50.0,20.0,1.05335
81.244,13.405829999999998,0.39916999999999997,99.16328,50.0,20.0,1.0523200000000001
83.393,13.50583,0.40694,99.18191999999999,50.0,20.0,1.0512700000000001
85.597,13.60583,0.42049,99.15085,50.0,20.0,1.0502
87.847,13.705829999999999,0.42956000000000005,99.14774,50.0,20.0,1.0491
90.13,13.805829999999998,0.44215,99.13531,50.0,20.0,1.04799
92.495,13.905829999999998,0.4554,99.13531,50.0,20.0,1.04683
94.84,14.00583,0.46765,99.09181,50.0,20.0,1.04568
97.25,14.10583,0.48283000000000004,99.12938,50.0,20.0,1.0445
99.713,14.205829999999999,0.49,99.12006,50.0,20.0,1.04329
102.229,14.305829999999998,0.50734,99.11045,50.0,20.0,1.04205
104.771,14.405829999999998,0.5230600000000001,99.11073,50.0,20.0,1.0407899999999999
107.386,14.50583,0.53947,99.11384,50.0,20.0,1.0395
109.994,14.60583,0.55488,99.09492,50.0,20.0,1.03821
112.68,14.705829999999999,0.5745100000000001,99.0952,50.0,20.0,1.03688
115.402,14.805829999999998,0.59191,99.1322,50.0,20.0,1.0355299999999998
118.163,14.905829999999998,0.61166,99.0952,50.0,20.0,1.03416
120.973,15.00583,0.63231,99.0952,50.0,20.0,1.03275
123.809,15.10583,0.65282,99.07655,50.0,20.0,1.03134
126.705,15.205829999999999,0.67551,99.0952,50.0,20.0,1.02989
129.644,15.305829999999998,0.70099,99.0952,50.0,20.0,1.0284200000000001
132.61301,15.405829999999998,0.7276100000000001,99.08559,50.0,20.0,1.02693
135.62399,15.50583,0.75097,99.05790999999999,50.0,20.0,1.02541
138.66499,15.60583,0.76851,99.05790999999999,50.0,20.0,1.02388
141.752,15.705829999999999,0.7739,99.05790999999999,50.0,20.0,1.0223200000000001
144.853,15.805829999999998,0.78205,99.05790999999999,50.0,20.0,1.0207600000000001
148.017,15.905829999999998,0.7921600000000001,99.05790999999999,50.0,20.0,1.01915
151.18401,16.00583,0.80019,99.05790999999999,50.0,20.0,1.01755
154.39101000000002,16.105829999999997,0.81421,99.02062,50.0,20.0,1.0159200000000002
157.618,16.20583,0.82849,99.03927,50.0,20.0,1.01427
160.881,16.30583,0.84496,99.04859,50.0,20.0,1.01261
164.14799,16.405829999999998,0.86256,99.02062,50.0,20.0,1.01094
167.444,16.50583,0.8810899999999999,99.02062,50.0,20.0,1.00925
170.761,16.605829999999997,0.89712,99.00225999999999,50.0,20.0,1.0075399999999999
174.092,16.70583,0.91022,99.0209,50.0,20.0,1.00583
177.457,16.80583,0.9236,99.0113,50.0,20.0,1.0041
180.855,16.905829999999998,0.93661,99.00198,50.0,20.0,1.00234
184.26601000000002,17.00583,0.95075,99.01158000000001,50.0,20.0,1.00058
187.701,17.105829999999997,0.96777,98.97429,50.0,20.0,0.9988
191.15401,17.20583,0.9805299999999999,98.98362,50.0,20.0,0.9970100000000001
194.638,17.30583,0.99098,98.98362,50.0,20.0,0.99519
198.149,17.405829999999998,0.98434,99.02062,50.0,20.0,0.99336
201.66,17.50583,0.9813799999999999,98.98333000000001,50.0,20.0,0.9915299999999999
205.202,17.605829999999997,0.98475,98.98333000000001,50.0,20.0,0.9896799999999999
208.73801,17.70583,0.9979399999999999,98.99266,50.0,20.0,0.98782
212.30901,17.80583,1.0116399999999999,98.98362,50.0,20.0,0.98595
215.892,17.905829999999998,1.0372299999999999,98.98362,50.0,20.0,0.98406
219.464,18.00583,1.06995,98.96497,50.0,20.0,0.9821799999999999
223.073,18.105829999999997,1.11556,98.94633,50.0,20.0,0.9802700000000001
226.69,18.20583,1.17987,98.92768000000001,50.0,20.0,0.97835
230.3,18.30583,1.2111,98.90904,50.0,20.0,0.9764299999999999
233.92101,18.405829999999998,1.1909299999999998,98.88136,50.0,20.0,0.97451
237.561,18.50583,1.1966299999999999,98.9,50.0,20.0,0.97257
241.22099,18.605829999999997,1.2385700000000002,98.9,50.0,20.0,0.9706100000000001
244.88,18.70583,1.3303,98.86270999999999,50.0,20.0,0.96865
248.545,18.80583,1.68281,98.86270999999999,50.0,20.0,0.9666799999999999
252.202,18.905829999999998,2.4534,98.82542,50.0,20.0,0.96472
255.84,19.00583,2.93208,98.82542,50.0,20.0,0.9627600000000001
259.495,19.105829999999997,3.05789,98.82542,50.0,20.0,0.96078
263.17099,19.20583,2.3399900000000002,98.8161,50.0,20.0,0.9587899999999999
266.901,19.30583,1.82729,98.8161,50.0,20.0,0.9567700000000001
270.57901,19.405829999999998,1.5607,98.7791,50.0,20.0,0.9547700000000001
274.31299,19.50583,1.43011,98.75113,50.0,20.0,0.95273
278.01198999999997,19.605829999999997,1.36152,98.75113,50.0,20.0,0.95071
281.73199,19.70583,1.33059,98.75113,50.0,20.0,0.9486700000000001
285.43399,19.80583,1.31569,98.74209,50.0,20.0,0.9466399999999999
289.16699,19.905829999999998,1.31057,98.66751,50.0,20.0,0.9445899999999999
292.87,20.00583,1.31341,98.66751,50.0,20.0,0.9425399999999999
296.57901,20.105829999999997,1.3169600000000001,98.64887,50.0,20.0,0.9404899999999999
300.289,20.20583,1.3203,98.61186,50.0,20.0,0.9384399999999999
303.99399,20.30583,1.3280399999999999,98.57458000000001,50.0,20.0,0.9363799999999999
307.70599,20.405829999999998,1.33905,98.53729,50.0,20.0,0.9343100000000001
311.40302,20.50583,1.34618,98.54661,50.0,20.0,0.93225
315.108,20.605829999999997,1.35544,98.50028,50.0,20.0,0.93017
318.823,20.70583,1.36196,98.39774,50.0,20.0,0.92809
322.496,20.80583,1.36873,98.36073,50.0,20.0,0.9260200000000001
326.194,20.905829999999998,1.37275,98.28616,50.0,20.0,0.92394
329.88599,21.00583,1.37376,98.24915,50.0,20.0,0.92185
333.56699,21.105829999999997,1.3766399999999999,98.14689,50.0,20.0,0.91976
337.25,21.20583,1.37955,98.06328,50.0,20.0,0.9176700000000001
340.93201,21.30583,1.38224,97.95169,50.0,20.0,0.9155700000000001
344.59698,21.405829999999998,1.3877700000000002,97.87429,50.0,20.0,0.9134700000000001
348.26401,21.50583,1.3961700000000001,97.8,50.0,20.0,0.9113700000000001
351.935,21.605829999999997,1.42595,97.72570999999999,50.0,20.0,0.9092600000000001
355.57501,21.70583,1.48437,97.63277,50.0,20.0,0.9071600000000001
359.224,21.80583,1.55403,97.5274,50.0,20.0,0.9050600000000001
362.85501,21.905829999999998,1.6337899999999999,97.44972,50.0,20.0,0.90295
366.479,22.00583,1.71033,97.32599,50.0,20.0,0.90085
370.104,22.105829999999997,1.7831700000000001,97.15226,50.0,20.0,0.89874
373.70401,22.20583,1.8546599999999998,97.01581999999999,50.0,20.0,0.8966299999999999
377.29999,22.30583,1.92432,96.86751,50.0,20.0,0.8945299999999999
380.89999,22.405829999999998,1.99553,96.67541999999999,50.0,20.0,0.89241
384.48599,22.50583,2.08015,96.55734,50.0,20.0,0.8903
388.05899,22.605829999999997,2.16371,96.33729,50.0,20.0,0.8881899999999999
391.61899,22.70583,2.2204200000000003,96.06497,50.0,20.0,0.88608
395.17499,22.80583,2.26206,95.84492,50.0,20.0,0.88397
398.72601000000003,22.905829999999998,2.32369,95.49463,50.0,20.0,0.8818600000000001
402.26801,23.00583,2.38587,95.14774,50.0,20.0,0.87974
405.80301000000003,23.105829999999997,2.44099,94.77571,50.0,20.0,0.8776200000000001
409.35001,23.20583,2.5102,94.32966,50.0,20.0,0.87549
412.854,23.30583,2.54612,93.84011,50.0,20.0,0.8733799999999999
416.36401,23.405829999999998,2.48924,93.29774,50.0,20.0,0.87126
419.884,23.50583,2.43187,92.72458,50.0,20.0,0.86913
423.388,23.605829999999997,2.43287,91.92514,50.0,20.0,0.867
426.896,23.70583,2.43241,91.10706,50.0,20.0,0.8648600000000001
430.39099000000004,23.80583,2.4839,89.98841999999999,50.0,20.0,0.86272
433.897,23.905829999999998,2.58502,88.53842,50.0,20.0,0.8605700000000001
437.37701,24.00583,2.67833,86.70734,50.0,20.0,0.8584299999999999
440.875,24.105829999999997,2.81596,84.57571,50.0,20.0,0.8562700000000001
444.35900999999996,24.20583,3.00676,81.8613,50.0,20.0,0.8541200000000001
447.83800999999994,24.30583,3.19247,78.91158,50.0,20.0,0.85196
451.29900999999995,24.405829999999998,3.52569,75.25846999999999,50.0,20.0,0.8498100000000001
454.73999000000003,24.50583,3.8854900000000003,70.94237,50.0,20.0,0.8476600000000001
458.14999000000006,24.605829999999997,4.1897,65.56949,50.0,20.0,0.8455299999999999
461.54999000000004,24.70583,4.409330000000001,59.79407,50.0,20.0,0.84339
464.939,24.80583,4.5294,53.30254,50.0,20.0,0.84126
468.32000999999997,24.905829999999998,4.50522,47.01582,50.0,20.0,0.8391200000000001
471.68701,25.00583,4.32306,40.722879999999996,50.0,20.0,0.83699
475.07401,25.105829999999997,3.98518,35.37797,50.0,20.0,0.8348399999999999
478.45401,25.20583,3.52313,30.88503,50.0,20.0,0.8326899999999999
481.83700999999996,25.30583,2.99435,27.66299,50.0,20.0,0.83052
485.19,25.405829999999998,2.48412,25.33898,50.0,20.0,0.82837
488.55899000000005,25.50583,2.05422,23.72458,50.0,20.0,0.82621
491.914,25.605829999999997,1.74891,22.53164,50.0,20.0,0.82405
495.26999000000006,25.70583,1.54636,21.685879999999997,50.0,20.0,0.8218799999999999
498.61899000000005,25.80583,1.4145299999999998,21.05085,50.0,20.0,0.81971
501.97,25.905829999999998,1.30969,20.514689999999998,50.0,20.0,0.81753
505.26800999999995,26.00583,1.23543,20.130229999999997,50.0,20.0,0.8153699999999999
508.57100999999994,26.105829999999997,1.1812,19.84831,50.0,20.0,0.81321
511.88199000000003,26.20583,1.14876,19.66864,50.0,20.0,0.81104
515.16699,26.30583,1.12545,19.488979999999998,50.0,20.0,0.80888
518.4420200000001,26.405829999999998,1.11297,19.30932,50.0,20.0,0.80672
521.71503,26.50583,1.1103399999999999,19.19802,50.0,20.0,0.80455
524.99298,26.605829999999997,1.11658,19.0709,50.0,20.0,0.80238
528.245,26.70583,1.1263299999999998,18.99633,50.0,20.0,0.8002100000000001
531.51202,26.80583,1.13886,18.89718,50.0,20.0,0.79803
534.76501,26.905829999999998,1.15335,18.819770000000002,50.0,20.0,0.79585
537.9979900000001,27.00583,1.17361,18.74548,50.0,20.0,0.79368
541.23602,27.105829999999997,1.1863700000000001,18.6709,50.0,20.0,0.7915
544.46997,27.20583,1.2046700000000001,18.61525,50.0,20.0,0.78932
547.67603,27.30583,1.21648,18.57797,50.0,20.0,0.78715
550.901,27.405829999999998,1.22976,18.540960000000002,50.0,20.0,0.78496
554.11603,27.50583,1.23871,18.491239999999998,50.0,20.0,0.78277
557.323,27.605829999999997,1.25047,18.426270000000002,50.0,20.0,0.78058
560.52301,27.70583,1.2617399999999999,18.351689999999998,50.0,20.0,0.7783899999999999
563.729,27.80583,1.27365,18.31469,50.0,20.0,0.7761899999999999
566.93201,27.905829999999998,1.28173,18.24011,50.0,20.0,0.77398
570.11499,28.00583,1.2943200000000001,18.203110000000002,50.0,20.0,0.77179
573.2930299999999,28.105829999999997,1.3053,18.16582,50.0,20.0,0.76958
576.47302,28.20583,1.3124200000000001,18.12881,50.0,20.0,0.7673800000000001
579.64099,28.30583,1.32691,18.05141,50.0,20.0,0.76517
582.8079799999999,28.405829999999998,1.33725,17.99576,50.0,20.0,0.7629600000000001
585.96503,28.50583,1.3479299999999999,17.94915,50.0,20.0,0.76075
589.14001,28.605829999999997,1.3607,17.902820000000002,50.0,20.0,0.75852
592.27802,28.70583,1.37066,17.8096,50.0,20.0,0.75632
595.42297,28.80583,1.37669,17.79124,50.0,20.0,0.7541
598.55603,28.905829999999998,1.39021,17.71667,50.0,20.0,0.75188
601.69299,29.00583,1.40296,17.67938,50.0,20.0,0.74966
604.8250099999999,29.105829999999997,1.4106,17.62373,50.0,20.0,0.74743
607.96503,29.20583,1.42177,17.56808,50.0,20.0,0.74519
611.0869799999999,29.30583,1.43126,17.4935,50.0,20.0,0.7429600000000001
614.19,29.405829999999998,1.4384700000000001,17.4565,50.0,20.0,0.74074
617.3029799999999,29.50583,1.4559600000000001,17.38192,50.0,20.0,0.7385
620.41699,29.605829999999997,1.46537,17.30763,50.0,20.0,0.73626
623.5189799999999,29.70583,1.47835,17.27062,50.0,20.0,0.73402
626.62,29.80583,1.48937,17.19605,50.0,20.0,0.73178
629.724,29.905829999999998,1.50165,17.15904,50.0,20.0,0.72952
