Time after Ignition,Nylon_Carpet_High_Pile_R1,Nylon_Carpet_High_Pile_R2,Nylon_Carpet_High_Pile_R3,Mean,Std. Dev.
65.0,480.5,459.8,378.5,439.6,53.9
65.25,480.0,458.3,376.0,438.1,54.8
65.5,470.8,476.9,369.7,439.1,60.2
65.75,473.4,459.7,368.8,434.0,56.8
66.0,470.3,450.8,374.8,432.0,50.4
66.25,472.4,454.8,368.6,431.9,55.5
66.5,473.0,447.3,372.8,431.0,52.0
66.75,469.2,446.8,361.8,425.9,56.7
67.0,470.8,445.8,364.9,427.1,55.3
67.25,471.5,445.3,374.5,430.4,50.2
67.5,465.7,449.4,373.4,429.5,49.3
67.75,456.0,442.5,367.4,422.0,47.8
68.0,457.5,441.1,363.3,420.6,50.3
68.25,462.4,444.3,362.5,423.1,53.2
68.5,456.2,437.2,363.6,419.0,48.9
68.75,458.3,433.9,362.4,418.2,49.9
69.0,467.8,443.4,364.9,425.4,53.8
69.25,455.7,430.1,358.2,414.7,50.5
69.5,455.0,431.1,364.1,416.7,47.1
69.75,450.2,429.6,356.4,412.1,49.3
70.0,442.5,422.6,354.8,406.6,46.0
70.25,450.9,426.4,357.6,411.6,48.4
70.5,447.4,408.9,362.8,406.4,42.4
70.75,439.8,419.9,350.7,403.5,46.8
71.0,450.6,417.7,362.3,410.2,44.6
71.25,445.8,410.1,352.5,402.8,47.1
71.5,444.5,407.0,357.7,403.1,43.5
71.75,444.6,405.4,348.0,399.3,48.6
72.0,437.1,400.5,350.8,396.1,43.4
72.25,440.6,399.5,359.3,399.8,40.6
72.5,429.0,392.6,347.3,389.6,40.9
72.75,445.2,396.8,353.7,398.6,45.7
73.0,443.7,391.9,353.5,396.4,45.3
73.25,435.1,397.7,345.4,392.7,45.1
73.5,425.2,397.2,349.7,390.7,38.2
73.75,434.2,386.9,348.3,389.8,43.1
74.0,438.8,391.8,345.6,392.1,46.6
74.25,430.0,383.7,350.1,387.9,40.1
74.5,421.9,385.3,346.2,384.5,37.9
74.75,421.2,385.4,345.9,384.1,37.7
75.0,432.1,380.8,340.4,384.5,46.0
75.25,431.3,383.4,334.0,382.9,48.6
75.5,418.1,379.5,342.3,380.0,37.9
75.75,430.9,385.4,333.3,383.2,48.8
76.0,422.5,387.8,339.8,383.4,41.6
76.25,427.7,371.6,342.7,380.7,43.2
76.5,416.4,377.6,342.6,378.9,36.9
76.75,423.1,370.1,332.7,375.3,45.4
77.0,421.8,373.0,337.4,377.4,42.4
77.25,417.4,379.7,332.8,376.6,42.4
77.5,420.6,371.1,329.0,373.5,45.8
77.75,413.7,365.9,329.5,369.7,42.3
78.0,412.8,368.1,316.6,365.9,48.2
78.25,419.3,376.7,326.7,374.2,46.3
78.5,418.4,365.8,332.2,372.1,43.4
78.75,419.4,371.6,323.1,371.4,48.1
79.0,430.1,361.6,328.9,373.5,51.6
79.25,412.6,365.7,326.0,368.1,43.4
79.5,409.7,363.7,326.9,366.8,41.5
79.75,407.6,358.1,326.5,364.1,40.9
80.0,398.5,357.5,322.3,359.4,38.1
80.25,402.1,357.2,325.5,361.6,38.5
80.5,399.8,353.3,324.1,359.1,38.2
80.75,415.3,351.7,326.1,364.4,45.9
81.0,410.0,363.7,327.2,367.0,41.5
81.25,400.6,348.8,320.5,356.6,40.6
81.5,406.6,351.1,324.5,360.7,41.9
81.75,400.0,349.4,316.7,355.4,42.0
82.0,401.4,354.1,314.6,356.7,43.5
82.25,403.5,351.6,323.2,359.4,40.7
82.5,402.5,350.9,318.6,357.3,42.3
82.75,395.9,347.2,320.9,354.7,38.0
83.0,397.7,349.7,317.9,355.1,40.2
83.25,397.4,346.6,314.0,352.6,42.0
83.5,396.3,339.8,321.3,352.5,39.1
83.75,399.8,348.0,313.6,353.8,43.4
84.0,397.6,342.2,315.4,351.8,41.9
84.25,389.8,339.6,322.4,350.6,35.0
84.5,388.2,343.5,316.7,349.5,36.2
84.75,381.9,344.7,314.6,347.1,33.7
85.0,389.9,335.4,306.5,343.9,42.3
85.25,390.7,340.0,315.3,348.7,38.5
85.5,381.2,327.9,311.4,340.1,36.5
85.75,388.0,332.7,309.2,343.3,40.4
86.0,380.1,336.7,311.0,342.6,34.9
86.25,375.8,332.4,310.8,339.7,33.1
86.5,376.3,338.7,307.2,340.7,34.6
86.75,367.0,332.1,309.0,336.1,29.2
87.0,365.4,332.7,312.6,336.9,26.6
87.25,366.5,334.5,310.5,337.2,28.1
87.5,376.4,329.8,311.6,339.3,33.4
87.75,362.7,323.0,301.1,328.9,31.2
88.0,365.4,322.6,307.2,331.8,30.2
88.25,364.3,326.5,308.7,333.2,28.4
88.5,361.6,328.3,306.3,332.0,27.9
88.75,363.9,327.5,304.3,331.9,30.0
89.0,360.9,321.5,297.3,326.6,32.1
89.25,351.0,321.2,301.8,324.7,24.8
89.5,368.7,322.5,302.0,331.1,34.2
89.75,367.1,321.0,296.1,328.1,36.0
90.0,358.1,323.0,300.4,327.2,29.0
90.25,349.8,318.8,303.6,324.1,23.5
90.5,354.7,314.0,300.0,322.9,28.5
90.75,350.0,316.5,297.3,321.3,26.7
91.0,354.1,315.5,291.8,320.4,31.5
91.25,354.0,310.6,296.5,320.4,30.0
91.5,351.1,308.6,296.8,318.8,28.6
91.75,352.0,308.3,291.2,317.2,31.4
92.0,355.3,312.9,293.2,320.5,31.7
92.25,354.7,312.6,296.6,321.3,30.0
92.5,351.8,309.7,296.4,319.3,28.9
92.75,346.9,305.1,297.0,316.4,26.8
93.0,347.9,310.3,293.0,317.1,28.0
93.25,348.2,302.1,299.5,316.6,27.4
93.5,339.9,308.0,291.7,313.2,24.5
93.75,341.5,299.9,291.7,311.0,26.7
94.0,344.1,299.9,291.5,311.8,28.3
94.25,341.9,299.9,287.6,309.8,28.5
94.5,336.4,301.9,293.5,310.6,22.7
94.75,343.7,298.0,286.2,309.3,30.3
95.0,336.9,298.8,290.0,308.6,25.0
95.25,333.3,297.4,285.5,305.4,24.9
95.5,331.8,298.2,288.4,306.1,22.8
95.75,333.1,296.4,290.7,306.7,23.1
96.0,330.2,296.8,295.1,307.4,19.8
96.25,332.6,296.0,287.7,305.5,23.9
96.5,326.0,293.7,290.9,303.5,19.5
96.75,323.3,295.9,282.1,300.5,21.0
97.0,322.8,294.4,287.0,301.4,18.8
97.25,323.7,296.8,290.0,303.5,17.8
97.5,319.9,291.6,286.3,299.3,18.0
97.75,314.7,295.8,285.5,298.6,14.8
98.0,315.7,302.6,286.3,301.5,14.7
98.25,314.5,292.0,283.7,296.7,15.9
98.5,319.1,292.2,285.1,298.8,18.0
98.75,309.1,294.0,279.5,294.2,14.8
99.0,310.9,295.2,285.0,297.0,13.0
99.25,310.8,296.1,283.7,296.8,13.6
99.5,307.9,295.6,286.2,296.6,10.9
99.75,306.6,291.9,282.9,293.8,12.0
100.0,308.1,290.6,280.4,293.0,14.0
100.25,308.4,290.9,280.1,293.1,14.3
100.5,305.0,286.3,278.3,289.9,13.7
100.75,308.6,288.9,282.9,293.5,13.5
101.0,306.6,286.9,281.9,291.8,13.0
101.25,301.2,286.7,280.5,289.5,10.6
101.5,304.6,290.3,278.2,291.0,13.2
101.75,306.8,286.9,279.3,291.0,14.2
102.0,308.7,295.2,275.7,293.2,16.6
102.25,302.5,288.2,277.4,289.4,12.6
102.5,297.1,281.4,274.6,284.4,11.6
102.75,297.8,283.8,275.2,285.6,11.4
103.0,299.1,285.3,274.1,286.1,12.5
103.25,301.8,285.3,276.8,287.9,12.7
103.5,299.8,281.8,272.3,284.6,13.9
103.75,299.8,285.8,271.0,285.5,14.4
104.0,293.2,279.1,272.5,281.6,10.6
104.25,293.6,282.1,274.3,283.4,9.7
104.5,295.2,281.5,272.6,283.1,11.4
104.75,293.5,280.7,269.8,281.3,11.8
105.0,289.3,276.5,273.5,279.8,8.4
105.25,289.6,278.0,273.7,280.4,8.2
105.5,289.9,277.6,275.2,280.9,7.9
105.75,290.2,270.5,273.7,278.1,10.5
106.0,284.6,275.0,275.0,278.2,5.5
106.25,283.7,272.9,270.9,275.9,6.9
106.5,280.0,274.5,273.4,276.0,3.5
106.75,283.7,272.3,274.2,276.7,6.1
107.0,286.0,271.4,271.0,276.1,8.5
107.25,276.1,269.1,268.2,271.2,4.3
107.5,271.4,265.2,271.8,269.5,3.7
107.75,272.4,261.5,269.5,267.8,5.6
108.0,280.0,261.7,269.0,270.2,9.2
108.25,277.5,270.1,267.9,271.8,5.0
108.5,278.7,265.6,272.3,272.2,6.5
108.75,272.7,265.8,272.3,270.2,3.9
109.0,273.2,260.9,263.5,265.9,6.4
109.25,273.0,260.0,269.7,267.6,6.7
109.5,276.0,264.7,269.3,270.0,5.7
109.75,274.2,264.1,264.8,267.7,5.6
110.0,272.5,258.1,263.9,264.9,7.2
110.25,273.7,262.8,265.3,267.3,5.7
110.5,274.9,265.8,265.7,268.8,5.3
110.75,266.8,263.9,266.5,265.7,1.6
111.0,269.9,260.1,263.2,264.4,5.0
111.25,266.3,261.0,265.7,264.3,2.9
111.5,265.6,263.9,260.3,263.3,2.7
111.75,268.8,257.5,261.5,262.6,5.7
112.0,267.9,254.3,258.3,260.2,7.0
112.25,267.2,254.9,263.8,261.9,6.4
112.5,269.0,258.0,266.8,264.6,5.8
112.75,268.3,257.2,265.0,263.5,5.7
113.0,267.2,257.2,260.5,261.6,5.1
113.25,267.8,253.7,258.4,260.0,7.2
113.5,264.5,256.8,258.7,260.0,4.0
113.75,265.0,256.3,260.2,260.5,4.4
114.0,262.6,256.9,260.7,260.0,2.9
114.25,266.2,255.5,257.7,259.8,5.6
114.5,261.0,257.9,259.8,259.6,1.6
114.75,262.5,256.9,259.8,259.7,2.8
115.0,262.0,256.6,257.6,258.7,2.9
115.25,263.5,256.6,258.1,259.4,3.6
115.5,263.7,249.4,255.2,256.1,7.2
115.75,258.3,250.9,262.8,257.3,6.0
116.0,258.9,256.3,256.7,257.3,1.4
116.25,260.5,251.5,254.9,255.7,4.5
116.5,260.0,255.9,261.4,259.1,2.8
116.75,257.6,257.7,252.7,256.0,2.9
117.0,257.5,258.4,256.7,257.5,0.8
117.25,262.1,254.5,257.1,257.9,3.8
117.5,259.5,251.4,258.1,256.3,4.3
117.75,256.6,254.4,258.1,256.4,1.9
118.0,255.3,254.0,259.1,256.1,2.6
118.25,260.1,255.5,258.6,258.1,2.3
118.5,258.5,247.4,255.7,253.9,5.8
118.75,254.5,252.6,257.9,255.0,2.7
119.0,252.8,256.7,257.2,255.6,2.4
119.25,259.1,251.4,254.8,255.1,3.9
119.5,254.4,252.4,257.7,254.8,2.7
119.75,249.4,252.3,259.0,253.5,4.9
120.0,257.3,250.9,256.4,254.9,3.4
120.25,253.6,249.2,257.7,253.5,4.2
120.5,249.6,250.9,255.6,252.0,3.2
120.75,253.9,250.5,253.9,252.8,2.0
121.0,245.9,249.8,253.6,249.8,3.9
121.25,248.9,249.6,253.4,250.7,2.4
121.5,249.0,248.4,254.9,250.7,3.6
121.75,250.8,246.6,258.9,252.1,6.2
122.0,249.2,242.7,256.2,249.4,6.8
122.25,247.1,241.6,251.7,246.8,5.0
122.5,248.1,245.0,250.2,247.7,2.6
122.75,243.0,244.1,256.5,247.8,7.5
123.0,246.9,244.9,250.3,247.4,2.8
123.25,242.5,240.8,247.5,243.6,3.5
123.5,242.1,244.9,256.7,247.9,7.8
123.75,244.0,243.4,255.7,247.7,6.9
124.0,246.4,244.0,251.5,247.3,3.8
124.25,240.4,238.8,252.4,243.9,7.4
124.5,240.0,241.0,253.0,244.6,7.2
124.75,244.9,236.2,251.3,244.1,7.6
125.0,240.0,234.4,259.2,244.5,13.0
125.25,241.5,236.8,250.7,243.0,7.1
125.5,242.0,238.4,249.5,243.3,5.6
125.75,238.6,240.4,252.6,243.9,7.6
126.0,242.4,237.6,249.7,243.2,6.1
126.25,241.3,233.8,248.5,241.2,7.3
126.5,238.2,234.3,251.7,241.4,9.2
126.75,236.9,233.6,249.6,240.1,8.4
127.0,237.7,232.7,251.2,240.6,9.6
127.25,233.9,234.4,247.3,238.5,7.6
127.5,243.1,234.3,249.4,242.3,7.6
127.75,237.6,237.8,247.2,240.9,5.5
128.0,235.0,234.7,245.7,238.5,6.3
128.25,235.0,230.2,246.0,237.1,8.1
128.5,234.3,232.1,251.0,239.1,10.3
128.75,238.0,233.7,253.0,241.6,10.2
129.0,233.0,233.0,243.8,236.6,6.2
129.25,231.5,230.1,248.6,236.7,10.3
129.5,227.4,227.7,247.4,234.2,11.5
129.75,229.4,231.3,245.0,235.2,8.5
130.0,231.6,225.0,245.5,234.0,10.5
130.25,226.3,230.7,250.8,235.9,13.1
130.5,229.9,228.5,247.2,235.2,10.4
130.75,231.0,227.3,245.6,234.6,9.7
131.0,230.1,230.5,244.7,235.1,8.3
131.25,236.0,226.9,249.2,237.4,11.2
131.5,228.4,233.7,243.3,235.1,7.6
131.75,228.2,226.2,242.4,232.3,8.9
132.0,228.0,226.7,248.6,234.4,12.3
132.25,230.7,227.1,246.8,234.9,10.5
132.5,230.4,226.5,248.9,235.3,11.9
132.75,224.0,228.1,248.7,233.6,13.2
133.0,229.0,222.6,240.8,230.8,9.2
133.25,225.3,225.6,244.6,231.8,11.1
133.5,229.8,230.0,243.5,234.5,7.8
133.75,229.0,223.2,244.6,232.2,11.1
134.0,228.3,224.5,244.4,232.4,10.5
134.25,225.8,225.9,244.5,232.0,10.8
134.5,229.0,224.4,246.8,233.4,11.8
134.75,229.6,226.4,247.9,234.6,11.6
135.0,226.0,221.8,245.0,230.9,12.4
135.25,227.4,224.2,242.7,231.4,9.9
135.5,224.9,218.3,239.2,227.4,10.7
135.75,228.1,219.4,242.1,229.9,11.5
136.0,227.1,223.5,244.2,231.6,11.1
136.25,225.3,219.8,243.1,229.4,12.2
136.5,227.5,219.7,239.2,228.8,9.8
136.75,225.7,218.0,240.1,227.9,11.2
137.0,223.0,218.9,237.2,226.3,9.6
137.25,221.3,218.4,239.8,226.5,11.6
137.5,222.6,217.6,234.9,225.0,8.9
137.75,223.7,217.9,241.0,227.6,12.0
138.0,222.5,222.3,236.9,227.2,8.3
138.25,220.5,216.3,241.1,226.0,13.3
138.5,222.5,219.5,238.6,226.9,10.3
138.75,222.7,216.5,238.1,225.8,11.2
139.0,220.6,215.5,236.7,224.2,11.1
139.25,215.0,215.2,237.1,222.4,12.7
139.5,219.8,215.4,236.4,223.9,11.1
139.75,222.2,215.1,233.1,223.5,9.0
140.0,219.5,208.8,235.1,221.1,13.2
140.25,221.0,216.0,236.9,224.6,10.9
140.5,215.1,216.9,237.5,223.2,12.5
140.75,217.2,212.8,236.7,222.2,12.7
141.0,212.2,212.7,236.5,220.5,13.9
141.25,215.3,213.1,236.2,221.5,12.8
141.5,218.1,209.7,237.2,221.7,14.1
141.75,213.8,211.0,234.5,219.7,12.8
142.0,212.3,212.3,231.0,218.5,10.8
142.25,213.8,211.2,233.4,219.5,12.2
142.5,210.7,209.2,235.5,218.4,14.8
142.75,211.7,210.3,235.4,219.1,14.1
143.0,211.5,209.0,234.1,218.2,13.8
143.25,213.6,209.0,231.7,218.1,12.0
143.5,211.2,212.4,233.9,219.1,12.8
143.75,207.8,208.1,234.4,216.8,15.3
