Time after Ignition,Roof_Felt_R1,Roof_Felt_R2,Roof_Felt_R3,Mean,Std. Dev.
26.75,184.8,204.5,206.3,198.5,11.9
27.0,180.7,198.0,199.0,192.6,10.3
27.25,174.2,190.3,197.3,187.3,11.9
27.5,170.7,188.2,190.9,183.3,11.0
27.75,165.4,180.3,184.9,176.9,10.2
28.0,159.2,180.2,186.5,175.3,14.3
28.25,155.1,173.7,178.9,169.2,12.5
28.5,150.7,172.4,176.2,166.5,13.7
28.75,148.5,166.2,171.8,162.1,12.2
29.0,142.2,160.2,169.8,157.4,14.0
29.25,139.5,158.6,166.4,154.9,13.8
29.5,137.3,154.3,165.5,152.4,14.2
29.75,133.8,150.0,161.2,148.3,13.7
30.0,130.2,147.1,158.8,145.4,14.4
30.25,124.7,144.6,156.4,141.9,16.0
30.5,124.8,140.8,152.4,139.3,13.9
30.75,121.1,138.2,150.3,136.5,14.6
31.0,117.7,134.7,149.5,133.9,15.9
31.25,116.9,132.4,149.1,132.8,16.1
31.5,113.3,129.9,147.0,130.0,16.8
31.75,110.5,125.8,144.3,126.9,16.9
32.0,111.4,124.6,140.6,125.5,14.6
32.25,107.6,121.3,136.8,121.9,14.6
32.5,106.1,119.4,133.9,119.8,13.9
32.75,103.3,116.8,134.5,118.2,15.7
33.0,104.2,114.6,130.8,116.5,13.4
33.25,102.0,113.0,127.6,114.2,12.8
33.5,99.4,110.3,126.9,112.2,13.8
33.75,97.0,108.5,123.7,109.7,13.4
34.0,96.3,107.5,121.8,108.5,12.8
34.25,97.1,105.9,121.3,108.1,12.3
34.5,93.6,105.0,118.3,105.6,12.4
34.75,93.5,102.5,118.6,104.9,12.7
35.0,93.8,101.5,115.9,103.7,11.2
35.25,92.1,100.2,114.9,102.4,11.6
35.5,89.2,99.8,113.2,100.7,12.0
35.75,89.7,98.7,113.4,100.6,12.0
36.0,88.5,97.4,110.2,98.7,10.9
36.25,87.9,95.3,110.1,97.8,11.3
36.5,87.7,95.4,108.3,97.1,10.4
36.75,87.4,93.8,106.9,96.0,10.0
37.0,86.0,91.8,106.0,94.6,10.3
37.25,84.3,92.3,106.5,94.3,11.3
37.5,83.9,91.2,103.7,92.9,10.0
37.75,84.0,90.8,101.5,92.1,8.8
38.0,81.8,90.6,101.5,91.3,9.8
38.25,81.2,88.5,101.0,90.2,10.0
38.5,80.2,88.5,100.0,89.6,9.9
38.75,79.9,87.2,98.8,88.6,9.5
39.0,78.6,85.4,99.5,87.8,10.7
39.25,77.9,86.2,97.3,87.2,9.7
39.5,77.6,84.9,97.5,86.7,10.1
39.75,78.8,83.6,95.0,85.8,8.3
40.0,76.7,83.1,95.2,85.0,9.4
40.25,76.8,82.0,94.7,84.5,9.2
40.5,77.0,82.5,93.2,84.2,8.2
40.75,74.7,80.2,91.2,82.1,8.4
41.0,75.4,79.7,90.7,81.9,7.9
41.25,74.9,79.8,89.8,81.5,7.6
41.5,73.5,79.5,88.3,80.4,7.4
41.75,73.5,79.5,87.9,80.3,7.2
42.0,72.8,78.9,88.2,79.9,7.8
42.25,73.0,78.6,86.5,79.4,6.7
42.5,71.3,77.7,84.9,78.0,6.8
42.75,71.0,76.9,84.3,77.4,6.7
43.0,71.9,76.9,84.3,77.7,6.2
43.25,70.3,77.1,84.4,77.3,7.1
43.5,69.1,76.8,81.5,75.8,6.3
43.75,68.3,75.6,81.8,75.2,6.8
44.0,68.5,73.8,80.4,74.2,5.9
44.25,67.6,75.5,80.9,74.7,6.7
44.5,67.0,73.8,80.6,73.8,6.8
44.75,67.3,73.4,79.9,73.5,6.3
45.0,66.3,74.3,80.1,73.6,6.9
45.25,66.4,73.6,78.8,73.0,6.3
45.5,65.2,72.9,78.2,72.1,6.5
45.75,65.3,72.0,78.6,71.9,6.7
46.0,64.7,71.8,76.9,71.1,6.1
46.25,64.8,70.8,77.0,70.9,6.1
46.5,63.9,70.1,76.0,70.0,6.0
46.75,65.2,70.1,74.6,70.0,4.7
47.0,64.1,69.9,75.5,69.8,5.7
47.25,65.0,69.6,75.0,69.8,5.0
47.5,64.4,68.1,73.7,68.7,4.7
47.75,64.1,67.9,73.6,68.5,4.8
48.0,63.5,68.5,74.2,68.7,5.3
48.25,63.8,66.3,73.5,67.9,5.0
48.5,63.7,67.3,73.1,68.0,4.7
48.75,63.3,66.4,73.4,67.7,5.2
49.0,63.2,66.3,72.8,67.4,4.9
49.25,62.1,65.3,72.0,66.5,5.0
49.5,62.5,65.3,71.7,66.5,4.7
49.75,61.6,63.8,72.2,65.9,5.6
50.0,61.4,64.4,70.2,65.3,4.4
50.25,62.1,63.1,70.1,65.1,4.3
50.5,61.1,63.9,69.5,64.8,4.3
50.75,60.7,62.5,69.2,64.1,4.5
51.0,59.9,62.5,68.8,63.7,4.6
51.25,59.4,62.3,68.1,63.3,4.4
51.5,59.8,61.7,68.0,63.2,4.3
51.75,58.4,61.4,67.3,62.4,4.5
52.0,58.2,61.0,67.6,62.3,4.8
52.25,58.4,60.5,67.2,62.0,4.6
52.5,58.0,60.3,66.5,61.6,4.4
52.75,57.3,60.2,66.3,61.3,4.6
53.0,57.4,59.9,66.8,61.4,4.9
53.25,57.4,60.9,66.1,61.5,4.4
53.5,57.5,59.6,65.5,60.9,4.1
53.75,57.2,59.3,65.7,60.7,4.4
54.0,56.0,58.6,65.4,60.0,4.9
54.25,56.2,58.1,64.9,59.8,4.6
54.5,56.0,57.8,64.5,59.5,4.5
54.75,55.2,58.0,63.8,59.0,4.4
55.0,55.4,57.5,64.1,59.0,4.5
55.25,55.9,57.0,63.3,58.7,4.0
55.5,55.5,56.8,63.9,58.7,4.6
55.75,54.9,56.7,63.0,58.2,4.3
56.0,55.4,56.1,62.5,58.0,3.9
56.25,53.7,56.1,62.3,57.4,4.4
56.5,54.3,55.8,61.4,57.1,3.7
56.75,54.3,55.2,61.0,56.8,3.6
57.0,53.9,54.9,61.4,56.7,4.1
57.25,53.2,54.4,61.1,56.2,4.3
57.5,52.9,54.8,60.1,55.9,3.7
57.75,52.4,55.0,60.5,56.0,4.1
58.0,52.3,54.7,60.8,55.9,4.4
58.25,50.7,53.6,60.8,55.0,5.2
58.5,51.5,53.6,60.7,55.2,4.8
58.75,51.1,52.7,60.7,54.8,5.2
59.0,50.6,51.9,59.7,54.1,4.9
59.25,50.6,52.5,60.5,54.5,5.3
59.5,50.6,52.0,60.3,54.3,5.2
59.75,50.5,51.9,60.3,54.2,5.3
60.0,50.6,52.2,60.6,54.4,5.4
60.25,49.7,52.3,60.1,54.0,5.4
60.5,49.4,51.9,60.0,53.7,5.5
60.75,49.9,51.4,59.5,53.6,5.2
61.0,50.0,52.0,58.8,53.6,4.6
61.25,49.3,51.3,59.0,53.2,5.1
61.5,49.4,51.4,58.9,53.2,5.0
61.75,49.8,51.3,60.6,53.9,5.9
62.0,49.2,51.0,59.2,53.1,5.3
62.25,47.6,50.6,59.8,52.7,6.4
62.5,48.4,50.7,59.3,52.8,5.7
62.75,48.2,50.1,59.5,52.6,6.1
63.0,48.8,50.4,58.8,52.6,5.4
63.25,48.5,50.4,59.0,52.6,5.6
63.5,47.7,50.1,59.2,52.3,6.1
63.75,47.7,51.4,58.2,52.4,5.4
64.0,47.8,50.4,58.0,52.1,5.3
64.25,48.3,50.6,59.2,52.7,5.7
64.5,48.1,50.1,57.9,52.1,5.2
64.75,47.9,50.5,58.4,52.3,5.4
65.0,47.0,49.7,59.0,51.9,6.3
65.25,47.6,49.2,57.2,51.4,5.2
65.5,47.3,49.8,57.2,51.4,5.2
65.75,46.9,49.9,57.2,51.4,5.3
66.0,46.8,49.8,57.0,51.2,5.2
66.25,47.0,49.2,56.5,50.9,5.0
66.5,47.3,49.6,56.6,51.1,4.8
66.75,46.7,49.8,56.5,51.0,5.0
67.0,47.1,49.4,57.0,51.2,5.2
67.25,45.9,49.2,55.7,50.3,5.0
67.5,45.6,48.7,57.1,50.5,5.9
67.75,45.5,49.3,56.1,50.3,5.4
68.0,44.7,49.5,56.7,50.3,6.0
68.25,44.9,49.1,56.5,50.2,5.9
68.5,45.7,48.6,56.6,50.3,5.6
68.75,44.8,48.6,56.0,49.8,5.7
69.0,45.3,48.0,56.2,49.8,5.7
69.25,44.6,48.3,55.9,49.6,5.8
69.5,44.0,47.8,54.8,48.9,5.5
69.75,43.7,47.9,55.2,48.9,5.8
70.0,44.0,47.5,55.4,49.0,5.8
70.25,44.1,46.9,55.2,48.7,5.8
70.5,43.1,46.3,54.9,48.1,6.1
70.75,42.9,46.8,57.1,48.9,7.3
71.0,43.4,46.2,55.4,48.3,6.3
71.25,42.2,47.0,54.8,48.0,6.4
71.5,42.8,46.8,54.6,48.1,6.0
71.75,42.3,46.9,55.4,48.2,6.7
72.0,42.1,46.7,54.7,47.9,6.4
72.25,42.3,45.7,54.3,47.4,6.2
72.5,42.5,46.1,54.7,47.8,6.3
72.75,42.0,45.9,54.5,47.5,6.4
73.0,41.2,45.7,54.6,47.2,6.8
73.25,40.7,46.1,53.1,46.7,6.3
73.5,41.3,45.9,54.1,47.1,6.5
73.75,40.6,45.2,53.5,46.4,6.6
74.0,40.5,44.9,53.4,46.3,6.5
74.25,40.0,45.2,53.5,46.2,6.8
74.5,40.0,45.1,52.9,46.0,6.5
74.75,39.9,45.1,53.5,46.2,6.8
75.0,39.1,44.6,52.4,45.4,6.7
75.25,39.4,45.0,53.3,45.9,7.0
75.5,39.1,44.5,52.0,45.2,6.5
75.75,39.2,44.4,52.5,45.4,6.7
76.0,38.7,44.7,52.6,45.3,7.0
76.25,38.4,44.8,51.3,44.8,6.5
76.5,37.6,44.7,50.9,44.4,6.7
76.75,38.4,43.7,52.3,44.8,7.0
77.0,38.3,44.5,51.2,44.7,6.5
77.25,37.7,44.2,50.8,44.2,6.5
77.5,37.3,43.5,50.8,43.8,6.8
77.75,37.7,43.7,50.9,44.1,6.6
78.0,37.3,43.1,50.7,43.7,6.7
78.25,37.5,43.3,50.5,43.8,6.5
78.5,37.1,43.7,50.0,43.6,6.5
78.75,36.8,43.3,49.4,43.2,6.3
79.0,37.0,43.1,49.7,43.3,6.4
79.25,37.2,42.7,50.1,43.3,6.4
79.5,36.7,42.2,49.3,42.7,6.3
79.75,36.3,42.5,49.1,42.6,6.4
80.0,36.5,43.0,49.4,43.0,6.4
80.25,36.2,42.6,49.6,42.8,6.7
80.5,36.3,42.1,49.8,42.7,6.8
80.75,36.2,42.4,49.7,42.8,6.8
81.0,35.7,43.0,49.0,42.6,6.7
81.25,35.7,42.1,48.8,42.2,6.6
81.5,35.5,41.9,48.7,42.1,6.6
81.75,35.1,42.0,48.6,41.9,6.8
82.0,35.4,42.1,48.0,41.9,6.3
82.25,35.6,42.1,48.4,42.0,6.4
82.5,35.0,42.0,48.5,41.8,6.7
82.75,35.7,41.6,48.2,41.8,6.3
83.0,34.7,42.1,48.1,41.6,6.7
83.25,34.5,41.2,47.7,41.2,6.6
83.5,34.5,41.7,47.7,41.3,6.6
83.75,34.0,41.8,47.3,41.0,6.6
84.0,33.8,41.5,47.7,41.0,7.0
84.25,33.9,41.6,47.6,41.0,6.9
84.5,33.3,42.1,47.0,40.8,6.9
84.75,33.3,41.7,47.5,40.9,7.1
85.0,32.9,41.1,47.6,40.5,7.4
85.25,33.2,42.4,46.5,40.7,6.8
85.5,32.8,40.7,47.0,40.2,7.1
85.75,33.2,41.3,46.4,40.3,6.7
86.0,32.7,41.4,46.4,40.2,6.9
86.25,33.2,40.6,45.2,39.7,6.1
86.5,32.6,40.7,45.9,39.7,6.7
86.75,32.4,40.3,45.5,39.4,6.6
87.0,32.4,40.2,44.9,39.2,6.3
87.25,32.0,,44.4,38.2,8.8
87.5,31.9,,44.4,38.1,8.8
87.75,31.9,,43.5,37.7,8.2
88.0,32.0,,44.3,38.1,8.7
88.25,32.1,,44.3,38.2,8.6
88.5,31.5,,43.5,37.5,8.4
88.75,31.6,,43.8,37.7,8.6
89.0,31.1,,43.6,37.3,8.8
89.25,31.5,,44.1,37.8,8.9
89.5,31.0,,44.0,37.5,9.1
89.75,31.3,,44.1,37.7,9.0
90.0,31.3,,43.3,37.3,8.5
90.25,31.0,,42.9,36.9,8.5
90.5,30.8,,43.1,37.0,8.7
90.75,31.1,,42.6,36.8,8.2
91.0,30.8,,42.7,36.7,8.5
91.25,31.0,,43.1,37.0,8.5
91.5,30.8,,42.8,36.8,8.5
91.75,30.7,,42.4,36.5,8.3
92.0,30.7,,42.9,36.8,8.6
92.25,30.8,,42.5,36.7,8.3
92.5,30.7,,42.6,36.6,8.4
92.75,30.6,,42.7,36.6,8.6
93.0,30.5,,41.9,36.2,8.1
93.25,30.9,,42.1,36.5,7.9
93.5,30.3,,41.8,36.0,8.1
93.75,30.1,,41.6,35.8,8.2
94.0,30.5,,41.8,36.1,8.0
94.25,30.3,,41.5,35.9,7.9
