Time after Ignition,EPDM_Membrane_R1,EPDM_Membrane_R2,EPDM_Membrane_R3,EPDM_Membrane_R4,Mean,Std. Dev.
25.75,618.1,570.7,584.2,697.3,617.6,56.7
26.0,620.3,573.2,566.5,702.6,615.6,62.8
26.25,612.6,574.5,579.2,705.4,617.9,60.7
26.5,615.4,572.4,578.0,700.0,616.4,58.9
26.75,624.0,566.1,569.7,684.0,611.0,55.4
27.0,617.5,572.6,588.9,668.4,611.9,42.0
27.25,629.5,579.3,586.2,692.6,621.9,52.1
27.5,629.0,577.6,585.0,681.9,618.4,48.1
27.75,607.2,578.1,579.7,675.9,610.2,45.8
28.0,607.4,571.5,578.4,665.5,605.7,42.8
28.25,616.7,581.9,573.1,671.1,610.7,44.5
28.5,618.7,579.1,563.7,670.5,608.0,47.7
28.75,600.1,587.6,570.6,662.2,605.1,39.9
29.0,616.5,583.7,554.4,668.6,605.8,49.0
29.25,605.5,570.6,569.6,673.0,604.7,48.5
29.5,600.1,574.2,583.0,653.7,602.7,35.7
29.75,611.5,584.8,568.8,650.3,603.8,35.6
30.0,617.8,575.5,568.3,653.7,603.8,39.8
30.25,607.0,583.6,576.2,647.5,603.6,32.1
30.5,608.5,572.3,543.5,644.5,592.2,43.8
30.75,604.9,574.1,561.6,633.9,593.6,32.4
31.0,601.7,573.5,576.2,631.8,595.8,27.2
31.25,620.3,578.3,569.0,648.7,604.1,37.2
31.5,610.1,581.6,550.4,621.0,590.8,31.6
31.75,613.2,569.3,571.3,624.9,594.7,28.5
32.0,620.1,569.5,583.5,630.4,600.9,29.0
32.25,614.8,574.2,564.8,630.8,596.1,31.7
32.5,610.5,572.1,551.0,626.5,590.0,34.6
32.75,603.5,574.6,564.3,622.2,591.1,26.5
33.0,599.7,581.7,569.5,609.9,590.2,18.1
33.25,602.8,572.1,554.4,594.2,580.9,21.9
33.5,625.7,579.9,559.4,618.6,595.9,31.6
33.75,619.7,586.4,560.4,603.7,592.5,25.4
34.0,617.2,583.4,554.7,619.0,593.6,30.7
34.25,601.9,566.8,561.0,600.1,582.5,21.6
34.5,606.9,579.2,534.9,599.4,580.1,32.3
34.75,595.9,563.7,557.8,607.2,581.1,24.1
35.0,608.2,580.5,533.4,589.0,577.8,31.8
35.25,613.6,573.3,537.9,589.5,578.6,31.8
35.5,597.5,568.7,542.6,597.5,576.5,26.4
35.75,582.7,576.8,538.8,584.7,570.7,21.5
36.0,587.5,573.7,537.4,584.3,570.7,23.0
36.25,588.6,581.8,545.2,592.8,577.1,21.7
36.5,593.7,581.1,538.5,593.8,576.8,26.2
36.75,583.4,593.4,544.3,581.9,575.8,21.6
37.0,584.6,578.2,543.8,574.6,570.3,18.1
37.25,576.2,574.6,551.2,572.4,568.6,11.7
37.5,596.6,581.5,547.5,571.9,574.4,20.6
37.75,577.8,571.8,536.5,579.0,566.2,20.1
38.0,579.4,578.9,513.4,555.6,556.8,31.0
38.25,598.4,580.1,523.6,572.2,568.6,31.9
38.5,577.7,577.5,532.5,559.0,561.7,21.3
38.75,570.6,578.9,539.1,567.9,564.1,17.3
39.0,575.7,565.9,537.2,552.8,557.9,16.7
39.25,563.0,577.7,526.7,547.1,553.6,21.9
39.5,579.4,560.9,548.0,545.2,558.4,15.6
39.75,573.4,562.6,539.0,549.6,556.2,15.0
40.0,567.7,570.4,516.1,554.0,552.0,25.0
40.25,562.0,550.6,526.9,536.0,543.9,15.6
40.5,558.7,573.7,533.9,541.5,552.0,17.9
40.75,561.3,570.8,534.8,545.8,553.2,16.0
41.0,558.6,573.0,532.2,534.3,549.5,19.7
41.25,555.7,549.9,531.7,537.9,543.8,11.0
41.5,557.8,555.7,528.0,530.4,543.0,16.0
41.75,558.5,559.5,534.5,547.6,550.0,11.7
42.0,549.7,567.0,526.9,539.2,545.7,17.0
42.25,547.9,556.6,524.8,525.0,538.6,16.2
42.5,549.8,555.6,527.9,522.5,539.0,16.2
42.75,549.8,551.4,525.0,521.1,536.8,16.0
43.0,554.7,563.8,533.3,531.5,545.8,16.0
43.25,539.4,555.6,529.1,524.2,537.0,13.9
43.5,550.1,569.0,524.9,527.7,542.9,20.7
43.75,544.2,559.1,527.0,526.9,539.3,15.5
44.0,558.3,543.2,525.0,530.6,539.3,14.8
44.25,540.1,550.5,521.4,520.3,533.1,14.7
44.5,553.5,558.4,533.2,518.3,540.9,18.6
44.75,534.4,547.2,513.6,520.2,528.9,15.0
45.0,529.0,553.4,514.9,526.4,530.9,16.2
45.25,533.8,547.4,519.7,528.8,532.4,11.6
45.5,548.6,531.4,521.7,515.7,529.3,14.4
45.75,544.9,542.4,526.8,509.6,530.9,16.3
46.0,536.9,542.8,523.4,512.8,529.0,13.5
46.25,545.4,547.0,516.4,526.5,533.8,14.9
46.5,532.9,537.6,505.6,496.1,518.0,20.3
46.75,526.8,543.2,512.4,499.8,520.5,18.7
47.0,520.8,536.1,514.9,508.9,520.2,11.7
47.25,524.7,536.7,523.4,508.3,523.3,11.6
47.5,527.7,532.3,519.1,505.9,521.2,11.6
47.75,524.2,550.9,506.1,512.3,523.4,19.9
48.0,531.5,537.5,514.6,511.5,523.8,12.7
48.25,513.4,535.7,507.1,517.8,518.5,12.2
48.5,522.8,535.2,508.5,505.6,518.0,13.7
48.75,525.4,539.2,503.8,491.5,514.9,21.4
49.0,508.8,546.3,507.5,495.1,514.4,22.1
49.25,522.0,536.4,499.3,500.8,514.6,17.9
49.5,513.8,553.2,496.9,502.2,516.5,25.4
49.75,520.1,531.5,505.5,494.2,512.8,16.3
50.0,502.7,544.4,477.3,498.1,505.6,28.1
50.25,515.6,522.8,504.4,498.3,510.3,11.0
50.5,516.6,536.4,494.4,488.8,509.0,21.8
50.75,514.8,530.2,502.2,490.4,509.4,17.1
51.0,513.1,527.8,496.3,475.0,503.0,22.7
51.25,510.6,518.5,491.8,477.9,499.7,18.3
51.5,502.7,528.0,507.7,491.2,507.4,15.4
51.75,503.0,520.4,490.7,487.1,500.3,15.0
52.0,501.0,524.2,490.7,481.3,499.3,18.4
52.25,505.0,525.3,497.8,479.8,502.0,18.8
52.5,512.0,516.8,492.7,482.2,500.9,16.3
52.75,496.9,523.3,498.4,478.7,499.3,18.3
53.0,497.8,517.1,493.0,469.2,494.3,19.7
53.25,499.3,521.3,490.4,477.0,497.0,18.6
53.5,499.1,511.1,493.9,461.7,491.4,21.1
53.75,501.7,515.0,498.1,477.9,498.2,15.4
54.0,494.7,517.7,493.4,478.2,496.0,16.3
54.25,492.6,515.3,483.4,476.5,491.9,16.9
54.5,499.6,519.0,494.6,466.9,495.0,21.5
54.75,488.1,513.2,489.7,471.6,490.6,17.1
55.0,500.6,501.2,481.2,469.9,488.2,15.4
55.25,495.4,512.4,478.6,461.8,487.1,21.8
55.5,495.8,505.4,480.4,476.4,489.5,13.5
55.75,486.5,507.2,495.3,469.3,489.6,16.0
56.0,492.2,508.3,477.0,460.1,484.4,20.6
56.25,489.6,516.7,478.6,456.1,485.3,25.2
56.5,485.3,515.5,476.2,464.0,485.3,22.0
56.75,482.1,512.6,482.2,452.2,482.3,24.7
57.0,485.6,496.7,481.0,460.1,480.8,15.3
57.25,496.2,506.5,489.8,465.7,489.6,17.4
57.5,482.6,504.8,483.5,459.3,482.6,18.6
57.75,484.1,500.5,483.6,464.6,483.2,14.7
58.0,485.7,503.6,490.0,452.7,483.0,21.6
58.25,489.3,496.4,485.5,466.4,484.4,12.8
58.5,481.8,502.0,482.2,447.8,478.5,22.5
58.75,473.6,499.3,483.3,464.6,480.2,14.8
59.0,490.9,487.8,474.1,456.1,477.2,15.9
59.25,469.9,497.2,486.9,449.4,475.8,20.9
59.5,482.7,493.6,479.2,452.6,477.0,17.4
59.75,470.6,493.6,475.5,456.8,474.1,15.2
60.0,480.1,485.9,482.1,452.8,475.2,15.1
60.25,476.9,493.4,475.1,447.9,473.3,18.9
60.5,473.8,492.4,475.5,444.8,471.6,19.8
60.75,467.6,502.7,476.2,442.7,472.3,24.8
61.0,471.8,504.9,476.8,450.2,475.9,22.5
61.25,470.0,508.2,471.1,440.9,472.5,27.6
61.5,456.0,492.5,459.3,445.0,463.2,20.4
61.75,473.4,490.9,468.5,449.9,470.7,16.9
62.0,470.4,482.7,466.8,454.6,468.6,11.6
62.25,460.6,502.0,476.2,436.8,468.9,27.4
62.5,470.1,499.1,463.1,444.7,469.2,22.6
62.75,476.0,493.5,463.0,439.7,468.0,22.6
63.0,468.5,494.5,461.2,441.2,466.4,22.0
63.25,461.7,485.5,465.2,438.3,462.7,19.4
63.5,462.7,500.0,468.8,433.7,466.3,27.2
63.75,471.2,501.3,476.2,433.8,470.6,27.8
64.0,471.2,495.5,466.6,429.2,465.6,27.4
64.25,461.6,485.9,456.3,422.2,456.5,26.2
64.5,460.6,486.9,469.5,429.0,461.5,24.3
64.75,454.6,497.3,459.4,437.6,462.2,25.2
65.0,467.2,496.7,469.8,435.5,467.3,25.0
65.25,461.1,491.5,458.7,435.9,461.8,22.8
65.5,463.6,489.6,459.5,432.7,461.4,23.3
65.75,458.5,503.0,453.2,430.2,461.2,30.5
66.0,458.9,497.1,462.7,420.3,459.8,31.4
66.25,463.1,493.0,461.0,426.7,461.0,27.1
66.5,469.0,493.9,469.2,437.0,467.3,23.3
66.75,461.4,489.0,461.3,428.0,459.9,25.0
67.0,459.2,490.1,466.4,430.3,461.5,24.6
67.25,453.0,490.9,461.9,429.6,458.9,25.4
67.5,448.7,499.3,440.5,429.1,454.4,31.0
67.75,460.1,497.8,442.0,428.0,457.0,30.2
68.0,446.7,497.0,462.2,427.7,458.4,29.4
68.25,451.9,488.8,461.1,432.1,458.5,23.6
68.5,452.0,487.5,455.3,426.0,455.2,25.2
68.75,448.0,500.7,479.5,422.8,462.8,34.4
69.0,456.2,489.6,458.1,436.6,460.1,21.9
69.25,453.9,485.7,457.6,427.9,456.3,23.7
69.5,450.5,488.6,459.0,424.7,455.7,26.3
69.75,445.5,483.8,467.2,416.9,453.4,28.9
70.0,446.3,476.2,459.1,426.7,452.1,20.9
70.25,449.3,482.4,457.1,426.4,453.8,23.1
70.5,443.7,480.9,472.5,430.2,456.8,23.8
70.75,444.6,487.9,463.9,411.3,451.9,32.4
71.0,448.7,480.5,458.9,429.1,454.3,21.4
71.25,445.4,478.7,457.0,418.8,450.0,24.9
71.5,447.0,473.5,445.3,429.3,448.8,18.3
71.75,450.8,481.7,456.0,411.2,449.9,29.1
72.0,440.2,476.0,459.5,418.0,448.4,25.0
72.25,446.1,481.7,454.3,418.7,450.2,25.9
72.5,446.8,476.2,463.2,417.7,451.0,25.2
72.75,444.0,487.9,458.1,426.1,454.0,26.1
73.0,448.9,477.2,462.9,414.6,450.9,26.8
73.25,450.2,475.5,469.0,416.4,452.8,26.5
73.5,440.2,480.7,467.6,418.9,451.8,27.7
73.75,455.0,476.5,468.1,409.2,452.2,30.0
74.0,445.2,468.8,456.3,415.4,446.4,22.8
74.25,443.0,474.1,457.5,415.3,447.5,25.0
74.5,447.9,476.1,457.4,411.1,448.1,27.3
74.75,451.0,468.3,458.8,405.5,445.9,27.8
75.0,451.3,473.5,452.2,412.6,447.4,25.4
75.25,442.7,487.6,460.1,414.0,451.1,30.9
75.5,441.3,477.1,449.1,409.6,444.3,27.7
75.75,445.0,471.1,454.3,408.5,444.7,26.4
76.0,453.9,467.6,459.0,408.0,447.1,26.7
76.25,441.8,478.7,460.1,406.8,446.9,30.7
76.5,441.6,475.6,462.9,409.2,447.3,29.0
76.75,437.8,466.1,470.3,411.5,446.4,27.4
77.0,438.4,472.0,438.2,414.5,440.8,23.6
77.25,452.7,477.3,450.5,412.8,448.3,26.6
77.5,432.9,468.8,457.1,403.3,440.6,29.0
77.75,440.5,479.1,453.8,410.4,445.9,28.6
78.0,437.7,473.2,450.5,405.5,441.7,28.2
78.25,436.0,475.6,446.4,411.3,442.3,26.6
78.5,438.6,473.1,440.2,403.8,438.9,28.3
78.75,430.8,475.7,450.9,406.7,441.0,29.3
79.0,440.3,475.4,454.5,405.6,444.0,29.3
79.25,441.5,469.1,463.4,414.4,447.1,24.8
79.5,448.5,474.5,453.9,403.2,445.0,30.1
79.75,435.7,480.6,450.8,393.3,440.1,36.3
80.0,437.8,484.1,455.7,402.4,445.0,34.2
80.25,429.1,464.2,451.2,403.2,436.9,26.8
80.5,428.6,475.9,448.8,399.7,438.2,32.2
80.75,428.4,471.2,462.4,404.8,441.7,30.7
81.0,433.6,477.7,451.1,402.2,441.2,31.7
81.25,437.9,483.3,443.3,405.2,442.4,32.0
81.5,427.6,484.4,462.3,395.9,442.5,38.9
81.75,439.1,468.3,460.2,394.4,440.5,33.1
82.0,438.4,475.4,456.7,392.7,440.8,35.4
82.25,428.8,471.7,457.3,402.4,440.1,30.8
82.5,432.7,482.6,452.3,402.4,442.5,33.7
82.75,434.2,465.9,450.9,401.1,438.0,27.8
83.0,429.9,472.7,463.5,409.3,443.9,29.5
83.25,427.3,463.7,457.8,399.6,437.1,29.7
83.5,436.9,467.8,461.1,401.5,441.8,30.0
83.75,438.6,471.2,447.4,399.0,439.1,30.0
84.0,429.9,460.1,446.3,409.3,436.4,21.9
84.25,432.3,468.2,458.7,401.7,440.2,29.8
84.5,431.3,473.3,465.3,404.9,443.7,31.6
84.75,424.3,470.4,451.6,398.2,436.1,31.6
85.0,440.6,470.0,450.7,397.7,439.7,30.6
85.25,432.7,475.5,456.4,400.8,441.3,32.2
85.5,431.7,469.0,462.1,392.6,438.9,34.8
85.75,427.8,471.1,457.4,399.2,438.9,32.0
86.0,434.5,469.0,457.0,403.4,441.0,28.9
86.25,430.8,466.6,450.0,394.4,435.5,31.0
86.5,431.5,476.7,459.2,391.8,439.8,37.1
86.75,431.7,471.1,455.6,406.4,441.2,28.3
87.0,426.5,478.5,459.5,398.0,440.6,35.6
87.25,428.2,475.5,457.2,401.5,440.6,32.5
87.5,434.9,477.1,452.9,397.6,440.6,33.5
87.75,434.9,476.3,458.1,392.3,440.4,36.3
88.0,425.7,464.5,458.9,394.6,435.9,32.4
88.25,437.7,470.0,461.1,401.4,442.5,30.6
88.5,440.7,468.7,464.8,399.4,443.4,31.8
88.75,433.7,460.8,463.9,401.5,440.0,29.0
89.0,432.8,466.7,451.6,390.3,435.4,33.1
89.25,425.8,461.8,464.3,389.6,435.4,35.2
89.5,438.5,468.3,454.0,393.6,438.6,32.3
89.75,428.6,466.9,446.4,402.5,436.1,27.3
90.0,435.1,469.5,465.1,412.9,445.6,26.7
90.25,425.1,461.8,466.2,394.4,436.9,33.8
90.5,433.1,465.7,460.5,392.8,438.0,33.4
90.75,421.4,464.4,456.0,395.1,434.2,32.1
91.0,434.0,471.0,458.8,401.3,441.3,30.8
91.25,432.1,458.3,464.1,393.8,437.1,32.0
91.5,433.2,455.3,449.1,393.9,432.9,27.6
91.75,438.0,459.8,456.1,390.8,436.2,31.7
92.0,431.5,467.6,464.3,400.1,440.9,31.7
92.25,438.4,470.1,444.5,390.2,435.8,33.3
92.5,418.6,466.3,451.9,399.6,434.1,30.5
92.75,422.1,461.0,460.2,390.0,433.3,34.1
93.0,440.7,459.6,462.8,400.7,441.0,28.6
93.25,425.6,464.2,463.5,390.0,435.8,35.5
93.5,427.3,463.7,457.1,397.5,436.4,30.4
93.75,430.2,461.0,462.0,396.9,437.5,30.9
94.0,431.3,469.5,476.7,400.6,444.6,35.4
94.25,423.6,464.5,457.0,399.4,436.1,30.3
94.5,427.8,461.2,460.4,398.4,437.0,30.1
94.75,428.5,466.9,459.2,402.6,439.3,29.5
95.0,431.1,469.6,468.7,392.2,440.4,36.8
95.25,418.6,471.4,469.7,408.1,441.9,33.3
95.5,433.2,460.3,458.4,397.2,437.3,29.4
95.75,428.6,464.2,461.5,405.8,440.0,27.9
96.0,433.9,455.9,471.6,404.7,441.5,29.0
96.25,440.1,456.6,455.2,397.7,437.4,27.5
96.5,430.2,461.3,459.4,407.1,439.5,25.9
96.75,431.0,461.1,457.7,396.7,436.6,29.8
97.0,437.1,465.3,469.3,400.0,442.9,32.0
97.25,438.1,461.8,474.1,412.4,446.6,27.3
97.5,431.6,464.4,464.9,413.4,443.6,25.4
97.75,433.3,467.2,469.7,405.9,444.0,30.3
98.0,442.4,467.9,468.8,400.5,444.9,32.0
98.25,437.4,465.2,464.5,409.8,444.2,26.4
98.5,432.1,457.8,461.0,417.6,442.1,20.9
98.75,426.6,462.3,459.1,402.8,437.7,28.3
99.0,437.9,459.8,457.9,405.0,440.2,25.4
99.25,432.3,457.1,468.9,410.3,442.1,26.2
99.5,434.2,462.1,469.2,412.6,444.5,26.1
99.75,428.2,458.9,470.9,413.7,442.9,26.5
100.0,435.9,465.8,460.2,410.4,443.1,25.4
100.25,438.1,461.6,469.5,414.8,446.0,24.7
100.5,436.7,454.4,464.5,409.5,441.3,24.1
100.75,430.1,461.3,468.3,416.6,444.1,24.7
101.0,439.1,462.8,459.5,415.9,444.3,21.6
101.25,438.1,459.6,476.2,413.6,446.9,27.1
101.5,436.8,461.4,456.8,412.7,441.9,22.2
101.75,431.7,465.9,467.9,412.2,444.4,27.2
102.0,438.7,455.5,459.7,416.6,442.6,19.6
102.25,439.8,464.2,453.1,413.6,442.6,21.8
102.5,435.9,450.5,451.4,413.8,437.9,17.6
102.75,438.4,457.4,452.1,420.8,442.2,16.3
103.0,441.4,453.0,457.1,411.8,440.8,20.5
103.25,434.2,456.8,454.8,412.2,439.5,20.9
103.5,441.3,460.3,461.7,419.0,445.5,20.0
103.75,436.2,454.1,466.9,421.2,444.6,20.0
104.0,437.4,460.0,471.7,423.7,448.2,21.7
104.25,440.9,461.0,457.5,425.9,446.3,16.2
104.5,439.4,458.2,457.2,425.0,444.9,15.8
104.75,435.8,456.6,466.5,422.8,445.4,19.8
105.0,428.6,454.6,468.4,419.1,442.7,22.8
105.25,432.9,458.5,464.3,420.1,444.0,20.9
105.5,446.0,459.8,478.4,419.0,450.8,25.0
105.75,437.7,465.5,463.3,420.3,446.7,21.6
106.0,438.1,454.2,457.1,419.9,442.3,17.1
106.25,435.8,455.9,461.3,425.2,444.6,16.9
106.5,440.5,458.2,463.5,423.3,446.4,18.3
106.75,437.0,467.3,463.7,429.5,449.4,18.9
107.0,435.5,467.3,463.1,431.3,449.3,18.5
107.25,435.7,459.1,456.2,433.7,446.2,13.3
107.5,434.6,452.3,467.9,424.3,444.8,19.3
107.75,434.3,470.6,457.7,433.7,449.1,18.2
108.0,437.0,458.0,449.6,437.6,445.5,10.2
108.25,455.4,455.8,469.4,436.5,454.3,13.5
108.5,438.5,458.2,459.8,435.0,447.9,12.9
108.75,447.4,463.7,467.7,438.1,454.2,13.9
109.0,448.1,470.4,446.0,436.4,450.2,14.4
109.25,429.7,460.2,461.8,446.6,449.6,14.9
109.5,430.6,465.6,468.7,440.3,451.3,18.8
109.75,438.7,467.2,455.3,427.9,447.2,17.4
110.0,435.6,462.1,470.1,441.4,452.3,16.4
110.25,431.2,457.1,460.0,448.7,449.2,12.9
110.5,445.7,467.6,473.5,444.9,457.9,14.8
110.75,447.4,467.7,473.3,449.9,459.6,12.9
111.0,445.5,467.7,461.5,449.7,456.1,10.3
111.25,449.3,459.2,471.4,446.6,456.6,11.2
111.5,442.1,467.7,461.0,453.8,456.1,10.9
111.75,435.1,462.9,469.6,451.3,454.7,15.1
112.0,447.7,469.0,457.0,443.7,454.4,11.3
112.25,443.4,467.0,468.1,446.5,456.3,13.1
112.5,446.7,459.2,474.2,449.0,457.3,12.5
112.75,457.9,464.1,462.6,449.6,458.5,6.5
113.0,450.4,468.5,464.3,446.7,457.5,10.6
113.25,447.3,475.1,461.9,457.4,460.4,11.5
113.5,449.9,470.6,470.9,453.0,461.1,11.2
113.75,457.9,470.0,473.0,455.4,464.1,8.7
114.0,448.4,462.8,467.5,464.0,460.7,8.4
114.25,451.3,456.8,461.0,452.1,455.3,4.5
114.5,444.7,467.0,467.6,452.5,458.0,11.2
114.75,446.2,463.3,463.0,456.8,457.3,8.0
115.0,447.1,459.8,468.6,466.1,460.4,9.6
115.25,458.6,469.3,468.5,471.4,467.0,5.7
115.5,447.6,470.6,460.4,469.5,462.0,10.7
115.75,452.4,464.4,472.2,482.8,468.0,12.8
116.0,445.0,453.1,469.7,457.2,456.2,10.3
116.25,458.8,460.3,476.7,481.7,469.4,11.5
116.5,454.1,466.7,467.8,470.5,464.8,7.3
116.75,451.2,463.1,474.9,471.1,465.1,10.5
117.0,441.5,473.6,473.9,487.1,469.0,19.4
117.25,457.2,474.1,467.7,476.3,468.8,8.5
117.5,446.8,473.0,474.2,470.3,466.1,12.9
117.75,452.3,467.8,468.8,496.2,471.3,18.3
118.0,460.7,474.1,470.5,482.4,471.9,9.0
118.25,458.5,471.5,470.5,500.0,475.1,17.6
118.5,455.8,475.2,481.1,494.9,476.7,16.2
118.75,454.2,478.0,477.7,508.9,479.7,22.4
119.0,457.4,478.8,475.5,499.8,477.9,17.4
119.25,468.7,481.8,472.3,509.8,483.2,18.6
119.5,462.3,486.1,485.3,512.3,486.5,20.4
119.75,464.8,479.7,456.7,510.3,477.9,23.6
120.0,458.6,479.7,473.2,522.6,483.5,27.5
120.25,455.2,478.4,488.6,525.3,486.9,29.2
120.5,463.7,483.6,479.0,528.1,488.6,27.7
120.75,465.5,498.4,482.2,533.6,494.9,29.1
121.0,468.1,483.9,481.8,537.7,492.9,30.7
121.25,460.0,498.0,493.5,545.9,499.4,35.3
121.5,468.9,497.7,496.8,551.6,503.8,34.6
121.75,463.1,498.6,481.7,558.0,500.3,41.1
122.0,469.1,494.4,476.6,570.8,502.7,46.6
122.25,466.8,481.0,495.9,561.5,501.3,41.9
122.5,466.1,502.8,490.4,581.8,510.3,50.0
122.75,465.9,493.4,505.6,569.7,508.7,44.0
123.0,472.8,488.2,499.5,584.2,511.2,49.9
123.25,471.0,489.0,505.4,593.0,514.6,54.1
