Time after Ignition,Latex_Pillow_Foam_R1,Latex_Pillow_Foam_R2,Latex_Pillow_Foam_R3,Latex_Pillow_Foam_R4,Mean,Std. Dev.
27.0,1078.2,1043.3,1003.3,964.9,1022.4,49.1
27.25,1087.0,1000.7,1023.4,986.7,1024.4,44.4
27.5,1034.8,1003.3,1004.9,975.9,1004.7,24.1
27.75,1067.0,1034.0,989.0,974.8,1016.2,42.3
28.0,1107.2,1061.6,1012.5,974.4,1038.9,57.8
28.25,1048.2,1039.2,1080.7,1003.3,1042.8,31.8
28.5,1064.6,1021.5,1031.8,1034.0,1038.0,18.6
28.75,1106.5,1083.8,1094.8,1072.7,1089.5,14.5
29.0,1083.1,1044.9,1068.0,1058.4,1063.6,16.1
29.25,1115.8,1033.2,1100.3,1024.0,1068.3,46.4
29.5,1104.5,1039.8,1015.6,1039.8,1049.9,38.1
29.75,1117.9,1097.2,1143.3,1060.2,1104.6,35.1
30.0,1100.9,1052.1,1054.3,1097.6,1076.2,26.7
30.25,1132.5,1047.4,1076.1,1024.0,1070.0,46.8
30.5,1139.4,1055.8,1003.5,1068.9,1066.9,56.0
30.75,1112.5,1054.2,1037.5,1113.3,1079.4,39.3
31.0,1082.1,1109.7,1118.9,1017.7,1082.1,45.7
31.25,1096.2,1045.4,1065.1,1068.3,1068.7,20.9
31.5,1114.4,1043.9,1182.9,1067.8,1102.3,61.2
31.75,1203.5,1034.7,1046.3,1063.1,1086.9,78.6
32.0,1112.7,1076.0,1139.6,1117.1,1111.4,26.3
32.25,1095.7,1097.9,1086.3,1046.8,1081.7,23.8
32.5,1069.1,1084.4,1137.4,1062.7,1088.4,33.9
32.75,1060.8,1060.8,1052.6,1108.6,1070.7,25.6
33.0,1106.4,1077.7,1088.6,1060.6,1083.3,19.2
33.25,1147.8,1032.6,1076.4,1094.3,1087.8,47.7
33.5,1067.4,1059.8,1175.1,1088.5,1097.7,53.0
33.75,1118.7,1110.4,1072.9,1066.4,1092.1,26.3
34.0,1095.2,1079.1,1155.9,1094.3,1106.2,34.0
34.25,1109.7,1076.2,1155.7,1109.7,1112.8,32.7
34.5,1077.6,1067.0,1127.8,1076.6,1087.2,27.4
34.75,1087.7,1062.1,1116.8,1129.7,1099.1,30.3
35.0,1089.0,1043.7,1115.1,1128.1,1094.0,37.3
35.25,1124.3,1048.6,1128.6,1120.8,1105.6,38.1
35.5,1098.8,1074.5,1180.8,1050.0,1101.0,56.8
35.75,1147.1,1105.7,1103.7,1099.9,1114.1,22.1
36.0,1073.4,1069.9,1214.8,1129.7,1122.0,67.7
36.25,1087.5,1045.7,1200.5,1122.6,1114.0,65.6
36.5,1164.9,1063.0,1181.7,1164.6,1143.6,54.3
36.75,1095.0,1064.0,1230.5,1134.6,1131.0,72.4
37.0,1194.3,1053.9,1130.7,1095.4,1118.6,59.4
37.25,1145.5,1108.8,1131.8,1102.3,1122.1,20.1
37.5,1116.6,1073.0,1187.1,1129.7,1126.6,47.1
37.75,1154.3,1030.4,1221.6,1110.1,1129.1,80.2
38.0,1154.6,1088.3,1238.2,1137.0,1154.5,62.5
38.25,1082.7,1058.8,1185.6,1053.1,1095.1,61.7
38.5,1112.7,1069.0,1132.3,1117.2,1107.8,27.2
38.75,1121.6,1134.3,1096.9,1093.3,1111.5,19.7
39.0,1106.0,1105.7,1202.2,1091.3,1126.3,51.1
39.25,1160.5,1123.3,1230.2,1113.7,1156.9,52.9
39.5,1135.2,1106.9,1086.4,1126.1,1113.6,21.7
39.75,1124.0,1055.8,1198.1,1198.0,1144.0,68.4
40.0,1174.7,1067.1,1188.8,1176.8,1151.9,56.8
40.25,1123.3,1125.8,1095.6,1121.1,1116.5,14.0
40.5,1162.9,1038.6,1173.9,1077.2,1113.2,65.9
40.75,1144.7,1123.2,1137.0,1131.5,1134.1,9.1
41.0,1145.4,1032.3,1146.4,1079.9,1101.0,55.4
41.25,1104.5,1077.8,1168.1,1219.3,1142.4,63.7
41.5,1211.6,1072.1,1153.4,1226.9,1166.0,70.2
41.75,1120.8,1122.5,1232.2,1151.5,1156.8,52.2
42.0,1135.9,1085.2,1166.8,1168.0,1139.0,38.8
42.25,1086.4,1076.3,1203.0,1162.0,1131.9,60.8
42.5,1164.9,1077.9,1154.7,1156.0,1138.4,40.6
42.75,1083.6,1097.0,1046.2,1217.7,1111.1,74.2
43.0,1141.3,1076.9,1130.3,1166.2,1128.7,37.6
43.25,1115.4,1069.0,1164.5,1182.8,1132.9,51.2
43.5,1127.3,1130.3,1236.5,1144.7,1159.7,51.7
43.75,1141.6,1074.2,1272.8,1131.3,1155.0,84.0
44.0,1075.2,1087.1,1125.5,1256.5,1136.1,83.1
44.25,1194.2,1046.1,1166.9,1203.3,1152.7,72.7
44.5,1098.9,1083.7,1158.2,1179.0,1129.9,45.9
44.75,1131.2,1044.6,1138.8,1230.9,1136.4,76.1
45.0,1144.8,1047.9,1189.7,1202.9,1146.3,70.2
45.25,1175.9,1133.8,1194.9,1180.0,1171.1,26.2
45.5,1142.4,1067.2,1123.7,1237.8,1142.8,71.0
45.75,1151.2,1085.9,1191.7,1214.7,1160.9,56.5
46.0,1127.3,1108.7,1148.4,1215.8,1150.1,46.7
46.25,1062.3,1050.0,1175.9,1280.4,1142.1,108.2
46.5,1143.2,1072.5,1199.9,1190.6,1151.6,58.2
46.75,1170.3,1067.8,1139.3,1293.2,1167.6,94.1
47.0,1103.4,1062.8,1203.7,1267.6,1159.4,93.3
47.25,1149.5,1054.5,1209.1,1217.8,1157.8,75.2
47.5,1162.9,1022.4,1119.0,1231.5,1134.0,87.6
47.75,1172.0,1056.7,1205.7,1235.9,1167.6,78.4
48.0,1185.6,1054.5,1170.4,1211.8,1155.6,69.5
48.25,1153.3,1040.6,1134.2,1229.5,1139.4,77.7
48.5,1155.5,1073.5,1160.7,1181.0,1142.7,47.4
48.75,1147.5,1096.9,1166.2,1258.6,1167.3,67.5
49.0,1120.8,1015.0,1221.9,1174.6,1133.1,88.9
49.25,1195.2,1060.2,1172.3,1187.2,1153.7,63.1
49.5,1157.6,1039.0,1192.7,1218.7,1152.0,79.4
49.75,1233.0,1029.3,1247.4,1215.5,1181.3,102.2
50.0,1203.6,1063.2,1158.5,1189.9,1153.8,63.3
50.25,1177.1,1046.9,1158.6,1271.0,1163.4,92.0
50.5,1241.6,1032.9,1212.1,1226.1,1178.2,97.6
50.75,1222.1,1048.0,1227.7,1212.0,1177.4,86.5
51.0,1245.3,1056.0,1242.5,1230.4,1193.5,91.9
51.25,1235.0,1024.0,1210.3,1238.2,1176.9,102.7
51.5,1302.8,991.9,1242.2,1262.1,1199.7,140.8
51.75,1247.2,1075.8,1202.3,1198.4,1180.9,73.5
52.0,1295.3,1013.4,1285.7,1224.5,1204.7,131.3
52.25,1254.2,983.0,1222.9,1242.6,1175.7,129.1
52.5,1289.7,982.1,1234.2,1226.2,1183.1,136.9
52.75,1255.1,1035.3,1261.8,1346.6,1224.7,133.0
53.0,1297.7,1045.0,1289.4,1331.8,1241.0,131.9
53.25,1314.3,983.9,1261.5,1277.3,1209.2,151.9
53.5,1347.1,979.1,1286.6,1222.1,1208.8,161.4
53.75,1347.7,969.6,1291.7,1272.6,1220.4,170.2
54.0,1320.5,1027.3,1271.9,1312.7,1233.1,138.8
54.25,1341.4,964.2,1273.5,1277.7,1214.2,169.5
54.5,1379.0,983.1,1256.1,1319.6,1234.5,174.9
54.75,1399.3,1005.5,1276.2,1282.1,1240.8,166.8
55.0,1354.2,1035.6,1315.6,1211.6,1229.2,142.4
55.25,1419.9,996.9,1312.6,1304.5,1258.5,182.2
55.5,1420.2,1009.6,1382.8,1270.5,1270.8,185.4
55.75,1430.3,959.9,1425.6,1285.4,1275.3,220.8
56.0,1424.0,1026.2,1333.4,1212.5,1249.0,171.9
56.25,1440.4,1006.5,1354.1,1292.6,1273.4,188.0
56.5,1466.5,1033.0,1409.7,1272.7,1295.5,193.0
56.75,1483.7,1021.1,1404.4,1262.3,1292.9,203.0
57.0,1507.2,986.5,1422.7,1310.3,1306.7,228.2
57.25,1498.2,1045.8,1419.9,1328.5,1323.1,197.4
57.5,1492.4,1007.1,1467.8,1256.2,1305.9,225.7
57.75,1490.5,1039.5,1433.1,1279.4,1310.6,201.5
58.0,1508.2,1070.1,1456.3,1300.7,1333.8,196.7
58.25,1511.0,1067.9,1440.9,1275.8,1323.9,197.1
58.5,1511.1,1073.1,1484.5,1304.3,1343.2,202.2
58.75,1505.5,1083.4,1486.2,1333.1,1352.0,195.0
59.0,1521.0,1082.4,1509.6,1282.3,1348.8,208.9
59.25,1511.3,1087.1,1506.8,1313.2,1354.6,200.8
59.5,1513.5,1117.1,1538.7,1326.7,1374.0,195.7
59.75,1497.0,1102.9,1542.4,1374.5,1379.2,197.4
60.0,1496.9,1119.9,1544.1,1311.2,1368.0,193.6
60.25,1501.5,1111.2,1571.7,1291.1,1368.9,209.1
60.5,1494.7,1148.3,1546.8,1317.9,1376.9,181.2
60.75,1514.0,1164.7,1552.0,1307.6,1384.6,181.7
61.0,1483.7,1154.7,1595.8,1315.6,1387.5,193.2
61.25,1446.5,1184.0,1596.5,1330.9,1389.5,174.9
