Time after Ignition,Latex_Pillow_Foam_R1,Latex_Pillow_Foam_R2,Latex_Pillow_Foam_R3,Latex_Pillow_Foam_R4,Mean,Std. Dev.
41.5,451.0,467.7,554.1,513.1,496.5,46.5
41.75,458.0,469.7,542.2,489.7,489.9,37.2
42.0,449.3,471.1,548.6,509.0,494.5,43.7
42.25,462.8,482.4,539.5,517.6,500.6,34.4
42.5,467.4,482.8,531.5,511.4,498.3,28.7
42.75,455.8,468.4,573.8,506.6,501.2,53.0
43.0,457.1,477.8,546.5,514.6,499.0,39.6
43.25,463.5,465.8,549.9,491.3,492.6,40.2
43.5,458.4,489.0,557.0,509.0,503.3,41.4
43.75,453.0,470.3,549.8,504.6,494.4,42.7
44.0,459.1,501.5,553.2,518.4,508.0,39.1
44.25,444.0,487.1,568.9,508.3,502.1,51.9
44.5,463.9,486.5,544.6,521.0,504.0,35.8
44.75,471.3,468.8,562.5,532.4,508.7,46.4
45.0,456.5,497.9,549.4,505.5,502.3,38.1
45.25,456.5,481.1,546.8,513.2,499.4,39.3
45.5,456.5,494.9,551.8,550.3,513.4,46.3
45.75,449.7,481.9,562.7,524.3,504.7,49.3
46.0,456.9,497.2,569.0,519.1,510.5,46.7
46.25,455.0,498.6,580.4,531.6,516.4,53.0
46.5,468.6,495.0,551.6,528.4,510.9,36.5
46.75,467.3,485.1,564.7,527.7,511.2,43.7
47.0,466.4,498.2,555.0,559.6,519.8,45.3
47.25,473.6,512.8,557.3,551.8,523.9,38.9
47.5,468.1,491.2,570.8,536.5,516.6,46.0
47.75,465.4,503.4,560.4,532.3,515.4,40.6
48.0,474.7,503.0,558.3,558.2,523.6,41.7
48.25,476.6,501.7,583.7,550.8,528.2,48.2
48.5,468.5,521.1,585.3,534.3,527.3,48.0
48.75,481.9,502.2,544.6,538.0,516.7,29.7
49.0,482.1,514.8,552.4,544.4,523.4,32.0
49.25,485.2,506.3,579.7,553.5,531.1,43.1
49.5,478.7,497.9,575.2,558.9,527.7,46.6
49.75,457.3,516.4,561.5,556.0,522.8,48.1
50.0,483.3,499.7,560.2,544.4,521.9,36.3
50.25,483.1,507.8,563.2,547.6,525.4,36.6
50.5,475.4,503.1,587.0,552.2,529.4,49.8
50.75,486.7,509.9,567.7,555.5,529.9,38.1
51.0,486.1,518.9,551.4,538.7,523.8,28.5
51.25,483.7,506.5,563.8,566.3,530.1,41.4
51.5,471.9,514.1,575.1,555.0,529.0,45.8
51.75,480.7,510.1,565.4,560.5,529.2,40.8
52.0,468.3,524.3,567.4,562.8,530.7,45.9
52.25,464.4,520.0,562.7,553.4,525.1,44.5
52.5,479.0,519.9,565.7,556.2,530.2,39.4
52.75,474.5,527.6,576.8,572.4,537.8,47.7
53.0,468.7,510.5,577.0,549.8,526.5,47.2
53.25,467.0,512.1,578.9,557.4,528.8,49.7
53.5,484.8,537.7,578.7,549.3,537.6,39.2
53.75,482.5,523.8,575.8,567.0,537.3,43.0
54.0,474.0,522.5,581.3,550.1,532.0,45.5
54.25,473.4,521.2,585.5,554.9,533.8,48.0
54.5,476.7,521.4,571.8,566.8,534.2,44.5
54.75,471.7,524.7,559.2,559.2,528.7,41.3
55.0,480.8,533.8,579.4,560.0,538.5,42.8
55.25,481.2,545.3,555.1,582.7,541.1,42.9
55.5,484.6,524.6,580.8,541.7,532.9,39.9
55.75,463.7,521.9,563.9,560.4,527.5,46.6
56.0,468.1,537.1,557.7,562.4,531.3,43.6
56.25,482.0,521.6,561.5,557.3,530.6,37.0
56.5,473.3,528.4,580.6,572.1,538.6,49.2
56.75,483.8,532.4,572.2,563.4,538.0,39.9
57.0,477.2,531.3,573.3,558.7,535.1,42.4
57.25,479.4,528.3,565.0,571.6,536.1,42.3
57.5,469.2,561.5,566.3,563.3,540.1,47.3
57.75,474.0,533.1,574.5,554.8,534.1,43.5
58.0,472.9,549.1,551.2,545.2,529.6,37.9
58.25,492.6,553.6,581.2,560.2,546.9,38.1
58.5,475.5,548.5,554.6,563.9,535.6,40.6
58.75,473.8,540.2,571.2,550.1,533.8,42.1
59.0,474.5,551.2,567.3,574.6,541.9,46.0
59.25,469.0,530.9,569.6,555.9,531.3,44.5
59.5,487.7,566.2,538.9,555.6,537.1,34.8
59.75,460.4,564.7,557.5,533.6,529.1,47.7
60.0,460.9,560.3,574.2,567.6,540.8,53.5
60.25,477.6,556.8,548.5,564.7,536.9,40.1
60.5,469.7,554.1,549.4,535.7,527.2,39.1
60.75,477.6,570.2,581.8,550.7,545.1,46.8
61.0,476.2,567.8,564.6,557.8,541.6,43.8
61.25,470.6,576.7,562.6,550.8,540.2,47.6
61.5,480.6,589.6,572.6,550.2,548.3,47.9
61.75,476.8,566.2,566.1,577.6,546.7,46.9
62.0,473.1,578.4,579.2,541.5,543.0,49.8
62.25,475.5,575.0,562.7,558.7,543.0,45.5
62.5,475.8,572.5,565.7,555.9,542.5,45.0
62.75,484.4,592.2,558.9,571.8,551.8,47.0
63.0,463.5,592.5,552.2,563.5,543.0,55.6
63.25,492.1,576.9,566.4,560.2,548.9,38.5
63.5,470.8,592.3,574.9,545.2,545.8,53.7
63.75,486.6,587.4,556.2,566.8,549.2,43.7
64.0,471.6,578.4,541.8,549.8,535.4,45.3
64.25,473.8,581.5,568.0,583.2,551.6,52.4
64.5,479.9,595.9,560.1,554.2,547.5,48.7
64.75,468.2,575.5,538.0,562.0,535.9,47.7
65.0,475.3,589.8,550.5,566.4,545.5,49.5
65.25,503.5,578.5,549.2,575.5,551.7,34.7
65.5,468.7,575.9,557.9,579.4,545.5,52.0
65.75,474.1,567.2,537.0,565.3,535.9,43.4
66.0,502.3,598.8,549.9,569.4,555.1,40.5
66.25,483.9,583.9,544.1,554.9,541.7,42.0
66.5,480.8,588.4,541.6,562.4,543.3,45.9
66.75,489.5,586.3,543.4,574.5,548.4,43.2
67.0,474.5,585.0,554.4,554.8,542.2,47.3
67.25,500.8,589.6,541.2,555.8,546.9,36.8
67.5,480.0,598.9,531.3,556.5,541.7,49.7
67.75,491.9,589.0,533.9,558.8,543.4,41.0
68.0,470.1,587.4,525.7,563.2,536.6,51.1
68.25,485.4,587.0,518.9,543.4,533.7,42.8
68.5,487.8,584.1,522.0,564.3,539.5,43.1
68.75,486.8,589.5,546.9,550.8,543.5,42.4
69.0,485.7,601.2,515.6,551.1,538.4,49.7
69.25,483.9,591.1,510.1,553.5,534.7,47.3
69.5,488.4,585.4,525.9,538.9,534.6,40.0
69.75,489.9,593.4,527.5,534.0,536.2,42.8
70.0,485.4,570.5,514.6,553.6,531.0,38.4
70.25,486.8,580.3,508.3,541.6,529.2,40.8
70.5,481.3,582.3,524.3,554.6,535.6,43.3
70.75,492.4,577.0,520.5,552.6,535.6,37.0
71.0,497.9,584.0,515.3,566.4,540.9,40.9
71.25,489.2,572.7,526.5,570.2,539.7,39.8
71.5,472.1,579.7,533.2,560.3,536.3,46.9
71.75,471.1,587.7,515.4,548.2,530.6,49.5
72.0,489.5,571.9,500.3,549.5,527.8,39.3
72.25,493.1,555.4,515.6,554.1,529.6,30.5
72.5,498.6,585.7,518.5,556.2,539.7,38.8
72.75,491.7,566.2,520.6,556.3,533.7,34.1
73.0,486.3,567.5,525.6,576.4,539.0,41.5
73.25,488.1,568.5,512.5,586.7,538.9,46.3
73.5,491.1,562.0,546.2,568.3,541.9,35.1
73.75,471.6,580.9,516.8,577.3,536.7,52.4
74.0,486.8,576.3,504.1,569.3,534.1,45.3
74.25,492.5,573.1,519.4,565.2,537.5,38.2
74.5,476.5,551.8,510.2,564.4,525.7,40.2
74.75,503.6,571.0,533.8,569.2,544.4,32.2
75.0,497.6,572.2,497.3,563.9,532.7,40.9
75.25,501.1,568.0,512.1,583.9,541.3,40.8
75.5,475.2,565.2,513.7,555.9,527.5,41.5
75.75,477.7,572.8,510.7,585.5,536.7,51.1
76.0,477.0,567.8,526.6,605.8,544.3,55.3
76.25,500.2,571.7,513.1,579.6,541.1,40.3
76.5,480.8,564.3,513.8,586.8,536.4,48.0
76.75,488.5,577.2,511.8,572.3,537.4,44.2
77.0,493.5,574.4,548.7,566.8,545.9,36.5
77.25,484.1,560.0,502.6,586.2,533.2,47.9
77.5,486.8,564.0,513.0,572.4,534.0,41.0
77.75,495.7,557.9,525.4,570.4,537.3,33.6
78.0,490.2,570.5,510.4,587.0,539.5,46.5
78.25,502.6,572.2,507.7,576.9,539.9,40.2
78.5,484.6,576.3,519.4,567.4,536.9,42.9
78.75,492.9,565.4,526.1,577.8,540.5,38.6
79.0,499.8,566.3,521.8,588.5,544.1,40.5
79.25,517.8,544.7,515.1,564.7,535.6,23.6
79.5,495.0,560.8,541.6,571.6,542.3,33.9
79.75,496.0,558.2,514.4,568.2,534.2,34.6
80.0,502.2,550.9,537.2,574.9,541.3,30.4
80.25,500.4,555.2,544.9,581.5,545.5,33.8
80.5,505.5,553.3,527.6,590.0,544.1,36.3
80.75,497.5,564.8,535.1,609.0,551.6,47.2
81.0,516.6,548.2,517.0,585.3,541.8,32.6
81.25,503.3,543.9,540.7,589.5,544.4,35.3
81.5,486.5,541.5,548.9,608.1,546.2,49.7
81.75,492.0,515.9,543.5,606.9,539.6,49.6
82.0,493.9,541.8,553.2,614.5,550.9,49.6
82.25,493.0,532.8,552.6,595.6,543.5,42.7
82.5,501.3,519.0,550.8,619.6,547.7,52.1
82.75,495.4,542.2,541.4,585.8,541.2,36.9
83.0,495.4,504.2,553.1,633.5,546.6,63.3
83.25,485.3,502.7,557.9,594.1,535.0,50.1
83.5,487.2,526.5,564.4,631.8,552.5,61.5
83.75,489.4,513.5,550.2,610.2,540.8,52.6
84.0,492.4,507.0,566.7,651.9,554.5,72.5
84.25,510.7,515.3,570.8,616.6,553.4,50.2
84.5,501.9,503.5,575.7,627.4,552.1,60.8
84.75,494.3,489.6,568.8,615.5,542.0,60.9
85.0,479.3,522.2,547.1,621.2,542.4,59.5
85.25,488.6,503.8,575.4,641.0,552.2,70.3
85.5,491.3,503.3,570.9,616.8,545.6,59.0
85.75,481.7,516.3,554.5,638.3,547.7,67.3
86.0,488.8,497.2,574.9,648.7,552.4,75.0
86.25,505.6,503.5,566.0,635.8,552.8,62.5
86.5,500.6,507.6,580.1,651.3,559.9,70.8
86.75,492.6,487.6,592.3,641.2,553.4,75.8
87.0,511.1,493.8,568.8,629.6,550.8,61.5
87.25,485.4,486.2,583.9,654.2,552.4,82.1
87.5,501.3,487.2,584.5,654.3,556.8,77.9
87.75,500.1,482.4,588.5,644.3,553.8,76.1
88.0,499.3,474.2,576.7,617.2,541.8,66.5
88.25,501.0,472.7,611.1,661.5,561.6,89.5
88.5,498.0,485.0,582.3,658.4,555.9,80.8
88.75,486.7,483.1,593.8,617.1,545.2,70.3
89.0,499.7,480.6,597.2,629.0,551.6,72.6
89.25,506.4,469.8,589.0,671.2,559.1,89.8
89.5,499.9,476.8,575.8,645.8,549.6,76.8
89.75,488.3,471.6,586.4,631.5,544.5,77.0
90.0,501.2,465.9,602.8,627.4,549.3,78.0
90.25,500.6,481.0,599.9,661.5,560.7,85.0
90.5,505.2,471.9,600.1,648.1,556.3,81.8
90.75,495.1,472.5,611.5,664.7,561.0,92.2
91.0,491.1,466.6,601.6,679.3,559.6,99.1
91.25,488.9,472.6,603.8,681.9,561.8,99.1
91.5,495.4,462.7,588.2,682.6,557.2,99.0
91.75,498.7,468.6,563.7,671.9,550.7,90.0
92.0,505.7,471.1,596.5,668.4,560.4,89.3
92.25,505.7,480.7,586.4,690.4,565.8,94.5
92.5,495.2,461.9,587.5,693.5,559.5,103.9
92.75,488.8,458.8,601.5,665.8,553.7,96.7
93.0,494.8,475.1,588.0,691.5,562.3,99.2
93.25,505.1,471.1,614.9,714.9,576.5,110.8
93.5,508.0,469.2,615.1,685.1,569.4,98.8
93.75,485.3,470.5,588.7,689.9,558.6,102.1
94.0,493.7,479.4,590.3,703.4,566.7,103.6
94.25,491.9,476.2,600.6,762.3,582.8,131.9
94.5,495.1,486.1,600.7,684.7,566.7,94.4
94.75,486.8,477.8,619.7,732.6,579.2,121.1
95.0,511.1,481.1,595.1,700.9,572.0,98.5
95.25,529.7,469.7,583.1,714.6,574.3,104.4
95.5,501.8,463.4,592.7,696.4,563.6,103.8
95.75,504.5,470.2,585.5,713.2,568.3,108.0
96.0,512.8,474.7,583.6,706.6,569.4,101.9
96.25,498.5,464.8,628.7,736.4,582.1,124.8
96.5,518.6,473.7,595.3,741.1,582.2,117.2
96.75,498.3,459.8,593.8,729.0,570.2,119.9
97.0,496.6,474.5,627.1,736.4,583.6,122.1
97.25,511.5,479.4,615.9,708.0,578.7,104.0
97.5,508.2,472.9,616.7,719.9,579.4,111.9
97.75,505.1,471.2,616.2,727.1,579.9,116.1
98.0,498.4,472.8,627.7,729.0,582.0,119.2
98.25,512.2,481.1,630.0,716.3,584.9,108.6
98.5,510.2,485.3,630.9,736.4,590.7,116.1
98.75,499.3,489.0,608.0,721.5,579.4,108.9
99.0,494.6,489.4,644.6,740.4,592.2,122.2
99.25,510.4,472.5,609.7,726.0,579.7,113.4
99.5,514.2,469.6,643.9,745.3,593.2,125.5
99.75,498.1,475.3,633.9,724.1,582.9,117.3
100.0,505.5,463.0,619.9,734.9,580.9,122.2
100.25,505.4,474.4,630.1,750.4,590.1,126.3
100.5,497.0,478.2,627.5,718.9,580.4,113.8
100.75,506.5,469.5,642.9,745.2,591.0,127.0
101.0,503.0,462.2,653.1,737.4,588.9,128.6
101.25,489.8,455.3,643.3,717.8,576.6,124.7
101.5,513.5,472.8,638.4,747.1,592.9,124.6
101.75,521.5,485.2,644.8,754.9,601.6,122.9
102.0,498.8,472.1,651.4,749.5,592.9,130.9
102.25,505.6,478.4,626.7,729.3,585.0,115.8
102.5,490.6,482.1,627.8,758.6,589.8,130.9
102.75,496.1,463.0,634.8,781.9,593.9,145.7
103.0,494.1,463.4,616.4,763.6,584.4,136.5
103.25,488.3,463.0,620.0,744.2,578.9,129.9
103.5,510.6,471.3,639.6,747.7,592.3,126.1
103.75,492.1,471.2,631.9,728.4,580.9,121.5
104.0,502.8,465.6,640.5,761.6,592.7,135.5
104.25,498.2,451.6,650.5,746.3,586.6,136.2
104.5,493.8,464.9,654.0,747.7,590.1,134.0
104.75,495.7,471.4,642.9,768.2,594.6,138.4
105.0,485.8,453.1,648.4,756.4,585.9,142.2
105.25,499.5,464.3,637.0,739.9,585.2,127.2
105.5,497.5,464.3,653.3,744.0,589.8,131.8
105.75,495.5,478.8,644.6,736.3,588.8,123.4
106.0,500.6,476.1,645.4,784.3,601.6,142.9
106.25,511.6,486.8,659.2,746.7,601.1,123.3
106.5,505.6,471.5,674.2,762.2,603.4,138.1
106.75,504.5,494.1,654.5,775.5,607.2,134.0
107.0,498.0,481.1,649.0,752.8,595.2,129.4
107.25,516.6,478.6,670.8,736.8,600.7,123.0
107.5,500.4,498.3,655.6,773.1,606.9,133.1
107.75,503.0,474.4,659.1,782.1,604.7,143.4
108.0,500.6,481.5,667.1,743.7,598.2,127.9
108.25,490.2,492.9,662.7,751.9,599.4,129.8
108.5,497.5,474.1,666.2,735.6,593.3,127.7
108.75,496.6,503.9,663.3,716.4,595.0,111.6
109.0,501.3,486.3,651.0,746.8,596.3,124.9
109.25,501.6,502.7,652.6,726.4,595.8,112.3
109.5,502.4,506.8,671.8,757.0,609.5,126.0
109.75,492.6,503.3,655.2,718.1,592.3,112.0
110.0,502.6,503.8,650.4,721.8,594.7,109.5
110.25,504.3,501.5,647.8,720.7,593.6,108.9
110.5,492.3,505.6,646.2,725.6,592.4,112.8
110.75,514.2,500.0,635.6,702.3,588.0,97.5
111.0,488.0,514.7,656.7,696.3,588.9,103.0
111.25,511.4,507.9,638.5,713.2,592.8,100.7
111.5,487.5,533.2,645.3,705.8,593.0,100.3
111.75,498.7,504.4,636.1,706.6,586.4,102.2
112.0,513.4,535.4,640.6,694.1,595.9,85.9
112.25,492.0,539.3,632.6,702.1,591.5,94.1
112.5,488.4,540.0,623.6,699.8,587.9,93.1
112.75,516.2,550.5,630.9,685.6,595.8,76.7
113.0,491.3,562.8,626.6,690.6,592.8,85.5
113.25,503.4,560.3,622.3,690.7,594.2,80.6
113.5,495.4,562.8,607.0,669.4,583.7,73.3
113.75,505.4,566.3,630.5,668.5,592.7,71.9
114.0,513.9,580.4,637.9,672.3,601.1,69.4
114.25,502.2,602.4,601.3,672.9,594.7,70.2
114.5,499.1,616.7,591.0,649.1,589.0,64.5
114.75,508.2,599.4,596.7,669.3,593.4,66.0
115.0,501.3,603.4,609.3,652.5,591.6,64.1
115.25,504.5,611.4,591.0,657.9,591.2,64.2
115.5,497.7,631.2,574.1,631.1,583.5,63.2
115.75,500.1,638.2,595.6,616.8,587.7,60.9
116.0,500.5,651.9,605.8,647.1,601.3,70.3
116.25,494.5,654.3,596.7,641.0,596.6,72.4
116.5,502.1,649.8,584.5,617.2,588.4,63.4
116.75,498.9,658.0,593.3,613.9,591.0,67.1
117.0,505.5,676.9,583.1,608.6,593.5,70.8
117.25,477.8,685.2,578.5,615.4,589.2,86.5
117.5,498.2,690.0,595.6,613.1,599.2,78.9
117.75,497.6,694.4,562.9,591.5,586.6,81.9
118.0,501.5,697.1,543.2,572.3,578.5,84.2
118.25,482.6,701.3,541.1,564.9,572.5,92.6
118.5,487.0,709.2,556.9,580.2,583.3,92.8
118.75,487.7,718.2,553.6,554.1,578.4,98.3
119.0,494.8,727.3,524.3,553.6,575.0,104.3
119.25,497.0,747.6,535.2,550.6,582.6,112.3
119.5,494.6,706.8,525.3,541.3,567.0,95.2
119.75,480.3,739.4,532.3,532.4,571.1,114.8
120.0,486.1,732.9,512.3,549.6,570.2,111.5
120.25,487.1,721.3,516.5,529.0,563.5,106.6
120.5,486.3,754.7,495.6,521.6,564.5,127.7
120.75,497.3,748.0,506.1,518.8,567.5,120.6
121.0,485.6,739.9,498.9,522.5,561.7,119.8
121.25,506.1,752.3,490.5,521.4,567.6,123.8
121.5,477.4,761.0,482.5,504.3,556.3,137.0
121.75,492.7,762.7,483.8,498.5,559.4,135.7
122.0,487.2,745.6,474.2,501.1,552.0,129.5
122.25,483.2,743.2,481.9,501.2,552.4,127.5
122.5,480.0,748.7,467.3,494.9,547.7,134.4
122.75,469.0,751.2,471.4,493.1,546.2,137.1
123.0,472.9,730.9,478.9,487.7,542.6,125.7
123.25,476.4,759.4,463.0,491.7,547.6,141.6
