Temp/C,Time/min,Mass loss(subtr.)/mg,DSC(subtr.)/(mW/mg),Sensit./(uV/mW)
32.096,11.78476,-0.004165956,0.16024,1.00645
32.196,11.79779,-0.00418862,0.16162,1.0065
32.296,11.81092,-0.003117891,0.16253,1.00655
32.396,11.82386,-0.004350471,0.16363,1.0066
32.496,11.83671,-0.004400976,0.16383,1.00665
32.596,11.84953,-0.00449294,0.16507,1.00671
32.696,11.86231,-0.004464389,0.16594,1.00676
32.796,11.87505,-0.005047755,0.16655,1.00681
32.896,11.88762,-0.004728709,0.16762,1.00686
32.996,11.90012,-0.004719987,0.1667,1.00691
33.096,11.91266,-0.004725367,0.16751,1.00696
33.196,11.92521,-0.004729998,0.17121,1.00701
33.296,11.9377,-0.004724575,0.17329,1.00706
33.396,11.95015,-0.00471986,0.1746,1.00711
33.496,11.96257,-0.004685588,0.17532,1.00717
33.596,11.97507,-0.005049268,0.17592,1.00722
33.696,11.98749,-0.004457373,0.17636,1.00727
33.796,11.9998,-0.004498016,0.17604,1.00732
33.896,12.01192,-0.004076142,0.17753,1.00737
33.996,12.02412,-0.004288212,0.17875,1.00742
34.096,12.03625,-0.004283584,0.18043,1.00747
34.196,12.0484,-0.004494812,0.18041,1.00752
34.296,12.06053,-0.004486813,0.1805,1.00757
34.396,12.07257,-0.004500873,0.18037,1.00762
34.496,12.08462,-0.004514798,0.18271,1.00767
34.596,12.09674,-0.004084689,0.18365,1.00772
34.696,12.10876,-0.004301221,0.18325,1.00777
34.796,12.12072,-0.004279467,0.18343,1.00782
34.896,12.13271,-0.004280168,0.18402,1.00787
34.996,12.14465,-0.004281172,0.1844,1.00792
35.096,12.15651,-0.004400966,0.1857,1.00797
35.196,12.16833,-0.004376155,0.18669,1.00802
35.296,12.18012,-0.00562004,0.18847,1.00807
35.396,12.19198,-0.006168182,0.18905,1.00812
35.496,12.2037,-0.005814266,0.19058,1.00817
35.596,12.21551,-0.006274407,0.18936,1.00822
35.696,12.22724,-0.006246477,0.18848,1.00827
35.796,12.23889,-0.006001183,0.19139,1.00832
35.896,12.25041,-0.004799275,0.19302,1.00837
35.996,12.26211,-0.004828396,0.19363,1.00842
36.096,12.27382,-0.004883698,0.19393,1.00847
36.196,12.28546,-0.00382967,0.19432,1.00852
36.296,12.297,-0.004456349,0.195,1.00857
36.396,12.30856,-0.00481232,0.19647,1.00862
36.496,12.32014,-0.004491943,0.19678,1.00867
36.596,12.33164,-0.003506592,0.19944,1.00872
36.696,12.34311,-0.004825801,0.19856,1.00877
36.796,12.35463,-0.004937094,0.19905,1.00881
36.896,12.3661,-0.005051801,0.19945,1.00886
36.996,12.3776,-0.006171937,0.20003,1.00891
37.096,12.38908,-0.006370454,0.20192,1.00896
37.196,12.40047,-0.005318794,0.20111,1.00901
37.296,12.41199,-0.005004654,0.2013,1.00906
37.396,12.42343,-0.005958679,0.20079,1.00911
37.496,12.43479,-0.006379521,0.19933,1.00916
37.596,12.44632,-0.005533407,0.20143,1.00921
37.696,12.45783,-0.005066358,0.20282,1.00926
37.796,12.46918,-0.00506248,0.20497,1.0093
37.896,12.48055,-0.005767384,0.20426,1.00935
37.996,12.49197,-0.006425286,0.20148,1.0094
38.096,12.50336,-0.005856081,0.2046,1.00945
38.196,12.51468,-0.005042128,0.20564,1.0095
38.296,12.526,-0.005098268,0.20525,1.00955
38.396,12.53736,-0.006026231,0.20613,1.00959
38.496,12.54869,-0.005872606,0.20877,1.00964
38.596,12.56004,-0.004937922,0.20846,1.00969
38.696,12.57132,-0.004934369,0.20821,1.00974
38.796,12.58264,-0.004820444,0.20869,1.00979
38.896,12.59398,-0.003658457,0.20952,1.00984
38.996,12.60528,-0.003652989,0.21001,1.00988
39.096,12.6165,-0.004722006,0.21142,1.00993
39.196,12.62777,-0.004934424,0.21121,1.00998
39.296,12.63908,-0.004954844,0.21128,1.01003
39.396,12.65027,-0.003917453,0.21109,1.01008
39.496,12.66146,-0.004033548,0.21312,1.01012
39.596,12.67267,-0.00499802,0.21498,1.01017
39.696,12.68384,-0.00494215,0.21439,1.01022
39.796,12.69478,-0.004939987,0.2139,1.01027
39.896,12.70574,-0.00494234,0.21336,1.01031
39.996,12.71677,-0.005036407,0.214,1.01036
40.096,12.72774,-0.005982406,0.21544,1.01041
40.196,12.73873,-0.006008713,0.21645,1.01046
40.296,12.74972,-0.004962876,0.2152,1.0105
40.396,12.76082,-0.004936649,0.21542,1.01055
40.496,12.77198,-0.004937955,0.21667,1.0106
40.596,12.7831,-0.004909482,0.21676,1.01065
40.696,12.79415,-0.005515446,0.21743,1.01069
40.796,12.80526,-0.006255382,0.21843,1.01074
40.896,12.81637,-0.006269457,0.21872,1.01079
40.996,12.82748,-0.00560363,0.21881,1.01083
41.096,12.83848,-0.004928493,0.21908,1.01088
41.196,12.84952,-0.004940037,0.21911,1.01093
41.296,12.86052,-0.004934351,0.21975,1.01098
41.396,12.87139,-0.005344797,0.22093,1.01102
41.496,12.88247,-0.006310389,0.22134,1.01107
41.596,12.89356,-0.00625257,0.22115,1.01112
41.696,12.90472,-0.006250089,0.22154,1.01116
41.796,12.91583,-0.006246869,0.22278,1.01121
41.896,12.92701,-0.006120534,0.22226,1.01126
41.996,12.93818,-0.005902423,0.22275,1.0113
42.096,12.94936,-0.006268766,0.22348,1.01135
42.196,12.96035,-0.006259717,0.22337,1.0114
42.296,12.97131,-0.006258784,0.22308,1.01144
42.396,12.9823,-0.006232568,0.2232,1.01149
42.496,12.99323,-0.006766218,0.22406,1.01153
42.596,13.00419,-0.007603089,0.22418,1.01158
42.696,13.01519,-0.00756467,0.2239,1.01163
42.796,13.02614,-0.006512207,0.22369,1.01167
42.896,13.03706,-0.006269065,0.22443,1.01172
42.996,13.04806,-0.006277691,0.22469,1.01177
43.096,13.05904,-0.006795894,0.22527,1.01181
43.196,13.07,-0.007579905,0.22658,1.01186
43.296,13.08104,-0.007581873,0.22561,1.0119
43.396,13.09189,-0.00758041,0.22599,1.01195
43.496,13.10276,-0.007584497,0.22625,1.01199
43.596,13.11384,-0.007634163,0.22674,1.01204
43.696,13.12473,-0.006605956,0.22711,1.01209
43.796,13.13565,-0.006265305,0.2274,1.01213
43.896,13.1465,-0.006270524,0.22907,1.01218
43.996,13.15745,-0.00655157,0.229,1.01222
44.096,13.16835,-0.007266827,0.22893,1.01227
44.196,13.17932,-0.006310617,0.22867,1.01231
44.296,13.19022,-0.006248947,0.23009,1.01236
44.396,13.20116,-0.006249706,0.22991,1.01241
44.496,13.21203,-0.006249665,0.23004,1.01245
44.596,13.22288,-0.00624463,0.23009,1.0125
44.696,13.23382,-0.006038013,0.2293,1.01254
44.796,13.24468,-0.004947219,0.2296,1.01259
44.896,13.25549,-0.004960402,0.23081,1.01263
44.996,13.26639,-0.005786296,0.23102,1.01268
45.096,13.27728,-0.006243206,0.2329,1.01272
45.196,13.28814,-0.006259073,0.23241,1.01277
45.296,13.29903,-0.006259887,0.23233,1.01281
45.396,13.30983,-0.006259738,0.23285,1.01286
45.496,13.32065,-0.006278007,0.23314,1.0129
45.596,13.33149,-0.00739695,0.23357,1.01295
45.696,13.34234,-0.007575367,0.23246,1.01299
45.796,13.35321,-0.007584317,0.23272,1.01303
45.896,13.36406,-0.007629096,0.23315,1.01308
45.996,13.37486,-0.006598214,0.23356,1.01312
46.096,13.38561,-0.006264796,0.23454,1.01317
46.196,13.39639,-0.006260567,0.23455,1.01321
46.296,13.40714,-0.006260043,0.2357,1.01326
46.396,13.41794,-0.006260002,0.2368,1.0133
46.496,13.42865,-0.006259994,0.23811,1.01335
46.596,13.43938,-0.006259944,0.23785,1.01339
46.696,13.45013,-0.006260218,0.23789,1.01343
46.796,13.46084,-0.006283948,0.23827,1.01348
46.896,13.4715,-0.007398013,0.23768,1.01352
46.996,13.48224,-0.007575223,0.23718,1.01357
47.096,13.49297,-0.00758441,0.23707,1.01361
47.196,13.50369,-0.007639204,0.23871,1.01365
47.296,13.51454,-0.006616534,0.24087,1.0137
47.396,13.52525,-0.006263795,0.24048,1.01374
47.496,13.53595,-0.006351534,0.24096,1.01379
47.596,13.54664,-0.007355466,0.24135,1.01383
47.696,13.5573,-0.007561791,0.2411,1.01387
47.796,13.56797,-0.007569518,0.24161,1.01392
47.896,13.57869,-0.007569971,0.24154,1.01396
47.996,13.5894,-0.007569943,0.24192,1.014
48.096,13.60005,-0.007570085,0.24099,1.01405
48.196,13.61076,-0.007591493,0.24135,1.01409
48.296,13.62141,-0.008702225,0.24133,1.01413
48.396,13.6321,-0.008910356,0.24228,1.01418
48.496,13.64274,-0.008414187,0.24197,1.01422
48.596,13.65342,-0.007529771,0.2426,1.01426
48.696,13.66412,-0.007572225,0.24247,1.01431
48.796,13.6748,-0.007877628,0.24205,1.01435
48.896,13.68543,-0.008898306,0.24302,1.01439
48.996,13.69603,-0.008891124,0.24266,1.01444
49.096,13.70667,-0.008890097,0.24388,1.01448
49.196,13.71724,-0.008889971,0.245,1.01452
49.296,13.72782,-0.008889431,0.24469,1.01457
49.396,13.73844,-0.008882091,0.24384,1.01461
49.496,13.74904,-0.008633021,0.24454,1.01465
49.596,13.75966,-0.007608289,0.24579,1.01469
49.696,13.77027,-0.007585307,0.24696,1.01474
49.796,13.78088,-0.008662015,0.24753,1.01478
49.896,13.79142,-0.008895103,0.24702,1.01482
49.996,13.80202,-0.008897923,0.24654,1.01487
50.096,13.81263,-0.008871221,0.24624,1.01491
50.196,13.82316,-0.009390182,0.2459,1.01495
50.296,13.83374,-0.01024211,0.24647,1.01499
50.396,13.84436,-0.01021109,0.24779,1.01503
50.496,13.8549,-0.01021001,0.24818,1.01508
50.596,13.86553,-0.01021,0.24897,1.01512
50.696,13.87611,-0.01021,0.24844,1.01516
50.796,13.88675,-0.01020994,0.24825,1.0152
50.896,13.8973,-0.01020891,0.24785,1.01525
50.996,13.90786,-0.01019315,0.24853,1.01529
51.096,13.91844,-0.009762469,0.24837,1.01533
51.196,13.92903,-0.008936325,0.24944,1.01537
51.296,13.93962,-0.008891137,0.2485,1.01541
51.396,13.95016,-0.008889972,0.24906,1.01546
51.496,13.96078,-0.008889992,0.24886,1.0155
51.596,13.97137,-0.008889999,0.24914,1.01554
51.696,13.98194,-0.008889991,0.24855,1.01558
51.796,13.99247,-0.008889843,0.24887,1.01562
51.896,14.00302,-0.008887614,0.24914,1.01566
51.996,14.01352,-0.008857755,0.25146,1.01571
52.096,14.02407,-0.009260439,0.25184,1.01575
52.196,14.03461,-0.008885419,0.25199,1.01579
52.296,14.04515,-0.00889011,0.25045,1.01583
52.396,14.05569,-0.00889003,0.24927,1.01587
52.496,14.06619,-0.008890046,0.24907,1.01591
52.596,14.07663,-0.008890816,0.24831,1.01595
52.696,14.08708,-0.008904401,0.24855,1.016
52.796,14.09757,-0.009207163,0.24861,1.01604
52.896,14.10816,-0.01010813,0.25032,1.01608
52.996,14.11866,-0.01020542,0.25054,1.01612
53.096,14.12916,-0.01020988,0.24937,1.01616
53.196,14.13965,-0.01021048,0.24941,1.0162
53.296,14.15013,-0.01020689,0.24864,1.01624
53.396,14.16059,-0.009157022,0.2489,1.01628
53.496,14.17105,-0.008904026,0.24911,1.01632
53.596,14.18144,-0.008900333,0.25214,1.01636
53.696,14.19182,-0.008900025,0.25292,1.0164
53.796,14.20221,-0.008900003,0.25193,1.01645
53.896,14.21264,-0.008900024,0.25153,1.01649
53.996,14.22305,-0.008900359,0.25075,1.01653
54.096,14.23346,-0.008904859,0.25232,1.01657
54.196,14.24376,-0.009104213,0.25192,1.01661
54.296,14.25404,-0.01019083,0.25131,1.01665
54.396,14.2643,-0.01021865,0.2505,1.01669
54.496,14.27466,-0.01021996,0.25026,1.01673
54.596,14.28505,-0.01022,0.25063,1.01677
54.696,14.29552,-0.01022012,0.25142,1.01681
54.796,14.30591,-0.01022302,0.25103,1.01685
54.896,14.31626,-0.01028452,0.24956,1.01689
54.996,14.32666,-0.01043086,0.24933,1.01693
55.096,14.33702,-0.01021898,0.25016,1.01697
55.196,14.34739,-0.01021061,0.2507,1.01701
55.296,14.3578,-0.01021005,0.25068,1.01705
55.396,14.36819,-0.01021009,0.25089,1.01709
55.496,14.37854,-0.01021118,0.25096,1.01713
55.596,14.38895,-0.01022414,0.25152,1.01717
55.696,14.39938,-0.01079197,0.25075,1.01721
55.796,14.40975,-0.01152009,0.2516,1.01725
55.896,14.42014,-0.01153035,0.2522,1.01729
55.996,14.43062,-0.01153009,0.25225,1.01733
56.096,14.44106,-0.01153001,0.25217,1.01737
56.196,14.45161,-0.01153,0.2521,1.01741
56.296,14.462,-0.01153,0.25142,1.01745
56.396,14.47245,-0.01153001,0.25054,1.01749
56.496,14.48287,-0.01153015,0.25007,1.01752
56.596,14.49333,-0.01153216,0.2496,1.01756
56.696,14.50371,-0.01155809,0.25005,1.0176
56.796,14.51409,-0.01095781,0.24995,1.01764
56.896,14.5245,-0.01018328,0.25056,1.01768
56.996,14.53487,-0.01085472,0.25191,1.01772
57.096,14.54529,-0.01152471,0.25112,1.01776
57.196,14.55564,-0.01152926,0.2513,1.0178
57.296,14.56595,-0.01152993,0.25092,1.01784
57.396,14.57632,-0.01153,0.25086,1.01788
57.496,14.58669,-0.01153006,0.25045,1.01791
57.596,14.597,-0.01153098,0.25029,1.01795
57.696,14.60736,-0.01154525,0.2494,1.01799
57.796,14.61768,-0.01186341,0.24957,1.01803
57.896,14.62799,-0.01272984,0.24879,1.01807
57.996,14.63828,-0.01282617,0.24898,1.01811
58.096,14.64857,-0.01260911,0.24883,1.01815
58.196,14.65886,-0.01163517,0.24926,1.01819
58.296,14.66929,-0.01152452,0.24942,1.01822
58.396,14.67965,-0.01152015,0.24988,1.01826
58.496,14.68992,-0.01152,0.24969,1.0183
58.596,14.70021,-0.01152,0.24926,1.01834
58.696,14.71049,-0.01152,0.24817,1.01838
58.796,14.72079,-0.01152011,0.24814,1.01841
58.896,14.73107,-0.01152212,0.24724,1.01845
58.996,14.74136,-0.01156528,0.24791,1.01849
59.096,14.75163,-0.01266863,0.24787,1.01853
59.196,14.76194,-0.01283492,0.24931,1.01857
59.296,14.77219,-0.01283964,0.24894,1.0186
59.396,14.78244,-0.01284,0.24892,1.01864
59.496,14.79267,-0.01284032,0.25025,1.01868
59.596,14.80292,-0.01284466,0.24937,1.01872
59.696,14.81301,-0.01290654,0.24871,1.01876
59.796,14.82324,-0.01194213,0.2477,1.01879
59.896,14.83347,-0.0115115,0.24814,1.01883
59.996,14.8437,-0.01152922,0.24821,1.01887
60.096,14.85394,-0.01153419,0.24762,1.01891
60.196,14.86417,-0.01177266,0.24687,1.01894
60.296,14.8744,-0.01283384,0.24746,1.01898
60.396,14.88463,-0.01284933,0.2474,1.01902
60.496,14.89483,-0.01284998,0.24779,1.01906
60.596,14.90504,-0.01285,0.24663,1.01909
60.696,14.91521,-0.01285,0.24699,1.01913
60.796,14.92539,-0.01284999,0.24681,1.01917
60.896,14.93554,-0.01284976,0.24583,1.0192
60.996,14.94569,-0.01284556,0.24783,1.01924
61.096,14.95582,-0.0127714,0.24733,1.01928
61.196,14.96598,-0.01179406,0.24608,1.01932
61.296,14.97614,-0.01153714,0.24538,1.01935
61.396,14.98628,-0.01153055,0.24584,1.01939
61.496,14.99646,-0.01153007,0.24587,1.01943
61.596,15.00663,-0.01153039,0.24614,1.01946
61.696,15.01694,-0.01153631,0.24579,1.0195
61.796,15.02718,-0.01165572,0.24627,1.01954
61.896,15.03733,-0.01251907,0.24505,1.01957
61.996,15.0475,-0.01283414,0.24465,1.01961
62.096,15.05768,-0.01284891,0.24431,1.01965
62.196,15.06785,-0.01284993,0.2439,1.01968
62.296,15.078,-0.01285,0.24315,1.01972
62.396,15.08817,-0.01285001,0.24361,1.01976
62.496,15.09833,-0.01285009,0.24377,1.01979
62.596,15.1084,-0.01285122,0.24452,1.01983
62.696,15.11858,-0.01286635,0.24431,1.01986
62.796,15.1287,-0.01333771,0.24265,1.0199
62.896,15.13884,-0.01410287,0.24151,1.01994
62.996,15.14896,-0.01417024,0.24245,1.01997
63.096,15.15909,-0.01325702,0.24424,1.02001
63.196,15.1692,-0.01319978,0.2438,1.02005
63.296,15.17935,-0.01283176,0.24421,1.02008
63.396,15.18948,-0.01283954,0.24388,1.02012
63.496,15.19964,-0.01283998,0.24431,1.02015
63.596,15.20977,-0.01284002,0.24392,1.02019
63.696,15.21989,-0.01284016,0.24296,1.02022
63.796,15.23,-0.01284005,0.2418,1.02026
63.896,15.24009,-0.01350988,0.24255,1.0203
63.996,15.25021,-0.01417192,0.24196,1.02033
64.096,15.26029,-0.01346953,0.24155,1.02037
64.196,15.2704,-0.01282724,0.24005,1.0204
64.296,15.28046,-0.01283897,0.24049,1.02044
64.396,15.29048,-0.01283987,0.24147,1.02047
64.496,15.30053,-0.01283912,0.24065,1.02051
64.596,15.31065,-0.01282455,0.24016,1.02054
64.696,15.32071,-0.0135727,0.23958,1.02058
64.796,15.33079,-0.01418151,0.23994,1.02061
64.896,15.34088,-0.01416165,0.24051,1.02065
64.996,15.35095,-0.01416012,0.23893,1.02068
65.096,15.361,-0.01416001,0.2383,1.02072
65.196,15.37105,-0.01416,0.23885,1.02075
65.296,15.3811,-0.01416,0.23856,1.02079
65.396,15.39112,-0.01416,0.23938,1.02082
65.496,15.4012,-0.01416,0.2397,1.02086
65.596,15.41124,-0.01416,0.23978,1.02089
65.696,15.4213,-0.01415999,0.23947,1.02093
65.796,15.43135,-0.01415982,0.2391,1.02096
65.896,15.44143,-0.01415736,0.23943,1.021
65.996,15.45145,-0.01412254,0.23881,1.02103
66.096,15.46149,-0.01495537,0.23913,1.02107
66.196,15.47149,-0.01551217,0.23984,1.0211
66.296,15.48158,-0.01552169,0.23829,1.02114
66.396,15.49166,-0.01465218,0.2382,1.02117
66.496,15.50174,-0.01450412,0.23812,1.02121
66.596,15.51176,-0.0145003,0.23895,1.02124
66.696,15.52179,-0.01450002,0.23854,1.02127
66.796,15.53179,-0.0145,0.23803,1.02131
66.896,15.54178,-0.01450002,0.23808,1.02134
66.996,15.5518,-0.01450027,0.23737,1.02138
67.096,15.56184,-0.01450377,0.23726,1.02141
67.196,15.57189,-0.01457166,0.23711,1.02144
67.296,15.58193,-0.01566155,0.23815,1.02148
67.396,15.59197,-0.01580486,0.24036,1.02151
67.496,15.60196,-0.01580976,0.23934,1.02155
67.596,15.61192,-0.01581189,0.23745,1.02158
67.696,15.6219,-0.01583681,0.23587,1.02161
67.796,15.63179,-0.01544437,0.23497,1.02165
67.896,15.64164,-0.01547748,0.23641,1.02168
67.996,15.65161,-0.01547983,0.23617,1.02171
68.096,15.66161,-0.01548009,0.23488,1.02175
68.196,15.67158,-0.01548141,0.23518,1.02178
68.296,15.68151,-0.01549894,0.23517,1.02182
68.396,15.69148,-0.01507048,0.23642,1.02185
68.496,15.70144,-0.01409903,0.23615,1.02188
68.596,15.71137,-0.0141557,0.23569,1.02192
68.696,15.72133,-0.0141597,0.23565,1.02195
68.796,15.73129,-0.01415998,0.23476,1.02198
68.896,15.74129,-0.01416,0.23579,1.02202
68.996,15.75129,-0.01416,0.23483,1.02205
69.096,15.76126,-0.01416,0.23387,1.02208
69.196,15.77119,-0.01416001,0.23394,1.02211
69.296,15.78116,-0.01416017,0.23302,1.02215
69.396,15.79102,-0.01416207,0.23366,1.02218
69.496,15.80096,-0.01418896,0.23526,1.02221
69.596,15.81096,-0.01525024,0.23563,1.02225
69.696,15.82091,-0.01547613,0.23484,1.02228
69.796,15.83094,-0.01547971,0.23444,1.02231
69.896,15.84101,-0.01547983,0.23374,1.02234
69.996,15.85111,-0.01547777,0.23563,1.02238
70.096,15.86112,-0.0154449,0.23487,1.02241
70.196,15.87109,-0.01437845,0.23438,1.02244
70.296,15.8811,-0.01416445,0.23342,1.02247
70.396,15.89109,-0.01416127,0.23321,1.02251
70.496,15.90107,-0.01417309,0.23383,1.02254
70.596,15.91107,-0.01377126,0.23409,1.02257
70.696,15.92106,-0.01278635,0.23423,1.0226
70.796,15.93104,-0.0128237,0.23445,1.02264
70.896,15.94105,-0.01322756,0.23398,1.02267
70.996,15.95105,-0.01421299,0.23341,1.0227
71.096,15.96101,-0.01416372,0.23491,1.02273
71.196,15.97101,-0.01416027,0.23449,1.02276
71.296,15.981,-0.01416002,0.23502,1.0228
71.396,15.99102,-0.01416,0.2345,1.02283
71.496,16.0011,-0.01416,0.23461,1.02286
71.596,16.01109,-0.01416,0.23474,1.02289
71.696,16.02106,-0.01416,0.23451,1.02292
71.796,16.03106,-0.01416,0.2336,1.02296
71.896,16.04101,-0.01416,0.2328,1.02299
71.996,16.05098,-0.01416,0.23475,1.02302
72.096,16.06093,-0.01416,0.23569,1.02305
72.196,16.07085,-0.01416,0.23399,1.02308
72.296,16.08074,-0.01416,0.23338,1.02311
72.396,16.09067,-0.01416,0.23373,1.02315
72.496,16.10061,-0.01415996,0.23376,1.02318
72.596,16.11054,-0.01415956,0.23332,1.02321
72.696,16.12053,-0.01415402,0.23351,1.02324
72.796,16.13047,-0.01451758,0.23269,1.02327
72.896,16.14037,-0.01550431,0.23413,1.0233
72.996,16.1503,-0.01548145,0.23406,1.02333
73.096,16.16023,-0.01548008,0.23406,1.02336
73.196,16.17016,-0.01548,0.23484,1.0234
73.296,16.18012,-0.01548,0.23538,1.02343
73.396,16.19008,-0.01548,0.2344,1.02346
73.496,16.20001,-0.01548,0.23233,1.02349
73.596,16.20993,-0.01548,0.23233,1.02352
73.696,16.21989,-0.01547992,0.23195,1.02355
73.796,16.22986,-0.01547861,0.23211,1.02358
73.896,16.23972,-0.01516626,0.23286,1.02361
73.996,16.2497,-0.0140894,0.23341,1.02364
74.096,16.2597,-0.01406209,0.23436,1.02367
74.196,16.26964,-0.01406015,0.2338,1.0237
74.296,16.27964,-0.01405948,0.23325,1.02373
74.396,16.28963,-0.01405257,0.23285,1.02376
74.496,16.29963,-0.01499645,0.2321,1.02379
74.596,16.30958,-0.01537289,0.23315,1.02382
74.696,16.31953,-0.01537024,0.233,1.02386
74.796,16.32945,-0.01537002,0.23356,1.02389
74.896,16.33941,-0.01537,0.23424,1.02392
74.996,16.34937,-0.01537,0.23491,1.02395
75.096,16.35931,-0.01537003,0.23434,1.02398
75.196,16.36926,-0.01537039,0.23387,1.02401
75.296,16.37922,-0.01537571,0.23411,1.02404
75.396,16.38913,-0.01564203,0.2348,1.02407
75.496,16.3991,-0.01660365,0.23518,1.0241
75.596,16.40906,-0.01668281,0.23528,1.02413
75.696,16.41901,-0.0166757,0.23484,1.02416
75.796,16.4289,-0.01617075,0.23417,1.02419
75.896,16.43885,-0.01533831,0.23357,1.02422
75.996,16.44885,-0.0152676,0.23364,1.02424
76.096,16.4588,-0.01529268,0.23362,1.02427
76.196,16.4687,-0.01492046,0.23395,1.0243
76.296,16.47866,-0.01518076,0.23522,1.02433
76.396,16.48857,-0.01525444,0.2341,1.02436
76.496,16.49848,-0.01525961,0.23305,1.02439
76.596,16.50843,-0.01526055,0.23394,1.02442
76.696,16.51833,-0.01526821,0.23391,1.02445
76.796,16.52825,-0.01546643,0.23352,1.02448
76.896,16.53821,-0.01637842,0.23349,1.02451
76.996,16.54821,-0.01656768,0.235,1.02454
77.096,16.55817,-0.0165791,0.23455,1.02457
77.196,16.56812,-0.01657993,0.23457,1.0246
77.296,16.57806,-0.01658,0.23536,1.02463
77.396,16.58802,-0.01658,0.23614,1.02466
77.496,16.59795,-0.01658004,0.23629,1.02468
77.596,16.60792,-0.01658061,0.23652,1.02471
77.696,16.61787,-0.01658837,0.23687,1.02474
77.796,16.62782,-0.01675405,0.23708,1.02477
77.896,16.6378,-0.01763918,0.2363,1.0248
77.996,16.6477,-0.01788598,0.23635,1.02483
78.096,16.6576,-0.01791712,0.23536,1.02486
78.196,16.66752,-0.01723786,0.23505,1.02489
78.296,16.67746,-0.01656246,0.23555,1.02491
78.396,16.68742,-0.01657873,0.23575,1.02494
78.496,16.69738,-0.01657991,0.23485,1.02497
78.596,16.70736,-0.01657999,0.23552,1.025
78.696,16.71732,-0.01658,0.23574,1.02503
78.796,16.72729,-0.01658,0.23686,1.02506
78.896,16.73725,-0.01658004,0.23614,1.02508
78.996,16.74715,-0.01658049,0.23588,1.02511
79.096,16.75708,-0.01658661,0.23551,1.02514
79.196,16.76704,-0.01669214,0.23548,1.02517
79.296,16.77695,-0.01750269,0.23517,1.0252
79.396,16.78694,-0.01787299,0.23651,1.02523
