Time after Ignition,Pine_Siding_R1,Pine_Siding_R2,Pine_Siding_R3,Mean,Std. Dev.
32.75,241.5,298.2,255.2,265.0,29.6
33.0,234.6,291.8,251.2,259.2,29.4
33.25,233.6,291.9,251.4,259.0,29.9
33.5,233.4,283.0,246.3,254.2,25.7
33.75,234.7,289.8,254.5,259.7,27.9
34.0,230.9,290.5,243.9,255.1,31.3
34.25,228.3,284.0,244.5,252.3,28.7
34.5,230.1,287.7,244.4,254.1,30.0
34.75,229.3,286.0,241.9,252.4,29.8
35.0,228.5,278.4,242.7,249.9,25.7
35.25,228.1,285.4,239.0,250.9,30.4
35.5,226.5,281.2,239.4,249.0,28.6
35.75,229.5,282.6,241.2,251.1,27.9
36.0,224.6,279.9,236.2,246.9,29.2
36.25,226.7,286.1,234.6,249.1,32.2
36.5,221.4,281.0,233.1,245.2,31.6
36.75,218.8,283.2,234.3,245.5,33.6
37.0,219.1,277.7,234.7,243.8,30.4
37.25,219.1,279.7,234.8,244.5,31.5
37.5,219.2,279.8,233.6,244.2,31.7
37.75,220.8,277.8,232.2,243.6,30.1
38.0,217.6,281.0,227.6,242.1,34.1
38.25,217.2,274.8,230.8,240.9,30.1
38.5,215.5,280.6,226.6,240.9,34.8
38.75,214.8,275.3,230.3,240.2,31.4
39.0,212.9,278.9,224.7,238.8,35.2
39.25,213.1,270.9,227.1,237.0,30.1
39.5,213.2,273.6,227.4,238.1,31.6
39.75,211.4,274.7,224.7,236.9,33.4
40.0,206.4,272.0,221.9,233.5,34.3
40.25,210.4,276.6,225.0,237.3,34.8
40.5,208.2,272.3,222.5,234.3,33.6
40.75,207.4,268.8,220.3,232.2,32.4
41.0,210.6,267.2,225.6,234.5,29.3
41.25,202.4,269.3,218.2,230.0,35.0
41.5,205.9,270.8,221.2,232.7,33.9
41.75,199.8,267.0,219.5,228.8,34.5
42.0,202.3,271.0,218.4,230.6,36.0
42.25,204.4,269.2,217.4,230.3,34.3
42.5,200.3,266.0,217.0,227.8,34.2
42.75,199.1,264.8,216.4,226.8,34.1
43.0,199.6,261.9,213.3,225.0,32.8
43.25,196.5,265.1,214.4,225.3,35.6
43.5,201.3,264.1,215.0,226.8,33.0
43.75,196.8,257.5,212.9,222.4,31.5
44.0,195.0,263.1,212.1,223.4,35.4
44.25,193.1,263.1,210.3,222.2,36.5
44.5,193.0,262.7,212.2,222.6,36.0
44.75,196.7,259.0,213.5,223.1,32.2
45.0,191.8,259.8,211.1,220.9,35.0
45.25,190.9,257.5,207.0,218.5,34.7
45.5,191.5,259.8,209.0,220.1,35.5
45.75,187.4,256.9,208.4,217.6,35.7
46.0,191.4,260.3,207.8,219.9,36.0
46.25,190.3,258.0,208.6,219.0,35.1
46.5,189.8,258.1,207.2,218.3,35.5
46.75,188.9,260.9,206.6,218.8,37.5
47.0,186.6,258.6,208.8,218.0,36.9
47.25,188.0,260.9,208.6,219.2,37.6
47.5,184.6,253.4,203.0,213.7,35.6
47.75,185.8,261.9,204.1,217.3,39.7
48.0,186.1,254.3,205.4,215.3,35.1
48.25,186.9,255.0,199.0,213.6,36.3
48.5,186.3,254.8,204.7,215.3,35.5
48.75,185.4,252.8,199.6,212.6,35.5
49.0,183.3,251.6,200.0,211.6,35.6
49.25,185.2,246.8,201.5,211.2,31.9
49.5,181.4,247.9,203.7,211.0,33.9
49.75,182.5,254.0,201.3,212.6,37.1
50.0,182.5,251.5,199.2,211.1,36.0
50.25,184.9,251.5,201.6,212.7,34.7
50.5,179.0,247.4,204.8,210.4,34.6
50.75,180.6,247.6,195.6,208.0,35.2
51.0,178.8,250.6,200.3,209.9,36.9
51.25,181.0,247.8,200.0,209.6,34.4
51.5,180.7,244.4,201.7,208.9,32.5
51.75,179.0,249.7,198.0,208.9,36.6
52.0,178.0,248.0,196.9,207.6,36.2
52.25,177.6,245.0,198.1,206.9,34.6
52.5,179.7,247.7,198.1,208.5,35.2
52.75,175.8,246.0,196.5,206.1,36.1
53.0,174.6,244.7,195.3,204.8,36.0
53.25,176.5,246.4,196.8,206.6,36.0
53.5,178.7,242.5,194.0,205.1,33.3
53.75,177.5,246.2,197.3,207.0,35.4
54.0,171.5,246.7,194.9,204.4,38.5
54.25,175.6,243.6,192.5,203.9,35.4
54.5,177.0,242.2,193.0,204.1,34.0
54.75,171.6,242.0,192.0,201.9,36.2
55.0,173.2,242.5,192.1,202.6,35.8
55.25,173.8,241.6,190.7,202.1,35.3
55.5,175.8,239.1,192.7,202.5,32.8
55.75,171.6,238.8,191.7,200.7,34.5
56.0,170.3,240.5,189.7,200.2,36.3
56.25,172.1,237.0,191.1,200.1,33.4
56.5,171.0,241.4,191.4,201.3,36.2
56.75,171.3,238.6,188.4,199.4,35.0
57.0,171.0,239.0,188.8,199.6,35.3
57.25,168.3,238.7,187.2,198.1,36.5
57.5,167.5,237.1,191.8,198.8,35.3
57.75,169.6,235.7,189.8,198.4,33.9
58.0,169.3,235.7,189.4,198.1,34.0
58.25,166.7,237.0,190.1,198.0,35.8
58.5,165.5,235.4,189.9,196.9,35.5
58.75,165.9,238.8,188.3,197.7,37.3
59.0,167.0,233.3,187.4,195.9,34.0
59.25,164.8,232.6,188.7,195.4,34.4
59.5,164.6,235.3,186.6,195.5,36.2
59.75,165.2,234.9,184.2,194.8,36.0
60.0,164.2,230.0,187.2,193.8,33.4
60.25,162.1,231.8,186.1,193.4,35.4
60.5,162.2,233.7,185.4,193.8,36.5
60.75,163.6,230.2,184.1,192.6,34.2
61.0,162.6,231.9,185.8,193.4,35.3
61.25,162.5,231.4,185.9,193.3,35.1
61.5,162.4,232.4,185.1,193.3,35.7
61.75,160.7,229.5,184.9,191.7,34.9
62.0,161.7,233.9,184.1,193.3,37.0
62.25,161.5,228.0,187.1,192.2,33.5
62.5,161.4,230.5,187.6,193.2,34.9
62.75,158.3,226.7,184.3,189.8,34.5
63.0,159.3,229.2,181.0,189.8,35.8
63.25,162.8,230.0,186.8,193.2,34.0
63.5,161.3,225.3,182.5,189.7,32.6
63.75,160.1,227.4,182.6,190.0,34.3
64.0,159.0,229.4,179.6,189.3,36.2
64.25,158.7,225.0,185.9,189.9,33.3
64.5,160.1,227.4,183.8,190.5,34.1
64.75,157.9,227.2,182.7,189.3,35.1
65.0,161.1,227.5,185.2,191.2,33.6
65.25,158.9,228.7,180.6,189.4,35.7
65.5,155.2,226.6,183.3,188.4,35.9
65.75,157.3,222.1,180.0,186.4,32.9
66.0,157.8,224.5,181.2,187.8,33.8
66.25,156.5,225.7,180.1,187.4,35.2
66.5,158.7,222.5,184.2,188.5,32.1
66.75,155.5,220.9,181.3,185.9,32.9
67.0,155.0,221.2,182.9,186.4,33.3
67.25,157.5,224.4,179.0,187.0,34.1
67.5,153.6,222.6,178.7,185.0,34.9
67.75,154.8,220.9,177.1,184.2,33.6
68.0,151.7,221.4,178.6,183.9,35.2
68.25,154.4,222.0,179.1,185.2,34.2
68.5,155.2,221.5,176.5,184.4,33.9
68.75,152.7,223.5,180.2,185.5,35.7
69.0,153.8,225.1,179.2,186.0,36.1
69.25,153.2,220.2,175.8,183.1,34.1
69.5,150.0,224.3,177.3,183.9,37.6
69.75,151.3,223.7,175.6,183.5,36.9
70.0,154.3,220.1,177.3,183.9,33.4
70.25,150.2,223.0,175.8,183.0,37.0
70.5,151.0,220.5,177.4,183.0,35.0
70.75,150.5,220.2,176.0,182.3,35.3
71.0,151.6,217.6,176.0,181.7,33.4
71.25,150.1,216.8,176.9,181.3,33.6
71.5,148.5,220.7,176.0,181.7,36.5
71.75,150.1,220.4,174.5,181.7,35.7
72.0,147.9,220.3,177.6,181.9,36.4
72.25,150.0,217.7,175.8,181.1,34.1
72.5,148.6,218.5,175.5,180.9,35.2
72.75,150.1,218.8,179.0,182.7,34.5
73.0,149.3,215.8,173.7,179.6,33.6
73.25,147.8,213.2,171.8,177.6,33.1
73.5,147.2,218.1,173.2,179.5,35.9
73.75,146.3,214.9,175.1,178.8,34.4
74.0,147.4,216.2,170.5,178.0,35.0
74.25,148.4,215.1,174.3,179.3,33.6
74.5,147.8,214.1,171.7,177.8,33.6
74.75,149.1,212.3,170.9,177.4,32.1
75.0,145.7,213.8,170.2,176.6,34.5
75.25,145.6,213.3,172.0,176.9,34.1
75.5,147.1,214.3,170.0,177.1,34.2
75.75,146.0,214.5,171.1,177.2,34.6
76.0,147.9,208.8,170.8,175.8,30.8
76.25,146.6,213.0,171.2,176.9,33.6
76.5,145.8,212.2,168.7,175.6,33.7
76.75,144.9,214.1,169.1,176.0,35.1
77.0,143.0,207.4,168.3,172.9,32.4
77.25,145.8,206.2,170.1,174.0,30.4
77.5,144.5,207.2,169.8,173.8,31.5
77.75,143.6,207.6,167.4,172.9,32.3
78.0,146.0,207.4,168.1,173.8,31.1
78.25,144.8,205.9,167.6,172.7,30.9
78.5,144.3,210.2,171.8,175.4,33.1
78.75,145.5,206.5,166.0,172.7,31.1
79.0,143.4,207.7,168.6,173.2,32.4
79.25,145.2,209.1,167.8,174.0,32.4
79.5,144.6,204.7,169.0,172.8,30.3
79.75,143.6,204.6,167.4,171.9,30.8
80.0,143.4,205.4,167.4,172.1,31.3
80.25,143.9,206.5,167.9,172.8,31.5
80.5,145.8,203.6,169.8,173.1,29.0
80.75,144.3,203.3,167.3,171.7,29.7
81.0,143.7,205.7,168.0,172.5,31.3
81.25,143.7,205.3,165.7,171.6,31.2
81.5,144.0,201.6,168.3,171.3,28.9
81.75,141.2,204.7,167.0,171.0,31.9
82.0,143.1,201.8,164.8,169.9,29.7
82.25,145.6,200.6,168.3,171.5,27.6
82.5,143.8,201.8,167.6,171.1,29.1
82.75,142.4,200.4,166.3,169.7,29.1
83.0,141.1,200.6,166.9,169.5,29.8
83.25,144.5,201.1,168.7,171.4,28.4
83.5,143.4,199.6,165.3,169.5,28.3
83.75,143.3,199.8,167.9,170.3,28.3
84.0,139.5,197.5,165.2,167.4,29.1
84.25,143.2,201.8,165.3,170.1,29.6
84.5,142.5,201.2,164.7,169.5,29.7
84.75,141.7,199.7,163.2,168.2,29.3
85.0,142.9,198.1,165.0,168.6,27.8
85.25,140.0,197.5,163.5,167.0,28.9
85.5,143.6,197.6,163.6,168.3,27.3
85.75,145.4,196.8,165.0,169.1,25.9
86.0,142.2,196.7,164.9,167.9,27.4
86.25,141.9,196.7,163.7,167.4,27.6
86.5,141.4,197.7,162.2,167.1,28.5
86.75,141.0,198.5,162.5,167.3,29.1
87.0,141.9,196.0,161.7,166.5,27.4
87.25,141.0,197.3,163.4,167.2,28.3
87.5,140.1,193.3,163.4,165.6,26.7
87.75,142.5,195.1,162.6,166.8,26.5
88.0,142.2,195.2,161.5,166.3,26.8
88.25,141.6,191.4,164.5,165.8,24.9
88.5,138.5,192.8,164.7,165.3,27.1
88.75,141.5,197.2,161.8,166.8,28.2
89.0,140.5,191.0,161.7,164.4,25.4
89.25,140.2,193.8,162.8,165.6,26.9
89.5,140.5,197.0,157.8,165.1,28.9
89.75,142.2,195.9,161.4,166.5,27.2
90.0,137.7,195.3,158.9,164.0,29.1
90.25,141.1,195.3,161.0,165.8,27.4
90.5,139.5,194.0,162.0,165.2,27.4
90.75,143.4,194.3,157.9,165.2,26.2
91.0,141.0,193.2,157.7,164.0,26.7
91.25,140.8,192.1,160.5,164.5,25.9
91.5,139.0,194.5,159.3,164.3,28.1
91.75,140.9,195.4,158.9,165.1,27.7
92.0,141.5,194.8,160.6,165.6,27.0
92.25,139.5,192.2,159.5,163.8,26.6
92.5,139.7,190.2,160.2,163.4,25.4
92.75,138.6,189.5,157.4,161.8,25.7
93.0,138.9,187.3,160.2,162.1,24.2
93.25,138.1,193.9,157.6,163.2,28.3
93.5,138.5,189.7,155.2,161.2,26.1
93.75,139.8,189.8,159.7,163.1,25.2
94.0,136.9,190.6,159.3,162.3,27.0
94.25,137.8,192.2,159.3,163.1,27.4
94.5,139.1,190.8,158.4,162.8,26.2
94.75,138.0,188.1,156.1,160.7,25.4
95.0,136.2,191.0,160.9,162.7,27.5
95.25,138.2,190.2,159.2,162.5,26.2
95.5,136.2,188.4,161.4,162.0,26.1
95.75,138.1,192.3,157.4,162.6,27.5
96.0,139.0,188.9,155.4,161.1,25.4
96.25,136.8,188.8,158.7,161.4,26.1
96.5,137.3,185.8,159.4,160.8,24.3
96.75,138.9,189.3,158.5,162.2,25.4
97.0,137.2,187.0,158.9,161.0,24.9
97.25,136.4,184.9,156.2,159.2,24.4
97.5,139.7,187.1,159.3,162.0,23.8
97.75,138.4,186.2,158.1,160.9,24.0
98.0,138.4,187.4,157.4,161.1,24.7
98.25,138.8,187.7,159.6,162.0,24.5
98.5,137.0,185.6,155.3,159.3,24.6
98.75,139.6,182.3,157.4,159.8,21.5
99.0,136.9,184.7,156.0,159.2,24.0
99.25,137.0,189.8,153.7,160.2,27.0
99.5,136.5,186.6,157.4,160.2,25.2
99.75,136.7,184.1,155.9,158.9,23.8
100.0,136.1,186.1,156.4,159.5,25.2
100.25,137.0,184.3,154.1,158.5,23.9
100.5,137.3,185.2,152.8,158.5,24.4
100.75,135.4,181.6,154.7,157.2,23.2
101.0,138.6,183.9,155.1,159.2,22.9
101.25,135.8,182.5,154.0,157.4,23.5
101.5,137.2,185.0,153.6,158.6,24.3
101.75,135.3,183.2,153.4,157.3,24.2
102.0,138.1,185.2,157.0,160.1,23.7
102.25,136.0,184.6,153.7,158.1,24.6
102.5,137.1,181.1,152.9,157.0,22.3
102.75,136.5,180.0,152.4,156.3,22.0
103.0,136.3,181.6,154.2,157.4,22.8
103.25,136.3,187.2,154.2,159.2,25.8
103.5,135.5,184.1,153.0,157.5,24.6
103.75,135.8,181.7,153.2,156.9,23.2
104.0,134.7,181.0,152.6,156.1,23.3
104.25,135.7,181.7,151.6,156.3,23.3
104.5,135.2,181.6,155.0,157.3,23.3
104.75,134.9,176.9,152.4,154.8,21.1
105.0,135.7,183.1,152.7,157.2,24.0
105.25,134.4,184.4,151.6,156.8,25.4
105.5,135.4,180.3,151.4,155.7,22.7
105.75,136.3,182.8,152.4,157.2,23.6
106.0,133.1,181.4,151.1,155.2,24.4
106.25,133.9,181.0,153.5,156.1,23.7
106.5,134.3,182.3,152.1,156.2,24.3
106.75,134.9,182.6,150.5,156.0,24.3
107.0,136.2,178.6,148.9,154.6,21.8
107.25,133.5,181.6,151.3,155.5,24.3
107.5,135.2,179.0,149.7,154.6,22.3
107.75,133.4,179.7,151.7,155.0,23.3
108.0,133.4,184.0,151.5,156.3,25.7
108.25,132.6,178.4,151.6,154.2,23.0
108.5,134.8,177.4,149.6,153.9,21.6
108.75,132.8,181.3,149.7,154.6,24.6
109.0,132.9,183.4,152.2,156.2,25.5
109.25,131.7,179.2,149.3,153.4,24.0
109.5,134.0,181.1,151.0,155.4,23.8
109.75,133.1,179.9,154.2,155.7,23.5
110.0,132.4,180.9,149.3,154.2,24.6
110.25,132.7,179.5,149.0,153.7,23.7
110.5,132.8,179.5,150.6,154.3,23.6
110.75,131.8,182.0,148.0,154.0,25.6
111.0,130.6,179.8,149.2,153.2,24.8
111.25,135.1,179.8,150.8,155.2,22.7
111.5,133.6,177.8,149.5,153.6,22.4
111.75,132.9,179.3,149.1,153.8,23.5
112.0,134.3,181.4,149.3,155.0,24.0
112.25,132.8,180.3,147.6,153.6,24.3
112.5,132.5,182.3,148.5,154.4,25.5
112.75,134.7,181.4,147.6,154.6,24.1
113.0,132.7,183.5,152.1,156.1,25.6
113.25,132.6,179.9,148.1,153.5,24.1
113.5,131.3,179.8,148.8,153.3,24.5
113.75,131.8,182.3,148.9,154.4,25.7
114.0,134.9,181.1,149.8,155.3,23.6
114.25,131.9,178.0,151.6,153.8,23.1
114.5,133.7,180.3,151.0,155.0,23.5
114.75,133.4,177.6,148.3,153.1,22.5
115.0,132.1,179.7,148.5,153.4,24.1
115.25,132.1,178.9,149.0,153.3,23.7
115.5,132.2,181.0,148.6,153.9,24.8
115.75,133.3,181.5,147.1,153.9,24.8
116.0,131.9,178.3,146.5,152.2,23.7
116.25,132.8,177.5,148.0,152.8,22.7
116.5,131.3,178.7,148.3,152.8,24.0
116.75,132.2,177.8,149.5,153.1,23.0
117.0,131.2,177.7,147.5,152.1,23.6
117.25,134.0,179.9,149.8,154.6,23.3
117.5,132.8,177.8,148.5,153.0,22.9
117.75,131.8,182.7,149.7,154.7,25.8
118.0,134.0,177.3,147.5,152.9,22.1
118.25,133.3,177.1,147.7,152.7,22.4
118.5,132.8,176.5,148.9,152.7,22.1
118.75,133.7,179.7,151.5,155.0,23.2
119.0,132.8,181.2,148.0,154.0,24.8
119.25,134.3,179.8,148.4,154.1,23.3
119.5,132.2,179.6,148.1,153.3,24.1
119.75,131.1,176.2,148.1,151.8,22.8
120.0,131.8,179.8,147.5,153.0,24.5
120.25,130.5,178.4,147.6,152.2,24.3
120.5,135.5,176.9,146.0,152.8,21.5
120.75,131.8,181.9,147.6,153.8,25.6
121.0,132.8,177.6,145.9,152.1,23.0
121.25,132.6,176.6,146.8,152.0,22.5
121.5,132.8,179.4,145.8,152.6,24.1
121.75,133.6,175.3,146.6,151.8,21.3
122.0,133.9,177.1,147.8,152.9,22.1
122.25,132.3,181.4,145.4,153.0,25.4
122.5,133.9,176.0,144.3,151.4,21.9
122.75,132.1,175.9,146.0,151.3,22.4
123.0,132.3,175.1,147.6,151.7,21.7
123.25,131.4,174.9,146.0,150.8,22.1
123.5,131.9,175.9,145.5,151.1,22.5
123.75,130.5,176.3,148.6,151.8,23.1
124.0,131.4,172.8,145.6,149.9,21.0
124.25,130.9,174.7,145.5,150.4,22.3
124.5,133.8,174.9,145.1,151.3,21.3
124.75,134.4,174.7,145.4,151.5,20.8
125.0,132.3,174.5,144.2,150.3,21.8
125.25,131.1,171.8,145.1,149.3,20.7
125.5,132.1,172.9,147.2,150.8,20.6
125.75,134.6,172.6,144.8,150.7,19.7
126.0,129.5,173.6,144.9,149.4,22.4
126.25,131.3,171.5,141.5,148.1,20.9
126.5,130.8,171.0,142.4,148.1,20.7
126.75,130.4,169.2,142.7,147.4,19.8
127.0,131.0,173.8,142.6,149.1,22.2
127.25,129.2,174.6,141.1,148.3,23.6
127.5,132.6,171.0,141.8,148.5,20.1
127.75,129.0,173.6,142.0,148.2,22.9
128.0,129.1,172.9,141.7,147.9,22.6
128.25,129.7,171.3,141.0,147.3,21.5
128.5,130.9,173.3,141.0,148.4,22.1
128.75,129.8,172.2,140.0,147.4,22.1
129.0,129.8,171.0,141.6,147.5,21.2
129.25,129.1,173.2,142.6,148.3,22.6
129.5,127.1,173.5,142.6,147.7,23.6
129.75,128.9,173.4,141.3,147.9,22.9
130.0,130.3,170.8,141.6,147.6,20.9
130.25,129.8,173.6,141.6,148.3,22.6
130.5,127.6,174.1,141.3,147.6,23.9
130.75,129.7,168.3,139.1,145.7,20.1
131.0,129.7,170.6,141.6,147.3,21.1
131.25,129.5,172.3,139.1,147.0,22.4
131.5,129.6,169.6,139.6,146.3,20.8
131.75,128.4,172.9,140.2,147.1,23.1
132.0,129.8,167.7,139.3,145.6,19.7
132.25,129.0,170.2,140.6,146.6,21.2
132.5,128.7,170.4,141.3,146.8,21.4
132.75,132.6,171.8,139.8,148.1,20.9
133.0,129.9,170.1,139.7,146.6,21.0
133.25,128.4,169.8,139.3,145.8,21.5
133.5,127.5,172.2,140.6,146.8,23.0
133.75,126.9,170.6,140.0,145.8,22.4
134.0,128.9,169.7,140.4,146.3,21.0
134.25,129.2,171.9,139.6,146.9,22.3
134.5,127.7,168.2,139.4,145.1,20.9
134.75,128.3,169.9,139.5,145.9,21.5
135.0,129.5,169.6,141.0,146.7,20.7
135.25,127.9,169.9,140.5,146.1,21.5
135.5,127.1,167.0,138.9,144.3,20.5
135.75,127.7,170.9,138.7,145.8,22.5
136.0,128.9,169.8,137.1,145.3,21.6
136.25,131.0,171.7,140.6,147.8,21.3
136.5,128.8,168.5,138.6,145.3,20.7
136.75,130.0,168.5,140.0,146.2,20.0
137.0,129.4,167.0,137.5,144.6,19.8
137.25,126.4,165.4,138.0,143.3,20.0
137.5,126.7,168.5,138.0,144.4,21.6
137.75,128.0,167.0,137.9,144.3,20.3
138.0,127.3,167.4,137.5,144.1,20.8
138.25,130.6,167.5,139.3,145.8,19.3
138.5,128.5,169.0,139.0,145.5,21.0
138.75,127.6,166.0,140.8,144.8,19.5
139.0,128.2,166.0,139.4,144.5,19.4
139.25,128.2,164.8,138.4,143.8,18.9
139.5,128.8,162.9,136.6,142.8,17.9
139.75,127.9,165.4,137.7,143.7,19.4
140.0,131.2,164.6,137.5,144.4,17.8
140.25,127.6,162.3,138.3,142.7,17.8
140.5,127.3,164.7,133.9,142.0,20.0
140.75,127.3,166.3,137.6,143.7,20.2
141.0,126.0,165.9,135.1,142.3,20.9
141.25,124.8,162.9,135.6,141.1,19.6
141.5,127.1,162.3,136.6,142.0,18.2
141.75,126.6,162.4,136.1,141.7,18.6
142.0,126.8,162.2,134.5,141.2,18.6
142.25,126.4,166.9,136.4,143.2,21.1
142.5,126.8,162.5,136.0,141.7,18.5
142.75,126.8,163.0,136.5,142.1,18.8
143.0,126.7,162.6,134.9,141.4,18.8
143.25,126.5,164.4,138.1,143.0,19.4
143.5,125.3,164.8,134.6,141.6,20.6
143.75,126.5,163.0,134.5,141.3,19.2
144.0,125.7,164.0,134.0,141.2,20.2
144.25,127.8,163.7,136.4,142.6,18.8
