##Temp./°C,Time/min,Mass loss(subtr.)/mg,DSC(subtr.2)/(mW/mg)
59.54,12.14107,0.003977284,0.20103
59.64,12.15267,0.003651346,0.203
59.74,12.16429,0.002759213,0.20334
59.84,12.17584,0.003673053,0.20231
59.94,12.18733,0.003965952,0.20644
60.04,12.19884,0.003965488,0.20519
60.14,12.21036,0.002858231,0.20905
60.24,12.2218,0.002506426,0.20782
60.34,12.23323,0.002507789,0.20901
60.44,12.2446,0.002649063,0.20872
60.54,12.256,0.003170119,0.21026
60.64,12.26747,0.002616579,0.21117
60.74,12.27888,0.002516222,0.21066
60.84,12.29028,0.002515219,0.21226
60.94,12.30165,0.002537634,0.20979
61.04,12.31293,0.002426026,0.21253
61.14,12.32426,0.003082268,0.21276
61.24,12.33557,0.003186842,0.21295
61.34,12.34692,0.002532108,0.21453
61.44,12.35818,0.002532746,0.21625
61.54,12.36938,0.002534338,0.21479
61.64,12.38055,0.003559559,0.21622
61.74,12.39172,0.002964814,0.21863
61.84,12.40289,0.002456217,0.21896
61.94,12.41405,0.002522636,0.21836
62.04,12.42525,0.002438653,0.21916
62.14,12.43644,0.001285749,0.21874
62.24,12.44769,0.001595235,0.22
62.34,12.45894,0.002404814,0.22119
62.44,12.47016,0.00198445,0.22166
62.54,12.48131,0.001012046,0.22348
62.64,12.49253,0.001114853,0.22415
62.74,12.50371,0.001083048,0.22444
62.84,12.5149,0.001093261,0.22539
62.94,12.52614,0.001083272,0.22545
63.04,12.53726,0.001285068,0.22446
63.14,12.54847,0.002364883,0.22598
63.24,12.55964,0.002400919,0.22828
63.34,12.57074,0.001939381,0.22725
63.44,12.58183,0.001006649,0.22985
63.54,12.59299,0.001145611,0.22936
63.64,12.60409,0.001004908,0.2308
63.74,12.61521,0.001673644,0.23134
63.84,12.62626,0.002393412,0.23039
63.94,12.63733,0.002212556,0.23106
64.04,12.64841,0.001138749,0.23148
64.14,12.65943,0.00109402,0.2328
64.24,12.67045,0.001083718,0.2336
64.34,12.68144,0.001106411,0.23409
64.44,12.69246,0.001008597,0.23395
64.54,12.70347,0.00155632,0.23525
64.64,12.71449,0.001852929,0.23568
64.74,12.72547,0.001129727,0.23583
64.84,12.73634,0.001086279,0.23769
64.94,12.74733,0.001087919,0.23663
65.04,12.75821,0.001096635,0.23721
65.14,12.76909,0.001087607,0.23919
65.24,12.78006,0.001824527,0.23844
65.34,12.79097,0.002452095,0.24006
65.44,12.80188,0.00237537,0.23808
65.54,12.81289,0.001706132,0.2404
65.64,12.82381,0.001005243,0.24193
65.74,12.83476,0.001123263,0.24184
65.84,12.84565,0.001091402,0.24088
65.94,12.85655,0.001113239,0.24098
66.04,12.86746,0.001063186,0.24388
66.14,12.87825,0.001674321,0.24364
66.24,12.88919,0.00241065,0.24336
66.34,12.90002,0.002401942,0.24551
66.44,12.91084,0.001908398,0.24668
66.54,12.92173,0.001108953,0.24492
66.64,12.93253,0.002051049,0.24614
66.74,12.94337,0.002453916,0.24756
66.84,12.95418,0.002402261,0.24778
66.94,12.96501,0.002398696,0.24681
67.04,12.97584,0.002461269,0.24785
67.14,12.9867,0.001953874,0.24963
67.24,12.99749,0.001155064,0.24941
67.34,13.00829,0.001081918,0.25248
67.44,13.01901,0.001090312,0.25139
67.54,13.02981,0.001089552,0.25245
67.64,13.04062,0.001098042,0.25069
67.74,13.05135,0.001629026,0.25159
67.84,13.06209,0.002493325,0.25301
67.94,13.07277,0.002374419,0.25254
68.04,13.08364,0.002406692,0.25388
68.14,13.09439,0.002398288,0.2535
68.24,13.10505,0.002400436,0.25431
68.34,13.11582,0.002399793,0.25324
68.44,13.12648,0.002400437,0.25375
68.54,13.1372,0.002398676,0.25454
68.64,13.14792,0.002403604,0.25623
68.74,13.15869,0.002118082,0.25703
68.84,13.16937,0.001078793,0.25559
68.94,13.18009,0.001101522,0.25616
69.04,13.19085,0.001087823,0.25654
69.14,13.20159,0.001075869,0.25801
69.24,13.21235,0.001178988,0.2582
69.34,13.22309,0.001482698,0.2582
69.44,13.23386,0.001258239,0.25878
69.54,13.24457,0.001060911,0.25939
69.64,13.25532,0.001096755,0.25966
69.74,13.26597,0.001088609,0.26014
69.84,13.27677,0.001089854,0.26132
69.94,13.28754,0.001091292,0.26326
70.04,13.2982,0.001086596,0.26231
70.14,13.30893,0.001400374,0.26326
70.24,13.31963,0.002434504,0.26488
70.34,13.33026,0.002396258,0.26311
70.44,13.34097,0.002414924,0.26451
70.54,13.35167,0.002410185,0.26508
70.64,13.36238,0.002401359,0.26637
70.74,13.37302,0.002449993,0.26707
70.84,13.38376,0.002174223,0.26635
70.94,13.39438,0.001343473,0.26742
71.04,13.40496,0.001058276,0.26678
71.14,13.4156,0.001109618,0.26823
71.24,13.42625,0.001097875,0.26663
71.34,13.43687,0.001100472,0.26767
71.44,13.44743,0.001099819,0.26921
71.54,13.45795,0.001100285,0.27104
71.64,13.46853,0.001099418,0.26952
71.74,13.47924,0.00109971,0.27109
71.84,13.48973,0.001108783,0.27197
71.94,13.50029,0.001029571,0.27226
72.04,13.51087,-4.51E-05,0.27324
72.14,13.52143,-5.35E-05,0.27358
72.24,13.53207,0.00094782,0.27579
72.34,13.54275,0.001096303,0.27558
72.44,13.55339,0.001090791,0.27507
72.54,13.56394,0.001079565,0.275
72.64,13.57451,0.001133182,0.27549
72.74,13.58507,0.000855069,0.27779
72.84,13.59558,0.000954373,0.27773
72.94,13.60615,0.001117152,0.27686
73.04,13.6167,0.001084072,0.27917
73.14,13.6272,0.001091245,0.27887
73.24,13.63773,0.001089768,0.27994
73.34,13.64828,0.001090032,0.27755
73.44,13.65892,0.001090002,0.27884
73.54,13.66956,0.001090032,0.27911
73.64,13.68014,0.001089674,0.28165
73.74,13.6906,0.001091884,0.28084
73.84,13.70118,0.001079814,0.28042
73.94,13.71167,0.001138771,0.28111
74.04,13.7222,0.000843254,0.28226
74.14,13.7328,-0.000108784,0.28404
74.24,13.74327,-0.000225476,0.28184
74.34,13.7537,-0.000224319,0.28172
74.44,13.76418,-0.000196146,0.28318
74.54,13.77463,-0.000315354,0.28315
74.64,13.78509,0.000347776,0.2853
74.74,13.79557,0.001066061,0.28424
74.84,13.80613,0.001104691,0.28604
74.94,13.81664,0.001097308,0.28511
75.04,13.82717,0.001105961,0.28597
75.14,13.8377,0.000877395,0.28463
75.24,13.84818,-0.000154014,0.28719
75.34,13.8586,-0.000229388,0.28937
75.44,13.8691,-0.00021973,0.28795
75.54,13.87955,-0.000219603,0.28962
75.64,13.88994,-0.000220206,0.2906
75.74,13.90045,-0.000219874,0.28983
75.84,13.91087,-0.000220262,0.28962
75.94,13.92132,-0.000218866,0.28971
76.04,13.9318,-0.000225272,0.28988
76.14,13.94217,-0.00018852,0.29134
76.24,13.95259,0.000391846,0.29196
76.34,13.96306,0.000578499,0.29093
76.44,13.9735,1.38E-05,0.29026
76.54,13.98396,0.000122602,0.29196
76.64,13.99438,9.36E-05,0.29236
76.74,14.00484,0.000103925,0.29257
76.84,14.01523,9.01E-05,0.29268
76.94,14.02564,0.000135319,0.29497
77.04,14.03605,-0.000137041,0.29316
77.14,14.04647,-0.000249065,0.29339
77.24,14.05689,-0.000225702,0.29471
77.34,14.06727,-0.000230977,0.29604
77.44,14.07764,-0.000229682,0.29542
77.54,14.088,-0.0002304,0.29552
77.64,14.09848,-0.000229136,0.29668
77.74,14.10886,-0.000231585,0.29624
77.84,14.11919,-0.000230496,0.29551
77.94,14.12949,-0.000556321,0.29755
78.04,14.13972,-0.000547297,0.29863
78.14,14.1501,-0.000551161,0.29685
78.24,14.16051,-0.000549428,0.29924
78.34,14.17093,-0.000551,0.29873
78.44,14.18124,-0.000546042,0.29944
78.54,14.1916,-0.000567191,0.29899
78.64,14.20203,-0.000466343,0.2982
78.74,14.21239,-0.000185269,0.29909
78.84,14.22268,-0.000226973,0.29831
78.94,14.23298,-0.000228065,0.29997
79.04,14.24331,-0.000178346,0.3011
79.14,14.25367,-0.000448922,0.30058
79.24,14.26406,-0.001268824,0.30128
79.34,14.2745,-0.001587031,0.30066
79.44,14.28485,-0.001528043,0.30079
79.54,14.29521,-0.001542982,0.30134
79.64,14.30552,-0.001539253,0.30089
79.74,14.31587,-0.001540179,0.30191
79.84,14.32629,-0.001539958,0.30273
79.94,14.33662,-0.00154001,0.3051
80.04,14.34711,-0.001539998,0.30339
80.14,14.35744,-0.00154,0.30337
80.24,14.36776,-0.00154,0.30599
80.34,14.37798,-0.00154,0.30652
80.44,14.38834,-0.00154,0.3036
80.54,14.39868,-0.001539999,0.304
80.64,14.40896,-0.001540001,0.30368
80.74,14.41932,-0.001540004,0.30495
80.84,14.42968,-0.001539955,0.30586
80.94,14.44007,-0.001540311,0.306
81.04,14.45041,-0.001538335,0.30544
81.14,14.46068,-0.001548909,0.30545
81.24,14.4709,-0.002032754,0.30689
81.34,14.48112,-0.002925099,0.30783
81.44,14.49143,-0.002828329,0.30732
81.54,14.5017,-0.002855429,0.30848
81.64,14.51197,-0.002851441,0.30913
81.74,14.52223,-0.002837492,0.30896
81.84,14.53248,-0.002914337,0.30955
81.94,14.5428,-0.003377002,0.30805
82.04,14.55309,-0.003294731,0.30901
82.14,14.56331,-0.00278481,0.31091
82.24,14.57363,-0.002878347,0.31215
82.34,14.58393,-0.002861031,0.31122
82.44,14.5942,-0.002837009,0.31141
82.54,14.6044,-0.002952978,0.31203
82.64,14.61464,-0.00234485,0.31252
82.74,14.62483,-0.00158789,0.31354
82.84,14.63502,-0.001534624,0.31338
82.94,14.64519,-0.001541401,0.31226
83.04,14.65537,-0.001539651,0.3131
83.14,14.66555,-0.001540057,0.31231
83.24,14.67574,-0.001540106,0.31128
83.34,14.68599,-0.001539533,0.31562
83.44,14.69618,-0.001541757,0.31554
83.54,14.70633,-0.001533542,0.31314
83.64,14.71649,-0.00169332,0.31314
83.74,14.7267,-0.002667138,0.31388
83.84,14.73689,-0.002903913,0.31442
83.94,14.7471,-0.002849525,0.31391
84.04,14.7573,-0.002862382,0.31323
84.14,14.76752,-0.0028599,0.31383
84.24,14.7777,-0.002858449,0.31576
84.34,14.78792,-0.002865536,0.31545
84.44,14.79813,-0.002841847,0.31565
84.54,14.80828,-0.003169476,0.31647
84.64,14.8185,-0.003192282,0.31567
84.74,14.82868,-0.003194388,0.31508
84.84,14.83894,-0.003180631,0.31561
84.94,14.84912,-0.003848385,0.31653
85.04,14.85933,-0.003851621,0.31618
85.14,14.86948,-0.004187462,0.31624
85.24,14.87971,-0.004174415,0.31724
85.34,14.88991,-0.004193961,0.31551
85.44,14.90002,-0.00412343,0.31708
85.54,14.91026,-0.003106899,0.31726
85.64,14.92047,-0.002855543,0.31659
85.74,14.93068,-0.002862525,0.31722
85.84,14.94084,-0.002854334,0.31822
85.94,14.95101,-0.002884351,0.31733
86.04,14.96117,-0.003326184,0.31668
86.14,14.97139,-0.003892139,0.31579
86.24,14.98156,-0.003824319,0.31826
86.34,14.99171,-0.003848867,0.31786
86.44,15.0018,-0.003820004,0.31715
86.54,15.01192,-0.003920699,0.31761
86.64,15.02209,-0.004203797,0.3193
86.74,15.03227,-0.004160763,0.31844
86.84,15.0424,-0.004172524,0.31936
86.94,15.0525,-0.004169328,0.31865
87.04,15.06267,-0.004170173,0.31874
87.14,15.07285,-0.004169984,0.31857
87.24,15.08299,-0.004169884,0.31895
87.34,15.0931,-0.004170489,0.31837
87.44,15.10326,-0.004168108,0.31908
87.54,15.11339,-0.004177309,0.32036
87.64,15.12351,-0.004142176,0.32054
87.74,15.13358,-0.004276453,0.32006
87.84,15.14364,-0.003682706,0.32005
87.94,15.15373,-0.003339794,0.31994
88.04,15.16378,-0.004086323,0.32175
88.14,15.17385,-0.004179376,0.32061
88.24,15.18395,-0.004164336,0.32003
88.34,15.19408,-0.004183649,0.32016
88.44,15.20412,-0.00412036,0.31843
88.54,15.21423,-0.00443986,0.31785
88.64,15.22439,-0.005241667,0.32017
88.74,15.23447,-0.005537021,0.31977
88.84,15.24449,-0.005477444,0.31765
88.94,15.25457,-0.005493302,0.31804
89.04,15.26462,-0.005489113,0.31865
89.14,15.27466,-0.005490233,0.31962
89.24,15.28477,-0.005489938,0.31911
89.34,15.29486,-0.005490016,0.31913
89.44,15.30491,-0.005489995,0.3183
89.54,15.31497,-0.005490002,0.32031
89.64,15.32504,-0.005489997,0.31915
89.74,15.33506,-0.005490009,0.31736
89.84,15.34513,-0.005489967,0.31978
89.94,15.35518,-0.005490124,0.32014
90.04,15.36526,-0.005489539,0.31958
90.14,15.37531,-0.00549174,0.31982
90.24,15.38531,-0.005483497,0.31958
90.34,15.3953,-0.005514321,0.32059
90.44,15.40535,-0.00540041,0.32168
90.54,15.41543,-0.006067678,0.31961
90.64,15.4254,-0.006872838,0.31815
90.74,15.43547,-0.006203861,0.3196
90.84,15.44554,-0.005522855,0.31993
90.94,15.45559,-0.005485495,0.31824
91.04,15.46562,-0.005491219,0.31792
91.14,15.47552,-0.005489662,0.31861
91.24,15.48552,-0.005490096,0.31964
91.34,15.49554,-0.005489949,0.32027
91.44,15.5056,-0.005490108,0.32063
91.54,15.51551,-0.005489604,0.32058
91.64,15.52534,-0.005491465,0.31924
91.74,15.53528,-0.005484593,0.31882
91.84,15.54518,-0.005580189,0.31822
91.94,15.55515,-0.006447511,0.31681
92.04,15.56517,-0.006877324,0.31675
92.14,15.57514,-0.006779166,0.31764
92.24,15.5852,-0.006805516,0.31769
92.34,15.59515,-0.006798339,0.31654
92.44,15.60499,-0.006800918,0.31735
92.54,15.61489,-0.00679805,0.31813
92.64,15.62484,-0.006806805,0.31713
92.74,15.63483,-0.006774798,0.31826
92.84,15.64479,-0.006894628,0.31815
92.94,15.6547,-0.006281532,0.31806
93.04,15.66469,-0.005544004,0.31869
93.14,15.6747,-0.005483254,0.31849
93.24,15.68485,-0.005492669,0.31697
93.34,15.69492,-0.005485679,0.31709
93.44,15.70487,-0.005504555,0.31799
93.54,15.7148,-0.005436116,0.31803
93.64,15.72492,-0.005810847,0.31888
93.74,15.73514,-0.0066099,0.31767
93.84,15.74519,-0.006855188,0.31706
93.94,15.75529,-0.006785576,0.31683
94.04,15.76537,-0.006864611,0.31723
94.14,15.77536,-0.006457831,0.31758
94.24,15.78535,-0.005675135,0.31817
94.34,15.79529,-0.005449998,0.31755
94.44,15.80535,-0.005500335,0.31581
94.54,15.81551,-0.005487327,0.31711
94.64,15.82558,-0.005490701,0.31653
94.74,15.83563,-0.005489853,0.3177
94.84,15.84559,-0.005489889,0.31681
94.94,15.85556,-0.005490588,0.31519
95.04,15.86556,-0.005487746,0.31439
95.14,15.87546,-0.005580623,0.31566
95.24,15.88534,-0.006620913,0.31602
95.34,15.89528,-0.007646924,0.31431
95.44,15.90515,-0.007834319,0.3159
95.54,15.91507,-0.007721595,0.31484
95.64,15.92503,-0.008085695,0.31337
95.74,15.93492,-0.007602306,0.31534
95.84,15.94477,-0.006841653,0.31498
95.94,15.95466,-0.00679642,0.3137
96.04,15.96456,-0.006800535,0.31416
96.14,15.97441,-0.00680151,0.31481
96.24,15.9843,-0.00679354,0.31481
96.34,15.99426,-0.00682417,0.3147
96.44,16.00416,-0.006709618,0.31292
96.54,16.01401,-0.007244822,0.31156
96.64,16.02389,-0.008046071,0.31159
96.74,16.03366,-0.008126922,0.31166
96.84,16.04341,-0.008118139,0.3113
96.94,16.05333,-0.008120598,0.31207
97.04,16.06324,-0.00811947,0.31359
97.14,16.0731,-0.008121476,0.31284
97.24,16.08303,-0.008114749,0.31255
97.34,16.09298,-0.008139412,0.31133
97.44,16.10283,-0.008032878,0.3103
97.54,16.1127,-0.007645875,0.31045
97.64,16.12263,-0.00743506,0.31194
97.74,16.1325,-0.007462349,0.31217
97.84,16.1424,-0.00747485,0.3125
97.94,16.15232,-0.007400204,0.31077
98.04,16.16221,-0.00770853,0.31026
98.14,16.17203,-0.008634828,0.31098
98.24,16.18194,-0.008786867,0.31094
98.34,16.1918,-0.008778183,0.31214
98.44,16.20164,-0.008780474,0.3103
98.54,16.21153,-0.008779859,0.30965
98.64,16.22141,-0.008780091,0.31126
98.74,16.2313,-0.008779782,0.31156
98.84,16.24119,-0.008780729,0.30875
98.94,16.25119,-0.008777292,0.30845
99.04,16.26107,-0.008789635,0.30928
99.14,16.2709,-0.008745746,0.30872
99.24,16.28077,-0.00838361,0.31027
99.34,16.29061,-0.008102901,0.30705
99.44,16.3004,-0.008123978,0.30905
99.54,16.31027,-0.008119206,0.30946
99.64,16.32015,-0.0081196,0.30835
99.74,16.33003,-0.008122022,0.30783
99.84,16.33986,-0.008113847,0.30888
99.94,16.34973,-0.008138443,0.30854
100.04,16.35956,-0.008802625,0.30963
100.14,16.36936,-0.009435651,0.30868
100.24,16.37928,-0.009429099,0.30661
100.34,16.38915,-0.009429969,0.30894
100.44,16.39905,-0.009430065,0.30773
100.54,16.40892,-0.009429995,0.30668
100.64,16.41874,-0.009429792,0.30576
100.74,16.42861,-0.00943107,0.30671
100.84,16.43846,-0.009425037,0.30509
100.94,16.44831,-0.009451733,0.30684
101.04,16.45813,-0.008866308,0.305
101.14,16.46791,-0.0081641,0.3046
101.24,16.47776,-0.008115165,0.30607
101.34,16.48758,-0.008087993,0.30424
101.44,16.4974,-0.008632462,0.30335
101.54,16.5073,-0.009365124,0.3023
101.64,16.51711,-0.009461121,0.30401
101.74,16.52694,-0.009433816,0.30392
101.84,16.53673,-0.009441816,0.30423
101.94,16.54663,-0.009439495,0.30274
102.04,16.55648,-0.009440146,0.30284
102.14,16.5663,-0.009439959,0.30202
102.24,16.57613,-0.009440012,0.30106
102.34,16.58592,-0.009439997,0.30104
102.44,16.5957,-0.009440001,0.30182
102.54,16.60552,-0.00944,0.30063
102.64,16.6154,-0.00944,0.30155
102.74,16.6252,-0.009440001,0.30149
102.84,16.63503,-0.009439999,0.30188
102.94,16.64488,-0.009440005,0.30088
103.04,16.6547,-0.009439981,0.3001
103.14,16.66458,-0.00944007,0.30044
103.24,16.67442,-0.009439739,0.30072
103.34,16.68424,-0.00944095,0.30039
103.44,16.6941,-0.009436505,0.29987
103.54,16.70396,-0.009452756,0.29926
103.64,16.71379,-0.009393102,0.29875
103.74,16.72363,-0.009667806,0.29911
103.84,16.73341,-0.0104384,0.29676
103.94,16.74316,-0.01079983,0.29715
104.04,16.75295,-0.01073644,0.29875
104.14,16.76271,-0.01075366,0.29796
104.24,16.77255,-0.01074868,0.2981
104.34,16.78234,-0.01075154,0.29551
104.44,16.79215,-0.0107454,0.29554
104.54,16.80196,-0.01077284,0.29684
104.64,16.81182,-0.01134129,0.2969
104.74,16.82156,-0.01215558,0.29539
104.84,16.83136,-0.01204815,0.29382
104.94,16.84116,-0.01207557,0.29458
105.04,16.85093,-0.01206861,0.29666
105.14,16.86072,-0.01207034,0.29593
105.24,16.87052,-0.01206992,0.2958
105.34,16.88035,-0.01207002,0.29342
105.44,16.89017,-0.01207,0.29465
105.54,16.89992,-0.01207,0.29312
105.64,16.90969,-0.01207,0.29495
105.74,16.91941,-0.01206999,0.29437
105.84,16.92924,-0.01207001,0.29512
105.94,16.93904,-0.01207004,0.29602
106.04,16.94897,-0.0120698,0.2957
106.14,16.95876,-0.01207153,0.29398
106.24,16.96862,-0.01206254,0.29298
106.34,16.97836,-0.01210982,0.29446
106.44,16.98815,-0.01117242,0.2926
106.54,16.99802,-0.01075243,0.29126
106.64,17.00793,-0.01076329,0.29234
106.74,17.01774,-0.01068781,0.2936
106.84,17.02755,-0.011588,0.29285
106.94,17.03734,-0.01205899,0.29138
107.04,17.04713,-0.01207269,0.29233
107.14,17.05695,-0.01206923,0.2927
107.24,17.06671,-0.01207012,0.29103
107.34,17.07652,-0.01207039,0.29057
107.44,17.08633,-0.01206825,0.29211
107.54,17.09617,-0.0120767,0.29257
107.64,17.10601,-0.01204465,0.29135
107.74,17.11585,-0.0121659,0.28931
107.84,17.12566,-0.01143741,0.28932
107.94,17.13545,-0.01079257,0.28979
108.04,17.14526,-0.01075547,0.2888
108.14,17.15509,-0.01076133,0.28928
108.24,17.16491,-0.01075934,0.28968
108.34,17.17472,-0.01076123,0.29045
108.44,17.18454,-0.01075581,0.28892
108.54,17.19445,-0.01077528,0.28832
108.64,17.20427,-0.01070269,0.28863
108.74,17.21402,-0.01104192,0.28771
108.84,17.22381,-0.01162899,0.28822
108.94,17.23363,-0.01175621,0.28797
109.04,17.24346,-0.01173556,0.28558
109.14,17.25325,-0.01174119,0.28576
109.24,17.2631,-0.01173968,0.28865
109.34,17.27295,-0.0117401,0.28741
109.44,17.28279,-0.01173992,0.28682
109.54,17.29254,-0.01174019,0.28656
109.64,17.30228,-0.01173937,0.28591
109.74,17.31211,-0.0117422,0.28675
109.84,17.32194,-0.01173227,0.28623
109.94,17.33179,-0.01176697,0.2866
110.04,17.34166,-0.01163418,0.28547
110.14,17.35145,-0.01088973,0.2859
110.24,17.36119,-0.01040184,0.28473
110.34,17.37096,-0.01093943,0.28682
110.44,17.38081,-0.01180636,0.28525
110.54,17.39058,-0.01172388,0.28506
110.64,17.40033,-0.01174385,0.28407
110.74,17.41007,-0.01173889,0.28564
110.84,17.41989,-0.01174106,0.28534
110.94,17.42969,-0.01173765,0.28686
111.04,17.4395,-0.01174539,0.28512
111.14,17.4492,-0.01173811,0.28674
111.24,17.45904,-0.01076106,0.28426
111.34,17.46882,-0.01042186,0.28532
111.44,17.47857,-0.01041707,0.28416
111.54,17.48836,-0.01043094,0.28411
111.64,17.49812,-0.0103701,0.28388
111.74,17.5079,-0.01129351,0.28553
111.84,17.51763,-0.01173147,0.286
111.94,17.52737,-0.01174232,0.28373
112.04,17.53712,-0.01173929,0.28358
112.14,17.54691,-0.01174021,0.28319
112.24,17.55673,-0.01173994,0.28367
112.34,17.56655,-0.01174002,0.2838
112.44,17.57638,-0.01173999,0.2835
112.54,17.58618,-0.01174,0.28352
112.64,17.59597,-0.01174,0.2816
112.74,17.60577,-0.01174,0.28298
112.84,17.61551,-0.01174,0.28238
112.94,17.62529,-0.01174,0.28115
113.04,17.63512,-0.01174001,0.28189
113.14,17.64481,-0.01173997,0.28331
113.24,17.65449,-0.01174013,0.28366
113.34,17.66417,-0.01173954,0.28431
113.44,17.67383,-0.01174163,0.28344
113.54,17.68353,-0.01173419,0.28199
113.64,17.69324,-0.01176032,0.28172
113.74,17.70307,-0.01166818,0.28187
113.84,17.71292,-0.01205276,0.28349
113.94,17.72274,-0.01298295,0.28202
114.04,17.73259,-0.01290766,0.28245
114.14,17.74239,-0.01213467,0.2839
114.24,17.75216,-0.01168961,0.28252
114.34,17.76186,-0.01175292,0.28209
114.44,17.77164,-0.01173668,0.28307
114.54,17.78142,-0.01174086,0.28513
114.64,17.79114,-0.01173979,0.28472
114.74,17.80088,-0.01174005,0.28418
114.84,17.81063,-0.01173999,0.28411
114.94,17.82045,-0.01174,0.2838
115.04,17.83027,-0.01174,0.2847
115.14,17.84005,-0.01174,0.28288
115.24,17.84989,-0.01174,0.28352
115.34,17.85978,-0.01173999,0.28494
115.44,17.86967,-0.01174004,0.28282
115.54,17.87965,-0.01173985,0.28337
115.64,17.88956,-0.01174045,0.28142
115.74,17.89948,-0.01173866,0.282
115.84,17.90932,-0.01174233,0.28111
115.94,17.9191,-0.01206727,0.28166
116.04,17.9289,-0.01239572,0.28277
116.14,17.93862,-0.01240249,0.28156
116.24,17.94838,-0.01239889,0.2817
116.34,17.95812,-0.01240095,0.28111
116.44,17.96794,-0.0123974,0.28036
116.54,17.97772,-0.01241066,0.28024
116.64,17.98746,-0.01216681,0.28118
116.74,17.9973,-0.01149797,0.28218
116.84,18.00708,-0.01138454,0.28128
116.94,18.01688,-0.01141754,0.28229
117.04,18.02659,-0.01140768,0.28088
117.14,18.03632,-0.01141068,0.28165
117.24,18.04608,-0.0114098,0.28225
