Time after Ignition,PMMA_R1,PMMA_R2,PMMA_R3,Mean,Std. Dev.
13.25,386.3,379.5,388.8,384.9,4.8
13.5,402.2,381.5,391.1,391.6,10.3
13.75,410.9,391.0,400.7,400.9,9.9
14.0,409.7,391.9,404.6,402.1,9.2
14.25,420.4,406.4,404.7,410.5,8.6
14.5,444.1,395.5,420.3,420.0,24.3
14.75,414.2,411.5,427.2,417.6,8.4
15.0,442.3,414.6,420.2,425.7,14.6
15.25,452.3,418.8,441.8,437.6,17.2
15.5,441.9,415.6,433.8,430.4,13.5
15.75,456.4,425.0,438.2,439.9,15.7
16.0,441.0,427.9,440.1,436.3,7.4
16.25,450.8,428.7,448.6,442.7,12.2
16.5,463.7,438.4,459.6,453.9,13.6
16.75,451.7,439.0,455.4,448.7,8.6
17.0,459.6,457.5,462.8,460.0,2.7
17.25,464.7,441.5,481.6,462.6,20.1
17.5,453.2,454.3,474.3,460.6,11.9
17.75,491.9,466.3,473.8,477.4,13.2
18.0,468.0,471.3,483.2,474.2,8.0
18.25,497.6,452.0,488.6,479.4,24.1
18.5,483.0,466.6,497.6,482.4,15.5
18.75,489.8,474.7,505.3,489.9,15.3
19.0,488.3,489.4,499.1,492.3,6.0
19.25,496.9,476.5,508.4,493.9,16.2
19.5,504.5,484.4,511.0,500.0,13.9
19.75,496.2,500.5,500.6,499.1,2.5
20.0,528.0,480.1,498.1,502.0,24.2
20.25,527.6,496.5,505.1,509.7,16.0
20.5,550.0,493.6,520.7,521.5,28.2
20.75,529.4,510.3,534.6,524.8,12.8
21.0,529.5,497.0,538.9,521.8,22.0
21.25,528.7,509.7,520.8,519.7,9.5
21.5,544.0,522.1,538.6,534.9,11.4
21.75,547.1,525.3,514.9,529.1,16.4
22.0,529.9,528.4,534.2,530.8,3.0
22.25,533.7,522.4,563.4,539.8,21.2
22.5,556.1,528.5,523.3,536.0,17.6
22.75,562.2,539.8,556.5,552.8,11.7
23.0,575.3,543.4,546.9,555.2,17.5
23.25,583.5,530.6,550.2,554.8,26.7
23.5,562.3,544.3,578.1,561.6,16.9
23.75,573.9,554.7,586.0,571.5,15.8
24.0,554.7,577.3,585.2,572.4,15.9
24.25,599.8,582.0,579.3,587.0,11.1
24.5,577.7,569.9,587.7,578.4,8.9
24.75,598.2,578.5,582.9,586.5,10.3
25.0,618.6,587.0,613.9,606.5,17.1
25.25,613.3,595.2,602.7,603.7,9.1
25.5,581.8,583.4,632.2,599.1,28.6
25.75,627.3,570.0,605.8,601.0,28.9
26.0,619.1,590.4,614.9,608.1,15.5
26.25,612.1,581.4,631.4,608.3,25.2
26.5,626.1,613.4,627.3,622.3,7.7
26.75,641.3,618.9,621.0,627.1,12.4
27.0,610.6,594.6,658.9,621.4,33.5
27.25,668.7,602.8,630.3,633.9,33.1
27.5,639.2,602.1,631.5,624.3,19.6
27.75,664.0,623.4,656.8,648.1,21.6
28.0,651.0,637.8,657.7,648.8,10.1
28.25,661.1,658.9,654.4,658.1,3.5
28.5,653.0,647.2,658.2,652.8,5.5
28.75,714.5,610.4,648.2,657.7,52.7
29.0,657.1,655.7,665.5,659.4,5.3
29.25,681.2,663.0,672.2,672.2,9.1
29.5,707.9,646.4,687.2,680.5,31.3
29.75,685.5,651.9,672.9,670.1,17.0
30.0,700.8,656.1,685.6,680.8,22.7
30.25,712.9,644.9,687.0,681.6,34.3
30.5,701.5,678.1,687.2,688.9,11.8
30.75,711.1,696.7,688.2,698.7,11.6
31.0,726.3,674.9,720.3,707.2,28.1
31.25,700.4,637.0,704.5,680.6,37.8
31.5,701.0,662.1,709.4,690.8,25.2
31.75,714.8,664.2,690.5,689.8,25.3
32.0,707.1,664.9,717.5,696.5,27.8
32.25,711.4,706.4,730.9,716.2,13.0
32.5,705.6,696.3,757.9,719.9,33.2
32.75,753.0,695.3,710.3,719.5,29.9
33.0,736.6,673.9,750.7,720.4,40.8
33.25,718.4,675.4,722.1,705.3,26.0
33.5,760.9,665.7,727.7,718.1,48.3
33.75,750.8,712.3,723.8,729.0,19.8
34.0,694.1,681.6,734.2,703.3,27.5
34.25,760.1,702.1,725.4,729.2,29.2
34.5,769.8,694.9,766.8,743.8,42.4
34.75,741.2,703.7,731.0,725.3,19.4
35.0,759.3,734.0,757.7,750.3,14.2
35.25,779.2,700.6,782.1,754.0,46.2
35.5,795.6,717.0,730.4,747.7,42.0
35.75,762.1,713.7,767.4,747.7,29.6
36.0,793.9,732.5,780.8,769.1,32.4
36.25,760.5,735.5,774.8,756.9,19.9
36.5,752.3,708.5,797.9,752.9,44.7
36.75,759.8,755.1,779.0,764.6,12.7
37.0,762.2,718.3,769.8,750.1,27.8
37.25,735.4,730.6,801.7,755.9,39.7
37.5,787.0,754.1,744.2,761.8,22.4
37.75,784.0,719.9,797.4,767.1,41.4
38.0,814.1,769.6,778.3,787.3,23.6
38.25,757.8,736.4,767.4,753.9,15.9
38.5,804.4,750.8,822.7,792.6,37.4
38.75,757.7,774.6,771.9,768.1,9.1
39.0,840.6,762.0,762.2,788.3,45.3
39.25,847.3,703.1,816.0,788.8,75.9
39.5,801.3,811.8,839.6,817.5,19.8
39.75,837.2,756.7,822.5,805.5,42.8
40.0,811.0,724.9,817.7,784.5,51.8
40.25,869.9,791.9,805.4,822.4,41.7
40.5,869.0,827.3,832.7,843.0,22.7
40.75,817.6,757.8,799.1,791.5,30.6
41.0,845.4,775.6,838.3,819.8,38.4
41.25,828.5,828.3,809.2,822.0,11.1
41.5,843.0,806.8,843.9,831.2,21.1
41.75,885.6,802.0,812.6,833.4,45.5
42.0,899.7,780.0,828.2,836.0,60.2
42.25,844.0,789.7,859.6,831.1,36.7
42.5,849.6,760.5,810.0,806.7,44.6
42.75,947.4,798.7,847.9,864.7,75.8
43.0,906.5,754.5,858.4,839.8,77.7
43.25,882.3,827.3,841.5,850.4,28.6
43.5,883.7,818.7,862.7,855.0,33.2
43.75,866.6,822.9,865.6,851.7,25.0
44.0,867.0,805.3,901.9,858.0,48.9
44.25,918.8,795.4,876.9,863.7,62.8
44.5,911.1,813.6,833.8,852.8,51.5
44.75,895.2,814.2,819.6,843.0,45.3
45.0,917.4,815.1,874.6,869.1,51.4
45.25,897.2,817.6,855.4,856.7,39.8
45.5,961.3,808.3,895.9,888.5,76.8
45.75,870.5,810.7,878.7,853.3,37.1
46.0,887.8,794.8,873.4,852.0,50.1
46.25,900.4,831.0,914.9,882.1,44.8
46.5,888.2,788.2,891.3,855.9,58.6
46.75,907.7,827.4,938.0,891.1,57.2
47.0,894.1,851.7,873.8,873.2,21.2
47.25,934.6,842.6,871.2,882.8,47.1
47.5,963.3,830.5,902.2,898.7,66.5
47.75,919.2,871.2,887.7,892.7,24.4
48.0,939.1,821.1,883.2,881.1,59.0
48.25,941.1,829.7,950.8,907.2,67.3
48.5,892.1,864.3,861.8,872.7,16.9
48.75,917.1,803.8,907.5,876.1,62.8
49.0,943.9,846.5,857.9,882.8,53.3
49.25,939.0,878.0,873.2,896.7,36.7
49.5,936.5,920.1,889.1,915.2,24.0
49.75,946.1,875.8,916.6,912.8,35.3
50.0,936.2,841.4,855.3,877.6,51.2
50.25,928.7,921.6,912.2,920.9,8.3
50.5,881.5,897.0,968.7,915.7,46.5
50.75,968.7,844.4,881.5,898.2,63.8
51.0,940.5,831.1,959.0,910.2,69.1
51.25,917.0,933.0,886.5,912.1,23.6
51.5,948.1,937.5,937.6,941.1,6.1
51.75,910.7,923.0,918.8,917.5,6.3
52.0,926.9,887.7,909.0,907.9,19.6
52.25,916.2,979.2,957.0,950.8,32.0
52.5,970.3,887.8,967.7,941.9,46.9
52.75,951.9,918.4,1006.0,958.8,44.2
53.0,983.4,896.4,928.7,936.2,43.9
53.25,946.5,870.4,930.4,915.8,40.1
53.5,914.5,898.2,888.7,900.5,13.1
53.75,938.3,934.5,976.9,949.9,23.5
54.0,981.6,912.8,930.1,941.5,35.8
54.25,932.9,927.9,1046.8,969.2,67.3
54.5,974.6,932.0,870.5,925.7,52.4
54.75,985.3,913.9,1059.5,986.2,72.8
55.0,978.5,939.3,972.7,963.5,21.2
55.25,952.1,958.7,961.5,957.4,4.8
55.5,989.4,914.9,943.7,949.3,37.6
55.75,1007.4,957.0,964.5,976.3,27.2
56.0,950.9,927.0,967.1,948.3,20.1
56.25,981.3,940.3,1040.0,987.2,50.1
56.5,969.8,1009.8,975.6,985.1,21.6
56.75,1023.2,983.9,1108.3,1038.5,63.6
57.0,941.8,913.4,996.6,950.6,42.3
57.25,960.4,917.1,987.1,954.8,35.3
57.5,1089.9,916.8,966.4,991.0,89.2
57.75,999.7,1054.1,968.3,1007.4,43.5
58.0,1033.3,948.3,1049.7,1010.4,54.5
58.25,1037.5,933.1,1007.4,992.7,53.7
58.5,1062.7,955.4,987.8,1002.0,55.0
58.75,1087.0,958.2,1035.4,1026.9,64.8
59.0,1101.8,972.7,1004.0,1026.2,67.4
59.25,951.3,1060.4,1017.9,1009.9,55.0
59.5,977.0,961.1,922.8,953.6,27.9
59.75,1062.3,1007.2,1123.6,1064.4,58.2
60.0,1073.9,1038.5,983.2,1031.9,45.7
60.25,1060.8,1002.1,1044.2,1035.7,30.3
60.5,1095.4,946.9,1061.1,1034.5,77.7
60.75,1109.1,987.1,1094.5,1063.6,66.6
61.0,1007.8,1026.0,998.3,1010.7,14.1
61.25,1158.8,947.5,1080.8,1062.4,106.9
61.5,1054.1,1064.3,1048.2,1055.5,8.2
61.75,1150.6,1059.8,962.7,1057.7,94.0
62.0,1053.4,1042.7,1099.4,1065.2,30.1
62.25,1165.7,1037.0,991.2,1064.6,90.5
62.5,983.2,1045.2,1189.7,1072.7,105.9
62.75,1108.9,1026.5,1056.3,1063.9,41.7
63.0,1142.3,1040.5,1048.6,1077.1,56.6
63.25,1178.4,1039.9,1128.2,1115.5,70.1
63.5,1069.8,1105.7,1087.6,1087.7,18.0
63.75,1110.2,1046.6,1130.8,1095.9,43.9
64.0,1056.8,1100.4,1062.1,1073.1,23.8
64.25,1175.5,1004.8,1094.4,1091.6,85.4
64.5,1149.3,1017.4,1129.6,1098.8,71.1
64.75,1055.5,1071.3,1119.6,1082.1,33.4
65.0,1101.5,1068.1,1082.8,1084.1,16.7
65.25,1187.1,1098.7,1119.1,1135.0,46.3
65.5,1184.4,1004.2,1091.8,1093.5,90.1
65.75,1062.7,1099.8,1066.2,1076.2,20.5
66.0,1139.3,1041.0,1105.1,1095.2,49.9
66.25,1205.9,1050.5,1074.5,1110.3,83.6
66.5,1168.8,1062.3,1051.1,1094.1,65.0
66.75,1126.3,1043.1,1055.2,1074.8,45.0
67.0,1246.9,1150.2,1043.4,1146.8,101.8
67.25,1220.9,980.8,1153.8,1118.5,123.9
67.5,1078.7,1103.6,1079.1,1087.1,14.2
67.75,1155.1,1035.4,1062.8,1084.4,62.7
68.0,1148.2,1056.5,1047.8,1084.2,55.6
68.25,1155.2,1035.6,1103.3,1098.0,60.0
68.5,1235.3,1109.2,1073.1,1139.2,85.2
68.75,1139.7,1046.2,1101.5,1095.8,47.0
69.0,1142.3,1162.6,1159.4,1154.8,10.9
69.25,1141.6,1009.6,1076.5,1075.9,66.0
69.5,1095.5,1091.2,1203.3,1130.0,63.5
69.75,1123.9,1033.8,1083.6,1080.4,45.1
70.0,1186.9,1128.9,1052.2,1122.6,67.6
70.25,1112.7,1098.3,1130.4,1113.8,16.1
70.5,1173.0,1103.5,1143.6,1140.0,34.9
70.75,1072.1,1103.3,1063.7,1079.7,20.9
71.0,1090.4,1057.4,1098.9,1082.3,21.9
71.25,1124.9,1060.8,1106.7,1097.5,33.0
71.5,1201.5,1085.5,1064.5,1117.1,73.8
71.75,1063.5,1036.2,1167.1,1088.9,69.1
72.0,1176.7,1054.7,1156.6,1129.3,65.4
72.25,1092.0,1110.1,1113.7,1105.3,11.6
72.5,1210.6,1079.6,1069.9,1120.1,78.6
72.75,1139.7,1179.9,1067.5,1129.0,56.9
73.0,1102.8,1008.2,1093.0,1068.0,52.0
73.25,1139.0,1068.8,1116.2,1108.0,35.8
73.5,1074.5,1079.3,1136.1,1096.6,34.3
73.75,1164.6,1083.8,1108.4,1118.9,41.4
74.0,1092.2,1039.2,1068.2,1066.5,26.5
74.25,1118.9,1057.9,1101.5,1092.8,31.4
74.5,1140.0,1060.5,1152.8,1117.7,50.0
74.75,1105.3,1096.8,1042.6,1081.6,34.0
75.0,1059.6,1032.9,1147.1,1079.9,59.8
75.25,1117.2,1091.9,1105.7,1104.9,12.7
75.5,1094.4,1129.1,1055.6,1093.0,36.8
75.75,1115.4,1041.5,1149.2,1102.0,55.1
76.0,1169.4,1097.5,1040.0,1102.3,64.8
76.25,1161.4,1145.7,1116.6,1141.3,22.7
76.5,1120.7,1059.3,1109.4,1096.5,32.7
76.75,1145.5,1128.8,1078.9,1117.8,34.7
77.0,1034.4,1029.8,1087.9,1050.7,32.3
77.25,1054.0,1166.6,1128.5,1116.4,57.3
77.5,1136.1,1019.2,1101.3,1085.5,60.0
77.75,1063.0,1074.5,1072.8,1070.1,6.2
78.0,1104.2,1055.5,1060.7,1073.5,26.7
78.25,1124.4,1054.6,1045.4,1074.8,43.2
78.5,1059.6,1049.2,1084.6,1064.5,18.2
78.75,1115.4,1054.7,1129.1,1099.7,39.6
79.0,1032.2,1032.3,1096.6,1053.7,37.1
79.25,1123.2,1011.5,1113.3,1082.7,61.8
79.5,1125.0,997.7,1036.1,1053.0,65.3
79.75,1130.1,1013.3,1028.9,1057.4,63.4
80.0,1156.0,1106.1,1128.1,1130.1,25.0
80.25,1124.9,1126.6,1104.1,1118.5,12.5
80.5,1092.2,1030.1,1086.1,1069.5,34.2
80.75,1102.5,1048.2,1097.9,1082.9,30.1
81.0,1094.1,1028.3,999.0,1040.5,48.7
81.25,1035.6,1083.5,1098.0,1072.4,32.7
81.5,1099.1,1033.8,1089.0,1074.0,35.1
81.75,1065.4,1058.6,1095.9,1073.3,19.8
82.0,1126.8,1044.0,1071.5,1080.8,42.2
82.25,1076.2,1038.1,1037.3,1050.5,22.2
82.5,1111.1,964.0,1083.6,1052.9,78.2
82.75,1106.7,1071.4,1035.3,1071.1,35.7
83.0,1151.5,1000.2,987.2,1046.3,91.3
83.25,1183.0,1011.0,1051.0,1081.7,90.0
83.5,1144.8,922.3,1047.0,1038.0,111.5
83.75,1089.6,1031.0,1061.8,1060.8,29.3
84.0,1009.9,1043.4,999.9,1017.7,22.8
84.25,1158.7,1015.6,1056.2,1076.8,73.7
84.5,1074.3,1062.2,1000.2,1045.6,39.7
84.75,1108.6,953.3,1050.3,1037.4,78.5
85.0,1155.7,1095.5,1093.1,1114.8,35.4
85.25,1118.2,959.3,1010.4,1029.3,81.2
85.5,1030.5,1035.9,1047.7,1038.0,8.8
85.75,1102.3,1040.8,1071.4,1071.5,30.8
86.0,1065.1,1000.2,1058.9,1041.4,35.8
86.25,1086.3,1036.1,1003.0,1041.8,41.9
86.5,1004.1,957.0,1025.2,995.4,34.9
86.75,1006.0,1025.1,981.9,1004.4,21.6
87.0,1084.4,975.5,990.9,1016.9,58.9
87.25,1062.7,990.6,1032.7,1028.7,36.2
87.5,1054.9,996.5,966.5,1006.0,44.9
87.75,1050.4,1025.0,964.8,1013.4,44.0
88.0,1049.0,970.5,1005.5,1008.3,39.3
88.25,1028.8,1033.9,1026.5,1029.7,3.8
88.5,1089.6,1016.9,982.3,1029.6,54.8
88.75,1057.6,997.2,986.1,1013.6,38.5
89.0,1019.3,961.1,962.1,980.8,33.3
89.25,1089.1,957.7,1002.7,1016.5,66.7
89.5,994.6,961.7,963.0,973.1,18.6
89.75,1062.9,1062.7,987.7,1037.8,43.4
90.0,1004.9,1011.0,948.7,988.2,34.4
90.25,1020.5,945.8,933.8,966.7,47.0
90.5,1055.3,961.3,918.5,978.4,70.0
90.75,959.3,987.8,983.1,976.7,15.3
91.0,1053.6,951.5,920.9,975.3,69.5
91.25,1000.3,975.4,935.4,970.3,32.7
91.5,1000.8,1004.3,983.6,996.2,11.1
91.75,970.1,986.3,947.8,968.1,19.3
92.0,971.5,969.3,983.8,974.9,7.8
92.25,1048.6,953.8,926.6,976.3,64.1
92.5,1026.1,953.5,946.3,975.3,44.1
92.75,923.6,982.9,921.3,942.6,34.9
93.0,988.6,941.5,929.6,953.2,31.2
93.25,955.4,950.1,950.4,952.0,3.0
93.5,957.1,966.3,874.5,932.6,50.5
93.75,984.7,883.4,909.2,925.8,52.7
94.0,925.5,987.0,892.4,935.0,48.0
94.25,950.2,909.5,906.9,922.2,24.3
94.5,921.8,959.8,938.8,940.2,19.0
94.75,907.0,919.5,866.1,897.5,27.9
95.0,920.3,927.9,910.4,919.5,8.8
95.25,901.0,964.7,910.1,925.3,34.5
95.5,933.3,907.5,860.2,900.3,37.1
95.75,913.8,915.0,876.6,901.8,21.8
96.0,913.6,869.3,853.2,878.7,31.3
96.25,877.5,866.5,865.4,869.8,6.7
96.5,838.6,904.4,888.1,877.0,34.3
96.75,895.5,899.8,832.2,875.9,37.9
97.0,875.7,891.4,837.2,868.1,27.9
97.25,878.9,884.8,859.2,874.3,13.4
97.5,821.0,906.0,836.8,854.6,45.2
97.75,892.4,900.6,855.4,882.8,24.1
98.0,823.7,870.4,858.8,850.9,24.3
98.25,861.9,876.3,825.5,854.6,26.2
98.5,807.4,843.3,814.4,821.7,19.0
98.75,848.8,892.3,777.4,839.5,58.0
99.0,871.4,854.4,838.4,854.7,16.5
99.25,829.8,850.2,815.2,831.7,17.6
99.5,844.9,902.5,801.3,849.6,50.7
99.75,831.8,851.3,791.6,824.9,30.5
100.0,826.1,863.4,794.6,828.0,34.4
100.25,798.4,810.8,730.2,779.8,43.4
100.5,828.0,853.8,757.3,813.0,50.0
100.75,821.8,816.5,757.9,798.7,35.5
101.0,799.2,834.6,829.6,821.1,19.1
101.25,792.2,830.4,764.0,795.5,33.3
101.5,785.1,811.5,756.9,784.5,27.3
101.75,749.8,795.4,778.1,774.4,23.0
102.0,756.7,809.9,771.7,779.4,27.4
102.25,801.1,777.7,754.0,777.6,23.6
102.5,746.8,785.6,732.2,754.9,27.6
102.75,750.7,765.0,715.6,743.8,25.4
103.0,760.2,764.9,754.7,759.9,5.1
103.25,716.3,792.8,734.9,748.0,39.9
103.5,709.4,772.9,694.0,725.5,41.8
103.75,709.5,784.1,707.1,733.6,43.7
104.0,700.2,752.2,704.0,718.8,29.0
104.25,667.8,781.2,694.3,714.4,59.3
104.5,708.2,792.8,681.1,727.4,58.3
104.75,677.0,740.7,677.2,698.3,36.7
105.0,681.2,779.7,701.2,720.7,52.0
105.25,648.6,725.8,683.0,685.8,38.7
105.5,657.3,741.2,680.8,693.1,43.3
105.75,622.1,745.2,668.9,678.7,62.1
106.0,633.0,726.4,666.6,675.3,47.3
106.25,642.1,748.5,653.6,681.4,58.4
106.5,631.6,701.9,648.6,660.7,36.7
106.75,619.6,725.3,637.8,660.9,56.5
107.0,610.0,693.9,624.3,642.7,44.9
107.25,603.8,686.6,634.7,641.7,41.9
107.5,598.0,691.1,625.9,638.3,47.8
107.75,575.8,710.8,620.7,635.8,68.7
108.0,579.7,676.1,612.2,622.6,49.0
108.25,562.8,679.1,600.3,614.1,59.3
108.5,550.6,663.9,599.8,604.8,56.8
108.75,550.8,660.9,598.6,603.4,55.2
109.0,544.1,663.3,581.9,596.4,60.9
109.25,522.9,633.9,580.3,579.0,55.5
109.5,520.8,655.0,578.9,584.9,67.3
109.75,497.9,607.4,555.1,553.5,54.7
110.0,496.9,623.1,554.2,558.1,63.2
110.25,488.8,604.2,539.8,544.3,57.8
110.5,477.3,613.3,543.8,544.8,68.0
110.75,463.8,607.1,523.5,531.5,72.0
111.0,456.0,602.1,528.6,528.9,73.1
111.25,451.7,601.5,510.3,521.1,75.5
111.5,431.4,598.3,506.5,512.1,83.6
111.75,418.6,598.4,497.9,505.0,90.1
112.0,406.4,572.0,499.0,492.5,83.0
112.25,394.0,572.5,496.7,487.7,89.6
112.5,385.3,568.3,490.6,481.4,91.9
112.75,369.9,561.1,486.2,472.4,96.3
113.0,359.6,547.5,469.3,458.8,94.4
113.25,348.7,544.5,460.1,451.1,98.2
113.5,336.9,543.3,472.2,450.8,104.8
113.75,323.7,543.3,453.4,440.1,110.4
114.0,318.0,525.0,440.3,427.7,104.1
114.25,311.1,516.2,431.6,419.7,103.1
114.5,299.1,519.6,431.2,416.6,111.0
114.75,284.3,503.9,423.3,403.8,111.1
115.0,270.5,505.1,417.4,397.7,118.5
115.25,262.8,504.2,406.0,391.0,121.4
115.5,251.5,480.5,405.8,379.2,116.8
115.75,236.2,474.4,386.0,365.5,120.4
116.0,222.8,472.3,383.5,359.5,126.5
116.25,215.9,462.2,361.1,346.4,123.8
116.5,207.9,457.0,359.3,341.4,125.5
116.75,195.3,455.5,344.1,331.6,130.5
117.0,186.1,428.6,342.4,319.0,122.9
117.25,175.9,414.7,326.3,305.6,120.7
117.5,166.5,423.4,314.5,301.5,129.0
117.75,159.0,414.2,305.6,292.9,128.1
118.0,151.9,394.6,297.3,281.3,122.2
118.25,142.6,387.4,283.2,271.1,122.8
118.5,134.3,387.8,279.8,267.3,127.2
118.75,128.3,379.7,270.5,259.5,126.1
119.0,123.7,364.4,252.5,246.9,120.4
119.25,116.0,358.5,247.4,240.6,121.4
119.5,110.8,339.6,239.6,230.0,114.7
119.75,106.8,338.4,230.0,225.1,115.9
120.0,99.2,324.0,215.4,212.9,112.4
120.25,95.3,315.5,209.5,206.8,110.1
120.5,92.3,302.8,201.2,198.8,105.3
120.75,88.8,296.8,190.2,191.9,104.0
121.0,85.3,292.5,180.0,185.9,103.7
121.25,81.7,281.7,174.0,179.1,100.1
121.5,77.5,269.7,166.0,171.1,96.2
121.75,73.8,263.9,158.7,165.5,95.2
122.0,71.0,255.4,149.9,158.8,92.5
122.25,66.4,245.1,142.7,151.4,89.7
122.5,64.5,237.3,135.5,145.8,86.8
